MDTU,link
1,1.01719
2,1.06509
3,1.05902
4,1.06218
5,1.06286
6,1.06228
7,1.05957
8,1.06025
9,1.05809
10,1.05849
11,1.05745
12,1.05671
13,1.05474
14,1.05812
15,1.05795
16,1.058
17,1.05703
18,1.05412
19,1.05472
20,1.05472
21,1.05472
22,1.05463
23,1.05387
24,1.05319
25,1.05121
26,1.0524
27,1.05114
28,1.04954
29,1.04975
30,1.04975
31,1.05104
32,1.05031
33,1.04864
34,1.05011
35,1.04938
36,1.0483
37,1.04731
38,1.04731
39,1.04732
40,1.04915
41,1.05006
42,1.05006
43,1.05027
44,1.04874
45,1.04881
46,1.04915
47,1.0472
48,1.04653
49,1.04555
50,1.04555
51,1.04553
52,1.04378
53,1.04378
54,1.04462
55,1.04395
56,1.04426
57,1.04426
58,1.04484
59,1.04297
60,1.04267
61,1.04267
62,1.04131
63,1.04103
64,1.04103
65,1.04158
66,1.04413
67,1.0429
68,1.0429
69,1.04229
70,1.04135
71,1.04135
72,1.04075
73,1.03833
74,1.04069
75,1.04011
76,1.03943
77,1.03938
78,1.03901
79,1.03906
80,1.03906
81,1.03993
82,1.0364
83,1.03478
84,1.03562
85,1.03512
86,1.03512
87,1.03354
88,1.03354
89,1.03451
90,1.03401
91,1.03401
92,1.03245
93,1.03245
94,1.03245
95,1.03325
96,1.03325
97,1.03325
98,1.03302
99,1.03232
100,1.033
101,1.033
102,1.03345
103,1.03346
104,1.0336
105,1.0336
106,1.03516
107,1.03647
108,1.03647
109,1.03563
110,1.03563
111,1.03513
112,1.03513
113,1.03513
114,1.0352
115,1.0351
116,1.03594
117,1.03671
118,1.03671
119,1.0375
120,1.03827
121,1.03545
122,1.0352
123,1.0352
124,1.03475
125,1.03208
126,1.03208
127,1.03297
128,1.03184
129,1.03184
130,1.03184
131,1.03219
132,1.03219
133,1.03176
134,1.03176
135,1.03224
136,1.03224
137,1.03224
138,1.03191
139,1.03184
140,1.03133
141,1.03133
142,1.03133
143,1.03133
144,1.03123
145,1.03154
146,1.03182
147,1.03173
148,1.03149
149,1.02919
150,1.02919
151,1.02919
152,1.02952
153,1.02952
154,1.03176
155,1.03176
156,1.03176
157,1.03253
158,1.03178
159,1.03178
160,1.03178
161,1.03178
162,1.03037
163,1.02819
164,1.02819
165,1.02868
166,1.0297
167,1.0297
168,1.03126
169,1.02988
170,1.03013
171,1.03013
172,1.03208
173,1.03208
174,1.03208
175,1.0315
176,1.03412
177,1.03412
178,1.03412
179,1.03252
180,1.03462
181,1.03471
182,1.03471
183,1.03398
184,1.03398
185,1.03557
186,1.03513
187,1.03301
188,1.03314
189,1.03457
190,1.0328
191,1.0328
192,1.03319
193,1.03229
194,1.02943
195,1.02888
196,1.02768
197,1.02768
198,1.02768
199,1.02903
200,1.028
201,1.02739
202,1.02739
203,1.02801
204,1.02599
205,1.02538
206,1.02538
207,1.02538
208,1.02538
209,1.02538
210,1.02538
211,1.02457
212,1.02457
213,1.02457
214,1.02457
215,1.02457
216,1.02518
217,1.02292
218,1.02416
219,1.02416
220,1.02595
221,1.02569
222,1.02624
223,1.02624
224,1.02498
225,1.02481
226,1.02409
227,1.02409
228,1.0251
229,1.0251
230,1.02533
231,1.02229
232,1.02349
233,1.02349
234,1.02184
235,1.02184
236,1.02184
237,1.02002
238,1.02088
239,1.02037
240,1.02067
241,1.01918
242,1.02085
243,1.02092
244,1.02092
245,1.02099
246,1.02072
247,1.02194
248,1.02286
249,1.02286
250,1.02424
251,1.02313
252,1.02214
253,1.02048
254,1.02309
255,1.02287
256,1.02287
257,1.02287
258,1.02287
259,1.02158
260,1.02101
261,1.02212
262,1.02149
263,1.02076
264,1.0223
265,1.0223
266,1.0231
267,1.0231
268,1.02442
269,1.02319
270,1.02453
271,1.02424
272,1.02469
273,1.02469
274,1.02483
275,1.02483
276,1.02256
277,1.02256
278,1.02331
279,1.02331
280,1.02331
281,1.02358
282,1.02068
283,1.02168
284,1.02173
285,1.02009
286,1.02032
287,1.02011
288,1.02011
289,1.02205
290,1.02262
291,1.02289
292,1.02272
293,1.02158
294,1.02209
295,1.0205
296,1.0205
297,1.02173
298,1.02035
299,1.02094
300,1.02094
301,1.02094
302,1.01952
303,1.02088
304,1.02271
305,1.02271
306,1.02221
307,1.02113
308,1.02267
309,1.02072
310,1.02277
311,1.02277
312,1.01959
313,1.02068
314,1.02226
315,1.02226
316,1.02226
317,1.02199
318,1.02199
319,1.02199
320,1.02214
321,1.02131
322,1.02131
323,1.02131
324,1.02284
325,1.02284
326,1.02019
327,1.02109
328,1.02194
329,1.02052
330,1.01928
331,1.02135
332,1.0206
333,1.02158
334,1.02158
335,1.02173
336,1.02317
337,1.02317
338,1.02146
339,1.02093
340,1.02093
341,1.02053
342,1.02031
343,1.01982
344,1.01879
345,1.02108
346,1.01982
347,1.01982
348,1.01796
349,1.01857
350,1.01857
351,1.01715
352,1.01715
353,1.01715
354,1.01746
355,1.01723
356,1.01617
357,1.01769
358,1.01683
359,1.01582
360,1.01582
361,1.01582
362,1.01582
363,1.01582
364,1.01621
365,1.0168
366,1.01702
367,1.01483
368,1.01604
369,1.01791
370,1.02115
371,1.01893
372,1.01893
373,1.01893
374,1.01893
375,1.01893
376,1.01893
377,1.02087
378,1.02135
379,1.02382
380,1.02427
381,1.02427
382,1.02544
383,1.02495
384,1.02495
385,1.02466
386,1.02363
387,1.02455
388,1.02472
389,1.02512
