MDTU,0,2,4,6,8,10
10,18.4537,18.4351,18.4302,18.4251,18.424,18.4151
20,18.3287,18.3229,18.3166,18.3073,18.3057,18.3036
30,18.2296,18.2119,18.2072,18.2045,18.1976,18.1919
40,18.3863,18.3674,18.3631,18.3569,18.35,18.3452
50,18.1691,18.1481,18.1407,18.1318,18.1282,18.1183
60,18.1851,18.1716,18.1671,18.1591,18.1545,18.1496
70,18.0973,18.0818,18.0722,18.0634,18.0622,18.0549
80,17.9789,17.9698,17.9579,17.956,17.9528,17.9492
90,18.0927,18.0765,18.0702,18.0651,18.0605,18.0563
100,17.9853,17.9693,17.9667,17.9651,17.9597,17.9579
110,18.0516,18.0316,18.0254,18.0194,18.0145,18.0107
120,18.0648,18.0444,18.043,18.0391,18.0371,18.0336
130,18.0419,18.0263,18.0194,18.0137,18.0088,18.0031
140,17.9998,17.9784,17.9757,17.9712,17.9676,17.9629
150,17.918,17.9009,17.894,17.889,17.8849,17.8771
160,18.03,18.0098,18.0071,17.9996,17.9954,17.9898
170,18.06,18.0416,18.0366,18.0302,18.0248,18.0155
180,17.8963,17.8834,17.8755,17.8716,17.87,17.8637
190,17.9811,17.9632,17.9522,17.9407,17.9346,17.921
200,17.8712,17.8531,17.8498,17.8374,17.8333,17.8287
210,17.7548,17.7471,17.7413,17.7299,17.7294,17.7276
220,17.7928,17.771,17.7689,17.7658,17.763,17.7596
230,17.7678,17.7438,17.7395,17.7339,17.7308,17.727
240,17.8005,17.7805,17.7739,17.7652,17.7646,17.7601
250,17.7912,17.7713,17.7665,17.7622,17.7569,17.7522
260,17.7665,17.7501,17.7404,17.7311,17.7238,17.7164
270,17.8168,17.7995,17.7927,17.7868,17.7812,17.7766
280,17.814,17.8121,17.7949,17.7932,17.7899,17.7875
290,17.7596,17.7484,17.7409,17.7338,17.732,17.7257
300,17.7441,17.726,17.7221,17.7164,17.7128,17.7107
310,17.763,17.7446,17.7411,17.7374,17.7326,17.731
320,17.762,17.7425,17.737,17.7276,17.7234,17.7131
330,17.8249,17.8059,17.8015,17.794,17.7884,17.7838
340,17.6952,17.6775,17.6685,17.6659,17.6639,17.6601
350,17.7018,17.6827,17.6775,17.6735,17.6691,17.664
360,17.8034,17.7849,17.7814,17.7748,17.769,17.7627
370,17.8062,17.789,17.7873,17.7845,17.7807,17.7776
380,17.8597,17.8454,17.8393,17.8264,17.8255,17.8199
390,17.9155,17.8984,17.8916,17.8839,17.8792,17.8699
400,17.9027,17.8866,17.8849,17.872,17.8679,17.8606
410,17.8363,17.817,17.8132,17.8087,17.8078,17.804
420,17.7526,17.7409,17.7355,17.726,17.7223,17.7173
430,17.7124,17.7076,17.6919,17.6887,17.6881,17.6797
440,17.7311,17.7166,17.7129,17.7017,17.6976,17.6908
450,17.7055,17.7045,17.6872,17.6862,17.6854,17.6835
460,17.6952,17.6911,17.6779,17.6762,17.6742,17.6685
470,17.7339,17.7156,17.7122,17.7068,17.7023,17.6986
480,17.7127,17.6953,17.6891,17.6862,17.6831,17.6815
490,17.8674,17.8514,17.8423,17.8402,17.8346,17.8304
500,17.7219,17.7107,17.7052,17.6989,17.6932,17.69
510,17.7876,17.7702,17.7601,17.7531,17.7485,17.7465
520,17.7612,17.741,17.7381,17.732,17.7297,17.7259
530,17.8362,17.8136,17.8034,17.7959,17.789,17.7767
540,17.8324,17.8143,17.8113,17.8077,17.8034,17.7983
550,17.7616,17.7403,17.7393,17.7351,17.7323,17.7282
560,17.8129,17.7993,17.7954,17.786,17.7847,17.7807
570,17.8221,17.8027,17.7973,17.794,17.7862,17.7826
580,17.8213,17.8042,17.7989,17.7944,17.7924,17.788
590,17.8071,17.803,17.789,17.7852,17.7836,17.7823
600,17.748,17.7362,17.7266,17.7222,17.719,17.7163
610,17.9871,17.9681,17.9582,17.9517,17.9462,17.9339
620,17.8548,17.8372,17.8367,17.831,17.8248,17.82
630,17.8634,17.8437,17.8374,17.8269,17.8262,17.8168
640,17.8676,17.8608,17.854,17.8507,17.844,17.8356
650,17.9647,17.9511,17.9457,17.9361,17.9244,17.9144
660,17.8843,17.8672,17.8659,17.8621,17.8532,17.8489
670,17.8335,17.8156,17.8097,17.8036,17.802,17.7948
680,17.8666,17.8517,17.8494,17.8416,17.8368,17.8307
690,17.7948,17.7753,17.7695,17.7616,17.7575,17.7479
700,17.8274,17.8089,17.8049,17.7997,17.7947,17.7881
710,17.8354,17.8161,17.8111,17.8041,17.7977,17.7874
720,17.7151,17.6946,17.6881,17.6764,17.6724,17.666
730,17.7626,17.7439,17.7369,17.7312,17.7277,17.7189
740,17.7487,17.747,17.7302,17.726,17.7248,17.7208
750,17.7768,17.7606,17.7579,17.7571,17.7541,17.7502
760,17.8374,17.8201,17.8154,17.8092,17.8064,17.8018
770,17.7823,17.763,17.7558,17.7497,17.7464,17.7392
780,17.8501,17.8312,17.8262,17.8168,17.8144,17.8073
790,17.6986,17.6784,17.6739,17.6613,17.6571,17.6531
800,17.6898,17.6729,17.6711,17.668,17.6639,17.6573
810,17.725,17.7074,17.7003,17.6934,17.6908,17.6899
820,17.8447,17.8269,17.8218,17.8125,17.8059,17.7985
830,17.641,17.6248,17.6221,17.617,17.606,17.6014
840,17.6184,17.5987,17.5952,17.5923,17.5912,17.5847
850,17.6424,17.6226,17.6156,17.6133,17.6083,17.6061
860,17.6481,17.6293,17.6262,17.6209,17.6187,17.6126
870,17.6175,17.5988,17.594,17.5917,17.5852,17.5801
880,17.682,17.6634,17.6568,17.6478,17.6434,17.6328
890,17.6579,17.6519,17.6363,17.6338,17.6321,17.6304
900,17.6533,17.6457,17.6355,17.6323,17.63,17.6266
910,17.7339,17.7173,17.7094,17.7027,17.6984,17.6889
920,17.7347,17.7182,17.7171,17.7153,17.7108,17.7063
930,17.7282,17.7219,17.7127,17.7082,17.7044,17.7015
940,17.7787,17.7636,17.7545,17.7529,17.7424,17.738
950,17.8919,17.8725,17.869,17.8646,17.8607,17.8568
960,17.8408,17.8281,17.8195,17.8093,17.8049,17.7933
970,17.8328,17.811,17.8002,17.7859,17.7795,17.7617
980,17.8282,17.8121,17.8078,17.7992,17.7962,17.7856
990,17.6434,17.6296,17.6206,17.6112,17.6083,17.6058
1000,17.6875,17.6809,17.665,17.6599,17.659,17.6576
1010,17.6806,17.671,17.6586,17.653,17.6509,17.6461
1020,17.8009,17.7856,17.7823,17.7711,17.7627,17.7578
1030,17.7479,17.7328,17.726,17.7119,17.7035,17.6913
1040,17.6597,17.659,17.6546,17.6422,17.64,17.6358
1050,17.6766,17.6561,17.65,17.6456,17.6409,17.6388
1060,17.5702,17.5508,17.5483,17.546,17.5412,17.5406
1070,17.7497,17.7299,17.7237,17.7153,17.7081,17.6995
1080,17.6084,17.5909,17.5878,17.5792,17.5759,17.5689
1090,17.7729,17.7541,17.7457,17.7376,17.7359,17.722
1100,17.5664,17.5545,17.5439,17.5406,17.5357,17.5337
1110,17.5081,17.4946,17.4855,17.4797,17.4752,17.4723
1120,17.5692,17.5675,17.5514,17.5467,17.5458,17.5423
1130,17.4874,17.4755,17.4691,17.4647,17.461,17.4579
1140,17.4866,17.465,17.455,17.4411,17.4372,17.4313
1150,17.6134,17.5971,17.5919,17.5813,17.5757,17.568
1160,17.723,17.7072,17.6982,17.6848,17.6778,17.6693
1170,17.5617,17.5428,17.5365,17.5244,17.512,17.5023
1180,17.5469,17.5293,17.5279,17.519,17.513,17.5089
1190,17.6448,17.6426,17.6248,17.6228,17.6182,17.6142
1200,17.5958,17.5726,17.5674,17.5582,17.551,17.5459
