ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.982526,0.02256,null,null,null
0.216155,null,-0.323692,null,null
0.115948,null,null,-0.264977,null
0.00311014,null,null,null,-0.00270494
0.981644,0.0187893,null,null,null
0.650854,null,-0.734391,null,null
0.437399,null,null,-0.653015,null
-0.0025365,null,null,null,-0.000291966
0.978839,0.0171494,null,null,null
0.503496,null,-0.632175,null,null
0.297375,null,null,-0.653711,null
-0.000710381,null,null,null,0.00587782
0.981306,0.014393,null,null,null
0.438267,null,-0.668122,null,null
0.524244,null,null,-0.679795,null
-0.00430017,null,null,null,0.00438279
0.983853,0.015458,null,null,null
0.613486,null,-0.66309,null,null
0.266199,null,null,-0.66659,null
-0.00219667,null,null,null,0.00920836
0.982781,0.011568,null,null,null
0.523053,null,-0.734117,null,null
0.142923,null,null,-0.735097,null
4.51001e-05,null,null,null,0.000623567
0.980389,0.0064747,null,null,null
0.429262,null,-0.691964,null,null
0.254358,null,null,-0.719461,null
0.000553376,null,null,null,0.00635355
0.979479,0.00986316,null,null,null
0.405375,null,-0.824546,null,null
0.0507294,null,null,-0.732954,null
0.00236946,null,null,null,0.00593525
0.977309,0.00538575,null,null,null
0.294931,null,-0.789764,null,null
0.121955,null,null,-0.498335,null
0.00831703,null,null,null,0.00468714
0.978585,0.00552286,null,null,null
0.267915,null,-0.621229,null,null
0.166056,null,null,-0.476821,null
-0.000187519,null,null,null,0.00519056
0.980735,0.00487345,null,null,null
0.218073,null,-0.665339,null,null
0.247443,null,null,-0.543678,null
-0.00589169,null,null,null,-0.000950244
0.977024,0.00873717,null,null,null
0.240674,null,-0.585453,null,null
0.255975,null,null,-0.556796,null
0.00537601,null,null,null,2.89884e-05
0.976294,0.00713501,null,null,null
0.35653,null,-0.545099,null,null
0.0504651,null,null,-0.593527,null
0.00534791,null,null,null,0.00292309
0.981941,0.00997849,null,null,null
0.424776,null,-0.424347,null,null
0.0227955,null,null,-0.559963,null
-0.0046278,null,null,null,0.00351594
0.983821,0.0104531,null,null,null
0.426129,null,-0.311325,null,null
0.340392,null,null,-0.656794,null
-0.00698203,null,null,null,0.00365153
0.983634,0.00829693,null,null,null
0.288413,null,-0.318397,null,null
0.28052,null,null,-0.782088,null
0.00224644,null,null,null,0.00719498
0.985468,0.00341405,null,null,null
0.122801,null,-0.348488,null,null
0.299455,null,null,-0.701635,null
-0.000410928,null,null,null,0.0069355
0.982481,0.00140821,null,null,null
0.185257,null,-0.315919,null,null
0.32126,null,null,-0.655774,null
0.00148227,null,null,null,0.00969075
0.982274,0.00661849,null,null,null
0.197629,null,-0.119472,null,null
0.2954,null,null,-0.58075,null
0.00215967,null,null,null,0.00883896
0.982274,0.00661849,null,null,null
0.197629,null,-0.119472,null,null
0.2954,null,null,-0.58075,null
0.00215967,null,null,null,0.00883896
0.982274,0.00661849,null,null,null
0.197629,null,-0.119472,null,null
0.2954,null,null,-0.58075,null
0.00215967,null,null,null,0.00883896
0.98225,0.00440426,null,null,null
0.298293,null,-0.209204,null,null
0.132251,null,null,-0.508323,null
-0.000445268,null,null,null,-0.00095783
0.982727,0.00333492,null,null,null
-0.00708302,null,-0.230219,null,null
0.118335,null,null,-0.418864,null
0.00104802,null,null,null,0.00560784
0.982868,0.00356131,null,null,null
-0.0482281,null,-0.245895,null,null
0.299175,null,null,-0.550327,null
-0.000855188,null,null,null,0.00356194
0.982926,0.00537892,null,null,null
0.0216378,null,-0.355239,null,null
0.304946,null,null,-0.538758,null
0.00851455,null,null,null,4.30028e-06
0.983825,0.00156734,null,null,null
0.147465,null,-0.191009,null,null
0.306667,null,null,-0.644702,null
-0.000164779,null,null,null,0.000171144
0.98112,0.00056175,null,null,null
0.2976,null,-0.263395,null,null
0.417276,null,null,-0.613528,null
-0.0021557,null,null,null,-0.00520817
0.981036,-0.000716793,null,null,null
0.264535,null,-0.429696,null,null
0.381499,null,null,-0.621968,null
-0.00450669,null,null,null,-0.00271528
0.982725,-0.00473838,null,null,null
0.268874,null,-0.305196,null,null
0.29618,null,null,-0.73499,null
0.00301552,null,null,null,-0.00432942
0.982725,-0.00473838,null,null,null
0.268874,null,-0.305196,null,null
0.29618,null,null,-0.73499,null
0.00301552,null,null,null,-0.00432942
0.981955,-0.00443189,null,null,null
0.229906,null,-0.353284,null,null
0.367013,null,null,-0.884578,null
0.000374236,null,null,null,-0.00209869
0.982158,-0.00524675,null,null,null
0.257629,null,-0.45073,null,null
0.263419,null,null,-0.829128,null
0.00188522,null,null,null,0.00331131
0.978214,-0.00559444,null,null,null
0.21799,null,-0.570619,null,null
0.182514,null,null,-0.818771,null
-0.0025582,null,null,null,3.19745e-05
0.981281,-0.00231674,null,null,null
0.312987,null,-0.491729,null,null
0.27111,null,null,-0.68,null
-0.00131051,null,null,null,-0.00114157
0.980217,-0.00410174,null,null,null
0.461096,null,-0.578795,null,null
0.399282,null,null,-0.647281,null
-0.00551239,null,null,null,-0.00247268
0.978829,-0.00314127,null,null,null
0.357237,null,-0.576226,null,null
0.503219,null,null,-0.455317,null
-0.0131617,null,null,null,-0.0017825
0.978034,-0.00552609,null,null,null
0.336336,null,-0.668936,null,null
0.360699,null,null,-0.46642,null
0.00443787,null,null,null,-0.00767946
0.978034,-0.00552609,null,null,null
0.336336,null,-0.668936,null,null
0.360699,null,null,-0.46642,null
0.00443787,null,null,null,-0.00767946
0.979365,-0.00739006,null,null,null
0.383425,null,-0.594929,null,null
0.412099,null,null,-0.318557,null
0.00781259,null,null,null,0.00553536
0.982876,-0.00798979,null,null,null
0.41344,null,-0.678591,null,null
0.48007,null,null,-0.444601,null
0.00514239,null,null,null,0.00145764
0.98721,-0.00542756,null,null,null
0.444854,null,-0.662374,null,null
0.617294,null,null,-0.426696,null
0.00830282,null,null,null,-0.00204095
0.98721,-0.00542756,null,null,null
0.444854,null,-0.662374,null,null
0.617294,null,null,-0.426696,null
0.00830282,null,null,null,-0.00204095
0.98781,-0.00789336,null,null,null
0.838365,null,-0.84703,null,null
0.596818,null,null,-0.442063,null
0.00190984,null,null,null,0.00217397
0.985256,-0.0100819,null,null,null
0.863006,null,-0.704292,null,null
0.498833,null,null,-0.381021,null
0.00560988,null,null,null,-0.0036463
0.98753,-0.0123121,null,null,null
0.692001,null,-0.787876,null,null
0.539863,null,null,-0.400877,null
0.0132639,null,null,null,-0.00374931
0.986809,-0.00931532,null,null,null
0.647622,null,-0.739366,null,null
0.507795,null,null,-0.396823,null
0.00582299,null,null,null,0.00142649
0.984791,-0.0101462,null,null,null
0.43494,null,-0.723193,null,null
0.450685,null,null,-0.432737,null
-0.0104734,null,null,null,-0.000511884
0.985731,-0.0071159,null,null,null
0.47049,null,-0.830987,null,null
0.394429,null,null,-0.365416,null
-0.00437497,null,null,null,0.00507969
0.98419,-0.00479459,null,null,null
0.565449,null,-0.695414,null,null
0.469096,null,null,-0.508466,null
0.00388697,null,null,null,-0.00322679
0.98419,-0.00479459,null,null,null
0.565449,null,-0.695414,null,null
0.469096,null,null,-0.508466,null
0.00388697,null,null,null,-0.00322679
0.982707,-0.0050466,null,null,null
0.564759,null,-0.840624,null,null
0.650599,null,null,-0.459889,null
0.0017375,null,null,null,-0.0023535
0.983191,-0.00459394,null,null,null
0.634533,null,-0.763029,null,null
0.61333,null,null,-0.517954,null
-0.00182567,null,null,null,-0.00590904
0.983191,-0.00459394,null,null,null
0.634533,null,-0.763029,null,null
0.61333,null,null,-0.517954,null
-0.00182567,null,null,null,-0.00590904
0.98148,-0.00978154,null,null,null
0.580762,null,-1.02544,null,null
0.560779,null,null,-0.475977,null
-0.00538325,null,null,null,-0.000476364
0.982984,-0.0125359,null,null,null
0.535814,null,-0.982245,null,null
0.528631,null,null,-0.450275,null
-0.00415846,null,null,null,0.0042028
0.985626,-0.0153397,null,null,null
0.46407,null,-0.839753,null,null
0.492457,null,null,-0.579759,null
0.00236726,null,null,null,-0.00293516
0.985626,-0.0153397,null,null,null
0.46407,null,-0.839753,null,null
0.492457,null,null,-0.579759,null
0.00236726,null,null,null,-0.00293516
0.987399,-0.0120286,null,null,null
0.452339,null,-0.797819,null,null
0.532106,null,null,-0.541874,null
-0.00273529,null,null,null,-0.00035016
0.989376,-0.0151383,null,null,null
0.52164,null,-0.676241,null,null
0.430655,null,null,-0.438922,null
0.00407117,null,null,null,-0.00489065
0.988311,-0.0161883,null,null,null
0.429366,null,-0.748061,null,null
0.352982,null,null,-0.269379,null
0.0080141,null,null,null,0.0024446
0.988311,-0.0161883,null,null,null
0.429366,null,-0.748061,null,null
0.352982,null,null,-0.269379,null
0.0080141,null,null,null,0.0024446
0.987024,-0.0162191,null,null,null
0.336991,null,-0.777057,null,null
0.377481,null,null,-0.382223,null
0.000312799,null,null,null,0.00507476
0.986621,-0.0159825,null,null,null
0.335077,null,-0.725761,null,null
0.286204,null,null,-0.462246,null
0.00751369,null,null,null,0.00876637
0.986621,-0.0159825,null,null,null
0.335077,null,-0.725761,null,null
0.286204,null,null,-0.462246,null
0.00751369,null,null,null,0.00876637
0.989067,-0.0171431,null,null,null
0.419035,null,-0.747689,null,null
0.253344,null,null,-0.410916,null
-0.00212856,null,null,null,0.00283739
0.993401,-0.0221753,null,null,null
0.38319,null,-0.801315,null,null
0.241209,null,null,-0.402434,null
0.000509532,null,null,null,0.000591185
0.994209,-0.0208544,null,null,null
0.362426,null,-0.877154,null,null
0.269448,null,null,-0.371385,null
-0.00375916,null,null,null,-0.00318824
0.994209,-0.0208544,null,null,null
0.362426,null,-0.877154,null,null
0.269448,null,null,-0.371385,null
-0.00375916,null,null,null,-0.00318824
0.993182,-0.017097,null,null,null
0.34556,null,-0.844435,null,null
0.23032,null,null,-0.346246,null
0.00728926,null,null,null,0.000716344
0.990765,-0.0171301,null,null,null
0.299181,null,-0.916203,null,null
0.258436,null,null,-0.365175,null
-0.00337391,null,null,null,-0.00654714
0.990765,-0.0171301,null,null,null
0.299181,null,-0.916203,null,null
0.258436,null,null,-0.365175,null
-0.00337391,null,null,null,-0.00654714
0.989865,-0.0151414,null,null,null
0.217289,null,-0.502551,null,null
0.297195,null,null,-0.33148,null
0.00334384,null,null,null,-0.0011652
0.98512,-0.015947,null,null,null
0.247062,null,-0.639766,null,null
0.199936,null,null,-0.291216,null
0.000901479,null,null,null,-0.00593095
0.990979,-0.0135449,null,null,null
0.272919,null,-0.726503,null,null
0.192222,null,null,-0.40287,null
0.00412704,null,null,null,-0.00321589
0.991591,-0.0104252,null,null,null
0.21442,null,-0.822151,null,null
0.131159,null,null,-0.344101,null
-0.00375159,null,null,null,-0.00527025
0.989256,-0.00530397,null,null,null
0.148666,null,-0.817614,null,null
0.171815,null,null,-0.242096,null
-0.007818,null,null,null,0.00159945
0.98692,-0.00492792,null,null,null
0.0818897,null,-0.982202,null,null
0.14787,null,null,-0.34289,null
0.0033288,null,null,null,-0.00489399
0.987206,-0.00486444,null,null,null
0.227829,null,-0.879096,null,null
0.0830245,null,null,-0.400467,null
-0.000729562,null,null,null,-0.0010704
0.987524,-0.000585804,null,null,null
0.208466,null,-0.773667,null,null
0.041239,null,null,-0.420115,null
0.00217184,null,null,null,0.00460814
0.987524,-0.000585804,null,null,null
0.208466,null,-0.773667,null,null
0.041239,null,null,-0.420115,null
0.00217184,null,null,null,0.00460814
0.98743,-0.0023531,null,null,null
0.18404,null,-0.792007,null,null
0.102157,null,null,-0.322244,null
0.00466177,null,null,null,0.00579224
0.983739,-0.00433299,null,null,null
0.181562,null,-0.734436,null,null
0.157209,null,null,-0.371486,null
0.00224796,null,null,null,-0.00296026
0.980466,-0.00741539,null,null,null
0.267883,null,-0.732405,null,null
0.23611,null,null,-0.343527,null
0.00199132,null,null,null,0.00191761
0.981284,-0.00915828,null,null,null
0.155541,null,-0.782459,null,null
0.129934,null,null,-0.353134,null
0.00380182,null,null,null,-0.00426715
0.981413,-0.00758806,null,null,null
0.256501,null,-0.860484,null,null
0.248798,null,null,-0.216999,null
-0.00597249,null,null,null,-0.00477486
0.981413,-0.00758806,null,null,null
0.256501,null,-0.860484,null,null
0.248798,null,null,-0.216999,null
-0.00597249,null,null,null,-0.00477486
0.977592,-0.00980358,null,null,null
0.193065,null,-0.742904,null,null
0.224979,null,null,-0.0647371,null
0.00204921,null,null,null,-0.00474366
0.977592,-0.00980358,null,null,null
0.193065,null,-0.742904,null,null
0.224979,null,null,-0.0647371,null
0.00204921,null,null,null,-0.00474366
0.977903,-0.00803343,null,null,null
0.33106,null,-0.900988,null,null
0.196827,null,null,0.0307193,null
-0.00122838,null,null,null,-0.00364854
0.978909,-0.00735778,null,null,null
0.368046,null,-0.897367,null,null
0.185621,null,null,-0.00986404,null
-0.00451134,null,null,null,0.00330857
0.978909,-0.00735778,null,null,null
0.368046,null,-0.897367,null,null
0.185621,null,null,-0.00986404,null
-0.00451134,null,null,null,0.00330857
0.973839,-0.00554439,null,null,null
0.456412,null,-0.871501,null,null
0.120604,null,null,-0.116326,null
0.0112703,null,null,null,0.00110912
0.973839,-0.00554439,null,null,null
0.456412,null,-0.871501,null,null
0.120604,null,null,-0.116326,null
0.0112703,null,null,null,0.00110912
0.973839,-0.00554439,null,null,null
0.456412,null,-0.871501,null,null
0.120604,null,null,-0.116326,null
0.0112703,null,null,null,0.00110912
0.9742,-0.00676193,null,null,null
0.262825,null,-0.88553,null,null
0.163415,null,null,-0.0728585,null
0.00171179,null,null,null,-0.00142111
0.9742,-0.00676193,null,null,null
0.262825,null,-0.88553,null,null
0.163415,null,null,-0.0728585,null
0.00171179,null,null,null,-0.00142111
0.9742,-0.00676193,null,null,null
0.262825,null,-0.88553,null,null
0.163415,null,null,-0.0728585,null
0.00171179,null,null,null,-0.00142111
0.974401,-0.00989862,null,null,null
0.259333,null,-0.834679,null,null
0.149874,null,null,-0.131587,null
0.00725537,null,null,null,-0.00800551
0.972791,-0.00926185,null,null,null
0.299311,null,-0.853213,null,null
0.0682013,null,null,-0.0672545,null
-0.000214538,null,null,null,-0.00390034
0.976002,-0.00468039,null,null,null
0.44264,null,-0.981739,null,null
0.154311,null,null,-0.0985106,null
0.00574725,null,null,null,-0.00229108
0.976002,-0.00468039,null,null,null
0.44264,null,-0.981739,null,null
0.154311,null,null,-0.0985106,null
0.00574725,null,null,null,-0.00229108
0.976256,-0.0125196,null,null,null
0.248888,null,-0.866718,null,null
0.241317,null,null,-0.100729,null
-0.000885365,null,null,null,0.000497884
0.974389,-0.0100229,null,null,null
0.24869,null,-0.695638,null,null
0.210016,null,null,-0.145481,null
-0.00131056,null,null,null,-0.00265028
0.975236,-0.00921494,null,null,null
0.269474,null,-0.816778,null,null
0.21994,null,null,-0.195389,null
-0.000160005,null,null,null,0.00255576
0.975236,-0.00921494,null,null,null
0.269474,null,-0.816778,null,null
0.21994,null,null,-0.195389,null
-0.000160005,null,null,null,0.00255576
0.978773,-0.00755804,null,null,null
0.257204,null,-0.83986,null,null
0.248957,null,null,-0.185823,null
0.00112155,null,null,null,0.00438281
0.980915,-0.0108764,null,null,null
0.300774,null,-0.808204,null,null
0.157866,null,null,-0.114207,null
-0.0101616,null,null,null,-0.0064539
0.980915,-0.0108764,null,null,null
0.300774,null,-0.808204,null,null
0.157866,null,null,-0.114207,null
-0.0101616,null,null,null,-0.0064539
0.981575,-0.00257344,null,null,null
0.229735,null,-0.645255,null,null
0.158235,null,null,-0.114026,null
-0.00112664,null,null,null,0.00326402
0.981575,-0.00257344,null,null,null
0.229735,null,-0.645255,null,null
0.158235,null,null,-0.114026,null
-0.00112664,null,null,null,0.00326402
0.979506,-0.00730095,null,null,null
0.56688,null,-0.68775,null,null
0.207866,null,null,-0.00223398,null
-0.00397006,null,null,null,-0.00112866
0.979506,-0.00730095,null,null,null
0.56688,null,-0.68775,null,null
0.207866,null,null,-0.00223398,null
-0.00397006,null,null,null,-0.00112866
0.979506,-0.00730095,null,null,null
0.56688,null,-0.68775,null,null
0.207866,null,null,-0.00223398,null
-0.00397006,null,null,null,-0.00112866
0.97819,-0.00845409,null,null,null
0.591471,null,-0.693079,null,null
0.325346,null,null,-0.00133333,null
-0.00560111,null,null,null,-0.00179086
0.97681,-0.00769034,null,null,null
0.608653,null,-0.671976,null,null
