t,walltime
10,1167
20,1185
30,298.5
40,297.7
50,299.4
60,300.4
70,299.8
80,303.9
90,300.2
100,302.4
110,298.6
120,292.8
130,292.9
140,289.3
150,291.6
160,291.7
170,299.3
180,295.1
190,289.8
200,293
210,297.8
220,296.2
230,290
240,295.5
250,296.4
260,298.5
270,294.9
280,277.2
290,314.3
300,302.9
310,295.5
320,306.3
330,311.7
340,291
350,298
360,295.2
370,387.6
380,351.8
390,312.6
400,286.1
410,289.9
420,342.9
430,314.8
440,293.4
450,294.1
460,283.9
470,297
480,304.3
490,331.1
500,300.2
510,301
520,277
530,310.7
540,317.8
550,312
560,312.2
570,309.3
580,311.1
590,311.7
600,314.6
610,312.5
620,314.6
630,309.2
640,306.7
650,312.5
660,318.2
670,312.9
680,315
690,310.8
700,315.3
710,311.6
720,312.9
730,319.1
740,320.9
750,322.2
760,317.5
770,311
780,377
790,377.1
800,378.5
810,372.8
820,373.6
830,371.4
840,368.6
850,367.7
860,372.7
870,377.8
880,372.2
890,373.5
900,369.4
910,370.1
920,369.4
930,365.3
940,367.6
950,363
960,362.5
970,360.2
980,363.6
990,367.1
1000,366.5
1010,291.8
1020,297.1
1030,304.3
1040,306.6
1050,308.2
1060,309.8
1070,307.4
1080,306.4
1090,315.6
1100,321.3
1110,347.6
1120,381.7
1130,377.7
1140,342.1
1150,351.2
1160,344
1170,312.9
1180,315.3
1190,312.7
1200,313.5
1210,309.3
1220,317.2
1230,306.3
1240,304.8
1250,300.5
1260,307.1
1270,307.7
1280,303.1
1290,304.7
1300,306.4
1310,303.9
1320,311.5
1330,311.7
1340,353.8
1350,1326
1360,297.8
1370,297.1
1380,292
1390,289.8
1400,287.9
1410,312.6
1420,301.5
1430,293.2
1440,290.5
1450,285.7
1460,284.8
1470,286.6
1480,298.2
1490,297.6
1500,294.5
1510,291.7
1520,287.5
1530,282.5
1540,298.1
1550,301
1560,303.8
1570,307.4
1580,301.8
1590,280.1
1600,292.6
1610,294.4
1620,294.3
1630,373.2
1640,338.5
1650,317.5
1660,310.7
1670,303.7
1680,315.4
1690,330
1700,341.2
1710,337.7
1720,339
1730,341.2
1740,341.1
1750,338.4
1760,338.2
1770,333.7
1780,318
1790,333.1
1800,309.5
1810,301.8
1820,301.7
1830,296.3
1840,293.3
1850,294.1
1860,299.4
1870,301.9
1880,305.1
1890,312.4
1900,312.5
1910,300
1920,303.6
1930,295.6
1940,329
1950,311
1960,306.3
1970,295.7
1980,295.6
1990,305.6
2000,310.9
2010,299.3
2020,298.3
2030,293.3
2040,292.6
2050,292.2
2060,292.6
2070,291
2080,292.9
2090,295
2100,295.7
2110,257.2
2120,260.2
2130,263.8
2140,259.8
2150,264.8
2160,260.2
2170,260.6
2180,265
2190,265.8
2200,266.5
2210,267.7
2220,265.3
2230,261.7
2240,262.9
2250,268.8
2260,262.6
2270,263.3
2280,264.8
2290,265
2300,263.5
2310,262
2320,260.6
2330,260.9
2340,268
2350,267.8
2360,279
2370,289.6
2380,303.6
2390,301.6
2400,298.7
2410,302.8
2420,299
2430,306.6
2440,298.2
2450,296.9
2460,290
2470,277.8
2480,276.7
2490,286.5
2500,277.9
2510,276.2
2520,273.9
2530,273.9
2540,285.9
2550,286.7
2560,286.9
2570,288.7
2580,294.7
2590,289.8
2600,284.9
2610,303.4
