MDTU,S_F
1,3.82088e-05
2,3.8061e-05
3,3.73972e-05
4,3.74444e-05
5,3.76433e-05
6,3.78249e-05
7,3.84158e-05
8,3.82459e-05
9,3.84192e-05
10,3.84326e-05
11,3.79455e-05
12,3.87445e-05
13,3.82198e-05
14,3.85464e-05
15,3.87466e-05
16,3.88577e-05
17,3.8932e-05
18,3.87931e-05
19,3.92099e-05
20,3.92383e-05
21,3.89354e-05
22,3.93678e-05
23,3.98238e-05
24,4.00298e-05
25,4.00298e-05
26,4.06986e-05
27,4.10233e-05
28,4.08937e-05
29,4.08898e-05
30,4.04999e-05
31,4.00371e-05
32,4.01653e-05
33,4.01653e-05
34,4.02371e-05
35,3.98838e-05
36,4.01173e-05
37,4.01173e-05
38,3.94975e-05
39,4.02162e-05
40,4.02238e-05
41,4.07806e-05
42,4.07806e-05
43,4.06364e-05
44,4.06759e-05
45,4.0522e-05
46,4.06248e-05
47,4.06248e-05
48,4.04427e-05
49,4.04427e-05
50,4.10669e-05
51,4.06823e-05
52,4.07302e-05
53,4.06886e-05
54,4.05088e-05
55,4.02261e-05
56,4.03553e-05
57,4.04813e-05
58,4.0118e-05
59,4.04165e-05
60,4.09509e-05
61,4.07812e-05
62,4.07147e-05
63,4.01791e-05
64,4.07254e-05
65,4.03011e-05
66,4.03011e-05
67,4.02173e-05
68,4.02788e-05
69,4.05515e-05
70,4.08051e-05
71,4.09779e-05
72,4.09097e-05
73,4.09097e-05
74,4.10749e-05
75,4.1347e-05
76,4.10001e-05
77,4.12363e-05
78,4.12363e-05
79,4.0579e-05
80,4.08502e-05
81,4.0347e-05
82,4.05628e-05
83,4.11094e-05
84,4.11621e-05
85,4.11996e-05
86,4.06748e-05
87,4.06888e-05
88,4.04806e-05
89,4.03214e-05
90,4.01248e-05
91,4.01248e-05
92,4.04316e-05
93,4.0405e-05
94,4.05181e-05
95,4.05181e-05
96,4.01155e-05
97,4.078e-05
98,4.04517e-05
99,4.04517e-05
100,4.07757e-05
101,4.06607e-05
102,4.10228e-05
103,4.04559e-05
104,4.09536e-05
105,4.04303e-05
106,4.04303e-05
107,4.03184e-05
108,4.02282e-05
109,4.06444e-05
110,4.00186e-05
111,4.03641e-05
112,4.03108e-05
113,4.09924e-05
114,4.11602e-05
115,4.11602e-05
116,4.14261e-05
117,4.20598e-05
118,4.1676e-05
119,4.17799e-05
120,4.151e-05
121,4.08337e-05
122,4.0653e-05
123,4.02459e-05
124,4.08084e-05
125,4.08084e-05
126,4.08084e-05
127,4.05207e-05
128,4.07655e-05
129,4.05058e-05
130,3.98261e-05
131,3.98841e-05
132,3.98841e-05
133,3.98841e-05
134,4.00916e-05
135,3.99189e-05
136,4.02954e-05
137,4.03194e-05
138,4.04126e-05
139,4.04126e-05
140,4.02118e-05
141,4.00486e-05
142,3.96877e-05
143,3.96877e-05
144,3.96877e-05
145,3.96213e-05
146,3.96213e-05
147,4.03257e-05
148,4.03257e-05
149,4.03932e-05
150,4.03932e-05
151,4.08466e-05
152,4.08466e-05
153,4.05875e-05
154,4.05875e-05
155,4.05875e-05
156,4.07974e-05
157,4.11863e-05
158,4.06284e-05
159,4.1125e-05
160,4.06474e-05
161,4.0703e-05
162,4.08e-05
163,4.06507e-05
164,4.06507e-05
165,4.07868e-05
166,4.07868e-05
167,4.07868e-05
168,4.07868e-05
169,4.07868e-05
170,4.07868e-05
171,4.07775e-05
172,4.05494e-05
173,4.03307e-05
174,4.01816e-05
175,4.07126e-05
176,4.06702e-05
177,4.11035e-05
178,4.11035e-05
179,4.11035e-05
180,4.0849e-05
181,4.02246e-05
182,4.02246e-05
183,4.07246e-05
184,4.1134e-05
185,4.1134e-05
186,4.13246e-05
187,4.16514e-05
188,4.16514e-05
189,4.16514e-05
190,4.10599e-05
191,4.17394e-05
192,4.10657e-05
193,4.14852e-05
194,4.15265e-05
195,4.15265e-05
196,4.18126e-05
197,4.14212e-05
198,4.14221e-05
199,4.14386e-05
200,4.16054e-05
201,4.16054e-05
202,4.14093e-05
203,4.14093e-05
204,4.07634e-05
205,4.09108e-05
206,4.04521e-05
207,4.04521e-05
208,4.12358e-05
209,4.11902e-05
210,4.11056e-05
211,4.13628e-05
212,4.06874e-05
213,4.06874e-05
214,4.09592e-05
215,4.06222e-05
216,4.00534e-05
217,4.01405e-05
218,3.99428e-05
219,3.96763e-05
220,4.01004e-05
221,4.0249e-05
222,4.0249e-05
223,3.9947e-05
224,4.00565e-05
225,4.01159e-05
226,4.03477e-05
227,3.98076e-05
228,3.98076e-05
229,4.02733e-05
230,4.02747e-05
231,4.08855e-05
232,4.08855e-05
233,4.04421e-05
234,4.04421e-05
235,4.07683e-05
236,4.06537e-05
237,4.06537e-05
238,4.00994e-05
239,4.01375e-05
240,3.97667e-05
241,3.9922e-05
242,4.01065e-05
243,4.06027e-05
244,4.06027e-05
245,4.03348e-05
246,4.06546e-05
247,4.06413e-05
248,4.05322e-05
249,4.0283e-05
250,4.07737e-05
251,4.01856e-05
252,4.01856e-05
253,4.03626e-05
254,4.01213e-05
255,4.0165e-05
256,4.0165e-05
257,4.01744e-05
258,4.06178e-05
259,4.08914e-05
260,4.07158e-05
261,4.12899e-05
262,4.08917e-05
263,4.13507e-05
264,4.14372e-05
265,4.16857e-05
266,4.08258e-05
267,4.12094e-05
268,4.08204e-05
269,4.1551e-05
270,4.14342e-05
271,4.14342e-05
272,4.13783e-05
273,4.15939e-05
274,4.09401e-05
275,4.10001e-05
276,4.12132e-05
277,4.06949e-05
278,4.05098e-05
279,4.02216e-05
280,4.00637e-05
281,4.00637e-05
282,4.075e-05
283,4.04963e-05
284,4.07429e-05
285,4.07429e-05
286,4.06197e-05
287,4.13708e-05
288,4.13708e-05
289,4.14751e-05
290,4.10289e-05
291,4.09985e-05
292,4.1064e-05
293,4.05327e-05
294,4.0751e-05
295,4.07938e-05
296,4.06851e-05
297,4.06851e-05
298,4.0834e-05
299,4.07187e-05
300,4.07001e-05
301,4.03952e-05
302,4.02792e-05
303,4.02263e-05
304,4.04933e-05
305,4.03307e-05
306,4.01902e-05
307,4.08883e-05
308,4.09996e-05
309,4.11438e-05
310,4.10027e-05
311,4.10027e-05
312,4.02792e-05
313,4.08413e-05
314,4.12456e-05
315,4.12456e-05
316,4.06708e-05
317,4.06708e-05
318,4.06144e-05
319,4.08091e-05
320,4.09427e-05
321,4.07268e-05
322,4.02168e-05
323,4.03476e-05
324,4.03311e-05
325,4.03311e-05
326,4.05474e-05
327,4.01905e-05
328,4.03687e-05
329,4.09614e-05
330,4.05098e-05
331,4.02967e-05
332,4.09529e-05
333,4.0594e-05
334,4.08556e-05
335,4.05021e-05
336,4.05021e-05
337,4.12472e-05
338,4.08708e-05
339,4.10692e-05
340,4.11581e-05
341,4.11581e-05
342,4.07475e-05
343,4.05956e-05
344,4.05956e-05
345,4.01929e-05
346,4.06279e-05
347,4.06279e-05
348,4.03732e-05
349,4.03732e-05
350,4.03732e-05
351,4.03732e-05
352,4.05543e-05
353,4.05471e-05
354,4.06527e-05
355,4.06527e-05
356,4.05569e-05
357,4.05569e-05
358,4.10266e-05
359,4.06304e-05
360,4.02853e-05
361,4.0239e-05
362,4.08163e-05
363,4.07927e-05
364,4.05403e-05
365,4.04663e-05
366,4.03713e-05
367,4.01398e-05
368,4.02966e-05
369,4.02966e-05
370,4.0131e-05
371,4.0131e-05
372,4.07639e-05
373,4.09523e-05
374,4.09523e-05
375,4.09523e-05
376,4.12774e-05
377,4.07832e-05
378,4.07832e-05
379,4.09106e-05
380,4.09106e-05
381,4.09106e-05
382,4.03025e-05
383,4.10915e-05
384,4.10915e-05
385,4.15072e-05
386,4.15072e-05
387,4.1326e-05
388,4.1166e-05
389,4.11246e-05
390,4.11246e-05
391,4.16512e-05
392,4.13327e-05
393,4.1322e-05
394,4.11181e-05
395,4.11181e-05
396,4.13292e-05
397,4.13292e-05
398,4.16398e-05
399,4.1174e-05
400,4.11646e-05
401,4.10307e-05
402,4.11829e-05
403,4.11958e-05
404,4.05906e-05
