t,cond_num
10,6.7265
20,6.73902
30,6.75329
40,6.80936
50,6.74294
60,6.84682
70,6.74826
80,6.75985
90,6.73277
100,6.74807
110,6.8244
120,6.9012
130,6.76459
140,6.77013
150,6.81429
160,6.81556
170,6.74502
180,6.71405
190,6.77842
200,6.78091
210,6.7206
220,6.76016
230,6.74974
240,6.80125
250,6.68375
260,6.81118
270,6.74098
280,6.75645
290,6.76249
300,6.71142
310,6.77898
320,6.75788
330,6.76708
340,6.77565
350,6.80374
360,6.71371
370,6.73218
380,6.83034
390,6.75117
400,6.718
410,6.74404
420,6.79266
430,6.74868
440,6.82677
450,6.75062
460,6.71792
470,6.79878
480,6.82563
490,6.78097
500,6.76788
510,6.77565
520,6.83131
530,6.76276
540,6.72203
550,6.8124
560,6.81987
570,6.80898
580,6.80357
590,6.77758
600,6.85271
610,6.82629
620,6.79182
630,6.78598
640,6.86944
650,6.75684
660,6.76079
670,6.78221
680,6.81113
690,6.86692
700,6.84395
710,6.78164
720,6.84091
730,6.79005
740,6.74825
750,6.81321
760,6.75274
770,6.79505
780,6.76998
790,6.72644
800,6.7522
810,6.78758
820,6.83805
830,6.73893
840,6.73468
850,6.76827
860,6.78997
870,6.72317
880,6.75454
890,6.81315
900,6.77175
910,6.78155
920,6.77782
930,6.79755
940,6.74104
950,6.75212
960,6.78833
970,6.84545
980,6.80816
990,6.74033
1000,6.80442
1010,6.81735
1020,6.78844
1030,6.74358
1040,6.79467
1050,6.89225
1060,6.70542
1070,6.7681
1080,6.72882
1090,6.78427
1100,6.73797
1110,6.82473
1120,6.7135
1130,6.75242
1140,6.77225
1150,6.83771
1160,6.79377
1170,6.78771
1180,6.75111
1190,6.81351
1200,6.79651
1210,6.74318
1220,6.75723
1230,6.87318
1240,6.74582
1250,6.90188
1260,6.825
1270,6.76621
1280,6.8475
1290,6.71727
1300,6.75431
1310,6.75054
1320,6.85581
1330,6.75785
1340,6.79118
1350,6.75446
1360,6.6649
1370,6.73378
1380,6.72684
1390,6.76577
1400,6.72617
