MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.752412,0.576194,0.483864
2,0.752875,0.5872,0.471186
3,0.746083,0.573604,0.477094
4,0.742294,0.560679,0.486456
5,0.761369,0.531234,0.545411
6,0.76113,0.515615,0.559875
7,0.762904,0.496368,0.579346
8,0.737539,0.477571,0.56204
9,0.74749,0.476905,0.575589
10,0.742876,0.505848,0.544044
11,0.735406,0.50674,0.532951
12,0.733855,0.511678,0.52605
13,0.747913,0.540022,0.517445
14,0.746961,0.532524,0.523802
15,0.744799,0.539076,0.513929
16,0.738032,0.542344,0.500554
17,0.738921,0.554207,0.488731
18,0.752806,0.563837,0.498802
19,0.74438,0.552922,0.498375
20,0.74608,0.553765,0.49998
21,0.737178,0.53071,0.511643
22,0.746205,0.525648,0.529637
23,0.737494,0.529875,0.512962
24,0.736487,0.498579,0.542063
25,0.736487,0.498579,0.542063
26,0.752467,0.488076,0.572703
27,0.755804,0.509806,0.557976
28,0.746077,0.453775,0.592215
29,0.74344,0.422339,0.611827
30,0.735402,0.435273,0.592751
31,0.737121,0.439189,0.591997
32,0.73362,0.489849,0.54612
33,0.73362,0.489849,0.54612
34,0.73208,0.505777,0.529274
35,0.721474,0.482605,0.5363
36,0.733002,0.500215,0.535795
37,0.733002,0.500215,0.535795
38,0.735324,0.510931,0.52882
39,0.729171,0.487001,0.542698
40,0.725888,0.480565,0.544031
41,0.745147,0.460112,0.586124
42,0.745147,0.460112,0.586124
43,0.731774,0.461307,0.568056
44,0.729955,0.445075,0.57857
45,0.740918,0.445065,0.592349
46,0.731886,0.429963,0.592275
47,0.731886,0.429963,0.592275
48,0.735593,0.44106,0.588696
49,0.735593,0.44106,0.588696
50,0.725245,0.427836,0.585607
51,0.726118,0.413559,0.596839
52,0.717646,0.399311,0.596294
53,0.72271,0.402144,0.600491
54,0.734509,0.40924,0.60994
55,0.73008,0.381316,0.622587
56,0.730943,0.381756,0.62333
57,0.717436,0.348889,0.62689
58,0.733829,0.389114,0.62217
59,0.720915,0.436996,0.57337
60,0.724722,0.45038,0.567785
61,0.741396,0.468539,0.574577
62,0.738758,0.481353,0.560414
63,0.72584,0.427444,0.586631
64,0.724579,0.403583,0.601777
65,0.722752,0.392441,0.606927
66,0.722752,0.392441,0.606927
67,0.716571,0.38999,0.60115
68,0.724422,0.385854,0.61311
69,0.733999,0.425378,0.598171
70,0.739946,0.44926,0.58795
71,0.738231,0.472074,0.567566
72,0.742653,0.485666,0.561837
73,0.742653,0.485666,0.561837
74,0.747654,0.531303,0.526026
75,0.748196,0.556896,0.499664
76,0.729107,0.56444,0.461524
77,0.740467,0.576174,0.465096
78,0.740467,0.576174,0.465096
79,0.731444,0.559199,0.471494
80,0.722384,0.556056,0.461129
81,0.734295,0.527523,0.510792
82,0.738036,0.526265,0.517437
83,0.728258,0.560764,0.464654
84,0.728831,0.547872,0.480656
85,0.733942,0.566353,0.466815
86,0.729781,0.513426,0.518628
87,0.727722,0.485187,0.542376
88,0.728534,0.506225,0.523925
89,0.734215,0.529349,0.508785
90,0.720899,0.536734,0.481261
91,0.720899,0.536734,0.481261
92,0.729308,0.56568,0.460323
93,0.734732,0.566434,0.467958
94,0.731145,0.544604,0.487831
95,0.731145,0.544604,0.487831
96,0.73081,0.530907,0.502215
97,0.736052,0.535053,0.505461
98,0.732811,0.506579,0.529519
99,0.732811,0.506579,0.529519
100,0.739807,0.523686,0.522559
101,0.72798,0.537911,0.490516
102,0.744015,0.549787,0.50129
103,0.747948,0.559536,0.496333
104,0.7267,0.51435,0.513359
105,0.725699,0.484627,0.540162
106,0.725699,0.484627,0.540162
107,0.737776,0.464284,0.573371
108,0.737731,0.46681,0.571257
109,0.733896,0.499572,0.537616
110,0.726346,0.50692,0.520203
111,0.728032,0.510735,0.518826
112,0.732772,0.519274,0.51702
113,0.73953,0.501761,0.543269
114,0.727985,0.49614,0.532736
115,0.727985,0.49614,0.532736
116,0.732553,0.489026,0.545424
117,0.717009,0.448286,0.55959
118,0.726441,0.464137,0.558831
119,0.721159,0.508355,0.511513
120,0.71737,0.509274,0.505232
121,0.721381,0.539369,0.479033
122,0.716211,0.524515,0.48769
123,0.723375,0.540929,0.480279
124,0.72827,0.536431,0.492564
125,0.72827,0.536431,0.492564
126,0.72827,0.536431,0.492564
127,0.729996,0.548347,0.481881
128,0.73291,0.54904,0.485503
129,0.72974,0.544628,0.485698
130,0.728555,0.54308,0.485651
131,0.723374,0.532428,0.489685
132,0.723374,0.532428,0.489685
133,0.723374,0.532428,0.489685
134,0.726089,0.56795,0.45237
135,0.737515,0.581695,0.453386
136,0.716312,0.532717,0.478869
137,0.717303,0.527605,0.48596
138,0.721108,0.552234,0.463718
139,0.721108,0.552234,0.463718
140,0.733771,0.563791,0.469637
141,0.736345,0.552894,0.486325
142,0.724972,0.505274,0.519887
143,0.724972,0.505274,0.519887
144,0.724972,0.505274,0.519887
145,0.722489,0.483986,0.536421
146,0.722489,0.483986,0.536421
147,0.717373,0.476332,0.536406
148,0.717373,0.476332,0.536406
149,0.727884,0.482715,0.544795
150,0.727884,0.482715,0.544795
151,0.722238,0.481013,0.538752
152,0.722238,0.481013,0.538752
153,0.736025,0.475745,0.561605
154,0.736025,0.475745,0.561605
155,0.736025,0.475745,0.561605
156,0.725378,0.447724,0.570716
157,0.725835,0.492548,0.533135
158,0.736273,0.462969,0.572501
159,0.752512,0.483837,0.576346
160,0.73976,0.483581,0.559816
161,0.731207,0.426039,0.594269
162,0.726069,0.414335,0.59624
163,0.734694,0.459749,0.573067
164,0.734694,0.459749,0.573067
165,0.724153,0.432939,0.580484
166,0.724153,0.432939,0.580484
167,0.724153,0.432939,0.580484
168,0.724153,0.432939,0.580484
169,0.724153,0.432939,0.580484
170,0.724153,0.432939,0.580484
171,0.719119,0.453624,0.557994
172,0.713807,0.409446,0.5847
173,0.724493,0.379705,0.61702
174,0.733876,0.35958,0.639748
175,0.736044,0.38086,0.629846
176,0.727939,0.388605,0.615534
177,0.723185,0.375546,0.61803
178,0.723185,0.375546,0.61803
179,0.723185,0.375546,0.61803
180,0.734155,0.355878,0.642132
181,0.727447,0.33084,0.647861
182,0.727447,0.33084,0.647861
183,0.737579,0.334644,0.657295
184,0.728246,0.337722,0.645203
185,0.728246,0.337722,0.645203
186,0.731332,0.320045,0.657585
187,0.733154,0.369758,0.633082
188,0.733154,0.369758,0.633082
189,0.733154,0.369758,0.633082
190,0.730174,0.359158,0.635736
191,0.725279,0.331454,0.645111
192,0.728423,0.311324,0.658543
193,0.737341,0.310953,0.668566
194,0.717948,0.328399,0.638439
195,0.717948,0.328399,0.638439
196,0.728467,0.367113,0.6292
197,0.72276,0.388449,0.6095
198,0.72814,0.413482,0.59935
199,0.740832,0.444559,0.592621
200,0.734168,0.432163,0.593496
201,0.734168,0.432163,0.593496
202,0.731434,0.422745,0.596894
203,0.731434,0.422745,0.596894
204,0.734184,0.424224,0.599216
205,0.729237,0.435542,0.584884
206,0.728663,0.411666,0.601232
207,0.728663,0.411666,0.601232
208,0.720305,0.425604,0.58112
209,0.72437,0.425489,0.586235
210,0.722467,0.435014,0.57682
211,0.725934,0.462774,0.559304
212,0.728791,0.454106,0.570021
