MDTU,|Tr(Lx)|,|Tr(Ly)|,|Tr(Lz)|,|Tr(L5)|
1,0.968057,0.389773,0.406225,0.0138154
2,0.967763,0.457103,0.492479,0.014425
3,0.972331,0.490517,0.314348,0.017348
4,0.977442,0.417755,0.128505,0.00451946
5,0.982323,0.26357,0.150564,0.00816048
6,0.975135,0.135699,0.0894429,0.00789008
7,0.977535,0.411703,0.215009,0.00698308
8,0.974499,0.52768,0.296135,0.00716266
9,0.968323,0.552874,0.388661,0.00165432
10,0.96254,0.403454,0.298964,0.00245619
11,0.962222,0.348092,0.318264,0.0114833
12,0.966792,0.288856,0.105348,0.00300873
13,0.967749,0.52457,0.176136,0.00475202
14,0.964757,0.543432,0.0860788,0.00714621
15,0.965224,0.32897,0.309503,0.00987046
16,0.966931,0.335809,0.236161,0.00605588
17,0.970294,0.339604,0.27532,0.00426305
18,0.963663,0.397129,0.33122,0.00734282
19,0.964891,0.358315,0.302541,0.00580421
20,0.970069,0.267187,0.265119,0.00281507
21,0.967551,0.186465,0.130961,0.0090142
22,0.971823,0.0781618,0.155928,0.0041483
23,0.966025,0.205707,0.13918,0.00738662
24,0.965183,0.145517,0.226703,0.0105038
25,0.96483,0.172291,0.16866,0.010711
26,0.970853,0.388068,0.337591,0.00408194
27,0.965993,0.271423,0.425457,0.00236845
28,0.964889,0.271378,0.144824,0.00234458
29,0.969521,0.420578,0.0657644,0.00795874
30,0.963933,0.382911,0.186203,0.00542699
31,0.971158,0.294224,0.25202,0.000759389
32,0.971871,0.285461,0.233396,0.00466259
33,0.975595,0.280178,0.492238,0.0030605
34,0.966832,0.333479,0.380803,0.0015043
35,0.964151,0.291257,0.261974,0.00284895
36,0.96743,0.309141,0.278372,0.00622912
37,0.964044,0.297589,0.16887,0.00712269
38,0.961306,0.225711,0.187677,0.0101331
39,0.962306,0.223656,0.206949,0.00448415
40,0.967614,0.230473,0.192485,0.00835583
41,0.963153,0.163397,0.0884743,0.00503842
42,0.975305,0.161022,0.0423194,0.00793565
43,0.969428,0.24116,0.175845,0.0112916
44,0.96789,0.117935,0.201753,0.00489231
45,0.963583,0.231591,0.325559,0.0101364
46,0.966383,0.142592,0.340843,0.00660587
47,0.969645,0.241949,0.268158,0.00330779
48,0.969527,0.307486,0.290669,0.00103738
49,0.976259,0.267122,0.135441,0.00613632
50,0.976259,0.267122,0.135441,0.00613632
51,0.979628,0.305303,0.224043,0.0015716
52,0.979628,0.305303,0.224043,0.0015716
53,0.979628,0.305303,0.224043,0.0015716
54,0.979628,0.305303,0.224043,0.0015716
55,0.975824,0.282354,0.316375,0.00831164
56,0.97251,0.322711,0.244753,0.00356507
57,0.970912,0.287451,0.200371,0.002818
58,0.970912,0.287451,0.200371,0.002818
59,0.961373,0.240432,0.143584,0.00378404
60,0.961373,0.240432,0.143584,0.00378404
61,0.961373,0.240432,0.143584,0.00378404
62,0.963044,0.227186,0.339183,0.00675025
63,0.963847,0.254564,0.333132,0.00251908
64,0.963847,0.124053,0.331069,0.0117845
65,0.967533,0.107921,0.174286,0.00396721
66,0.969157,0.164262,0.150678,0.00511248
67,0.970822,0.368066,0.178626,0.00569721
68,0.970822,0.368066,0.178626,0.00569721
69,0.96782,0.338151,0.21673,0.00745977
70,0.960329,0.314076,0.294887,0.0043497
71,0.960329,0.314076,0.294887,0.0043497
72,0.958903,0.298389,0.189096,0.00515206
73,0.961343,0.226728,0.220331,0.00841733
74,0.959216,0.146976,0.209597,0.0124582
75,0.963351,0.122334,0.310977,0.00859702
76,0.962869,0.186058,0.146333,0.00507189
77,0.966424,0.184914,0.111146,0.00563286
78,0.966424,0.184914,0.111146,0.00563286
79,0.966424,0.184914,0.111146,0.00563286
80,0.961614,0.212001,0.168226,0.00755829
81,0.967231,0.252308,0.218309,0.00295694
82,0.972414,0.360099,0.162169,0.00568399
83,0.970749,0.166707,0.1605,0.0100233
84,0.971066,0.0935254,0.184962,0.00321024
85,0.973372,0.101482,0.119288,0.000938508
86,0.976403,0.103765,0.218766,0.00237062
87,0.974349,0.14564,0.0514574,0.00477913
88,0.970393,0.125934,0.103289,0.00412663
89,0.967468,0.0908432,0.113941,0.00399627
90,0.974664,0.127134,0.103008,0.00436868
91,0.972696,0.0907485,0.0788795,0.00213644
92,0.968251,0.110784,0.138668,0.00110771
93,0.965576,0.0216426,0.0329344,0.00283084
94,0.965465,0.121876,0.104386,0.00246619
95,0.968086,0.162079,0.0186407,0.0128192
96,0.968086,0.162079,0.0186407,0.0128192
97,0.970258,0.133711,0.0857646,0.00787424
98,0.967655,0.124428,0.0403031,0.0100788
99,0.970063,0.0926919,0.125698,0.00649056
100,0.967411,0.10476,0.0932736,0.00581535
101,0.967411,0.10476,0.0932736,0.00581535
102,0.964325,0.0818458,0.0544324,0.00215023
103,0.95903,0.113433,0.0971847,0.0077614
104,0.955102,0.156408,0.0737495,0.00350201
105,0.955102,0.156408,0.0737495,0.00350201
106,0.960624,0.190631,0.0906733,0.00336926
107,0.963456,0.109944,0.096401,0.003915
108,0.963456,0.109944,0.096401,0.003915
109,0.964264,0.0218325,0.0937439,0.00266624
110,0.964264,0.0218325,0.0937439,0.00266624
111,0.964264,0.0218325,0.0937439,0.00266624
112,0.969809,0.0488445,0.0950522,0.00353745
113,0.969809,0.0488445,0.0950522,0.00353745
114,0.969809,0.0488445,0.0950522,0.00353745
115,0.969809,0.0488445,0.0950522,0.00353745
116,0.969809,0.0488445,0.0950522,0.00353745
117,0.965755,0.136088,0.0594701,0.00441217
118,0.965378,0.156668,0.0366577,0.00191476
119,0.965378,0.156668,0.0366577,0.00191476
120,0.967138,0.082759,0.0348262,0.0120113
121,0.967138,0.082759,0.0348262,0.0120113
122,0.967138,0.082759,0.0348262,0.0120113
123,0.967138,0.082759,0.0348262,0.0120113
124,0.969558,0.19503,0.0275977,0.00676168
125,0.969558,0.19503,0.0275977,0.00676168
126,0.965308,0.0845768,0.0804965,0.00522419
127,0.964994,0.127552,0.12196,0.00353914
128,0.968982,0.105751,0.143247,0.00403019
129,0.963097,0.0635824,0.16357,0.00514876
130,0.963097,0.0635824,0.16357,0.00514876
131,0.965949,0.12461,0.0952656,0.00721286
132,0.968867,0.135326,0.0837465,0.00533689
133,0.970693,0.14008,0.175814,0.00734316
134,0.970693,0.14008,0.175814,0.00734316
135,0.968039,0.076792,0.0867377,0.00344253
136,0.970169,0.106924,0.135818,0.00132586
137,0.966621,0.106901,0.129192,0.0108427
138,0.965628,0.0210136,0.108089,0.00190136
139,0.965311,0.0630803,0.17843,0.00381876
140,0.964956,0.0557447,0.235853,0.00175501
141,0.969353,0.0665662,0.197457,0.00872432
142,0.972432,0.171181,0.20298,0.00502364
143,0.965206,0.173012,0.174202,0.0015066
144,0.961417,0.063558,0.175107,0.00973081
145,0.960029,0.212785,0.204174,0.00705039
146,0.966195,0.206252,0.122919,0.00436164
147,0.967353,0.229756,0.217685,0.00243629
148,0.963353,0.136431,0.120863,0.00460952
149,0.963353,0.136431,0.120863,0.00460952
150,0.966302,0.0724693,0.0857743,0.00459072
151,0.968711,0.162684,0.069439,0.00198499
152,0.967402,0.0707453,0.0298884,0.00295129
153,0.960254,0.146863,0.0400809,0.00272353
154,0.959323,0.0795839,0.0689966,0.00245886
155,0.959816,0.156737,0.106651,0.00294919
156,0.960043,0.125243,0.048404,0.000767034
157,0.960043,0.125243,0.048404,0.000767034
158,0.958986,0.193644,0.0523107,0.00443168
159,0.962133,0.113397,0.058786,0.00468226
160,0.962133,0.113397,0.058786,0.00468226
161,0.964284,0.213678,0.0746028,0.00327526
162,0.964284,0.213678,0.0746028,0.00327526
163,0.964284,0.213678,0.0746028,0.00327526
164,0.966793,0.218169,0.10927,0.00415023
165,0.965072,0.149219,0.11953,0.0061753
166,0.967642,0.184479,0.119682,0.00479793
167,0.970831,0.160813,0.14783,0.00300179
168,0.970831,0.160813,0.14783,0.00300179
169,0.966651,0.106658,0.138688,0.00462016
170,0.968074,0.102531,0.0848591,0.00952099
171,0.968896,0.166248,0.190102,0.00696016
172,0.967038,0.163932,0.124935,0.00202215
173,0.965748,0.122132,0.134475,0.0031981
174,0.964573,0.131733,0.141979,0.00304572
175,0.965709,0.148305,0.152755,0.0097119
176,0.964201,0.131049,0.121627,0.00584866
177,0.964595,0.115676,0.0610661,0.00400407
