t,|deltaS|
1,0.8366
2,0.1536
3,0.0427
4,0.04836
5,0.04743
6,0.02937
7,0.06929
8,0.004518
9,0.006689
10,0.06659
11,0.665
12,0.375
13,0.01024
14,0.1578
15,0.5382
16,0.06047
17,0.506
18,0.1781
19,0.1791
20,0.1889
21,0.2847
22,0.6516
23,0.104
24,1.017
25,0.1851
26,0.164
27,0.1443
28,0.3995
29,0.05396
30,0.2568
31,0.06519
32,0.6341
33,0.9508
34,1.805
35,0.5969
36,0.08538
37,0.01182
38,0.02281
39,0.6982
40,1.935
41,0.5094
42,0.3431
43,0.5243
44,0.8898
45,0.1075
46,0.1681
47,1.277
48,0.6555
49,0.5597
50,1.685
51,1.01
52,2.419
53,1.954
54,0.8598
55,0.4067
56,1.964
57,0.6304
58,1.564
59,0.938
60,1.351
61,0.7346
62,1.838
63,0.5709
64,0.07097
65,1.308
66,0.31
67,0.2719
68,1.304
69,1.096
70,0.3645
71,1.59
72,0.5239
73,0.000497
74,0.4585
75,0.3683
76,0.02631
77,1.899
78,2.054
79,0.9435
80,2.126
81,0.3135
82,0.4572
83,0.5399
84,0.112
85,0.2739
86,0.4442
87,0.09584
88,0.1067
89,0.7326
90,0.5593
91,0.5116
92,0.2453
93,0.8096
94,0.1184
95,0.3132
96,2.053
97,0.3306
98,1.263
99,0.002102
100,0.478
101,1.365
102,1.308
103,0.3179
104,1.103
105,1.649
106,1.14
107,1.05
108,0.8799
109,1.352
110,1.031
111,0.9065
112,0.02855
113,0.6651
114,0.6428
115,0.69
116,0.7795
117,0.4164
118,1.343
119,0.4913
120,0.5827
121,0.5504
122,2.223
123,1.234
124,0.6619
125,0.6283
126,0.3055
127,0.5791
128,0.2427
129,0.2815
130,0.8808
131,0.7099
132,0.9275
133,0.8157
134,1.318
135,0.8041
136,0.03118
137,0.7417
138,0.3823
139,0.5993
140,0.9487
141,1.332
142,1.59
143,0.119
144,0.1227
145,1.219
146,1.13
147,0.5889
148,0.7197
149,1.459
150,0.267
151,0.2048
152,0.8665
153,0.0008263
154,0.3647
155,1.302
156,0.23
157,0.2276
158,0.3727
159,0.1628
160,1.33
161,0.0292
162,1.733
163,0.6811
164,1.084
165,0.1807
166,0.9905
167,0.5617
168,0.8687
169,1.296
170,0.6946
171,0.533
172,0.3632
173,0.5233
174,0.5201
175,0.3219
176,0.1592
177,0.3264
178,0.237
179,1.182
180,0.4525
181,1.111
182,1.025
183,1.722
184,0.6986
185,0.2862
186,2.407
187,0.0882
188,1.129
189,1.146
190,0.1228
191,0.5311
192,1.306
193,0.4395
194,0.2484
195,1.016
196,1.704
197,0.4448
198,0.3787
199,0.6733
200,0.9086
201,0.9155
202,2.089
203,2.201
204,2.884
205,2.737
206,0.238
207,1.233
208,1.053
209,0.9855
210,1.598
211,1.462
212,1.889
213,0.4299
214,1.399
215,1.895
216,1.154
217,1.234
218,0.5226
219,1.039
220,2.139
221,2.682
222,0.2484
223,1.875
224,0.9655
225,0.6602
226,1.776
227,1.22
228,0.6825
229,1.567
230,0.1418
231,1.685
232,0.3253
233,0.336
234,0.09722
235,0.9878
236,1.152
237,2.635
238,2.935
239,0.8561
240,0.9684
241,1.244
242,0.578
243,0.03828
244,0.1499
245,0.9593
246,0.5619
247,0.06501
248,0.8672
249,1.255
250,1.323
251,0.8451
252,0.8349
253,0.6415
254,0.7623
255,0.4103
256,0.7468
257,0.1785
258,1.321
259,0.6959
260,1.067
261,1.664
262,1.73
263,0.3954
264,0.8984
265,1.313
266,0.9255
267,0.5057
268,0.6858
269,1.031
270,1.504
271,0.8823
272,2.14
273,1.585
274,0.1313
275,0.7459
276,1.036
277,0.1217
278,0.3321
279,3.329
280,2.032
281,2.737
282,0.3314
283,0.4127
284,0.2077
285,0.1868
286,0.419
287,0.4475
288,2.124
289,0.5757
290,0.3799
291,0.4759
292,0.1786
293,2.135
294,0.7109
295,0.802
296,2.242
297,1.21
298,0.5381
299,1.767
300,1.023
301,0.02339
302,0.6858
303,1.173
304,1.174
305,0.728
306,0.7715
307,1.263
308,1.889
309,0.8341
310,1.588
311,0.5676
312,0.6844
313,1.198
314,0.6767
315,0.08047
316,1.008
317,1.299
318,0.9827
319,1.091
320,0.5093
321,0.06915
322,1.382
323,1.729
324,1.571
325,0.8742
326,1.113
327,0.9494
328,0.3943
329,0.209
330,1.574
331,0.4383
332,0.3779
333,1.226
334,0.8078
335,0.6884
336,0.6058
337,0.4701
338,0.6936
339,1.735
340,1.115
341,1.323
342,2.023
343,2.312
344,0.1702
345,1.751
346,1.194
347,0.8932
348,1.627
349,0.09676
350,1.345
351,0.9015
352,1.781
353,1.234
354,0.8945
355,0.7019
356,0.09814
357,1.454
358,1.643
359,0.6944
360,0.0659
361,0.2213
362,1.571
363,1.896
364,0.09021
365,0.8695
366,0.7551
367,1.799
368,0.1838
369,0.1412
370,0.7136
371,0.9896
372,0.5028
373,0.5377
374,0.7962
375,0.2646
376,1.887
377,1.469
378,0.3638
379,0.06968
380,0.896
381,0.4461
382,1.136
383,2.613
384,0.03596
385,0.01451
386,0.2578
387,0.7531
388,0.9827
389,0.5252
390,0.9713
391,0.5878
392,0.5479
393,0.8177
394,2.752
395,0.5456
396,0.01315
397,0.1678
398,0.188
399,0.3935
400,0.04226
401,0.2429
402,0.4226
403,0.984
404,0.4432
405,1.675
406,1.405
407,0.6434
408,1.734
409,1.617
410,0.746
411,1.908
412,0.27
413,2.353
414,0.7929
415,0.209
416,2.281
417,0.919
418,0.7284
419,0.531
420,0.2977
421,0.9955
422,0.06385
423,0.7836
424,2.537
425,0.01988
426,0.8614
427,1.626
428,1.347
429,0.5048
430,0.3524
431,0.03983
432,0.002018
433,0.7536
434,1.053
435,0.1596
436,0.9437
437,1.392
438,0.3651
439,1.313
440,0.2492
441,0.9165
442,1.425
443,0.4
444,1.246
445,0.9469
446,0.8136
447,0.6425
448,1.113
449,0.7586
450,0.6357
451,0.8832
452,0.8705
453,0.001666
454,0.4306
455,2.363
456,0.3703
457,2.343
458,0.4317
459,0.9105
460,1.241
461,0.1033
462,0.6438
463,1.027
464,1.041
465,0.9491
466,0.5009
467,1.039
468,2.019
469,0.3022
470,1.753
471,1.48
472,1.232
473,2.471
474,1.652
475,0.9688
476,0.5067
477,0.2203
478,0.7195
479,1.494
480,1.87
481,0.6083
482,0.7378
483,0.3838
484,0.3966
485,0.8983
486,0.7828
487,0.3504
488,0.2087
489,0.4173
490,0.4389
491,0.01451
492,0.8913
493,0.135
494,0.8666
495,0.748
496,1.622
497,0.9186
498,0.3066
499,0.6697
500,0.4
501,0.4602
502,1.011
503,0.2352
504,0.8582
505,0.3911
506,0.4744
507,1.012
508,0.2635
509,0.7173
510,2.353
511,1.169
512,0.8332
513,0.1139
514,0.005466
515,0.2706
516,0.2695
517,1.436
518,0.09122
519,1.001
520,0.3168
521,0.1117
522,0.6545
523,1.288
524,0.6534
525,2.295
526,1.335
527,1.049
528,1.425
529,0.8981
530,0.7186
531,1.163
532,0.09837
533,1.556
534,0.2182
535,0.07402
536,1.111
537,2.808
538,0.5551
539,2.045
540,0.5227
541,0.1445
542,0.5249
543,2.564
544,0.3077
545,1.364
546,0.5891
547,0.3884
548,0.3808
549,0.7004
550,0.4965
551,0.615
552,0.6818
553,0.3571
554,1.38
555,0.1658
556,0.4106
557,1.498
558,0.05909
559,0.1998
560,0.2772
561,1.109
562,0.6673
563,0.378
564,1.52
565,0.8106
566,0.6199
567,1.321
568,0.6646
569,0.1026
570,0.4377
571,0.5408
572,2.587
573,0.163
574,1.347
575,0.6494
576,0.4487
577,1.205
578,1.546
579,0.1767
580,1.152
581,1.434
582,0.7472
583,0.5094
584,0.7763
585,1.047
586,0.6025
587,3.062
588,0.5764
589,0.9245
590,0.5774
591,0.2772
592,0.8979
593,1.288
594,0.3135
595,1.556
596,0.4354
597,1.129
598,0.7023
599,2.428
600,0.2872
601,0.1328
602,0.01749
603,1.057
604,0.8782
605,1.356
606,0.487
607,0.3036
608,0.4632
609,1.284
610,0.7404
611,0.8577
612,0.5148
613,0.4569
614,1.529
615,2.17
616,0.4493
617,1.694
618,1.234
619,1.282
620,0.4732
621,1.525
622,1.1
623,0.6489
624,0.383
625,0.3354
626,1.508
627,1.082
628,1.884
629,0.1577
630,0.3579
631,0.9781
632,0.5544
633,1.172
634,0.4132
635,1.075
636,0.9602
637,0.3855
638,1.756
639,0.5153
640,0.2398
641,0.872
642,0.494
643,0.9082
644,0.751
645,2.081
646,2.323
647,0.1778
648,1.841
649,0.8119
650,0.5662
651,0.5498
652,0.6923
653,0.4693
654,0.6816
655,1.057
656,0.02457
657,0.08782
658,0.4393
659,0.3489
660,0.4502
661,0.137
662,0.6908
663,0.1371
664,0.8775
665,1.78
666,0.5814
667,0.2242
668,0.2044
669,0.2994
670,0.6981
671,1.76
672,1.337
673,0.2979
674,1.036
675,0.4258
676,0.3913
677,0.2866
678,0.5342
679,0.6385
680,0.2309
681,0.6014
682,0.6488
683,0.07062
684,0.3036
685,0.06014
686,1.755
687,2.054
688,1.791
689,0.7242
690,0.1876
691,0.3842
692,1.671
693,0.4525
694,0.425
695,0.6816
696,1.101
697,1.132
698,1.927
699,0.7593
700,0.3979
701,2.101
702,1.277
703,1.28
704,0.9641
705,0.7669
706,2.509
707,0.5249
708,0.4109
709,0.4196
710,0.8029
711,0.6645
712,1.797
713,0.6169
714,0.1611
715,0.6229
716,1.246
717,0.2513
718,2.843
719,1.369
720,2.214
721,0.6364
722,0.04372
723,1.997
724,1.185
725,0.1976
726,1.978
727,2.701
728,2.327
729,2.923
730,0.341
731,0.941
732,0.9685
733,0.07917
734,0.6669
735,1.833
736,0.9554
737,0.2808
738,0.2753
739,0.1282
740,1.244
741,1.599
742,0.3213
743,2.218
744,2.41
745,1.692
746,0.05316
747,1.129
748,1.09
749,0.8662
750,0.302
751,0.7458
752,0.6595
753,1.195
754,1.201
755,1.191
756,0.4396
757,0.4953
758,1.254
759,0.5727
760,0.1898
761,0.1285
762,0.7229
763,1.056
764,1.002
765,0.6397
766,1.222
767,2.444
768,0.68
769,0.08185
770,1.099
771,0.585
772,0.4533
773,0.5137
774,0.1648
775,0.4467
776,0.1337
777,0.02517
778,0.1095
779,1.626
780,0.3832
781,0.9097
782,2.358
783,0.9488
784,0.2562
785,0.9002
786,0.88
787,0.3565
788,0.2289
789,1.056
790,2.195
791,0.3965
792,0.6233
793,0.3357
794,1.343
795,0.1389
796,0.1383
797,0.3564
798,0.1945
799,0.09116
800,0.4712
801,0.7068
802,0.2174
803,1.057
804,1.213
805,0.7629
806,1.572
807,1.655
808,0.2924
809,0.6155
810,1.682
811,0.1712
812,0.2068
813,0.8951
814,1.464
815,0.8446
816,0.1797
817,2.801
818,1.642
819,0.242
820,1.597
821,0.4471
822,0.7664
823,1.459
824,1.099
825,1.182
826,1.733
827,0.7327
828,1.75
829,1.979
830,0.8425
831,0.1275
832,0.5563
833,1.61
834,2.174
835,0.9204
836,0.4017
837,1.104
838,0.9629
839,1.083
840,2.613
841,0.6468
842,1.383
843,0.1425
844,0.4347
845,0.02144
846,1.65
847,1.019
848,1.348
849,0.9462
850,0.9127
851,2.142
852,0.8487
853,1.354
854,0.7498
855,0.7055
856,0.5267
857,0.007471
858,0.01638
859,2.148
860,2.38
861,0.9227
862,3.317
863,0.8296
864,0.4978
865,1.245
866,1.02
867,2.102
868,1.578
869,0.5378
870,1.745
871,0.2281
872,0.1502
873,0.8216
874,0.3937
875,1.387
876,1.026
877,0.2719
878,1.168
879,0.549
880,0.1107
881,0.6348
882,1.021
883,0.06939
884,1.821
885,1.613
886,0.2194
887,0.2377
888,0.326
889,0.9281
890,2.041
891,0.6069
892,0.732
893,0.6459
894,2.423
895,0.805
896,0.0155
897,1.133
898,0.7891
899,0.8478
900,0.8267
901,0.4666
902,0.7192
903,0.02704
904,0.9229
905,0.7797
906,1.851
907,0.9911
908,0.4891
909,1.326
910,0.7928
911,0.1144
912,0.8021
913,0.7203
914,1.121
915,1.972
916,0.9515
917,0.3715
918,0.3005
919,0.587
920,0.1692
921,1.595
922,0.9835
923,1.434
924,0.007669
925,0.301
926,1.49
927,0.7465
928,0.9188
929,2.231
930,0.6485
931,2.458
932,1.225
933,0.1492
934,2.467
935,1.302
936,0.4574
937,0.2528
938,0.09908
939,0.5062
940,0.5654
941,1.787
942,1.633
943,0.646
944,0.4792
945,1.16
946,1.501
947,1.938
948,0.2348
949,0.2052
950,0.6661
951,1.442
952,0.9124
953,1.229
954,1.35
955,0.3778
956,1.832
957,0.02027
958,0.6811
959,0.1358
960,1.218
961,1.093
962,0.9064
963,0.2505
964,1.881
965,1.583
966,0.2816
967,1.747
968,0.2388
969,1.261
970,1.204
971,1.543
972,1.78
973,0.2937
974,0.4218
975,0.3354
976,0.9437
977,0.8761
978,0.7194
979,1.31
980,2.707
981,0.4719
982,2.285
983,1.392
984,1.039
985,0.1937
986,1.774
987,0.006111
988,0.1054
989,0.7546
990,1.184
991,0.1595
992,0.8396
993,0.2763
994,0.1136
995,0.8861
996,2.432
997,0.06475
998,0.4804
999,1.491
1000,2.479
1001,0.08509
1002,0.3207
1003,0.9174
1004,0.4855
1005,0.2265
1006,0.9589
1007,2.08
1008,0.4847
1009,0.2757
1010,0.4323
1011,1.124
1012,0.272
1013,2.544
1014,2.101
1015,0.8446
1016,0.2903
1017,0.4548
1018,1.194
1019,2.11
1020,0.01567
1021,0.7412
1022,0.8884
1023,1.009
1024,0.9237
1025,0.7511
1026,1.448
1027,0.003707
1028,0.7575
1029,0.03452
1030,0.7195
1031,1.673
1032,0.6182
1033,0.6413
1034,0.4751
1035,0.4169
1036,1.273
1037,0.4987
1038,0.7097
1039,0.08396
1040,0.3225
1041,0.3019
1042,1.253
1043,0.8749
1044,1.224
1045,0.67
1046,0.9555
1047,0.2431
1048,0.64
1049,0.7622
1050,0.7315
1051,1.015
1052,0.9416
1053,1.77
1054,0.09388
1055,0.5599
1056,1.951
1057,0.383
1058,0.8613
1059,0.9881
1060,0.6302
1061,0.7169
1062,0.911
1063,2.31
1064,0.0836
1065,0.4277
1066,1.681
1067,0.4903
1068,0.3277
1069,0.9557
1070,1.381
1071,0.4149
1072,0.08097
1073,0.2078
1074,1.357
1075,1.39
1076,1.508
1077,0.3467
1078,0.1532
1079,0.4141
1080,1.633
1081,0.02757
1082,1.911
1083,0.5684
1084,0.05757
1085,1.08
1086,1.415
1087,0.7931
1088,1.415
1089,0.2823
1090,0.7127
1091,0.7323
1092,0.2318
1093,1.102
1094,2.247
1095,0.9835
1096,0.01725
1097,0.7407
1098,1.413
1099,2.07
1100,0.05472
1101,0.1706
1102,0.6225
1103,0.7555
1104,1.364
1105,0.8996
1106,1.39
1107,0.6975
1108,0.1636
1109,0.9083
1110,2.219
1111,0.07599
1112,1.42
1113,0.2781
1114,0.2294
1115,0.8456
1116,0.9529
1117,0.03535
1118,2.061
1119,1.612
1120,1.215
1121,1.075
1122,2.215
1123,0.4665
1124,0.105
1125,0.4249
1126,0.1444
1127,1.558
1128,0.5589
1129,0.3664
1130,1.327
1131,1.237
1132,0.8567
1133,0.1141
1134,0.2206
1135,0.04247
1136,0.02643
1137,0.9239
1138,1.076
1139,0.0002995
1140,0.1941
1141,0.874
1142,1.68
1143,0.4086
1144,0.05695
1145,1.268
1146,0.1963
1147,1.261
1148,0.01521
1149,0.3932
1150,0.9081
1151,0.7735
1152,0.03448
1153,0.2295
1154,0.6079
1155,1.221
1156,2.256
1157,1.291
1158,0.312
1159,0.9443
1160,1.304
1161,2.663
1162,0.7432
1163,0.7794
1164,0.9603
1165,2.455
1166,1.021
1167,0.8675
1168,1.084
1169,0.9075
1170,0.3727
1171,0.3427
1172,0.5014
1173,1.619
1174,2.231
1175,0.7591
1176,0.001676
1177,0.4371
1178,1.263
1179,1.417
1180,0.9102
1181,1.35
1182,0.1342
1183,0.7135
1184,1.104
1185,0.2198
1186,1.695
1187,0.05246
1188,1.224
1189,1.407
1190,1.448
1191,2.163
1192,0.09744
1193,0.4536
1194,0.297
1195,0.007381
1196,0.2076
1197,0.6329
1198,0.9807
1199,0.714
1200,0.8327
1201,1.925
1202,1.759
1203,0.8079
1204,0.4645
1205,0.8511
1206,1.67
1207,1.374
1208,1.266
1209,0.8603
1210,1.487
1211,1.052
1212,0.4891
1213,0.7135
1214,0.381
1215,0.1987
1216,1.179
1217,2.124
1218,2
1219,0.5784
1220,0.04773
1221,1.079
1222,0.3806
1223,2.056
1224,1.357
1225,0.5003
1226,0.3743
1227,0.6682
1228,1.663
1229,2.211
1230,1.084
1231,2.677
1232,0.5762
1233,0.8403
1234,1.218
1235,0.7805
1236,0.1353
1237,1.192
1238,0.7241
1239,0.6727
1240,0.8516
1241,1.508
1242,1.527
1243,0.2782
1244,1.343
1245,1.437
1246,1.439
1247,0.16
1248,0.5961
1249,0.6244
1250,0.2649
1251,0.5056
1252,0.1417
1253,0.9385
1254,1.12
1255,0.1963
1256,1.526
1257,0.7546
1258,1.085
1259,1.248
1260,1.48
1261,1.667
1262,0.237
1263,0.6979
1264,0.6639
1265,1.663
1266,1.318
1267,0.6871
1268,1.461
1269,0.1968
1270,0.3778
1271,0.1838
1272,0.2483
1273,0.9379
1274,1.184
1275,0.1764
1276,0.1848
1277,0.3452
1278,0.6334
1279,1.006
1280,0.5616
1281,1.472
1282,1.678
1283,2.304
1284,1.308
1285,1.09
1286,0.8014
1287,0.6061
1288,2.59
1289,0.008076
1290,1.577
1291,1.307
1292,1.314
1293,0.6709
1294,1.204
1295,0.8126
1296,0.05043
1297,1.903
1298,1.273
1299,0.6923
1300,0.3052
1301,0.5396
1302,0.2025
1303,0.9243
1304,0.5264
1305,1.134
1306,1.819
1307,0.4997
1308,1.566
1309,1.158
1310,0.7506
1311,1.569
1312,0.4579
1313,0.5061
1314,0.8377
1315,2.48
1316,0.5821
1317,0.8372
1318,0.08126
1319,0.2535
1320,0.04457
1321,0.1181
1322,1.255
1323,1.132
1324,2.364
1325,2.603
1326,2.017
1327,1.266
1328,0.5003
1329,0.9725
1330,0.329
1331,1.205
1332,0.6409
1333,1.551
1334,2.679
1335,0.4207
1336,0.07508
1337,0.7032
1338,0.1956
1339,2.416
1340,1.311
1341,0.02844
1342,0.1557
1343,0.04498
1344,0.09998
1345,1.348
1346,0.8418
1347,0.6853
1348,0.9858
1349,0.4716
1350,0.2116
1351,0.4022
1352,1.357
1353,1.461
1354,2.62
1355,0.4457
1356,1.256
1357,1.335
1358,1.426
1359,0.09821
1360,0.7449
1361,1.943
1362,0.07117
1363,0.5168
1364,1.188
1365,1.028
1366,2.542
1367,0.5542
1368,1.307
1369,1.078
1370,1.124
1371,0.7213
1372,1.043
1373,0.6679
1374,0.2236
1375,1.225
1376,0.01777
1377,0.996
1378,0.1948
