MDTU,plaq_ss,plaq_st
1,1.0903,1.24681
2,1.07487,1.22195
3,1.08316,1.23023
4,1.08015,1.22825
5,1.08538,1.23007
6,1.07075,1.22616
7,1.06957,1.21212
8,1.06701,1.20768
9,1.05497,1.19867
10,1.04756,1.18751
11,1.03923,1.1783
12,1.03848,1.17767
13,1.03848,1.17334
14,1.03241,1.15981
15,1.02621,1.15441
16,1.03027,1.15245
17,1.02463,1.14836
18,1.0196,1.13599
19,1.02538,1.13851
20,1.03005,1.14178
21,1.0259,1.13724
22,1.0296,1.1308
23,1.02126,1.12984
24,1.01577,1.126
25,1.00651,1.12499
26,1.01743,1.13016
27,1.01435,1.11986
28,1.01624,1.11381
29,1.01232,1.11438
30,1.00407,1.1128
31,1.01321,1.11234
32,1.01137,1.11225
33,1.00858,1.1063
34,0.997742,1.10287
35,1.00087,1.09125
36,1.00416,1.09472
37,0.99218,1.09702
38,0.988355,1.09964
39,0.992038,1.08546
40,0.993754,1.0893
41,0.987398,1.08425
42,1.00035,1.09126
43,0.995167,1.08364
44,0.991901,1.08072
45,0.985578,1.08437
46,0.990534,1.08744
47,0.987744,1.08565
48,0.988398,1.08393
49,0.988202,1.08131
50,0.988202,1.08131
51,0.986881,1.08599
52,0.986881,1.08599
53,0.986881,1.08599
54,0.986881,1.08599
55,0.985158,1.08262
56,0.978715,1.07491
57,0.975774,1.07592
58,0.975774,1.07592
59,0.962489,1.05938
60,0.962489,1.05938
61,0.962489,1.05938
62,0.964524,1.05245
63,0.961272,1.05078
64,0.965025,1.05352
65,0.962913,1.05591
66,0.9626,1.06137
67,0.961823,1.06138
68,0.961823,1.06138
69,0.958049,1.06795
70,0.950108,1.06072
71,0.950108,1.06072
72,0.945854,1.05632
73,0.950498,1.06441
74,0.949176,1.06041
75,0.954723,1.0581
76,0.957684,1.05223
77,0.959028,1.05332
78,0.959028,1.05332
79,0.959028,1.05332
80,0.949717,1.04455
81,0.957112,1.04393
82,0.961987,1.05439
83,0.959665,1.04746
84,0.950204,1.05339
85,0.950106,1.05501
86,0.955028,1.06103
87,0.954704,1.05411
88,0.947661,1.05851
89,0.947354,1.05132
90,0.954549,1.06057
91,0.94868,1.06433
92,0.945815,1.06546
93,0.942712,1.06604
94,0.941538,1.06607
95,0.949813,1.06699
96,0.949813,1.06699
97,0.949987,1.05953
98,0.949586,1.06247
99,0.947184,1.07236
100,0.943859,1.07083
101,0.943859,1.07083
102,0.941346,1.06447
103,0.938355,1.06589
104,0.931007,1.05309
105,0.931007,1.05309
106,0.940907,1.05861
107,0.941548,1.0617
108,0.941548,1.0617
109,0.938622,1.05602
110,0.938622,1.05602
111,0.938622,1.05602
112,0.941785,1.06117
113,0.941785,1.06117
114,0.941785,1.06117
115,0.941785,1.06117
116,0.941785,1.06117
117,0.937346,1.0598
118,0.939594,1.05342
119,0.939594,1.05342
120,0.945151,1.04982
121,0.945151,1.04982
122,0.945151,1.04982
123,0.945151,1.04982
124,0.946848,1.04414
125,0.946848,1.04414
126,0.938691,1.05109
127,0.936522,1.0453
128,0.948287,1.05128
129,0.940793,1.04446
130,0.940793,1.04446
131,0.944534,1.03946
132,0.947465,1.05116
133,0.953855,1.04786
134,0.953855,1.04786
135,0.958578,1.04458
136,0.957284,1.05181
137,0.952116,1.05182
138,0.952811,1.0386
139,0.946819,1.04667
140,0.946063,1.04924
141,0.946054,1.04272
142,0.95748,1.05235
143,0.948481,1.04919
144,0.942302,1.04928
145,0.937839,1.04312
146,0.940732,1.05443
147,0.939511,1.05567
148,0.933516,1.04598
149,0.933516,1.04598
150,0.941509,1.04138
151,0.941078,1.04853
152,0.931823,1.05165
153,0.925073,1.04246
154,0.926833,1.03679
155,0.922923,1.0383
156,0.925753,1.03573
157,0.925753,1.03573
158,0.91555,1.03775
159,0.915166,1.04198
160,0.915166,1.04198
161,0.91753,1.03703
162,0.91753,1.03703
163,0.91753,1.03703
164,0.920074,1.04534
165,0.920217,1.04574
166,0.926404,1.05202
167,0.928997,1.04971
168,0.928997,1.04971
169,0.924888,1.03987
170,0.929392,1.04462
171,0.930395,1.04432
172,0.934152,1.04346
173,0.932312,1.04159
174,0.93078,1.04241
175,0.931384,1.03961
176,0.929646,1.03974
177,0.928513,1.0418
178,0.919808,1.0428
179,0.919808,1.0428
180,0.919808,1.0428
181,0.919808,1.0428
182,0.912649,1.0416
183,0.912649,1.0416
184,0.921572,1.04069
185,0.930385,1.05531
186,0.930385,1.05531
187,0.926774,1.05117
188,0.923477,1.06006
189,0.920654,1.05473
190,0.92483,1.04653
191,0.923076,1.04823
192,0.923076,1.04823
193,0.923386,1.05314
194,0.922179,1.05333
195,0.922179,1.05333
196,0.913974,1.04699
197,0.907735,1.04446
198,0.909096,1.0413
199,0.915236,1.03938
200,0.917858,1.04772
201,0.914868,1.04265
202,0.914868,1.04265
203,0.914868,1.04265
204,0.914868,1.04265
205,0.914868,1.04265
206,0.924158,1.04387
207,0.922828,1.0559
208,0.922828,1.0559
209,0.925594,1.05519
210,0.925594,1.05519
211,0.923818,1.04274
212,0.923818,1.04274
213,0.927838,1.04159
214,0.927838,1.04159
215,0.927838,1.04159
216,0.932807,1.04813
217,0.932807,1.04813
218,0.935288,1.03916
219,0.930921,1.04523
220,0.930921,1.04523
221,0.930921,1.04523
222,0.934837,1.03767
223,0.934837,1.03767
224,0.934837,1.03767
225,0.927768,1.03994
226,0.927768,1.03994
227,0.927768,1.03994
228,0.927768,1.03994
229,0.927768,1.03994
230,0.933098,1.03824
231,0.933098,1.03824
232,0.933098,1.03824
233,0.93359,1.03726
234,0.927973,1.0352
235,0.937733,1.03197
236,0.937733,1.03197
237,0.937733,1.03197
238,0.937733,1.03197
239,0.937733,1.03197
240,0.937733,1.03197
241,0.937733,1.03197
242,0.933579,1.02738
243,0.934094,1.03264
244,0.941848,1.0302
245,0.941848,1.0302
246,0.937706,1.031
247,0.945131,1.03101
248,0.938392,1.03147
249,0.938392,1.03147
250,0.932684,1.03717
251,0.932684,1.03717
252,0.932684,1.03717
253,0.929201,1.03313
254,0.936837,1.04282
255,0.935695,1.03407
256,0.942111,1.03505
257,0.936131,1.03573
258,0.936131,1.03573
259,0.936131,1.03573
260,0.932024,1.03078
261,0.932024,1.03078
262,0.932024,1.03078
263,0.93452,1.04049
264,0.925781,1.0416
265,0.925781,1.0416
266,0.928011,1.04472
267,0.930425,1.03916
268,0.93065,1.04084
269,0.93065,1.04084
270,0.93065,1.04084
271,0.934533,1.03647
272,0.934533,1.03647
273,0.934533,1.03647
274,0.934566,1.04188
275,0.940543,1.04604
276,0.942912,1.04859
277,0.943917,1.05181
278,0.938554,1.0594
279,0.938554,1.0594
280,0.927013,1.0497
281,0.927013,1.0497
282,0.927578,1.0528
283,0.927578,1.0528
284,0.913906,1.05413
285,0.918217,1.04491
286,0.924273,1.04306
287,0.925121,1.0432
288,0.925121,1.0432
289,0.930809,1.04254
290,0.93424,1.04565
291,0.934609,1.04344
292,0.932316,1.0463
293,0.932316,1.0463
294,0.936276,1.04461
295,0.93394,1.04417
296,0.93858,1.05069
297,0.93858,1.05069
298,0.939349,1.04353
299,0.940037,1.04442
300,0.930071,1.04195
301,0.925714,1.04036
302,0.91893,1.03213
303,0.91893,1.03213
304,0.922271,1.03501
305,0.925443,1.03194
306,0.926372,1.03243
307,0.926372,1.03243
308,0.929649,1.03828
309,0.933495,1.03369
310,0.931171,1.02229
311,0.935846,1.01533
312,0.926862,1.01729
313,0.932643,1.02448
314,0.936158,1.02304
315,0.936004,1.02586
316,0.936004,1.02586
317,0.936004,1.02586
318,0.93655,1.0196
319,0.939376,1.02539
320,0.93639,1.02231
321,0.933023,1.0185
322,0.933023,1.0185
323,0.934853,1.03192
324,0.933626,1.03396
325,0.933626,1.03396
326,0.929987,1.03183
327,0.923611,1.0294
328,0.925566,1.02506
329,0.927555,1.02802
330,0.924248,1.0264
331,0.933759,1.0242
332,0.933759,1.0242
333,0.933759,1.0242
334,0.927142,1.03217
335,0.92654,1.02583
336,0.92081,1.02943
337,0.919346,1.02677
338,0.919346,1.02677
339,0.919346,1.02677
340,0.92277,1.02653
341,0.92277,1.02653
342,0.92277,1.02653
343,0.924636,1.03208
344,0.91879,1.03502
345,0.91879,1.03502
346,0.924125,1.03053
347,0.92802,1.02866
348,0.92802,1.02866
349,0.927698,1.02968
350,0.924259,1.02157
351,0.923475,1.02444
352,0.923475,1.02444
353,0.923475,1.02444
354,0.923691,1.02259
355,0.923691,1.02259
356,0.920886,1.03169
357,0.92443,1.02081
358,0.92443,1.02081
359,0.92443,1.02081
360,0.926637,1.02727
361,0.923813,1.03008
362,0.923813,1.03008
363,0.923813,1.03008
364,0.929561,1.03441
365,0.926381,1.02493
366,0.926381,1.02493
367,0.926381,1.02493
368,0.925073,1.02488
369,0.920747,1.02772
370,0.923251,1.03033
371,0.928445,1.03196
372,0.926431,1.03405
373,0.927095,1.02831
374,0.929112,1.02443
375,0.920349,1.03143
376,0.918337,1.03138
377,0.918337,1.03138
378,0.918144,1.03621
379,0.917845,1.03271
380,0.917845,1.03271
381,0.924555,1.02762
382,0.924555,1.02762
383,0.924555,1.02762
384,0.924461,1.02424
385,0.918956,1.03189
386,0.913531,1.02997
387,0.913531,1.02997
388,0.913531,1.02997
389,0.907968,1.02956
390,0.91116,1.03104
391,0.91116,1.03104
392,0.915663,1.02631
393,0.903704,1.03821
394,0.903704,1.03821
395,0.908535,1.03245
396,0.907619,1.03359
397,0.905217,1.02819
398,0.917491,1.04117
399,0.918917,1.03467
400,0.907985,1.02183
401,0.910115,1.02527
402,0.910115,1.02527
403,0.909024,1.02142
404,0.909024,1.02142
405,0.909024,1.02142
406,0.909024,1.02142
407,0.909024,1.02142
408,0.909024,1.02142
409,0.909024,1.02142
410,0.909024,1.02142
411,0.909024,1.02142
412,0.909024,1.02142
413,0.909024,1.02142
414,0.909024,1.02142
415,0.901282,1.02036
416,0.901282,1.02036
417,0.905571,1.02737
418,0.912236,1.02799
419,0.912698,1.03557
420,0.91581,1.0323
421,0.91978,1.03212
422,0.919535,1.02847
423,0.919535,1.02847
424,0.919535,1.02847
425,0.921649,1.0289
426,0.921649,1.0289
427,0.922834,1.03058
428,0.917496,1.0219
429,0.919917,1.02362
430,0.922052,1.02532
431,0.921867,1.01862
432,0.916676,1.02487
433,0.916676,1.02487
434,0.915413,1.02916
435,0.918294,1.02394
436,0.918294,1.02394
437,0.918294,1.02394
438,0.908245,1.02315
439,0.910034,1.02132
440,0.909952,1.02436
441,0.909952,1.02436
442,0.909952,1.02436
443,0.919456,1.01855
444,0.919456,1.01855
445,0.917629,1.0202
446,0.924071,1.01511
447,0.924071,1.01511
448,0.921776,1.0169
449,0.918089,1.02623
450,0.918089,1.02623
451,0.923086,1.02793
452,0.920483,1.01621
453,0.922427,1.02269
454,0.92747,1.02489
455,0.92747,1.02489
456,0.922692,1.02406
457,0.922692,1.02406
458,0.917327,1.02326
459,0.911439,1.01959
460,0.917906,1.02632
461,0.917906,1.02632
462,0.919366,1.02038
463,0.919366,1.02038
464,0.919366,1.02038
465,0.919366,1.02038
466,0.917341,1.0175
467,0.917341,1.0175
468,0.917341,1.0175
469,0.91679,1.01698
470,0.91679,1.01698
471,0.916485,1.02666
472,0.914137,1.02226
473,0.914137,1.02226
474,0.914137,1.02226
475,0.914137,1.02226
476,0.925245,1.01708
477,0.91938,1.01958
478,0.91938,1.01958
479,0.91938,1.01958
480,0.907323,1.01811
481,0.909203,1.02993
482,0.918384,1.0369
483,0.918384,1.0369
484,0.91415,1.04079
485,0.917675,1.04321
486,0.924885,1.04312
487,0.924396,1.03713
488,0.926189,1.03904
489,0.930194,1.03666
490,0.918073,1.03896
491,0.923906,1.03897
492,0.923906,1.03897
493,0.924689,1.03414
494,0.93396,1.03591
495,0.937054,1.03144
496,0.937054,1.03144
497,0.937054,1.03144
498,0.937054,1.03144
499,0.932102,1.03402
500,0.93384,1.03772
501,0.927741,1.03123
502,0.927741,1.03123
503,0.923652,1.02853
504,0.923652,1.02853
505,0.926351,1.02605
506,0.937738,1.03208
507,0.929398,1.02449
508,0.927102,1.02483
509,0.92928,1.03084
510,0.92928,1.03084
511,0.92928,1.03084
512,0.92928,1.03084
513,0.932848,1.04181
514,0.935794,1.05285
515,0.935794,1.05285
516,0.931807,1.05024
517,0.930718,1.03845
518,0.931014,1.04271
519,0.931014,1.04271
520,0.931014,1.04271
521,0.923298,1.03957
522,0.923298,1.03957
523,0.923298,1.03957
524,0.923298,1.03957
525,0.923298,1.03957
526,0.923298,1.03957
527,0.928987,1.03787
528,0.928987,1.03787
529,0.929919,1.04013
530,0.925413,1.04388
531,0.931472,1.04162
532,0.933114,1.04225
533,0.933114,1.04225
534,0.935334,1.0436
535,0.931221,1.04497
536,0.936522,1.04915
537,0.936522,1.04915
538,0.950165,1.05074
539,0.950165,1.05074
540,0.950165,1.05074
541,0.944769,1.05477
542,0.944769,1.05477
543,0.944769,1.05477
544,0.947382,1.0589
545,0.947382,1.0589
546,0.942308,1.0594
547,0.936718,1.06046
548,0.933835,1.05311
549,0.929523,1.05468
550,0.942682,1.04539
551,0.94038,1.04573
552,0.935839,1.03392
553,0.935839,1.03392
554,0.941696,1.04317
555,0.937352,1.03164
556,0.934133,1.04071
557,0.930634,1.02529
558,0.929282,1.0316
559,0.935249,1.03063
560,0.936214,1.02588
561,0.943639,1.03435
562,0.946228,1.03546
563,0.948067,1.03989
564,0.94051,1.03161
565,0.937731,1.03647
566,0.932271,1.03751
567,0.932271,1.03751
568,0.930488,1.03227
569,0.928037,1.03692
570,0.934457,1.03769
571,0.934457,1.03769
572,0.934457,1.03769
573,0.935273,1.0421
574,0.935273,1.0421
575,0.937955,1.04997
576,0.937955,1.04997
577,0.938429,1.05034
578,0.936518,1.04358
579,0.936518,1.04358
580,0.936518,1.04358
581,0.934026,1.05422
582,0.942934,1.04919
583,0.937367,1.03921
584,0.93959,1.03819
585,0.93959,1.03819
586,0.938622,1.036
587,0.938622,1.036
588,0.938622,1.036
589,0.938622,1.036
590,0.938622,1.036
591,0.944234,1.03825
592,0.94348,1.04
593,0.934374,1.03728
594,0.941809,1.03624
