t,walltime
10,658.6
20,351.8
30,227.5
40,180.8
50,172.2
60,174.6
70,173.5
80,173
90,175.4
100,173.2
110,183.7
120,185.9
130,189.3
140,188
150,186.9
160,187.7
170,187.8
180,186.4
190,185.7
200,180.4
210,163.7
220,166.2
230,164.6
240,164.6
250,163.6
260,161.8
270,164.9
280,163.3
290,166.2
300,162.6
310,162.3
320,164.9
330,163.3
340,165.5
350,165.2
360,162.9
370,162.6
380,167.5
390,166.4
400,165.6
410,166.8
420,167.2
430,167.2
440,164.6
450,163.5
460,253.2
470,197.6
480,206.5
490,206.5
500,205.7
510,206.8
520,208
530,211.2
540,208.8
550,208.5
560,210.2
570,208.3
580,208.4
590,207.5
600,206.9
610,207.6
620,208.6
630,206
640,202.4
650,200.7
660,199
670,197.7
680,198.3
690,198.9
700,201
710,198
720,197.2
730,199.9
740,195.9
750,199.5
760,208.8
770,212.4
780,219.4
790,184.9
800,181.2
810,185.7
820,190.9
830,177.7
840,179.2
850,181.7
860,184
870,183.6
880,182.9
890,182.9
900,186.5
910,184.2
920,183.5
930,185.5
940,184.8
950,181.1
960,182.1
970,180.8
980,182.1
990,183.1
1000,184.2
1010,183
1020,181.6
1030,181.6
1040,182.7
1050,179.5
1060,181.6
1070,183.2
1080,183
1090,181
1100,179.9
1110,180.2
1120,181.5
1130,181.5
1140,181
1150,180.2
1160,181.6
1170,182.5
1180,180.9
1190,171.8
1200,172.8
1210,234.5
1220,234.9
1230,236.5
1240,246.1
1250,239.7
1260,242.4
1270,234.5
1280,239.7
1290,254
1300,254.4
1310,235.9
1320,240.4
1330,244.5
1340,234.8
1350,250.3
1360,262.6
1370,246.6
1380,242.2
1390,239.2
1400,243.7
1410,238.9
1420,234.4
1430,232.7
1440,249.5
1450,233.1
1460,188.9
1470,190.9
1480,192
1490,192.2
1500,191.3
1510,192.9
1520,190.9
1530,190.7
1540,191.9
1550,191.6
1560,190.8
1570,190
1580,191.8
1590,191.3
1600,191.1
1610,190.5
1620,189.3
1630,188.2
1640,189.4
1650,189.5
1660,193.3
1670,191.6
