MDTU,S_B
1,1.00046
2,0.991138
3,0.99597
4,0.993451
5,0.994813
6,0.994887
7,0.99455
8,0.997339
9,0.99622
10,0.995662
11,0.995988
12,0.996725
13,0.996933
14,0.996297
15,0.995044
16,0.99685
17,0.996145
18,0.995645
19,0.996927
20,0.996979
21,0.996771
22,0.997496
23,0.997311
24,0.997701
25,0.995769
26,0.997399
27,0.997848
28,0.997557
29,0.99624
30,0.997737
31,0.997513
32,0.997823
33,0.995681
34,0.99714
35,0.996426
36,0.999127
37,0.998368
38,0.998712
39,0.996696
40,0.997564
41,0.997406
42,0.997078
43,0.996665
44,0.996535
45,0.997818
46,0.998268
47,0.997318
48,0.998034
49,0.997487
50,0.997487
51,0.995657
52,0.995657
53,0.995657
54,0.995657
55,0.998761
56,0.998538
57,0.999353
58,0.999353
59,0.99662
60,0.99662
61,0.99662
62,0.997278
63,0.996328
64,0.999426
65,0.998945
66,0.9991
67,0.997903
68,0.997903
69,0.998759
70,0.997629
71,0.997629
72,0.99713
73,0.999644
74,0.997383
75,0.99721
76,0.99771
77,0.996652
78,0.996652
79,0.996652
80,0.997224
81,0.999229
82,0.999729
83,0.998952
84,0.997804
85,0.997885
86,0.999588
87,0.998535
88,0.998473
89,0.99718
90,0.997894
91,0.998024
92,0.998641
93,0.998294
94,0.998226
95,0.999035
96,0.999035
97,0.997289
98,0.998501
99,0.999027
100,0.997375
101,0.997375
102,0.997325
103,0.999522
104,0.996789
105,0.996789
106,0.998872
107,0.998812
108,0.998812
109,0.997498
110,0.997498
111,0.997498
112,0.997204
113,0.997204
114,0.997204
115,0.997204
116,0.997204
117,0.998137
118,0.998066
119,0.998066
120,0.999
121,0.999
122,0.999
123,0.999
124,0.998839
125,0.998839
126,0.997814
127,0.996125
128,0.999526
129,0.997666
130,0.997666
131,0.996356
132,0.997561
133,0.99717
134,0.99717
135,0.998192
136,0.998265
137,0.998606
138,0.997846
139,0.99772
140,0.998102
141,0.997344
142,0.998318
143,0.999339
144,0.998998
145,0.99809
146,0.998848
147,0.998244
148,0.997597
149,0.997597
150,0.999497
151,0.999937
152,0.998974
