t,G,F1,F2,F3
1,0.004553,0.004846,null,null
2,0.004526,0.004622,null,null
3,0.004498,0.004608,null,null
4,0.0045,0.004617,null,null
5,0.00449,0.004616,null,null
6,0.004495,0.00462,null,null
7,0.004495,0.004634,null,null
8,0.004488,0.004635,null,null
9,0.004478,0.004643,null,null
10,0.004475,0.004647,null,null
11,0.008946,0.009316,null,null
12,0.008931,0.009324,null,null
13,0.008917,0.009329,null,null
14,0.008907,0.00935,null,null
15,0.008892,0.009368,null,null
16,0.008891,0.009366,null,null
17,0.008886,0.009386,null,null
18,0.008868,0.009391,null,null
19,0.00888,0.009394,null,null
20,0.008862,0.009389,null,null
21,0.01417,0.01504,null,null
22,0.01418,0.01504,null,null
23,0.01416,0.01507,null,null
24,0.01416,0.01507,null,null
25,0.01417,0.01509,null,null
26,0.01413,0.01508,null,null
27,0.01414,0.01509,null,null
28,0.01413,0.01511,null,null
29,0.01414,0.0151,null,null
30,0.01412,0.01512,null,null
31,0.01764,0.01888,null,null
32,0.01763,0.0189,null,null
33,0.01763,0.01895,null,null
34,0.01762,0.01894,null,null
35,0.0176,0.01894,null,null
36,0.0176,0.01896,null,null
37,0.0176,0.01897,null,null
38,0.01758,0.019,null,null
39,0.01758,0.01899,null,null
40,0.01755,0.01899,null,null
41,0.01754,0.019,null,null
42,0.01755,0.019,null,null
43,0.01754,0.01901,null,null
44,0.01753,0.01901,null,null
45,0.01753,0.01901,null,null
46,0.01754,0.01902,null,null
47,0.01754,0.01903,null,null
48,0.01754,0.01902,null,null
49,0.01752,0.01908,null,null
50,0.0175,0.01906,null,null
51,0.01749,0.01907,null,null
52,0.01753,0.01907,null,null
53,0.01752,0.01909,null,null
54,0.0175,0.01908,null,null
55,0.01749,0.01907,null,null
56,0.01748,0.01911,null,null
57,0.01747,0.0191,null,null
58,0.01746,0.01913,null,null
59,0.01747,0.01914,null,null
60,0.01742,0.01916,null,null
61,0.01745,0.01914,null,null
62,0.01745,0.01914,null,null
63,0.01742,0.01918,null,null
64,0.01743,0.01917,null,null
65,0.01742,0.0192,null,null
66,0.01741,0.01918,null,null
67,0.01741,0.01919,null,null
68,0.01743,0.01919,null,null
69,0.01742,0.01919,null,null
70,0.01742,0.01919,null,null
71,0.01741,0.01917,null,null
72,0.01741,0.0192,null,null
73,0.01742,0.0192,null,null
74,0.01741,0.01918,null,null
75,0.01741,0.01918,null,null
76,0.01742,0.01917,null,null
77,0.0174,0.01918,null,null
78,0.01743,0.01919,null,null
79,0.01742,0.01918,null,null
80,0.0174,0.01921,null,null
81,0.01737,0.01921,null,null
82,0.0174,0.01922,null,null
83,0.0174,0.01925,null,null
84,0.01738,0.01926,null,null
85,0.01735,0.01925,null,null
86,0.01737,0.01926,null,null
87,0.01737,0.01925,null,null
88,0.01735,0.01926,null,null
89,0.01737,0.01923,null,null
90,0.01738,0.01924,null,null
91,0.01737,0.01924,null,null
92,0.01738,0.01923,null,null
93,0.0174,0.01921,null,null
94,0.01737,0.01922,null,null
95,0.0174,0.01922,null,null
96,0.0174,0.01922,null,null
97,0.01738,0.01923,null,null
98,0.01739,0.01923,null,null
99,0.01739,0.0192,null,null
100,0.01738,0.01923,null,null
101,0.01741,0.01922,null,null
102,0.01738,0.01922,null,null
103,0.01739,0.01922,null,null
104,0.0174,0.01924,null,null
105,0.01739,0.01923,null,null
106,0.0174,0.01925,null,null
107,0.01737,0.01923,null,null
108,0.01739,0.01924,null,null
109,0.01738,0.01926,null,null
110,0.01738,0.01924,null,null
111,0.01736,0.01924,null,null
112,0.01733,0.01925,null,null
113,0.01735,0.01925,null,null
114,0.01735,0.01925,null,null
115,0.01737,0.01925,null,null
116,0.01736,0.01922,null,null
117,0.01736,0.01926,null,null
118,0.01735,0.01927,null,null
119,0.01737,0.01925,null,null
120,0.01734,0.01926,null,null
121,0.01736,0.01925,null,null
122,0.01736,0.01925,null,null
123,0.01734,0.01928,null,null
124,0.01736,0.01927,null,null
125,0.01735,0.01929,null,null
126,0.01734,0.01926,null,null
127,0.01734,0.01929,null,null
128,0.01736,0.0193,null,null
129,0.01735,0.01925,null,null
130,0.01734,0.01926,null,null
131,0.01734,0.01927,null,null
132,0.01736,0.01926,null,null
133,0.01735,0.01923,null,null
134,0.01737,0.01925,null,null
135,0.01738,0.01926,null,null
136,0.01739,0.01921,null,null
137,0.01737,0.01925,null,null
138,0.01738,0.01926,null,null
139,0.01735,0.01924,null,null
140,0.01736,0.01924,null,null
141,0.01738,0.0193,null,null
142,0.01738,0.01928,null,null
143,0.01736,0.01927,null,null
144,0.01738,0.01922,null,null
145,0.01736,0.01926,null,null
146,0.01737,0.01926,null,null
147,0.01738,0.01926,null,null
148,0.01735,0.01929,null,null
149,0.01733,0.01928,null,null
150,0.01732,0.01931,null,null
151,0.01734,0.01931,null,null
152,0.01733,0.0193,null,null
153,0.01735,0.01931,null,null
154,0.01733,0.0193,null,null
155,0.01732,0.01933,null,null
156,0.01731,0.01933,null,null
157,0.0173,0.01938,null,null
158,0.0173,0.01938,null,null
159,0.01727,0.01936,null,null
160,0.01731,0.01937,null,null
161,0.01727,0.01936,null,null
162,0.01731,0.01937,null,null
163,0.01727,0.01936,null,null
164,0.01727,0.01936,null,null
165,0.01727,0.01936,null,null
166,0.0173,0.01936,null,null
167,0.01732,0.01933,null,null
