MDTU,min_width,max_width
1,0.0837669,0.0621387
2,0.0837669,0.0621387
3,0.0837669,0.0621387
4,0.0929273,0.0706893
5,0.0920578,0.0694809
6,0.0885337,0.0665228
7,0.0855948,0.0645387
8,0.0854268,0.0640917
9,0.0841291,0.0622718
10,0.0834377,0.0628468
11,0.0803077,0.0593724
12,0.076841,0.0578448
13,0.076337,0.057445
14,0.0758261,0.0565127
15,0.0708024,0.0531315
16,0.0705221,0.0539644
17,0.0690444,0.0521333
18,0.0691716,0.0513313
19,0.0701848,0.0508357
20,0.0676781,0.049287
21,0.0655014,0.0483721
22,0.0655014,0.0483721
23,0.06392,0.0467719
24,0.062907,0.0459687
25,0.0643064,0.0471617
26,0.0633716,0.0466197
27,0.0621291,0.0465305
28,0.0612063,0.0463089
29,0.0617435,0.0453781
30,0.0628346,0.0460307
31,0.0622219,0.045972
32,0.0613681,0.0448669
33,0.0600479,0.0443179
34,0.0596693,0.0442668
35,0.0594357,0.0430282
36,0.0603416,0.0440064
37,0.0622255,0.0445579
38,0.0622255,0.0445579
39,0.0640501,0.0461665
40,0.0650399,0.0472619
41,0.0614322,0.0454541
42,0.0613497,0.0448157
43,0.0608086,0.044518
44,0.0639321,0.0464447
45,0.0598521,0.0435172
46,0.0596465,0.0441176
47,0.0596465,0.0441176
48,0.0601764,0.0444666
49,0.0582602,0.0430019
50,0.059669,0.0434975
51,0.059669,0.0434975
52,0.059669,0.0434975
53,0.0575277,0.0421569
54,0.0582237,0.0419467
55,0.0574607,0.0425484
56,0.0596445,0.0436658
57,0.0582625,0.0414554
58,0.060729,0.0441361
59,0.0569453,0.0421202
60,0.0593912,0.0440201
61,0.0617157,0.0447118
62,0.063643,0.0464426
63,0.0623254,0.0451981
64,0.0608141,0.0442845
65,0.0607002,0.0440103
66,0.0603607,0.0443421
67,0.0600921,0.043745
68,0.0581865,0.0420765
69,0.0584922,0.0430695
70,0.0560469,0.0415109
71,0.0603328,0.0437431
72,0.0615436,0.0448286
73,0.0593355,0.0439113
74,0.0596545,0.044167
75,0.0595908,0.0429243
76,0.0603601,0.0444726
77,0.0586099,0.0440302
78,0.0600363,0.0428341
79,0.059674,0.0441563
80,0.0615993,0.04416
81,0.060215,0.043103
82,0.0588584,0.0419775
83,0.0612566,0.0437768
84,0.0604165,0.0427272
85,0.0605362,0.044452
86,0.0587442,0.0429221
87,0.0569316,0.0416473
88,0.0582096,0.0433681
89,0.060611,0.0436896
90,0.0595497,0.04232
91,0.0603848,0.0422792
92,0.0590597,0.0424149
93,0.0590597,0.0424149
94,0.0613389,0.0441562
95,0.0578577,0.0414072
96,0.058298,0.0422997
97,0.0583902,0.0415387
98,0.0572904,0.0416128
99,0.0581584,0.0412639
100,0.056067,0.0405315
101,0.0591452,0.0435659
102,0.059599,0.0433703
103,0.0600899,0.0428718
104,0.0600899,0.0428718
105,0.0586879,0.0427823
106,0.0586879,0.0427823
107,0.0595645,0.0430675
108,0.0602268,0.0426061
109,0.0602268,0.0426061
110,0.0581511,0.0415288
111,0.0563703,0.0400843
112,0.0564331,0.0397876
113,0.0581855,0.0416892
114,0.0578606,0.0409583
115,0.0581028,0.0430616
116,0.0574035,0.0421113
117,0.0574035,0.0421113
118,0.0583098,0.042001
119,0.057095,0.0407574
120,0.0584393,0.0423731
121,0.0592101,0.0419742
122,0.0580075,0.0418873
123,0.0584914,0.0418199
124,0.0579868,0.04158
125,0.058201,0.0412941
126,0.0603821,0.0431815
127,0.0601997,0.0436171
128,0.060654,0.0432543
129,0.0579832,0.0409882
130,0.059787,0.0430262
131,0.0587276,0.0426973
132,0.0571168,0.0417094
133,0.0580356,0.041797
134,0.0580356,0.041797
135,0.0577671,0.0417981
136,0.0576375,0.0412902
137,0.0578885,0.0417642
138,0.0578885,0.0417642
139,0.0600891,0.0426753
140,0.0600891,0.0426753
141,0.0600891,0.0426753
142,0.0555586,0.0404014
143,0.0562001,0.0396957
144,0.0606209,0.0423396
145,0.0610082,0.0431917
146,0.059696,0.0421838
147,0.0603359,0.0425063
148,0.0578981,0.0420587
149,0.0601688,0.0429676
150,0.0582201,0.0420953
151,0.0615031,0.0436845
152,0.0615031,0.0436845
153,0.0597248,0.0430479
154,0.0607966,0.0428137
155,0.0616094,0.0437661
156,0.0600935,0.0424471
157,0.0613594,0.0443738
158,0.0615659,0.0444556
159,0.0628673,0.0461111
160,0.061854,0.0445397
161,0.061854,0.0445397
162,0.0608602,0.0445208
163,0.0609176,0.0440847
164,0.0589406,0.0421521
165,0.0620234,0.0447385
166,0.0620234,0.0447385
167,0.0601853,0.0446613
168,0.059957,0.0437656
169,0.0616488,0.0432016
170,0.0614792,0.0438741
171,0.061768,0.0437736
172,0.061768,0.0437736
173,0.0598129,0.0428243
174,0.0604044,0.0438626
175,0.0579708,0.0415867
176,0.0610662,0.0437901
177,0.0611269,0.0432087
178,0.0590828,0.0425032
179,0.0615795,0.0441345
180,0.0629803,0.0448536
181,0.0629803,0.0448536
182,0.066082,0.0476828
183,0.066082,0.0476828
184,0.0640619,0.0464214
185,0.0629077,0.0450552
186,0.0628307,0.0454692
187,0.0631288,0.0446227
188,0.0631288,0.0446227
189,0.0613999,0.0436713
190,0.063619,0.0455078
191,0.0638492,0.0459388
192,0.0634059,0.0462088
193,0.0624641,0.045722
194,0.0624641,0.045722
195,0.0630381,0.0455282
196,0.0642383,0.046013
197,0.0620348,0.0448162
198,0.0616935,0.0457516
199,0.0610079,0.042991
200,0.0626028,0.0450391
201,0.0637753,0.0448379
202,0.0621219,0.0449001
203,0.0622324,0.0457157
204,0.0657986,0.0469646
205,0.0626738,0.0448654
206,0.0625327,0.0443029
207,0.0623852,0.0448442
208,0.0636512,0.0458116
209,0.0641251,0.0462985
210,0.0641251,0.0462985
211,0.0630191,0.0449058
212,0.0619921,0.0442048
213,0.0616487,0.0431816
214,0.0609874,0.0439845
215,0.056118,0.0400311
216,0.0579619,0.0422547
217,0.0578824,0.0407026
218,0.0567147,0.0400676
219,0.0566189,0.0400503
220,0.0590076,0.0417542
221,0.0586651,0.0413514
222,0.0609093,0.0438993
223,0.0591906,0.0425542
224,0.0623389,0.0435896
225,0.0602273,0.0427783
226,0.0596362,0.0428314
227,0.0615724,0.0436619
228,0.0605693,0.0428064
229,0.0620125,0.0432237
230,0.0604537,0.042972
231,0.0606595,0.0423168
232,0.0600782,0.0421739
233,0.0597666,0.0424863
234,0.0598112,0.0421958
235,0.0598725,0.0422799
236,0.0602037,0.0435878
237,0.0603488,0.0426031
238,0.0572586,0.0409599
239,0.0587604,0.0423847
240,0.058958,0.0415119
241,0.0587386,0.0408643
242,0.0620397,0.0443596
243,0.0609685,0.0427065
244,0.0609685,0.0427065
245,0.0603537,0.0418927
246,0.0603537,0.0418927
247,0.0603537,0.0418927
248,0.0601549,0.0429136
249,0.0601549,0.0429136
250,0.0601119,0.0422341
251,0.0616083,0.0438037
252,0.0625463,0.04526
253,0.0654527,0.0464383
254,0.0654527,0.0464383
255,0.0661023,0.0469033
256,0.0661023,0.0469033
257,0.065835,0.0470109
258,0.067812,0.0481041
259,0.0690389,0.0489757
260,0.0666906,0.0464109
261,0.0678943,0.0472198
262,0.0669805,0.0469673
263,0.0669805,0.0469673
264,0.0672868,0.0466995
265,0.0647122,0.0457647
266,0.0663607,0.0480923
267,0.0666614,0.0467857
268,0.0640416,0.0455782
269,0.0674142,0.047434
270,0.0674142,0.047434
271,0.065234,0.046389
272,0.0646701,0.0461949
273,0.064691,0.0467365
274,0.0641093,0.04567
275,0.0641093,0.04567
276,0.0641093,0.04567
277,0.0641093,0.04567
278,0.0631057,0.0458715
279,0.0616394,0.0433043
280,0.0616394,0.0433043
281,0.0633135,0.0451307
282,0.0632625,0.0448324
283,0.0640007,0.0458698
284,0.0638997,0.0456516
285,0.0667159,0.0476441
286,0.0667159,0.0476441
287,0.0667159,0.0476441
288,0.0667369,0.0477995
289,0.0667369,0.0477995
290,0.0644526,0.0458532
291,0.0652911,0.0461433
292,0.0651904,0.0464938
293,0.0618289,0.0451654
294,0.0639369,0.0461269
295,0.0645466,0.0469983
296,0.0651483,0.0460728
297,0.066122,0.0469954
298,0.0647335,0.0457521
299,0.0652376,0.0450084
300,0.0630105,0.0451626
301,0.0627955,0.0453233
302,0.0656928,0.04666
303,0.0628894,0.0453979
304,0.0627548,0.0450677
305,0.0627548,0.0450677
306,0.0639662,0.046599
307,0.0639662,0.046599
308,0.0639662,0.046599
309,0.0636114,0.0462731
310,0.066629,0.0483446
311,0.0682678,0.0483827
312,0.0664564,0.0475165
313,0.0659632,0.0480106
314,0.0655407,0.0470116
315,0.0655548,0.0472184
316,0.0653573,0.0467156
317,0.0653573,0.0467156
318,0.0653573,0.0467156
319,0.0655642,0.0462496
320,0.0669324,0.0480647
321,0.0657938,0.0473718
322,0.064689,0.0462266
323,0.0657033,0.0474096
324,0.0657576,0.0462025
325,0.0642386,0.0455063
326,0.0656492,0.0465515
327,0.0630821,0.043644
328,0.0639422,0.0451747
329,0.0639422,0.0451747
330,0.0648348,0.0457098
331,0.0648348,0.0457098
332,0.0634952,0.0442511
333,0.065972,0.0463546
334,0.0642906,0.047105
335,0.0654525,0.0478386
336,0.0654525,0.0478386
337,0.0687393,0.0489328
338,0.0665116,0.0480769
339,0.0678872,0.0482868
340,0.0678872,0.0482868
341,0.0678872,0.0482868
342,0.0658597,0.0469365
343,0.0647326,0.0463563
344,0.0648937,0.0455536
345,0.064081,0.0463624
346,0.0671085,0.047512
347,0.0684788,0.0488123
348,0.0664043,0.0470142
349,0.0656202,0.0471936
350,0.0656202,0.0471936
351,0.0664024,0.0470521
352,0.0636005,0.0456831
353,0.0676358,0.0476699
354,0.0651161,0.0470382
355,0.0663233,0.0473999
356,0.0666456,0.0469726
357,0.0654196,0.0456558
358,0.0650809,0.045978
359,0.063402,0.0448902
360,0.0629855,0.0449176
361,0.0629855,0.0449176
