t,e^(-dS)
1,0.133989
2,0.186934
3,0.203112
4,0.252082
5,1.08474
6,1.04156
7,2.59867
8,0.805816
9,3.04043
10,1.63738
11,0.857872
12,1.24682
13,0.669382
14,0.989031
15,1.52501
16,1.82121
17,1.01717
18,2.50528
19,0.773214
20,1.3588
21,1.9478
22,0.7333
23,2.34105
24,2.23513
25,0.589665
26,0.914855
27,0.728987
28,1.59042
29,1.2866
30,0.812126
31,1.80002
32,0.665511
33,0.850526
34,1.15142
35,1.16626
36,1.16474
37,0.606955
38,0.643071
39,1.03525
40,1.65549
41,1.53495
42,1.00939
43,1.50065
44,3.56085
45,1.52913
46,1.09069
47,0.860192
48,1.10163
49,1.90427
50,1.32313
51,0.732055
52,0.550075
53,0.720435
54,0.552556
55,1.4975
56,1.03948
57,2.38882
58,0.861655
59,1.84873
60,0.803161
61,1.23306
62,1.46551
63,0.883998
64,2.31428
65,1.93093
66,1.14981
67,0.813264
68,1.72547
69,1.17046
70,1.29046
71,1.79356
72,1.33309
73,0.865801
74,0.780594
75,0.471093
76,1.82303
77,2.53096
78,1.04096
79,0.970562
80,1.67213
81,0.85573
82,1.81902
83,0.936936
84,1.38972
85,0.647977
86,0.584382
87,1.20466
88,0.718062
89,1.89042
90,1.28814
91,0.508241
92,1.64247
93,0.646101
94,1.11127
95,0.713552
96,1.14065
97,0.604835
98,1.11695
99,0.904114
100,1.23664
101,1.48424
102,1.46448
103,1.16684
104,0.184335
105,1.56831
106,0.555382
107,0.986275
108,2.08173
109,0.454072
110,1.67682
111,1.17468
112,1.18898
113,0.713552
114,0.956523
115,1.22544
116,1.81593
117,0.4774
118,2.00191
119,1.48053
120,2.51809
121,0.7226
122,1.84762
123,1.0552
124,1.22753
125,1.7505
126,0.429171
127,1.02638
128,0.958803
129,1.15258
130,2.04194
131,1.0124
132,0.732274
133,1.47403
134,0.556605
135,1.28403
136,0.559898
137,0.932002
138,0.473691
139,0.809288
140,0.746694
141,0.924835
142,1.22091
143,0.729132
144,1.26655
145,0.970552
146,0.855645
147,1.71996
148,1.43577
149,1.8076
150,0.519858
151,0.981592
152,0.928013
153,0.956801
154,0.935345
155,1.53158
156,2.12018
157,1.93692
158,0.629204
159,1.11494
160,0.413003
161,0.851633
162,1.04433
163,2.24656
164,1.21933
165,1.55147
166,0.560403
167,1.14889
168,0.577181
169,1.64017
170,1.03484
171,2.04685
172,0.807106
173,1.01284
174,0.876166
175,0.900234
176,0.662589
177,1.51801
178,0.94765
179,0.36204
180,1.08025
181,0.697676
182,1.31719
183,0.294052
184,0.800115
185,0.6827
186,1.41199
187,0.513092
188,0.502982
189,1.23023
190,1.30669
191,0.66001
192,1.49391
193,0.826215
194,0.307894
195,1.67749
196,1.66913
197,0.988645
198,1.91458
199,1.43276
200,0.909073
201,0.960386
202,1.13338
203,0.766899
204,2.14985
205,1.12964
206,1.10336
207,1.39557
208,1.20575
209,0.572868
210,0.765137
211,1.10893
212,1.88175
213,0.789465
214,1.03442
215,2.01315
216,0.827621
217,0.61835
218,0.790018
219,0.696979
220,1.30395
221,0.906422
222,1.13111
223,0.649469
224,0.609327
225,0.850441
226,0.92095
227,1.69452
228,0.722455
229,0.999131
230,0.814484
231,0.862172
232,1.34555
233,1.02977
234,1.4473
235,0.833435
236,1.31482
237,1.30826
238,1.4826
239,0.497629
240,0.581758
241,0.553718
242,1.09306
243,1.27163
244,0.477544
245,0.589253
246,0.483986
247,0.887897
248,0.681881
249,0.71049
250,1.31219
251,1.47624
252,1.46991
253,1.94255
254,0.387089
255,1.283
256,0.590255
257,0.596366
258,1.1378
259,0.588252
260,0.680383
261,0.563606
262,0.542157
263,0.875991
264,0.936627
265,0.512938
266,2.29906
267,0.912507
268,1.33056
269,1.17821
270,0.380298
271,1.25345
272,0.56001
273,1.5836
274,0.609693
275,0.945378
276,0.700473
277,0.703632
278,0.701594
279,0.573097
280,0.718708
281,1.26592
282,1.46507
283,0.967713
284,0.855559
285,1.499
286,0.390433
287,0.836357
288,0.67848
289,0.785684
290,1.52974
291,2.15071
292,1.02424
293,0.961385
294,1.75874
295,2.51809
296,1.23011
297,0.493417
298,0.514994
299,0.669516
300,1.19913
301,1.63722
302,1.17457
303,0.59589
304,1.33056
305,0.704759
306,1.3792
307,0.702929
308,0.670924
309,0.777245
310,0.970048
311,2.18125
312,0.890475
313,1.54435
314,1.04304
315,1.70864
316,1.2522
317,0.492727
