MDTU,S_F
1,9.03356e-06
2,9.03356e-06
3,9.03356e-06
4,8.9126e-06
5,9.15878e-06
6,9.14387e-06
7,9.22945e-06
8,9.14734e-06
9,9.19818e-06
10,9.2989e-06
11,9.32971e-06
12,9.52455e-06
13,9.43337e-06
14,9.39897e-06
15,9.37224e-06
16,9.32562e-06
17,9.37656e-06
18,9.65658e-06
19,9.9337e-06
20,9.61928e-06
21,9.48587e-06
22,9.48587e-06
23,9.64613e-06
24,9.67091e-06
25,9.5515e-06
26,9.54263e-06
27,9.61663e-06
28,9.63891e-06
29,9.70994e-06
30,9.93997e-06
31,9.82496e-06
32,1.00847e-05
33,9.66161e-06
34,9.71586e-06
35,9.70792e-06
36,9.84328e-06
37,9.65503e-06
38,9.65503e-06
39,9.90466e-06
40,1.01454e-05
41,9.83801e-06
42,9.80647e-06
43,9.83324e-06
44,1.00915e-05
45,9.89508e-06
46,9.78554e-06
47,9.78554e-06
48,9.81107e-06
49,9.75522e-06
50,9.90314e-06
51,9.90314e-06
52,9.90314e-06
53,9.81241e-06
54,9.9402e-06
55,9.76578e-06
56,9.98042e-06
57,9.88681e-06
58,9.93085e-06
59,9.86622e-06
60,1.00558e-05
61,1.00258e-05
62,1.01888e-05
63,1.0076e-05
64,1.00468e-05
65,1.01821e-05
66,9.98852e-06
67,1.01051e-05
68,9.98864e-06
69,9.95485e-06
70,1.00596e-05
71,1.02153e-05
72,1.01291e-05
73,9.93557e-06
74,1.00729e-05
75,1.0356e-05
76,1.02206e-05
77,1.02648e-05
78,1.03334e-05
79,1.04165e-05
80,1.02658e-05
81,1.02452e-05
82,1.01616e-05
83,1.01973e-05
84,1.03627e-05
85,1.01842e-05
86,1.0193e-05
87,1.01261e-05
88,1.02137e-05
89,1.01728e-05
90,1.03044e-05
91,1.03673e-05
92,1.03114e-05
93,1.03114e-05
94,1.02756e-05
95,1.01789e-05
96,1.02108e-05
97,1.01934e-05
98,1.03785e-05
99,1.01183e-05
100,1.02257e-05
101,1.02793e-05
102,1.02703e-05
103,1.02852e-05
104,1.02852e-05
105,1.03005e-05
106,1.03005e-05
107,1.03063e-05
108,1.03986e-05
109,1.03986e-05
110,1.06089e-05
111,1.06223e-05
112,1.07638e-05
113,1.0726e-05
114,1.05999e-05
115,1.07123e-05
116,1.06815e-05
117,1.06815e-05
118,1.05921e-05
119,1.05604e-05
120,1.05447e-05
121,1.07411e-05
122,1.04253e-05
123,1.03739e-05
124,1.04548e-05
125,1.08228e-05
126,1.07018e-05
127,1.09271e-05
128,1.09071e-05
129,1.08903e-05
130,1.12613e-05
131,1.08728e-05
132,1.07143e-05
133,1.07312e-05
134,1.07312e-05
135,1.05178e-05
136,1.05034e-05
137,1.06916e-05
138,1.06916e-05
139,1.06466e-05
140,1.06466e-05
141,1.06466e-05
142,1.04655e-05
143,1.04953e-05
144,1.04817e-05
145,1.05663e-05
146,1.06112e-05
147,1.06177e-05
148,1.06028e-05
149,1.06119e-05
150,1.06395e-05
151,1.0744e-05
152,1.0744e-05
153,1.0708e-05
154,1.0629e-05
155,1.10316e-05
156,1.09353e-05
157,1.08614e-05
158,1.0722e-05
159,1.07179e-05
160,1.08563e-05
161,1.08563e-05
162,1.07969e-05
163,1.09503e-05
164,1.1008e-05
165,1.08926e-05
166,1.08926e-05
167,1.08648e-05
168,1.07864e-05
169,1.09162e-05
170,1.0808e-05
171,1.09612e-05
172,1.09612e-05
173,1.13346e-05
174,1.11371e-05
175,1.10784e-05
176,1.11403e-05
177,1.09248e-05
178,1.1036e-05
179,1.08793e-05
180,1.08802e-05
181,1.08802e-05
182,1.11569e-05
183,1.11569e-05
184,1.09468e-05
185,1.09044e-05
186,1.0819e-05
187,1.06704e-05
188,1.06704e-05
189,1.07127e-05
190,1.07185e-05
191,1.09312e-05
192,1.09805e-05
193,1.08546e-05
194,1.08546e-05
195,1.06597e-05
196,1.0624e-05
197,1.06229e-05
198,1.06653e-05
199,1.08427e-05
200,1.103e-05
201,1.09627e-05
202,1.0906e-05
203,1.1056e-05
204,1.10537e-05
205,1.10653e-05
206,1.11504e-05
207,1.09963e-05
208,1.09187e-05
209,1.08563e-05
210,1.08563e-05
211,1.10096e-05
212,1.10238e-05
213,1.10267e-05
214,1.08534e-05
215,1.07816e-05
216,1.07648e-05
217,1.0897e-05
218,1.08347e-05
219,1.09209e-05
220,1.07598e-05
221,1.09268e-05
222,1.09163e-05
223,1.08349e-05
224,1.08214e-05
225,1.0844e-05
226,1.09989e-05
227,1.07961e-05
228,1.07191e-05
229,1.06508e-05
230,1.06482e-05
231,1.06715e-05
232,1.08592e-05
233,1.0858e-05
234,1.0802e-05
235,1.07725e-05
236,1.10105e-05
237,1.1037e-05
238,1.09914e-05
239,1.0864e-05
240,1.08253e-05
241,1.07781e-05
242,1.08446e-05
243,1.09998e-05
244,1.09998e-05
245,1.08759e-05
246,1.08759e-05
247,1.08759e-05
248,1.08721e-05
249,1.08721e-05
250,1.08878e-05
251,1.09994e-05
252,1.09818e-05
253,1.10502e-05
254,1.10502e-05
255,1.08456e-05
256,1.08456e-05
257,1.08803e-05
