t,walltime
10,322.9
20,329.2
30,334.1
40,335
50,334.7
60,336.8
70,338
80,337.5
90,334.6
100,335.6
110,336.7
120,339.7
130,342.1
140,341.1
150,336.8
160,332.6
170,330.9
180,347
190,343.6
200,352.1
210,348.4
220,344.4
230,341.9
240,342.9
250,340.3
260,338.4
270,336.5
280,339.7
290,335.4
300,344.2
310,348.3
320,336.1
330,334.6
340,335.5
350,337.1
360,337.6
370,335.1
380,328.8
390,330.7
400,334.5
410,371
420,365.8
430,364.4
440,364
450,367.3
460,364.7
470,365.5
480,366.1
490,365.6
500,364.5
510,366
520,367.9
530,369
540,365.8
550,366.3
560,366.1
570,370.5
580,370.8
590,373
600,371.3
610,370.5
620,369.1
630,369.4
640,369.6
650,372.5
660,370.6
670,371.8
680,377.3
690,375.4
700,372.4
710,371.4
720,367.1
730,369.3
740,368.9
750,368.8
760,369
770,370.7
780,371.3
790,370
800,368.5
810,366.6
820,368.2
830,363.6
840,365.1
850,363.4
860,365.3
870,363.5
880,362.8
890,364.5
900,360.5
910,373.9
920,373.5
930,367
940,363
950,364.2
960,363.3
970,361.9
980,362.2
990,364.5
1000,365.6
1010,373.4
1020,370
1030,370.8
1040,369.5
1050,365.4
1060,368
1070,365.8
1080,369
1090,368.9
1100,370.4
1110,371.4
1120,369.9
1130,370
1140,368.4
1150,368.2
1160,370.7
1170,368.8
1180,371.6
1190,371.5
1200,370.6
1210,369.3
1220,363.7
1230,370.9
1240,372.1
1250,371.2
1260,374.4
1270,368.1
1280,366.3
1290,368
1300,378.1
1310,376.2
1320,369.8
1330,368.7
1340,369.3
1350,369.2
1360,368.4
1370,369.7
1380,368.5
1390,366.3
1400,366.6
1410,368.9
1420,368.1
1430,368
1440,365.7
1450,367.5
1460,368.5
1470,369.9
1480,366.6
1490,368.6
1500,371.3
1510,368.6
1520,365.1
1530,365.9
1540,370.4
1550,372.4
1560,372.7
1570,373.1
1580,373
1590,372.5
1600,371.7
1610,340.6
1620,339.6
1630,338.4
1640,338.9
1650,339.7
1660,343.8
1670,343.2
1680,340.5
1690,342.1
1700,340.9
1710,340.3
1720,341.8
1730,334.2
1740,338.3
1750,342.5
1760,342
1770,346.3
1780,345.2
1790,341.7
1800,341.6
1810,343.9
1820,340.3
1830,337
1840,338
1850,340.5
1860,338.2
1870,339.9
1880,339.1
1890,340.1
1900,339.3
1910,338.7
1920,332.6
1930,333.7
1940,334.9
1950,340
1960,339.6
1970,340.9
1980,338.7
1990,347.1
2000,343.9
2010,341
2020,341.6
2030,338.3
2040,339.5
2050,336.8
2060,340.3
2070,336.9
2080,336.6
2090,336.8
2100,338.3
2110,340.1
2120,341
2130,340.6
2140,340.3
2150,336.8
2160,338
2170,338.4
2180,337.1
2190,331.5
2200,334.2
2210,361.9
2220,360.4
2230,363.2
2240,363.5
2250,368.4
2260,371.2
2270,371.6
2280,370.8
2290,372.6
2300,371.9
2310,369.1
2320,368.8
2330,368.7
2340,371.6
2350,370.4
2360,358.7
2370,355.6
2380,356.8
2390,360.2
2400,358.8
2410,359.2
2420,361
2430,360.2
2440,358.1
2450,357.5
2460,354.8
2470,359.1
2480,359.6
2490,357.7
2500,363.1
2510,360.4
2520,363.6
2530,366.4
2540,366.1
2550,365.2
2560,367
2570,364.7
2580,367.2
2590,362.8
2600,367.2
2610,359.3
2620,362.3
2630,363.3
2640,364.6
2650,362.7
2660,363.9
2670,362.9
2680,362.8
2690,365
2700,370
2710,362.5
2720,364.4
2730,369.6
2740,370
2750,363.7
2760,372.6
2770,362.8
2780,369
2790,365.9
2800,361.3
2810,357.4
2820,361.7
2830,365.1
2840,372.3
2850,366
2860,370.8
2870,368.7
2880,370.8
2890,372.6
2900,379.9
2910,380.1
2920,375.6
2930,378.3
2940,380.8
2950,377.4
2960,375.7
2970,363.2
2980,363.3
2990,360.6
3000,362.7
3010,350.3
