MDTU,plaq_ss,plaq_st
1,0.825981,1.13643
2,0.825981,1.13643
3,0.825981,1.13643
4,1.19941,1.7145
5,1.15153,1.64635
6,1.15305,1.61949
7,1.14661,1.59365
8,1.14372,1.5829
9,1.14364,1.57716
10,1.13311,1.56076
11,1.13746,1.5399
12,1.14275,1.52426
13,1.13641,1.51487
14,1.13782,1.50844
15,1.14817,1.49185
16,1.13661,1.47779
17,1.1382,1.46267
18,1.12956,1.44204
19,1.1172,1.42598
20,1.12201,1.42251
21,1.11953,1.40845
22,1.11953,1.40845
23,1.1188,1.40111
24,1.12385,1.40098
25,1.11237,1.40072
26,1.11197,1.39467
27,1.11355,1.38905
28,1.10607,1.37336
29,1.10529,1.3731
30,1.09556,1.35955
31,1.09226,1.35603
32,1.09031,1.34798
33,1.10052,1.35344
34,1.10132,1.35282
35,1.09615,1.34373
36,1.09414,1.34886
37,1.08785,1.35271
38,1.08785,1.35271
39,1.07887,1.35179
40,1.06609,1.33413
41,1.07373,1.33188
42,1.0774,1.3341
43,1.07014,1.32875
44,1.05416,1.32066
45,1.06194,1.30974
46,1.05873,1.31376
47,1.05873,1.31376
48,1.06091,1.32172
49,1.06225,1.31371
50,1.0503,1.30423
51,1.0503,1.30423
52,1.0503,1.30423
53,1.06204,1.30921
54,1.0602,1.30322
55,1.05627,1.29956
56,1.04882,1.30053
57,1.04525,1.28254
58,1.03663,1.28909
59,1.0403,1.27324
60,1.02919,1.27635
61,1.02712,1.2801
62,1.01974,1.27948
63,1.02141,1.27295
64,1.02234,1.26766
65,1.01724,1.25962
66,1.01201,1.25749
67,1.01604,1.25831
68,1.02311,1.25689
69,1.01804,1.25878
70,1.01442,1.2416
71,1.00407,1.251
72,0.999363,1.25534
73,1.01092,1.26192
74,1.0117,1.26507
75,1.01401,1.26024
76,1.00583,1.25723
77,1.00693,1.25269
78,0.996182,1.23643
79,0.993102,1.2367
80,0.990733,1.23887
81,0.997402,1.24058
82,1.00196,1.23777
