MDTU,link
1,1.07291
2,1.06983
3,1.07446
4,1.07029
5,1.07029
6,1.0702
7,1.06883
8,1.0699
9,1.06968
10,1.06651
11,1.06949
12,1.06704
13,1.06622
14,1.06309
15,1.06649
16,1.06307
17,1.06307
18,1.06292
19,1.06114
20,1.0614
21,1.0606
22,1.06181
23,1.0614
24,1.06056
25,1.05704
26,1.05875
27,1.05804
28,1.05754
29,1.05453
30,1.05226
31,1.05226
32,1.05085
33,1.05085
34,1.0499
35,1.0499
36,1.0508
37,1.04877
38,1.04343
39,1.04653
40,1.04615
41,1.04639
42,1.0471
43,1.04395
44,1.04278
45,1.04164
46,1.04432
47,1.0427
48,1.04184
49,1.03979
50,1.04101
51,1.04192
52,1.03946
53,1.03946
54,1.03928
55,1.03981
56,1.03928
57,1.03726
58,1.03553
59,1.03558
60,1.03334
61,1.03334
62,1.03014
63,1.03077
64,1.03077
65,1.03077
66,1.02574
67,1.02816
68,1.0285
69,1.0285
70,1.02975
71,1.03026
72,1.0303
73,1.02499
74,1.02478
75,1.02344
76,1.02084
77,1.02122
78,1.02082
79,1.02082
80,1.02082
81,1.01629
82,1.01629
83,1.0167
84,1.01688
85,1.02214
86,1.01992
87,1.01941
88,1.01958
89,1.02086
90,1.02086
91,1.01932
92,1.01973
93,1.01973
94,1.01813
95,1.01694
96,1.01449
97,1.01736
98,1.01883
99,1.01883
100,1.018
101,1.01964
102,1.0185
103,1.01828
104,1.01936
105,1.01967
106,1.0174
107,1.01455
108,1.0161
109,1.01604
110,1.01876
111,1.01741
112,1.01741
113,1.01768
114,1.01768
115,1.01736
116,1.01634
117,1.0159
118,1.01554
119,1.01499
120,1.01116
121,1.00853
122,1.01219
123,1.0145
124,1.0145
125,1.01483
126,1.01133
127,1.01393
128,1.01393
129,1.01352
130,1.01461
131,1.01432
132,1.0175
133,1.01626
134,1.01789
135,1.01681
136,1.01681
137,1.01405
138,1.01249
139,1.01432
140,1.0144
141,1.01317
142,1.0149
143,1.01314
144,1.01131
145,1.00959
146,1.00959
147,1.0099
148,1.0107
149,1.01175
150,1.00857
151,1.00771
152,1.00771
153,1.00644
154,1.00806
155,1.00806
156,1.00901
157,1.00901
158,1.00757
159,1.00818
160,1.00901
161,1.00793
162,1.0089
163,1.01002
164,1.01338
165,1.01231
166,1.01231
167,1.01129
168,1.01375
169,1.01077
170,1.0094
171,1.01098
172,1.00954
173,1.00774
174,1.0103
175,1.0103
176,1.01302
177,1.01302
178,1.01147
179,1.00824
180,1.00816
181,1.00811
182,1.00772
183,1.01158
184,1.00901
185,1.0087
186,1.00972
187,1.00972
188,1.00972
189,1.00704
190,1.00615
191,1.00528
192,1.00502
193,1.00502
194,1.00502
195,1.00502
196,1.00502
197,1.00299
198,1.00442
199,1.00412
200,1.00514
201,1.00358
202,1.00358
203,1.00347
204,1.00347
205,1.00347
206,1.00347
207,1.00347
208,1.00431
209,1.00752
210,1.00779
211,1.01033
212,1.01033
213,1.00693
214,1.00653
215,1.00847
216,1.01012
217,1.01012
218,1.00821
219,1.00885
220,1.01071
221,1.00769
222,1.00718
223,1.00839
224,1.00587
225,1.00587
226,1.00512
227,1.00565
228,1.00565
229,1.00434
230,1.00561
231,1.00739
232,1.00749
233,1.00481
234,1.00539
235,1.0071
236,1.00605
237,1.00485
238,1.00455
239,1.00285
240,1.00285
241,1.00532
242,1.00287
243,1.00343
244,1.00343
245,1.00472
246,1.00718
247,1.00848
248,1.00796
249,1.00586
250,1.00525
251,1.00583
252,1.00952
253,1.00952
254,1.00587
255,1.00864
256,1.00826
257,1.00826
258,1.00826
259,1.00826
260,1.00888
261,1.00888
262,1.00995
263,1.01005
264,1.00821
265,1.00729
266,1.01082
267,1.00841
268,1.0094
269,1.00654
270,1.00556
271,1.00556
272,1.00684
273,1.00828
274,1.00734
275,1.00436
276,1.00183
277,1.0031
278,1.00375
279,1.00546
280,1.00247
281,1.00247
282,1.0042
283,1.00685
284,1.00685
285,1.00721
286,1.00343
287,0.998352
288,0.998352
289,0.998924
290,0.998924
291,0.998423
292,1.00233
293,1.00011
294,0.998569
295,0.999578
296,0.99761
297,0.996866
298,1.00225
299,1.00706
300,1.00545
301,1.00364
302,1.00328
303,1.00731
304,1.0023
305,1.0023
306,1.0023
307,0.997234
308,1.00311
309,1.00332
310,1.00253
311,1.00253
312,1.00062
313,1.00061
314,1.00202
315,1.0007
316,1.00317
317,0.998868
318,0.998868
319,1.00071
320,1.00071
321,1.00071
322,0.999436
323,0.999436
324,0.997639
325,0.998903
326,0.997202
327,0.995061
328,0.994885
329,0.993688
330,0.993688
331,0.994522
332,0.995754
333,0.992451
334,0.993959
335,0.996811
336,0.996691
337,0.998207
338,0.998207
339,0.99922
340,0.99804
341,0.997514
342,0.998151
343,0.997891
344,0.997891
345,0.995112
346,0.997722
347,1.00028
348,0.99629
349,0.995673
350,0.998058
351,1.00003
352,1.00152
353,1.00132
354,1.00024
355,0.997478
356,0.998427
357,0.995728
358,0.995606
359,0.99973
360,1.00128
361,1.00099
362,0.999879
363,0.996536
364,0.996536
365,0.997869
366,0.998179
367,0.997719
368,0.997635
369,0.997635
370,0.996169
371,0.994395
372,0.994189
373,0.995158
374,0.998706
375,1.00097
376,1.00218
377,1.00218
378,1.00096
379,1.00386
380,1.00434
381,1.00434
382,1.00282
383,1.005
384,1.00808
385,1.00803
386,1.00803
387,1.00854
388,1.00679
389,1.00679
390,1.00726
391,1.00897
392,1.00755
393,1.00764
394,1.0088
395,1.00805
396,1.00805
397,1.00714
398,1.00474
399,1.00474
400,1.007
401,1.00596
402,1.00645
403,1.00954
404,1.00753
405,1.01071
406,1.00889
407,1.01011
408,1.00945
409,1.01045
410,1.01232
411,1.01208
412,1.00844
413,1.00865
414,1.007
415,1.00899
416,1.01206
417,1.01179
418,1.00949
419,1.00633
420,1.00783
421,1.00783
422,1.00495
423,1.00495
424,1.00461
425,1.00461
426,1.00439
427,1.00577
428,1.00302
429,1.00201
430,1.00201
431,0.999766
432,1.00032
433,1.00136
434,1.00135
435,1.00341
436,1.00339
437,1.00339
438,1.00339
439,1.00331
440,1.00331
441,1.00076
442,0.999155
443,0.999155
444,0.999155
445,0.998573
446,0.99506
447,0.996604
448,0.996306
449,0.995632
450,0.996985
451,0.996261
452,0.996261
453,0.998414
454,0.995742
455,0.995742
456,0.996054
457,0.996967
458,0.996094
459,0.996965
460,0.99765
461,0.998052
462,0.996414
463,0.998965
464,0.998965
465,0.998304
466,0.996371
467,0.997795
468,0.997795
469,0.998878
470,0.996695
471,1.00186
472,1.00224
473,1.00275
474,1.00148
475,1.00148
476,1.00289
477,1.00289
478,1.00587
479,1.00587
480,1.00724
481,1.00724
482,1.00724
483,1.00779
484,1.00337
485,1.00572
486,1.00572
487,1.00389
488,1.00389
489,1.00168
490,1.00349
491,1.00426
492,1.00081
493,1.00081
494,1.0017
495,1.00365
496,1.00044
497,1.00044
498,1.00144
