t,walltime
10,345
20,346.8
30,343
40,349.8
50,342.5
60,338.9
70,349.8
80,345.1
90,347.4
100,339.2
110,340.9
120,340.2
130,333
140,337
150,332.8
160,343.1
170,330.2
180,330.5
190,325.7
200,321.5
210,325.4
220,324.1
230,320.8
240,322
250,318.9
260,320.5
270,322.3
280,322
290,320.2
300,322.5
310,323.2
320,322.5
330,323.6
340,323.8
350,324.8
360,331.9
370,330.6
380,326.4
390,323.9
400,325.2
410,326.3
420,327.2
430,330.2
440,326.2
450,329.8
460,327.2
470,321.7
480,320.6
490,319.4
500,314.8
510,329.2
520,328
530,327.8
540,329.7
550,322
560,318
570,316.9
580,312.6
590,316.6
600,321
610,343.8
620,340.5
630,349.3
640,346.1
650,350.5
660,351.1
670,350.3
680,347.3
690,343.1
700,344.8
710,345.7
720,343.9
730,341.5
740,342.9
750,342.4
760,342.5
770,343.1
780,345
790,342.3
800,344.5
810,329.6
820,331.9
830,334.8
840,333.3
850,333.6
860,331.9
870,333.4
880,333.1
890,333.2
900,334
910,332.9
920,335.4
930,333.4
940,333.1
950,334.4
960,331.6
970,333.3
980,340.9
990,344.9
1000,343.2
1010,343.1
1020,345.5
1030,344
1040,342.4
1050,342
1060,343.3
1070,343.5
1080,341.3
1090,341.6
1100,342.4
1110,344.3
1120,341.4
1130,341.1
1140,339.9
1150,341.3
1160,339.8
1170,340.1
1180,340.1
1190,342.9
1200,340.6
1210,335.2
1220,335.8
1230,333.4
1240,327.6
1250,337.2
1260,333.6
1270,328.7
1280,336.6
1290,335.4
1300,334.7
1310,336.3
1320,329.4
1330,330.3
1340,332.7
1350,338.9
1360,340.8
1370,344.1
1380,328.1
1390,326.5
1400,328.9
1410,342.7
1420,337.5
1430,336.7
1440,345.8
1450,339.9
1460,339
1470,342.5
1480,343.6
1490,345
1500,344.9
1510,344.2
1520,343.3
1530,343.5
1540,344.3
1550,345.3
1560,336.8
1570,341
1580,347.4
1590,344.9
1600,346.4
1610,340.4
1620,343.4
1630,342.9
1640,342.4
1650,342.7
1660,342
1670,338.7
1680,340
1690,341.9
1700,343.3
1710,330.8
1720,331
1730,331.9
1740,332.8
1750,333.3
1760,331.6
1770,331.7
1780,332.4
1790,329.6
1800,330.1
1810,332.3
1820,331.3
1830,328.4
1840,328.9
1850,329.7
1860,330.4
1870,331.7
1880,331.9
1890,333.2
1900,333
1910,331.8
1920,332.8
1930,330.2
1940,331.3
1950,332.2
1960,332.3
1970,329.6
1980,331.9
1990,332.2
2000,334.4
2010,336.9
2020,336
2030,336.8
2040,334.9
2050,337.2
2060,339.2
2070,338.4
2080,338.6
2090,338
2100,339.2
2110,337.8
2120,338.2
2130,336.9
2140,337.7
2150,341.4
2160,338
2170,340.3
2180,343.8
2190,342.6
2200,342.8
2210,349.4
2220,344.7
2230,346
2240,347.9
2250,347.3
2260,345.7
2270,346.3
2280,345.6
2290,344.8
2300,346
2310,346.2
2320,345.2
2330,351.3
2340,354.5
2350,352
2360,350.2
2370,355
2380,349.8
2390,352.9
2400,355.2
2410,341.4
2420,341.3
2430,341.5
2440,344.8
2450,353.3
2460,362.2
2470,357.6
2480,359.1
2490,358.5
2500,362.1
2510,363.2
2520,356.6
2530,354.1
2540,362.1
2550,364.7
2560,360.4
2570,354.3
2580,352
2590,351.1
2600,346.5
2610,354.1
2620,353
2630,361.8
2640,359.9
2650,354.3
2660,349.8
2670,347.8
2680,356.5
2690,345.1
2700,345.8
2710,345.6
2720,346.1
2730,348
2740,348.9
2750,347
2760,346.4
2770,346.3
2780,346.8
2790,355.4
2800,359.2
2810,346.9
2820,353.3
2830,351.4
2840,353.8
2850,351.7
2860,349.5
2870,352.3
2880,353.3
2890,352.3
2900,352.8
2910,353.4
2920,353.7
2930,354.3
2940,354.3
2950,353.3
2960,352.8
2970,353.3
2980,352.7
2990,353.1
3000,357.3
3010,358.9
3020,362.8
3030,355.9
3040,347.7
3050,326.9
3060,322.4
3070,321.8
3080,321.3
3090,322.3
3100,330
3110,330.3
3120,331.1
3130,331
3140,332.7
3150,328.5
3160,326.6
3170,324.8
3180,331.7
3190,335.7
3200,334.1
3210,362.6
3220,360.6
3230,368.1
3240,372.1
3250,368.1
3260,366.6
3270,368
3280,367.4
3290,366.8
3300,366.9
3310,366.8
3320,369.3
3330,366.1
3340,371
3350,369.6
3360,369.8
3370,369.4
3380,370.5
3390,372
3400,370.4
3410,356.7
3420,358.3
3430,356.2
3440,358.2
3450,356.4
3460,354.4
3470,351.6
3480,350.3
3490,347.4
3500,348
3510,348.9
3520,348.4
3530,342.1
3540,342.7
3550,340.2
3560,344.1
3570,341.5
3580,340.4
3590,341.8
3600,341.6
3610,318.8
3620,319.4
3630,321.2
3640,324.8
3650,326.3
3660,329.1
3670,328.8
3680,326.8
3690,327.9
3700,325
3710,323.5
3720,324.3
3730,327.8
3740,325.1
3750,325
3760,330
3770,326.4
3780,327.9
3790,329.1
3800,324.3
3810,340.3
3820,340.2
3830,341.4
3840,339.9
3850,342.8
3860,343.6
3870,345.4
3880,348
3890,346.9
3900,347.9
3910,347.1
3920,346.4
3930,349.7
3940,352
3950,352.7
3960,352
3970,348.5
3980,346.6
3990,348
4000,349.6
4010,326
4020,322.3
4030,323.7
4040,331.3
4050,336.9
4060,338.1
4070,335.8
4080,333.1
4090,331.8
4100,339.4
4110,333.1
4120,334.1
4130,335.1
4140,330.8
4150,336.2
4160,334.6
4170,335.5
4180,336.6
4190,334.4
4200,332.6
4210,334.6
4220,332.9
4230,330.5
4240,336.5
4250,333.1
4260,331.5
4270,332.8
4280,330.7
4290,331.5
4300,332.7
4310,336
4320,334.6
4330,336.7
4340,333.6
4350,337.5
4360,339.2
4370,335
4380,337.5
4390,338.4
4400,338.6
4410,333.2
4420,336.8
4430,336.9
4440,336.4
4450,337.6
4460,337.4
4470,334.2
4480,333.3
4490,334.1
4500,334.8
4510,334.5
4520,335.6
4530,334.6
4540,333.5
4550,334.1
4560,335
4570,333.4
4580,330.6
4590,328.5
4600,327.5
4610,333.8
4620,333.2
4630,333.7
4640,333.7
4650,332.5
4660,332.1
4670,331.4
4680,331.6
4690,333.1
4700,333.2
4710,333.5
4720,333.6
4730,333.9
4740,333.5
4750,335.6
4760,334.5
4770,333.6
4780,334.4
4790,334.9
4800,332.7
4810,332.6
4820,329.3
4830,331.3
4840,330.9
4850,328.5
4860,329.1
4870,327.9
4880,323
4890,324.6
4900,324.2
4910,326.1
4920,325.4
4930,325.5
4940,325.8
4950,329.6
4960,330.3
4970,325
4980,327
4990,332
5000,332.3
5010,316.4
5020,312.1
5030,321.4
5040,334.6
5050,337
5060,337.3
5070,341.2
5080,336.2
5090,337.7
5100,337.8
5110,336
5120,340
5130,335.6
5140,332.5
5150,337
5160,336.7
5170,339.3
5180,335.7
5190,335.8
5200,335.6
5210,317.2
5220,323.2
5230,326.4
5240,328
5250,330
5260,333
5270,327.7
5280,336.7
5290,342.8
5300,338.8
5310,343.9
5320,337.6
5330,330
5340,332.2
5350,329.1
5360,325.1
5370,320.4
5380,319.7
5390,328.3
5400,322.2
5410,308.7
5420,309.3
5430,310.4
5440,314.9
5450,316.1
5460,318
5470,319.5
5480,321.4
5490,326.7
5500,324.9
5510,322.4
5520,321.7
5530,321.8
5540,315.8
5550,313.3
5560,322.2
5570,320.4
5580,318.3
5590,318.7
5600,321.5
5610,340.4
5620,347.1
5630,358.9
5640,362.6
5650,359.1
5660,353
5670,349.7
5680,349
5690,345.4
5700,356.4
5710,355.1
5720,349
5730,349.1
5740,345.5
5750,352.5
5760,352
5770,347.9
5780,347.9
5790,347.3
5800,347
5810,346.5
5820,344.5
5830,346
5840,343.1
5850,344.4
5860,339.4
5870,327.8
5880,338.1
5890,327.6
5900,324.6
5910,338.5
5920,339.2
5930,328.9
5940,338.6
5950,331.5
5960,332.3
5970,332.1
5980,328
5990,329.3
6000,331.1
6010,253.9
6020,255.2
6030,240.4
6040,239.9
6050,241.8
6060,242.6
6070,241.6
6080,243.7
6090,242.5
6100,242
6110,243.2
6120,242.1
6130,241.9
6140,242.3
6150,244.2
6160,245.5
6170,245
6180,243.6
6190,243.1
6200,245.7
6210,257.3
6220,256.7
6230,255.5
6240,255.5
6250,254.1
6260,245
6270,247.1
6280,246.9
6290,244.4
6300,246.5
6310,254.8
6320,253.5
6330,259.7
6340,258
6350,257.5
6360,255.3
6370,257
6380,257.4
6390,255.3
6400,257.8
6410,244.2
6420,249.4
6430,251.5
6440,247.6
6450,242.8
6460,242.8
6470,241.2
6480,245.8
6490,247.6
6500,248.9
6510,241
6520,250.5
6530,250.7
6540,245.9
6550,252.2
6560,234.9
6570,236.5
6580,236.8
6590,240.1
6600,241.6
6610,272.5
6620,271.8
6630,272.7
6640,269.5
6650,268.9
6660,268.6
6670,275.3
6680,280.5
6690,276.5
6700,278.9
6710,266.4
6720,266.7
6730,266.9
6740,265.5
6750,266.8
6760,240
6770,240.3
6780,243.1
6790,243.3
6800,240.5
6810,233.3
6820,233.6
6830,233
6840,234.5
6850,257.9
6860,248.9
6870,252.5
6880,250.8
6890,249.1
6900,254.2
6910,236.3
6920,238.3
6930,239.9
6940,244.5
6950,241.6
6960,240.4
6970,245.5
6980,243.5
6990,244.3
7000,244
7010,254.7
7020,255.2
7030,248.9
7040,255.3
7050,254.9
7060,249.5
7070,254.7
7080,255
7090,254
7100,254
7110,259.5
7120,261.5
7130,259.6
7140,259.5
7150,259.9
7160,259.4
7170,262.2
7180,257.8
7190,258
7200,266.1
7210,264.7
7220,267
7230,266.1
7240,266.2
7250,263.9
7260,266.1
7270,266.9
7280,252.2
7290,252
7300,245.4
7310,235.5
7320,238.3
7330,236.3
7340,238.1
7350,238.1
7360,258.1
7370,257
7380,251
7390,263.7
7400,251.3
7410,255.4
7420,256
7430,255.5
7440,251.7
7450,251.9
7460,272.8
7470,272.9
7480,273.5
7490,271.6
7500,271.9
7510,269.5
7520,269.7
7530,269.4
7540,269.1
7550,269.9
7560,247
7570,243.1
7580,239.4
7590,239.7
7600,244.6
7610,240.5
7620,239.8
7630,239.8
7640,239.3
7650,240.1
7660,275.2
7670,275.4
7680,275.9
7690,276.1
7700,274
7710,271.2
7720,271.4
7730,270.7
7740,270.5
7750,269.6
7760,258.1
7770,255.2
7780,253.8
7790,253.2
7800,251.8
7810,257.6
7820,258.8
7830,267.1
7840,269.7
7850,269.3
7860,255.1
7870,254.9
7880,255.5
7890,258.2
7900,256.3
7910,271.3
7920,273.2
7930,274
7940,275.2
7950,271
7960,267.9
7970,267.2
7980,264.6
7990,266.8
8000,266
8010,246.2
8020,250.5
8030,251.1
8040,248.2
8050,260.7
8060,272.7
8070,274.2
8080,274.4
8090,276.2
8100,278.5
8110,261.3
8120,260.8
8130,262.2
8140,258.9
8150,258.2
8160,250.3
8170,254.3
8180,254.7
8190,250.2
8200,246.3
8210,254.7
8220,251.8
8230,256.3
8240,262.9
8250,266.7
8260,243
8270,245.6
8280,246.5
8290,245.1
8300,247.7
8310,255.4
8320,255
8330,254.2
8340,254.6
8350,253.7
8360,248.5
8370,249.8
8380,249.7
8390,251.2
8400,252.7
8410,234.8
8420,234
8430,234.9
8440,236.3
8450,236.5
8460,231.8
8470,232.1
8480,233.4
8490,245.2
8500,244.4
8510,238.6
8520,234
8530,232.3
8540,233.3
8550,238.2
8560,253.1
8570,252.5
8580,254.6
8590,255.6
8600,254.7
8610,279.6
8620,279.4
8630,281.7
8640,282.4
8650,281
8660,228.5
8670,227.7
8680,227.2
8690,227
8700,226.8
8710,244.5
8720,248.5
8730,251.2
8740,251.5
8750,250.8
8760,250.1
8770,245.2
8780,244.6
8790,248
8800,245.6
8810,245
8820,245
8830,247.5
8840,246.8
8850,247.8
8860,251.9
8870,251.9
8880,250.2
8890,250.9
8900,253.6
8910,251
8920,249.5
8930,252.7
8940,249.7
8950,243.9
8960,249.2
8970,248.2
8980,242.5
8990,246.1
9000,249.7
