MDTU,plaq,Re(det),Im(det),link
1,1.72483,6.12264,1.06735,0.181783
2,1.69435,5.71033,1.00419,0.178936
3,1.62877,5.65406,0.997545,0.170428
4,1.60413,5.32746,0.937075,0.168048
5,1.60413,5.32746,0.937075,0.168048
6,1.65145,5.52388,0.984599,0.173716
7,1.64071,5.38284,0.96077,0.172872
8,1.66321,5.55009,0.984268,0.175137
9,1.58985,5.24457,0.932312,0.166942
10,1.54405,4.77875,0.860492,0.162115
11,1.52796,4.84877,0.865437,0.15962
12,1.50994,4.62679,0.826052,0.157757
13,1.51649,4.6736,0.826088,0.158428
14,1.52665,4.50302,0.811743,0.160505
15,1.5408,4.74797,0.846817,0.161269
16,1.50996,4.4125,0.786439,0.158396
17,1.50996,4.4125,0.786439,0.158396
18,1.48731,4.28769,0.760695,0.155961
19,1.48087,4.17016,0.740173,0.155472
20,1.49257,4.23578,0.7441,0.156381
21,1.49681,4.21907,0.736199,0.156877
22,1.49472,4.28142,0.744025,0.156345
23,1.48881,4.30854,0.739997,0.155594
24,1.54337,4.48077,0.777152,0.161982
25,1.52011,4.17835,0.723739,0.160151
26,1.49052,4.15297,0.716332,0.156099
27,1.48122,4.08353,0.698782,0.155339
28,1.52757,4.27746,0.72477,0.160663
29,1.47432,3.87688,0.670913,0.155378
30,1.44661,3.62528,0.640476,0.152859
31,1.44661,3.62528,0.640476,0.152859
32,1.42992,3.4835,0.618447,0.15102
33,1.42992,3.4835,0.618447,0.15102
34,1.46558,3.61433,0.637153,0.155096
35,1.43485,3.48706,0.610586,0.151575
36,1.42686,3.45477,0.615449,0.150727
37,1.38848,3.23477,0.590105,0.146777
38,1.40679,3.10441,0.570245,0.150109
39,1.38831,3.14387,0.578053,0.147394
40,1.38416,3.11393,0.564898,0.146885
41,1.38687,3.13709,0.575347,0.147147
42,1.40031,3.2026,0.575048,0.148573
43,1.38023,2.99482,0.555277,0.147214
44,1.42629,3.10697,0.561752,0.152518
45,1.39906,2.98498,0.543168,0.149494
46,1.37691,3.03175,0.535095,0.146205
47,1.36358,2.91635,0.531183,0.144989
48,1.4076,3.03192,0.533691,0.15013
49,1.40311,2.94884,0.520445,0.149679
50,1.37551,2.893,0.518368,0.146554
51,1.38751,3.00351,0.533339,0.147604
52,1.41505,2.9974,0.537004,0.151023
53,1.41505,2.9974,0.537004,0.151023
54,1.40625,2.94431,0.535804,0.150271
55,1.33612,2.75629,0.500039,0.142108
56,1.31686,2.71331,0.486142,0.139642
57,1.3007,2.58072,0.464038,0.138112
58,1.30114,2.53619,0.459384,0.138322
59,1.32435,2.5825,0.473548,0.141189
60,1.34464,2.55606,0.470183,0.143968
61,1.34464,2.55606,0.470183,0.143968
62,1.26507,2.25537,0.417606,0.135262
63,1.27929,2.32183,0.432088,0.13736
64,1.27929,2.32183,0.432088,0.13736
65,1.27929,2.32183,0.432088,0.13736
66,1.23891,2.05398,0.390183,0.13349
67,1.24548,2.16738,0.406617,0.133516
68,1.25675,2.1847,0.412157,0.134976
69,1.25675,2.1847,0.412157,0.134976
70,1.28896,2.29672,0.426404,0.138415
71,1.28162,2.31123,0.424685,0.137454
72,1.27771,2.29179,0.421695,0.13689
73,1.26363,2.10556,0.389128,0.13611
74,1.26666,2.10425,0.388093,0.136512
75,1.32632,2.20632,0.406349,0.143562
76,1.31086,2.09163,0.381147,0.142171
77,1.3247,2.12983,0.389131,0.143886
78,1.28623,2.0378,0.373677,0.139317
79,1.28623,2.0378,0.373677,0.139317
80,1.28623,2.0378,0.373677,0.139317
81,1.29956,1.93489,0.358819,0.141739
82,1.29956,1.93489,0.358819,0.141739
83,1.2845,1.92367,0.35316,0.139795
84,1.31272,1.97949,0.370011,0.143178
85,1.3843,2.35048,0.413044,0.150033
86,1.37228,2.25302,0.395378,0.148835
87,1.42683,2.40675,0.415756,0.155276
88,1.44715,2.48741,0.430883,0.157485
89,1.44576,2.57637,0.43418,0.156566
90,1.44576,2.57637,0.43418,0.156566
91,1.46261,2.54582,0.428794,0.159184
92,1.51666,2.73379,0.450678,0.16559
93,1.51666,2.73379,0.450678,0.16559
94,1.4619,2.45311,0.420444,0.159957
95,1.47922,2.4493,0.4238,0.162439
96,1.45159,2.28554,0.398158,0.159943
97,1.44621,2.37782,0.411594,0.158381
98,1.42686,2.36516,0.413264,0.155957
99,1.42686,2.36516,0.413264,0.155957
100,1.40697,2.29226,0.398411,0.153558
101,1.46306,2.50608,0.429019,0.159681
102,1.43862,2.38557,0.410367,0.157162
103,1.43003,2.38227,0.404685,0.156021
104,1.41461,2.40342,0.408321,0.153932
105,1.4033,2.40954,0.403261,0.152016
106,1.38818,2.22377,0.388542,0.15147
107,1.32578,1.98597,0.353644,0.144613
108,1.30319,1.97498,0.355092,0.141641
109,1.30193,1.97152,0.353731,0.141589
110,1.28504,2.01597,0.35911,0.138706
111,1.31387,2.08498,0.363381,0.141925
112,1.31387,2.08498,0.363381,0.141925
113,1.3084,2.09944,0.360039,0.14127
114,1.3084,2.09944,0.360039,0.14127
115,1.33679,2.1585,0.368943,0.144591
116,1.36497,2.22261,0.378922,0.14788
117,1.34286,2.13967,0.361032,0.145152
118,1.35361,2.16342,0.362328,0.146554
119,1.33119,2.0777,0.353099,0.144202
120,1.33167,1.98848,0.336532,0.144684
121,1.29825,1.80437,0.314217,0.141898
122,1.31183,1.97045,0.334195,0.142148
123,1.33726,2.13965,0.358473,0.144407
124,1.33726,2.13965,0.358473,0.144407
125,1.33461,2.08212,0.357569,0.144578
126,1.28073,1.83987,0.326844,0.139337
127,1.31911,1.99617,0.346776,0.143191
128,1.31911,1.99617,0.346776,0.143191
129,1.31234,1.98419,0.342092,0.142362
130,1.2896,1.99128,0.338973,0.139061
131,1.27781,1.93872,0.338328,0.138132
132,1.29486,2.0474,0.354039,0.13975
133,1.29681,2.02685,0.348191,0.140202
134,1.31124,2.1233,0.366436,0.141252
135,1.29594,2.0366,0.352316,0.139616
136,1.29594,2.0366,0.352316,0.139616
137,1.3083,1.93412,0.345264,0.142532
138,1.30628,1.89483,0.340947,0.142468
139,1.325,1.97717,0.354089,0.144501
140,1.32281,1.97424,0.356098,0.144074
141,1.3276,1.95441,0.349145,0.145026
142,1.31309,1.96219,0.354063,0.143096
143,1.2825,1.85233,0.33452,0.139755
144,1.3379,1.90743,0.344804,0.146913
145,1.34121,1.89689,0.341132,0.147183
146,1.34121,1.89689,0.341132,0.147183
147,1.33477,1.91987,0.335517,0.146157
148,1.34948,1.95326,0.346447,0.147864
149,1.32877,1.94264,0.345088,0.14509
150,1.31255,1.81759,0.323146,0.144035
151,1.3468,1.8809,0.331189,0.148137
152,1.3468,1.8809,0.331189,0.148137
153,1.38595,1.93636,0.34071,0.153011
154,1.38272,2.02986,0.342,0.151285
155,1.38272,2.02986,0.342,0.151285
156,1.37344,2.01155,0.341729,0.150387
157,1.37344,2.01155,0.341729,0.150387
158,1.3604,1.92776,0.332495,0.149276
159,1.34175,1.9686,0.329348,0.146446
160,1.32925,1.9657,0.326806,0.144938
161,1.35841,2.03934,0.329256,0.147662
162,1.38286,2.14972,0.341375,0.150203
163,1.39556,2.18209,0.353551,0.151898
164,1.38414,2.27649,0.364274,0.149567
165,1.33253,2.12075,0.344433,0.143686
166,1.33253,2.12075,0.344433,0.143686
167,1.34261,2.083,0.34838,0.145439
168,1.34597,2.21219,0.359922,0.145051
169,1.29695,1.93965,0.327322,0.14043
170,1.3289,2.01187,0.329935,0.144114
171,1.36136,2.13162,0.351701,0.147628
172,1.33345,2.04751,0.334289,0.144175
173,1.32277,1.95314,0.32339,0.14324
174,1.37934,2.21407,0.352627,0.148979
175,1.37934,2.21407,0.352627,0.148979
176,1.39845,2.39131,0.374259,0.150481
177,1.39845,2.39131,0.374259,0.150481
178,1.40347,2.33006,0.367852,0.151727
179,1.39585,2.20366,0.35204,0.151571
180,1.39712,2.23628,0.351638,0.151366
181,1.42409,2.27158,0.361429,0.155078
182,1.41762,2.23872,0.355386,0.154175
183,1.45688,2.46607,0.392514,0.158129
184,1.4679,2.43425,0.384242,0.1599
185,1.49248,2.47197,0.393928,0.163414
186,1.49297,2.41835,0.398684,0.163995
187,1.49297,2.41835,0.398684,0.163995
188,1.49297,2.41835,0.398684,0.163995
189,1.48481,2.29494,0.375785,0.163494
190,1.48846,2.26029,0.373226,0.164488
191,1.48895,2.26091,0.365577,0.164342
192,1.50227,2.28646,0.375159,0.16565
193,1.50227,2.28646,0.375159,0.16565
194,1.50227,2.28646,0.375159,0.16565
195,1.50227,2.28646,0.375159,0.16565
196,1.50227,2.28646,0.375159,0.16565
197,1.42578,2.05119,0.345143,0.156737
198,1.44982,2.16412,0.35499,0.159319
199,1.41913,2.05471,0.335355,0.155929
200,1.43494,2.09084,0.346291,0.157899
201,1.44492,2.06025,0.345487,0.159738
202,1.44492,2.06025,0.345487,0.159738
203,1.39846,1.90786,0.328147,0.154565
204,1.39846,1.90786,0.328147,0.154565
205,1.39846,1.90786,0.328147,0.154565
206,1.40743,1.96383,0.329711,0.155444
207,1.40743,1.96383,0.329711,0.155444
208,1.4139,2.04138,0.335041,0.155624
209,1.386,2.0806,0.338689,0.151477
210,1.37372,2.07592,0.343058,0.149724
211,1.36718,2.07534,0.347116,0.148873
212,1.36718,2.07534,0.347116,0.148873
213,1.3626,1.95205,0.330134,0.149189
214,1.37387,2.01239,0.3374,0.150238
215,1.36567,2.0861,0.34015,0.14854
216,1.35854,2.09324,0.3454,0.147275
217,1.35854,2.09324,0.3454,0.147275
218,1.33693,1.9899,0.328783,0.145193
219,1.34998,2.00868,0.340805,0.146766
220,1.34846,2.0949,0.344207,0.145935
221,1.32927,1.95531,0.322798,0.144336
222,1.31776,1.85692,0.317251,0.143884
223,1.33028,1.9284,0.32903,0.14513
224,1.29389,1.76893,0.303449,0.1416
225,1.29389,1.76893,0.303449,0.1416
226,1.28715,1.74347,0.303713,0.140627
227,1.29978,1.80532,0.309049,0.141799
228,1.29978,1.80532,0.309049,0.141799
229,1.27264,1.71834,0.293132,0.138562
230,1.33671,1.90797,0.315278,0.145761
231,1.3598,2.03544,0.333439,0.147777
232,1.34346,1.92623,0.327817,0.146822
233,1.32925,1.80481,0.314643,0.145816
234,1.33476,1.85852,0.320005,0.145976
235,1.3715,1.99824,0.334399,0.149881
236,1.3744,1.96901,0.331162,0.150641
237,1.35019,1.8798,0.317931,0.148046
238,1.32316,1.82477,0.307575,0.144831
239,1.30088,1.75166,0.292552,0.142317
240,1.30088,1.75166,0.292552,0.142317
241,1.36302,1.92167,0.324174,0.149499
242,1.34324,1.78492,0.309181,0.1481
243,1.31677,1.77017,0.299171,0.144438
244,1.31677,1.77017,0.299171,0.144438
245,1.37105,1.9297,0.327916,0.150676
246,1.37695,2.00336,0.339259,0.15102
247,1.38733,2.1125,0.34745,0.151627
248,1.39758,2.06739,0.348555,0.153376
249,1.38537,2.00405,0.333983,0.152144
250,1.35978,1.90269,0.322439,0.149494
251,1.36407,1.94957,0.32689,0.149455
252,1.36282,2.04733,0.338941,0.148535
253,1.36282,2.04733,0.338941,0.148535
254,1.344,1.88704,0.319856,0.147335
255,1.39084,2.1366,0.352947,0.151821
256,1.37959,2.09113,0.345986,0.150388
257,1.37959,2.09113,0.345986,0.150388
258,1.37959,2.09113,0.345986,0.150388
259,1.37959,2.09113,0.345986,0.150388
260,1.38742,2.12605,0.349107,0.151286
261,1.38742,2.12605,0.349107,0.151286
262,1.38598,2.14564,0.350309,0.15094
263,1.34535,1.99825,0.336151,0.14667
264,1.33449,1.92505,0.328215,0.145881
265,1.31538,1.91764,0.318662,0.142951
266,1.35171,2.13974,0.346492,0.146237
267,1.32816,2.00263,0.331072,0.143992
268,1.34052,2.05705,0.336346,0.145282
269,1.34204,1.95912,0.322133,0.145708
270,1.35742,1.95452,0.319532,0.148447
271,1.35742,1.95452,0.319532,0.148447
272,1.33491,1.93625,0.322845,0.145536
273,1.39825,2.17348,0.350269,0.152421
274,1.38864,2.11188,0.342609,0.151556
275,1.38719,2.0189,0.332134,0.151881
276,1.39214,1.92624,0.321517,0.153531
277,1.37702,1.94453,0.321941,0.151061
278,1.40497,2.04025,0.336506,0.153712
279,1.41057,2.14767,0.347802,0.153979
280,1.43949,2.11563,0.343222,0.158412
281,1.43949,2.11563,0.343222,0.158412
282,1.47343,2.2466,0.362776,0.162101
283,1.46375,2.34587,0.368093,0.159541
284,1.46375,2.34587,0.368093,0.159541
285,1.45519,2.35764,0.367561,0.158626
286,1.4592,2.15031,0.352193,0.160799
287,1.40616,1.86265,0.312187,0.155603
288,1.40616,1.86265,0.312187,0.155603
289,1.42005,1.88405,0.319712,0.157309
290,1.42005,1.88405,0.319712,0.157309
291,1.39584,1.85784,0.308404,0.153637
292,1.35817,1.88563,0.31162,0.148387
293,1.3819,1.92866,0.309773,0.151665
294,1.36925,1.81407,0.302797,0.150807
295,1.42414,1.95883,0.32463,0.157173
296,1.411,1.91882,0.312567,0.15563
297,1.3984,1.88693,0.306472,0.154119
298,1.4338,2.09402,0.338415,0.157482
299,1.38141,2.16947,0.338973,0.149241
300,1.39665,2.16313,0.342705,0.151593
301,1.37014,1.97485,0.324632,0.149556
302,1.36445,1.95413,0.323319,0.149176
303,1.32713,1.99808,0.324549,0.143728
304,1.32002,1.81552,0.300409,0.144105
305,1.32002,1.81552,0.300409,0.144105
306,1.32002,1.81552,0.300409,0.144105
307,1.29949,1.63343,0.276001,0.142825
308,1.32691,1.90002,0.305941,0.144211
309,1.33179,1.96558,0.311882,0.144526
310,1.36522,1.98584,0.319663,0.1491
311,1.36522,1.98584,0.319663,0.1491
312,1.38229,1.9368,0.31306,0.151887
313,1.37778,1.91636,0.310547,0.151429
314,1.39331,2.03432,0.322781,0.15256
315,1.38654,1.97435,0.314298,0.151954
316,1.35631,1.98678,0.319027,0.147726
317,1.34195,1.73187,0.292925,0.147981
318,1.34195,1.73187,0.292925,0.147981
319,1.3406,1.82028,0.298289,0.14689
320,1.3406,1.82028,0.298289,0.14689
321,1.3406,1.82028,0.298289,0.14689
322,1.33664,1.73246,0.293982,0.147403
323,1.33664,1.73246,0.293982,0.147403
324,1.35673,1.77281,0.292792,0.149702
325,1.35796,1.82913,0.29629,0.148964
326,1.39296,1.84865,0.302263,0.153963
327,1.39944,1.7814,0.295521,0.15539
328,1.38989,1.81108,0.292341,0.153821
329,1.39631,1.76861,0.288298,0.155157
330,1.39631,1.76861,0.288298,0.155157
331,1.38666,1.74466,0.289595,0.154136
332,1.36711,1.70627,0.284178,0.15161
333,1.35388,1.59379,0.271883,0.151038
334,1.38083,1.709,0.283794,0.15358
335,1.39034,1.85599,0.296986,0.153422
336,1.40042,1.88308,0.303933,0.154874
337,1.39315,1.85485,0.304244,0.154072
338,1.39315,1.85485,0.304244,0.154072
339,1.40448,1.89843,0.313963,0.155355
