MDTU,0,2,4,6,8,10
10,0.0532778,0.053418,0.0548819,0.0549764,0.0563321,0.0564508
20,0.0528516,0.0534614,0.0540488,0.0543601,0.0551508,0.0552106
30,0.0507904,0.0508769,0.0515033,0.0517169,0.0531924,0.0535752
40,0.0532019,0.053357,0.0534455,0.0542847,0.0546557,0.0548721
50,0.0502066,0.0502659,0.0509576,0.0510695,0.0516454,0.0517968
60,0.049176,0.0495102,0.0507698,0.0509989,0.0522275,0.0522943
70,0.0501306,0.0505638,0.0525073,0.0527335,0.0531191,0.0538608
80,0.0504588,0.0509049,0.0520379,0.0522488,0.0529384,0.053388
90,0.0502711,0.0503739,0.0521682,0.0523647,0.0528356,0.0531008
100,0.0490951,0.0496791,0.050572,0.0508865,0.0512299,0.0517088
110,0.0493661,0.0497684,0.0504754,0.0508038,0.0511044,0.0516466
120,0.0504537,0.0506046,0.0512078,0.0521867,0.0523521,0.0526632
130,0.050698,0.0512141,0.0514646,0.0517554,0.0521343,0.0534322
140,0.0481036,0.0488647,0.0493185,0.0498398,0.0509234,0.0512194
150,0.0497793,0.0500534,0.050613,0.0507729,0.0511287,0.0515623
160,0.0481902,0.0487576,0.050388,0.0505066,0.0510625,0.0512041
170,0.0483541,0.0485443,0.0512317,0.0513236,0.0520934,0.0521553
180,0.0467405,0.0477139,0.0490041,0.04915,0.0502729,0.0509352
190,0.0500401,0.050362,0.050551,0.05101,0.0513244,0.0514921
200,0.0496485,0.0502265,0.0506372,0.0506848,0.0510774,0.0520533
210,0.047173,0.0473128,0.0491545,0.0492691,0.0500048,0.0502642
220,0.0467666,0.0470321,0.0487217,0.0489461,0.049473,0.0496064
230,0.0467777,0.0470765,0.0490367,0.0494008,0.0500468,0.0502686
240,0.0481214,0.0482423,0.0512097,0.0514678,0.0517893,0.052047
250,0.049809,0.0501998,0.051526,0.0517262,0.0519801,0.0522539
260,0.0485998,0.048778,0.0491067,0.0492358,0.051245,0.0522419
270,0.0493338,0.0500533,0.0504684,0.0506262,0.0515629,0.0516694
280,0.0478379,0.0479619,0.0496802,0.0499323,0.0500543,0.0501991
290,0.0493444,0.0494568,0.0502424,0.0504273,0.050826,0.0517856
300,0.0485935,0.0489085,0.0495622,0.0498198,0.050255,0.0504281
310,0.0469343,0.0474094,0.049848,0.0504251,0.0505982,0.050833
320,0.0493773,0.0494665,0.0503285,0.0505049,0.0509879,0.0512099
330,0.0466827,0.047534,0.0481032,0.0483031,0.0486859,0.0488473
340,0.0474407,0.0475358,0.0499116,0.0503461,0.050962,0.0512777
350,0.048908,0.0497593,0.0503586,0.051142,0.0514983,0.0517078
360,0.0486929,0.0488233,0.0500816,0.0503825,0.0504624,0.0509158
370,0.0493023,0.0500841,0.0501942,0.0507224,0.0513315,0.0516352
380,0.0485427,0.0490065,0.0509982,0.0511176,0.0512627,0.0518877
390,0.049622,0.0503478,0.0504462,0.0509648,0.0512183,0.0514441
400,0.0481243,0.0489646,0.0490991,0.0501432,0.050967,0.0513317
410,0.0481057,0.0491663,0.0499801,0.0504945,0.050638,0.0507887
420,0.0487867,0.0490702,0.0501899,0.0503313,0.0519563,0.0521792
430,0.0497943,0.049912,0.0510394,0.0514021,0.0518763,0.052118
440,0.0488527,0.0490038,0.0502687,0.0503774,0.0508026,0.0509556
450,0.0473084,0.0476261,0.04859,0.0488187,0.0497706,0.0501334
460,0.0499202,0.0505817,0.0506844,0.0508363,0.0518489,0.0520684
470,0.0474145,0.0478122,0.0495995,0.0498129,0.0501798,0.050585
480,0.0493989,0.0500299,0.0511215,0.0512717,0.0523238,0.0524473
490,0.0497135,0.0499877,0.0505946,0.0507197,0.0513603,0.0517234
500,0.0478244,0.0480693,0.049791,0.0499135,0.0512934,0.0514297
510,0.0486869,0.049217,0.0497617,0.0500691,0.0507347,0.0508879
520,0.0494,0.0495963,0.0509816,0.051362,0.0515102,0.0517015
530,0.0496435,0.050109,0.0504459,0.0508332,0.0512992,0.0514953
540,0.0490263,0.0494458,0.0501351,0.0505747,0.0508643,0.0510838
550,0.0515345,0.0516575,0.0524367,0.0529148,0.0531713,0.0535305
560,0.0482114,0.0485534,0.0501354,0.0505627,0.0507355,0.0512627
570,0.0493527,0.0497867,0.0512946,0.0518391,0.052455,0.0527338
580,0.0496651,0.0498594,0.0505488,0.0506447,0.0512127,0.0513593
590,0.0489698,0.0491286,0.0509026,0.0509803,0.0517199,0.0518675
600,0.048868,0.050047,0.0505063,0.0508432,0.0509836,0.0520013
610,0.0483233,0.048466,0.0501171,0.0504305,0.0512267,0.0521864
620,0.0491062,0.0492177,0.050139,0.050342,0.0509997,0.0514544
630,0.050313,0.0504718,0.0509814,0.0512542,0.0513944,0.0514585
640,0.0467863,0.0468936,0.0480423,0.0481697,0.0491645,0.04945
650,0.0486395,0.0490362,0.0496077,0.0499132,0.0502745,0.0506595
660,0.0483489,0.0484509,0.0503012,0.0504674,0.0506492,0.0508126
