MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,4.02713,1.33914,-3.79796
2,3.95846,1.19539,-3.77365
3,3.79554,1.15287,-3.61621
4,3.67809,1.11652,-3.50453
5,3.67809,1.11652,-3.50453
6,3.83197,1.24432,-3.62431
7,3.79135,1.09238,-3.63057
8,3.84626,1.09094,-3.6883
9,3.65669,1.00139,-3.5169
10,3.52326,0.977218,-3.38503
11,3.52442,0.930007,-3.3995
12,3.4485,0.949735,-3.31514
13,3.43639,1.0454,-3.27351
14,3.46355,1.09401,-3.28623
15,3.51054,1.23434,-3.28638
16,3.40375,1.24468,-3.16801
17,3.40375,1.24468,-3.16801
18,3.36438,1.19014,-3.14684
19,3.34204,1.053,-3.17182
20,3.37469,1.21195,-3.14956
21,3.3604,1.1279,-3.16546
22,3.36233,1.10748,-3.1747
23,3.33672,1.13279,-3.13855
24,3.46039,1.05843,-3.29455
25,3.39645,1.02113,-3.23932
26,3.31093,1.07225,-3.13249
27,3.28257,1.12673,-3.08314
28,3.39736,1.16283,-3.19216
29,3.2679,1.07666,-3.08545
30,3.19076,1.10134,-2.99467
31,3.19076,1.10134,-2.99467
32,3.16756,1.10989,-2.96674
33,3.16756,1.10989,-2.96674
34,3.21479,1.16754,-2.99528
35,3.16015,1.08486,-2.9681
36,3.18044,0.916341,-3.04558
37,3.06274,0.817184,-2.95171
38,3.06339,0.751597,-2.96976
39,3.04448,0.792464,-2.93953
40,3.04283,0.846046,-2.92284
41,3.03715,0.921746,-2.8939
42,3.08603,0.935678,-2.94077
43,3.03577,0.806543,-2.92667
44,3.10904,0.862384,-2.98705
45,3.04121,0.98638,-2.8768
46,2.99656,1.02025,-2.81752
47,2.96815,1.04836,-2.77684
48,3.06172,1.04445,-2.87807
49,3.02617,0.998697,-2.85663
50,2.9773,0.941172,-2.82462
51,2.99432,0.964887,-2.8346
52,3.02333,0.960177,-2.86681
53,3.02333,0.960177,-2.86681
54,3.02533,0.811429,-2.91448
55,2.88434,0.822052,-2.76471
56,2.80771,0.70729,-2.71716
57,2.77374,0.755219,-2.66895
58,2.76033,0.739375,-2.65946
59,2.80461,0.778723,-2.69433
60,2.83874,0.750916,-2.73762
61,2.83874,0.750916,-2.73762
62,2.67233,0.715303,-2.57482
63,2.71084,0.761087,-2.60181
64,2.71084,0.761087,-2.60181
65,2.71084,0.761087,-2.60181
66,2.60645,0.727184,-2.50295
67,2.62041,0.737264,-2.51455
68,2.65553,0.756632,-2.54546
69,2.65553,0.756632,-2.54546
70,2.73714,0.782641,-2.62286
71,2.71202,0.786079,-2.5956
72,2.70626,0.750569,-2.6001
73,2.65667,0.709621,-2.56014
74,2.6531,0.69546,-2.56032
75,2.76564,0.766377,-2.65734
76,2.71829,0.70797,-2.62448
77,2.76359,0.794478,-2.64693
78,2.66773,0.727473,-2.56663
79,2.66773,0.727473,-2.56663
80,2.66773,0.727473,-2.56663
81,2.67371,0.855808,-2.53305
82,2.67371,0.855808,-2.53305
83,2.654,0.77493,-2.53835
84,2.71201,0.776941,-2.59833
85,2.85829,0.629858,-2.78803
86,2.81188,0.828304,-2.68712
87,2.91241,0.900413,-2.76973
88,2.9519,0.796329,-2.84246
89,2.93076,0.779093,-2.82531
90,2.93076,0.779093,-2.82531
91,2.96524,0.704377,-2.88036
92,3.08149,0.63493,-3.01537
93,3.08149,0.63493,-3.01537
94,2.99845,0.490236,-2.9581
95,3.03474,0.575956,-2.97958
96,2.96163,0.638362,-2.89202
97,2.94721,0.603495,-2.88476
98,2.94345,0.670258,-2.86612
99,2.94345,0.670258,-2.86612
100,2.87801,0.652905,-2.80298
101,3.00958,0.633273,-2.94219
102,2.93593,0.70114,-2.85098
103,2.92015,0.660875,-2.84439
104,2.88432,0.616995,-2.81756
105,2.84644,0.591854,-2.78422
106,2.83974,0.619379,-2.77137
107,2.70072,0.638227,-2.62423
108,2.66456,0.695805,-2.5721
109,2.66252,0.610277,-2.59163
110,2.62943,0.49551,-2.58231
111,2.65524,0.44219,-2.61816
112,2.65524,0.44219,-2.61816
113,2.64049,0.468028,-2.59868
114,2.64049,0.468028,-2.59868
115,2.69968,0.503263,-2.65236
116,2.75345,0.526991,-2.70255
117,2.69081,0.430565,-2.65614
118,2.72125,0.499556,-2.675
119,2.65794,0.453703,-2.61893
120,2.64453,0.39121,-2.61544
121,2.58452,0.413098,-2.55129
122,2.61062,0.399847,-2.57982
123,2.66086,0.419234,-2.62763
124,2.66086,0.419234,-2.62763
125,2.6841,0.37475,-2.65781
126,2.57881,0.417436,-2.5448
127,2.65663,0.55262,-2.59852
128,2.65663,0.55262,-2.59852
129,2.63596,0.5668,-2.5743
130,2.58103,0.563886,-2.51868
131,2.54469,0.532168,-2.48843
132,2.61883,0.555169,-2.55931
133,2.60257,0.74931,-2.49237
134,2.64129,0.776402,-2.5246
135,2.61195,0.655782,-2.52829
136,2.61195,0.655782,-2.52829
137,2.64823,0.738116,-2.54328
138,2.64178,0.79449,-2.51948
139,2.68852,0.830737,-2.55696
140,2.68644,0.815063,-2.55981
141,2.69216,0.915911,-2.53157
142,2.67954,0.842347,-2.54369
143,2.60273,0.814847,-2.47189
144,2.71952,0.980298,-2.53669
145,2.69277,0.968556,-2.51255
146,2.69277,0.968556,-2.51255
147,2.67253,0.945486,-2.49969
148,2.71284,0.919194,-2.55237
149,2.67418,0.959181,-2.49624
150,2.62914,0.960556,-2.44739
151,2.69735,0.979655,-2.51316
152,2.69735,0.979655,-2.51316
153,2.74722,0.998837,-2.55921
154,2.72866,1.05227,-2.5176
155,2.72866,1.05227,-2.5176
156,2.72811,0.932291,-2.56386
157,2.72811,0.932291,-2.56386
158,2.70688,0.823329,-2.57863
159,2.63907,0.753774,-2.52914
160,2.61816,0.858984,-2.47324
161,2.64692,0.739869,-2.54141
162,2.68847,0.78132,-2.57244
163,2.74395,0.876328,-2.60026
164,2.71581,0.905902,-2.56026
165,2.60055,0.791819,-2.47708
166,2.60055,0.791819,-2.47708
167,2.63925,0.888245,-2.48529
168,2.62417,0.841669,-2.48554
169,2.53803,0.921105,-2.36498
170,2.59008,0.81775,-2.4576
171,2.66981,0.916689,-2.50751
172,2.59748,0.988831,-2.4019
173,2.57077,0.943474,-2.39138
174,2.6703,1.00855,-2.47252
175,2.6703,1.00855,-2.47252
176,2.71542,0.972205,-2.53542
177,2.71542,0.972205,-2.53542
178,2.71253,1.01569,-2.51519
179,2.70242,1.13174,-2.45402
180,2.6922,1.09897,-2.45768
181,2.75264,1.05452,-2.54263
182,2.72456,1.05036,-2.51396
183,2.84338,1.18573,-2.58435
184,2.8275,1.14816,-2.58389
185,2.90109,1.1506,-2.66316
186,2.94767,1.13586,-2.72004
187,2.94767,1.13586,-2.72004
188,2.94767,1.13586,-2.72004
189,2.90981,1.12832,-2.68215
190,2.93306,1.20207,-2.67542
191,2.90187,1.14965,-2.66443
192,2.93148,1.14013,-2.70069
193,2.93148,1.14013,-2.70069
194,2.93148,1.14013,-2.70069
195,2.93148,1.14013,-2.70069
196,2.93148,1.14013,-2.70069
197,2.75465,1.17879,-2.48968
198,2.80289,1.22693,-2.52009
199,2.76275,1.35449,-2.40794
200,2.81559,1.39691,-2.44462
201,2.83224,1.44731,-2.43451
202,2.83224,1.44731,-2.43451
203,2.75761,1.43989,-2.35184
204,2.75761,1.43989,-2.35184
205,2.75761,1.43989,-2.35184
206,2.76596,1.28768,-2.44793
207,2.76596,1.28768,-2.44793
208,2.77689,1.21807,-2.49547
209,2.7138,1.10936,-2.4767
210,2.66253,1.10894,-2.4206
211,2.69962,1.16302,-2.43626
212,2.69962,1.16302,-2.43626
213,2.6863,1.15321,-2.42617
214,2.68726,1.17439,-2.41706
215,2.65602,1.14171,-2.39812
216,2.64588,1.25344,-2.33014
217,2.64588,1.25344,-2.33014
218,2.59929,1.12784,-2.34186
219,2.64147,1.1666,-2.3699
220,2.62585,1.18566,-2.34293
221,2.58339,1.18573,-2.2952
222,2.59549,1.31011,-2.24058
223,2.60721,1.22376,-2.30216
224,2.54827,1.14579,-2.27615
225,2.54827,1.14579,-2.27615
226,2.51197,0.984398,-2.31106
227,2.53415,0.971328,-2.34061
228,2.53415,0.971328,-2.34061
229,2.46626,0.903651,-2.29475
230,2.58764,1.04333,-2.36799
231,2.62645,0.888941,-2.47145
232,2.6446,0.965536,-2.46204
233,2.61157,1.00151,-2.4119
234,2.60377,1.07803,-2.37012
235,2.68006,1.08878,-2.44894
236,2.69777,1.10461,-2.46126
237,2.65701,1.14417,-2.39804
238,2.59546,1.04041,-2.37781
239,2.54207,0.915419,-2.37153
240,2.54207,0.915419,-2.37153
241,2.68454,0.976162,-2.50077
242,2.65624,1.04527,-2.44193
243,2.57075,0.954425,-2.38701
244,2.57075,0.954425,-2.38701
245,2.67713,1.00467,-2.48146
246,2.709,1.12226,-2.4656
247,2.72151,1.10406,-2.48751
248,2.76834,1.11375,-2.53441
249,2.71669,1.02926,-2.51417
250,2.66921,1.08337,-2.43946
251,2.67511,0.978339,-2.4898
252,2.68921,0.999187,-2.49669
253,2.68921,0.999187,-2.49669
254,2.65476,0.975065,-2.46921
255,2.72667,0.999809,-2.53675
256,2.6991,0.852975,-2.56077
257,2.6991,0.852975,-2.56077
258,2.6991,0.852975,-2.56077
259,2.6991,0.852975,-2.56077
260,2.71673,0.851954,-2.57968
261,2.71673,0.851954,-2.57968
262,2.72448,0.9748,-2.54413
263,2.66103,0.867296,-2.51572
264,2.6477,0.829749,-2.51432
265,2.55931,0.797335,-2.43194
266,2.62652,0.86701,-2.4793
267,2.57432,0.807163,-2.4445
268,2.60525,0.896547,-2.44613
269,2.59249,0.962746,-2.4071
270,2.6496,1.10425,-2.40853
271,2.6496,1.10425,-2.40853
272,2.59574,1.01797,-2.3878
273,2.71583,1.09806,-2.48395
274,2.69764,1.07694,-2.47335
275,2.6737,1.04729,-2.46005
276,2.69777,0.957558,-2.52211
277,2.65935,0.943192,-2.48647
278,2.69482,0.90073,-2.53983
279,2.71539,0.978474,-2.53297
280,2.76171,0.997104,-2.57543
281,2.76171,0.997104,-2.57543
282,2.84801,1.16339,-2.59956
283,2.81119,1.07989,-2.5955
284,2.81119,1.07989,-2.5955
285,2.79798,1.19238,-2.53119
286,2.8244,1.29615,-2.50943
287,2.68793,1.05461,-2.4724
288,2.68793,1.05461,-2.4724
289,2.74149,1.04537,-2.53436
290,2.74149,1.04537,-2.53436
291,2.65638,0.970496,-2.47275
292,2.59303,0.898821,-2.43227
293,2.62254,0.872497,-2.47315
294,2.61908,0.875188,-2.46853
295,2.73061,0.93411,-2.56587
296,2.68431,0.918873,-2.52214
297,2.64579,0.8136,-2.51759
298,2.7547,0.963529,-2.58069
299,2.62742,1.00061,-2.42942
300,2.66732,0.990779,-2.47648
301,2.62734,0.923131,-2.45983
302,2.62538,0.890017,-2.46991
303,2.56211,0.743799,-2.45177
304,2.53504,0.725467,-2.42902
305,2.53504,0.725467,-2.42902
306,2.53504,0.725467,-2.42902
307,2.4746,0.686359,-2.37751
308,2.51792,0.726871,-2.41072
309,2.50947,0.652826,-2.42307
310,2.60344,0.672217,-2.51516
311,2.60344,0.672217,-2.51516
312,2.6558,0.604614,-2.58606
313,2.65453,0.583615,-2.58958
314,2.66301,0.618222,-2.59025
315,2.63671,0.561346,-2.57627
316,2.57924,0.606001,-2.50704
317,2.59395,0.625023,-2.51753
318,2.59395,0.625023,-2.51753
319,2.57707,0.714831,-2.47594
320,2.57707,0.714831,-2.47594
321,2.57707,0.714831,-2.47594
322,2.57524,0.836816,-2.43549
323,2.57524,0.836816,-2.43549
324,2.60665,0.862588,-2.45978
325,2.58839,0.82864,-2.45217
326,2.67257,0.875527,-2.52509
327,2.67849,0.794517,-2.55794
328,2.63916,0.800469,-2.51484
329,2.6579,0.755685,-2.54821
330,2.6579,0.755685,-2.54821
331,2.65709,0.837653,-2.5216
332,2.64538,0.754629,-2.53546
333,2.59937,0.713081,-2.49965
334,2.64039,0.718802,-2.54067
335,2.63778,0.640447,-2.55885
336,2.66738,0.576601,-2.60432
337,2.69057,0.639446,-2.61348
338,2.69057,0.639446,-2.61348
339,2.71279,0.535294,-2.65945
340,2.71915,0.534571,-2.66609
341,2.68874,0.609999,-2.61863
342,2.64868,0.58962,-2.58222
343,2.55079,0.491016,-2.50309
344,2.55079,0.491016,-2.50309
345,2.47849,0.527671,-2.42166
346,2.54267,0.602478,-2.47026
347,2.55578,0.58337,-2.48831
348,2.5679,0.571744,-2.50344
349,2.56142,0.491142,-2.5139
350,2.6373,0.443573,-2.59973
351,2.67035,0.372729,-2.64421
352,2.58672,0.312167,-2.56781
353,2.55729,0.287591,-2.54107
354,2.48599,0.376101,-2.45738
355,2.43687,0.374649,-2.4079
356,2.44152,0.415185,-2.40596
357,2.44806,0.325798,-2.42629
358,2.43902,0.277816,-2.42315
359,2.4323,0.353185,-2.40652
360,2.58877,0.378739,-2.56091
361,2.59873,0.433569,-2.56231
362,2.54981,0.427032,-2.51379
363,2.51546,0.332687,-2.49336
364,2.51546,0.332687,-2.49336
365,2.59652,0.416512,-2.5629
366,2.57073,0.374166,-2.54335
367,2.65901,0.424166,-2.62496
368,2.69337,0.430177,-2.6588
369,2.69337,0.430177,-2.6588
370,2.73538,0.412269,-2.70413
371,2.77807,0.3569,-2.75505
372,2.75885,0.344271,-2.73729
373,2.72356,0.169891,-2.71825
374,2.72028,0.123142,-2.71749
375,2.69018,0.102507,-2.68822
376,2.70269,0.0908654,-2.70116
377,2.70269,0.0908654,-2.70116
378,2.61444,0.14453,-2.61045
379,2.67786,0.157549,-2.67322
380,2.81125,0.097591,-2.80955
381,2.81125,0.097591,-2.80955
382,2.73037,0.038391,-2.7301
383,2.63034,-0.0458633,-2.62994
384,2.68268,-0.0297824,-2.68251
385,2.74186,-0.221389,-2.73291
386,2.74186,-0.221389,-2.73291
387,2.72901,-0.164447,-2.72405
388,2.73746,-0.242756,-2.72668
389,2.73746,-0.242756,-2.72668
390,2.66378,-0.280842,-2.64893
391,2.73566,-0.305038,-2.7186
392,2.6842,-0.296225,-2.6678
393,2.75264,-0.104236,-2.75067
394,2.76735,-0.216632,-2.75886
395,2.80714,-0.296292,-2.79146
396,2.80714,-0.296292,-2.79146
397,2.70129,-0.287077,-2.686
398,2.80245,-0.212205,-2.79441
399,2.80245,-0.212205,-2.79441
400,2.83126,-0.320408,-2.81307
401,2.76395,-0.303435,-2.74724
402,2.74391,-0.303349,-2.72709
403,2.6793,-0.36757,-2.65397
404,2.65989,-0.342177,-2.63779
405,2.75213,-0.389447,-2.72444
406,2.62672,-0.326851,-2.6063
407,2.6741,-0.317305,-2.65521
408,2.54896,-0.283354,-2.53316
409,2.62408,-0.294169,-2.60754
410,2.62627,-0.252825,-2.61408
411,2.70885,-0.374826,-2.6828
412,2.77244,-0.560242,-2.71525
413,2.74281,-0.485311,-2.69953
414,2.72848,-0.574054,-2.66741
415,2.67443,-0.728815,-2.57321
416,2.72057,-0.606874,-2.65202
417,2.72475,-0.616339,-2.65413
418,2.79737,-0.711802,-2.7053
419,2.62334,-0.630242,-2.5465
420,2.65477,-0.590775,-2.58821
421,2.65477,-0.590775,-2.58821
422,2.61697,-0.58348,-2.55109
423,2.61697,-0.58348,-2.55109
424,2.5946,-0.713498,-2.49457
425,2.5946,-0.713498,-2.49457
426,2.60019,-0.741882,-2.4921
427,2.67353,-0.743305,-2.56812
428,2.65116,-0.854214,-2.50977
429,2.61213,-0.82661,-2.47789
