t,|deltaS|
1,0.8356
2,0.7752
3,0.3572
4,0.0186
5,0.3174
6,0.2416
7,0.00768
8,0.8157
9,0.1562
10,0.4313
11,0.6663
12,0.1641
13,0.5945
14,0.04321
15,0.6627
16,0.3269
17,0.5766
18,0.6748
19,0.03956
20,0.3962
21,0.1678
22,0.4787
23,0.2604
24,1.074
25,0.1355
26,0.1146
27,0.1038
28,0.4763
29,0.008042
30,0.6745
31,0.2424
32,0.08377
33,0.3349
34,0.4645
35,0.08003
36,0.3617
37,0.6463
38,0.5617
39,0.5191
40,0.5447
41,0.2124
42,0.3601
43,0.09116
44,0.000611
45,0.3001
46,0.4905
47,0.1999
48,0.3618
49,0.1669
50,0.4459
51,0.1921
52,0.03134
53,0.7625
54,0.2435
55,0.2828
56,0.1733
57,0.2608
58,0.3358
59,0.6819
60,0.4665
61,0.4949
62,0.2101
63,0.446
64,0.4934
65,0.7123
66,0.3237
67,0.4607
68,0.005553
69,0.3764
70,0.01912
71,0.6365
72,0.1541
73,0.3913
74,0.04386
75,0.1232
76,0.715
77,0.211
78,0.157
79,0.9467
80,0.6625
81,0.401
82,0.6525
83,0.7926
84,0.1261
85,0.7327
86,0.2181
87,0.1054
88,0.2381
89,0.5906
90,0.9391
91,0.05952
92,0.1153
93,0.3376
94,0.1135
95,0.2621
96,0.2342
97,0.3498
98,0.671
99,0.7738
100,0.8058
101,0.6595
102,0.1359
103,0.5915
104,0.1577
105,0.03818
106,0.08227
107,0.1174
108,0.8733
109,0.2949
110,0.1797
111,0.3958
112,1.084
113,0.1456
114,0.8766
115,0.5463
116,0.1124
117,0.4091
118,0.3823
119,0.4957
120,0.1368
121,0.2679
122,0.3789
123,0.2463
124,0.5145
125,0.1907
126,0.03983
127,0.05741
128,0.237
129,0.2942
130,0.07545
131,0.1245
132,0.05492
133,0.06029
134,0.9996
135,0.262
136,1.114
137,0.7362
138,0.4063
139,0.3209
140,0.1587
141,0.5377
142,0.5183
143,0.3804
144,0.0888
145,0.5265
146,0.8242
147,0.2242
148,0.204
149,0.3916
150,0.3902
151,0.1242
152,0.5595
153,0.2813
154,0.1443
155,1.282
156,0.2015
157,0.6489
158,0.07412
159,0.618
160,0.2161
161,0.4521
162,0.1205
163,0.6365
164,0.3693
165,0.02678
166,0.4021
167,1.183
168,0.3656
169,0.2759
170,0.4778
171,0.004041
172,0.2068
173,0.539
174,0.7444
175,0.8339
176,0.1552
177,0.8134
178,0.4779
179,0.8793
180,0.4943
181,0.1387
182,0.3501
183,0.0801
184,0.3352
185,0.2753
186,1.397
187,0.5508
188,0.6059
189,0.2699
190,0.4663
191,0.706
192,0.3356
193,0.7962
194,0.5302
195,0.6882
196,0.9735
197,1.092
198,0.6367
199,0.03027
200,0.1235
201,0.03163
202,0.382
203,0.9367
204,0.7465
205,0.627
206,0.4456
207,1.036
208,0.3484
209,0.3989
210,0.3496
211,0.2172
212,0.9547
213,0.4216
214,0.2104
215,1.026
216,0.08075
217,0.1859
218,0.1762
219,0.2037
220,1.094
221,0.4193
222,0.1988
223,0.5292
224,0.6004
225,0.8563
226,0.07654
227,0.4717
228,1.056
229,0.369
230,0.7198
231,0.3378
232,0.09576
233,0.3418
234,0.2619
235,0.3891
236,0.2803
237,0.3891
238,0.3044
239,0.2765
240,0.5679
241,0.2317
242,0.3164
243,0.2541
244,0.8756
245,0.07272
246,0.2965
247,0.2014
248,0.1139
249,0.1284
250,0.1926
251,0.4423
252,0.3199
253,0.656
254,0.3682
255,0.349
256,0.8015
257,0.3879
258,0.2537
259,0.785
260,0.236
261,0.9461
262,0.2898
263,0.09968
264,0.0931
265,0.3616
266,0.09328
267,1.575
268,0.06622
269,0.2498
270,0.04945
271,0.7364
272,0.02854
273,0.2575
274,0.1552
275,0.2734
276,0.1599
277,0.4398
278,0.6585
279,0.0008502
280,0.197
281,0.4847
282,0.02488
283,0.0518
284,0.44
285,0.2154
286,0.02302
287,0.09497
288,0.5593
289,0.2608
290,0.5471
291,0.125
292,0.7159
293,0.1507
294,0.3365
295,0.419
296,0.2937
297,0.2053
298,0.4863
299,0.1041
300,0.09395
301,0.303
302,0.6468
303,0.3232
304,0.04144
305,0.9541
306,0.8191
307,0.3506
308,0.04791
309,0.3757
310,0.1494
311,0.3496
312,0.747
313,0.3114
314,0.382
315,0.2026
316,0.04572
317,0.2702
318,0.3486
319,0.0259
320,0.4583
321,0.4137
322,0.266
323,0.02249
324,0.5129
325,0.4158
326,0.4167
327,0.539
328,0.3239
329,0.1486
330,0.1912
331,0.1795
332,0.9486
333,0.1917
334,0.04141
335,0.02681
336,0.01196
337,0.2682
338,0.06327
339,0.09725
340,0.1858
341,0.282
342,0.0322
343,0.1703
344,0.2906
345,0.07451
346,0.9379
347,0.1566
348,0.05337
349,0.2931
350,0.03726
351,0.6035
352,0.2009
353,0.01031
354,0.5268
355,0.247
356,0.2284
357,0.2219
358,0.375
359,0.08884
360,0.5317
361,0.08993
362,0.5157
363,0.09497
364,1.358
365,0.0331
366,0.3002
367,1.243
368,0.3342
369,0.5771
370,0.004675
371,0.5752
372,0.104
373,0.03802
374,1.206
375,0.02827
376,0.5395
377,0.7162
378,0.7562
379,0.2775
380,0.4629
381,1.029
382,0.4328
383,0.6918
384,0.7659
385,0.517
386,0.2578
387,0.7528
388,0.6021
389,0.967
390,0.1376
391,0.1615
392,0.2482
393,0.03226
394,0.4461
395,0.1183
396,1.009
397,0.2063
398,0.132
399,0.3031
400,0.1073
401,0.3436
402,0.03308
403,0.1302
404,0.06342
405,0.5842
406,1.365
407,0.3043
408,0.01087
409,0.1529
410,1.058
411,0.3934
412,0.3895
413,0.6229
414,0.61
415,0.07398
416,0.1647
417,0.2901
418,0.3426
419,0.003376
420,0.7861
421,0.9559
422,0.2811
423,0.3803
424,0.03596
425,0.303
426,0.3435
427,0.5887
428,0.7549
429,0.1085
430,0.731
431,0.4746
432,0.003949
433,0.1612
434,0.0001085
435,0.0183
436,0.5039
437,0.5148
438,0.5835
439,0.3882
440,1.081
441,0.01251
442,0.9425
443,0.3389
444,0.7959
445,0.5789
446,0.3875
447,0.28
448,0.08043
449,0.4748
450,0.3616
451,0.1445
452,0.6866
453,0.4614
454,0.2206
455,0.7122
456,0.1588
457,0.3967
458,0.1497
459,0.03925
460,0.07975
461,0.2518
462,0.4758
463,0.4677
464,0.4186
465,0.6088
466,0.2671
467,0.6096
468,0.5015
469,0.09386
470,0.7991
471,0.2713
472,0.7306
473,0.08347
474,0.01136
475,0.7116
476,0.4672
477,0.5643
478,0.7644
479,0.4365
480,1.118
481,0.5986
482,0.8671
483,0.3087
484,0.2015
485,0.3548
486,0.6996
487,0.1781
488,0.548
489,0.8431
490,0.2594
491,0.5398
492,0.9838
493,0.2687
494,0.05165
495,1.036
496,0.3348
497,0.5465
498,0.07127
499,0.3582
500,0.1661
501,0.8285
502,0.07223
503,0.8319
504,0.06072
505,0.2545
506,0.4299
507,0.2743
508,0.02318
509,0.3192
510,0.09439
511,0.1616
512,0.566
513,0.2858
514,0.922
515,0.2234
516,0.5728
517,0.7967
518,0.2713
519,0.239
520,0.09837
521,0.6426
522,0.5894
523,0.6542
524,0.2054
525,0.2989
526,0.2103
527,0.3782
528,0.1064
529,0.2564
530,0.7473
531,0.2517
532,0.2418
533,0.3628
534,0.249
535,0.8603
536,0.4249
537,0.07123
538,0.3808
539,0.7206
540,0.2693
541,1.025
542,0.2173
543,0.5619
544,0.06873
545,0.2714
546,0.3224
547,0.5985
548,0.1965
549,0.6198
550,0.3542
551,0.004474
552,0.06924
553,0.01122
554,0.1498
555,0.6522
556,0.5922
557,0.01709
558,0.4476
559,0.4279
560,0.2046
561,0.7465
562,0.1692
563,0.8156
564,0.1866
565,0.2602
566,0.278
567,1.276
568,0.01965
569,0.295
570,0.01315
571,0.4617
572,0.1546
573,0.5032
574,0.2893
575,0.6742
576,0.006654
577,0.2824
578,0.6454
579,0.7616
580,0.4803
581,0.148
582,0.3907
583,0.7889
584,1.018
585,0.2526
586,0.5943
587,0.2185
