t,cost
10,736
20,739.84
30,731.733
40,746.24
50,730.667
60,722.987
70,746.24
80,736.213
90,741.12
100,723.627
110,727.253
120,725.76
130,710.4
140,718.933
150,709.973
160,731.947
170,704.427
180,705.067
190,694.827
200,685.867
210,694.187
220,691.413
230,684.373
240,686.933
250,680.32
260,683.733
270,687.573
280,686.933
290,683.093
300,688
310,689.493
320,688
330,690.347
340,690.773
350,692.907
360,708.053
370,705.28
380,696.32
390,690.987
400,693.76
410,696.107
420,698.027
430,704.427
440,695.893
450,703.573
460,698.027
470,686.293
480,683.947
490,681.387
500,671.573
510,702.293
520,699.733
530,699.307
540,703.36
550,686.933
560,678.4
570,676.053
580,666.88
590,675.413
600,684.8
610,733.44
620,726.4
630,745.173
640,738.347
650,747.733
660,749.013
670,747.307
680,740.907
690,731.947
700,735.573
710,737.493
720,733.653
730,728.533
740,731.52
750,730.453
760,730.667
770,731.947
780,736
790,730.24
800,734.933
810,703.147
820,708.053
830,714.24
840,711.04
850,711.68
860,708.053
870,711.253
880,710.613
890,710.827
900,712.533
910,710.187
920,715.52
930,711.253
940,710.613
950,713.387
960,707.413
970,711.04
980,727.253
990,735.787
1000,732.16
1010,731.947
1020,737.067
1030,733.867
1040,730.453
1050,729.6
1060,732.373
1070,732.8
1080,728.107
1090,728.747
1100,730.453
1110,734.507
1120,728.32
1130,727.68
1140,725.12
1150,728.107
1160,724.907
1170,725.547
1180,725.547
1190,731.52
1200,726.613
1210,715.093
1220,716.373
1230,711.253
1240,698.88
1250,719.36
1260,711.68
1270,701.227
1280,718.08
1290,715.52
1300,714.027
1310,717.44
1320,702.72
1330,704.64
1340,709.76
1350,722.987
1360,727.04
1370,734.08
1380,699.947
1390,696.533
1400,701.653
1410,731.093
1420,720
1430,718.293
1440,737.707
1450,725.12
1460,723.2
1470,730.667
1480,733.013
1490,736
1500,735.787
1510,734.293
1520,732.373
1530,732.8
1540,734.507
1550,736.64
1560,718.507
1570,727.467
1580,741.12
1590,735.787
1600,738.987
1610,726.187
1620,732.587
1630,731.52
1640,730.453
1650,731.093
1660,729.6
1670,722.56
1680,725.333
1690,729.387
1700,732.373
1710,705.707
1720,706.133
1730,708.053
1740,709.973
1750,711.04
1760,707.413
1770,707.627
1780,709.12
1790,703.147
1800,704.213
1810,708.907
1820,706.773
1830,700.587
1840,701.653
1850,703.36
1860,704.853
1870,707.627
1880,708.053
1890,710.827
1900,710.4
1910,707.84
1920,709.973
1930,704.427
1940,706.773
1950,708.693
1960,708.907
1970,703.147
1980,708.053
1990,708.693
2000,713.387
2010,718.72
2020,716.8
2030,718.507
2040,714.453
2050,719.36
2060,723.627
2070,721.92
2080,722.347
2090,721.067
2100,723.627
2110,720.64
2120,721.493
2130,718.72
2140,720.427
2150,728.32
2160,721.067
2170,725.973
2180,733.44
2190,730.88
2200,731.307
2210,745.387
2220,735.36
2230,738.133
2240,742.187
2250,740.907
2260,737.493
2270,738.773
2280,737.28
2290,735.573
2300,738.133
2310,738.56
2320,736.427
2330,749.44
2340,756.267
2350,750.933
2360,747.093
2370,757.333
2380,746.24
2390,752.853
2400,757.76
2410,728.32
2420,728.107
2430,728.533
2440,735.573
2450,753.707
2460,772.693
2470,762.88
2480,766.08
2490,764.8
2500,772.48
2510,774.827
2520,760.747
2530,755.413
2540,772.48
2550,778.027
2560,768.853
2570,755.84
2580,750.933
2590,749.013
2600,739.2
2610,755.413
2620,753.067
2630,771.84
2640,767.787
2650,755.84
2660,746.24
2670,741.973
2680,760.533
2690,736.213
2700,737.707
2710,737.28
2720,738.347
2730,742.4
2740,744.32
2750,740.267
2760,738.987
2770,738.773
2780,739.84
2790,758.187
2800,766.293
2810,740.053
2820,753.707
2830,749.653
2840,754.773
2850,750.293
2860,745.6
2870,751.573
2880,753.707
2890,751.573
2900,752.64
2910,753.92
2920,754.56
2930,755.84
2940,755.84
2950,753.707
2960,752.64
2970,753.707
2980,752.427
2990,753.28
3000,762.24
3010,765.653
3020,773.973
3030,759.253
3040,741.76
3050,697.387
3060,687.787
3070,686.507
3080,685.44
3090,687.573
