MDTU,susyTrans,Im(bilin)
10,-0.00471033,1.63324e-05
20,-0.000723399,-0.00014376
30,-0.00134026,0.000365662
40,0.000857175,0.000109685
50,0.000299668,5.88304e-05
60,-0.00197389,0.000344121
70,-0.000823544,-0.000367536
80,-0.00306293,-8.34737e-05
90,-0.00149891,-3.04465e-05
100,-0.00121187,-0.000408138
110,-0.000904736,0.000167412
120,0.000543406,0.000206265
130,0.000509028,-0.000151886
140,-0.00171272,-0.000103319
150,-0.00109657,-0.000213258
160,-0.00224696,-0.000128618
170,-0.00101211,6.97981e-06
180,-0.000133878,-0.000350062
190,-0.000959503,0.000206876
200,-0.00181243,-0.000246397
210,0.0014967,2.1828e-05
220,-0.001571,0.000320227
230,0.000564806,-0.000283762
240,-0.00151468,0.000249903
250,0.000580571,0.000137209
260,-0.0019614,4.11444e-05
270,-0.00423194,-7.46736e-05
280,-0.000269274,0.000120181
290,-0.00304401,0.000127302
300,0.000824368,-3.39302e-05
310,-0.00402936,-0.000274173
320,-0.000983461,-3.65278e-05
330,-5.30194e-05,0.000211323
340,0.00208517,-0.000149563
350,0.00193677,0.000476438
360,0.000793109,-0.000124008
370,0.000396733,-3.57972e-05
380,-0.00108301,-9.8905e-05
390,-0.00050647,9.74357e-05
400,-0.00182533,-4.65234e-05
410,-0.00152983,6.42843e-06
420,-0.00147447,0.000118868
430,0.001667,0.000189083
440,0.00133552,-4.33035e-05
450,-0.00132633,6.80508e-05
460,0.00166015,0.000107198
470,0.00151734,6.9028e-05
480,-0.00236122,-0.000217896
490,0.000662809,9.38047e-05
500,0.000469629,0.000368119
510,-0.00190709,8.32632e-05
520,0.0011412,0.000217121
530,0.00168697,-0.000202225
540,0.00181281,-5.59123e-05
550,-0.00187119,1.26339e-05
560,0.000188122,-5.62112e-05
570,0.000519773,4.77905e-05
580,-0.000612541,-0.000114326
590,-0.00161396,-0.000162035
600,-0.0018325,-5.36022e-05
610,0.0025212,0.000122233
620,-0.00150986,7.06888e-05
630,0.000184363,-7.1969e-05
640,-0.0016513,0.000270359
650,0.00153191,2.25667e-05
660,0.00157623,-0.000113764
670,-0.000193551,-0.000104631
680,-0.000737653,-0.000169569
690,0.000907536,9.73865e-05
700,0.00154588,-0.000104182
710,-0.00185748,-0.000304271
720,0.00208847,-0.000162844
730,-0.00114143,-0.000249829
740,-0.00124712,-0.000103048
750,0.00157676,-6.1866e-05
760,0.00275315,-0.000403333
770,-0.000934552,-0.000117185
780,0.000355146,-6.09658e-05
790,0.000564575,-4.3302e-05
800,-0.00186228,6.59783e-05
810,0.00135851,0.000274813
820,-0.00211497,-0.000231988
830,-0.000295649,-0.000190071
840,0.00104328,0.000456351
850,-0.00354498,2.29191e-05
860,-0.00132888,-0.000107323
870,0.000615251,-0.000168169
880,0.0013265,-0.000175263
890,0.000254568,-3.42893e-05
900,-0.00207396,2.05893e-05
910,-0.00181117,1.08215e-05
920,-0.00331984,-0.000129966
930,-0.00062747,0.00055257
940,-8.89168e-05,-1.27197e-05
950,0.00146433,-0.000378588
960,-0.000842704,-5.42049e-05
970,-0.00334786,8.211e-05
980,-0.00345004,-7.05851e-05
990,-0.00298422,-0.000102271
1000,-0.000245263,-0.000418578
1010,-0.000558251,6.01303e-05
1020,0.000884922,0.000261665
1030,0.000265152,-7.05842e-05
1040,0.000477604,0.000116996
1050,0,-9.25659e-05
1060,-0.00274452,-0.000115473
1070,-0.00196535,-5.79489e-06
1080,0.000868256,3.11128e-05
1090,0.000161805,6.13231e-05
1100,0.000338063,-0.00013306
1110,0.000830319,-0.000120117
1120,0.0016465,7.40282e-05
1130,-0.00176261,-0.00034848
1140,0.00265575,-0.000513048
1150,0.00125579,7.98281e-05
1160,-0.000961545,3.42766e-05
1170,0.00118772,-0.000124197
1180,-7.54706e-05,0.000214981
1190,-0.00157438,-0.000267211
1200,-0.00178897,-0.000127963
1210,0.000791894,0.000422405
1220,-0.00101661,-0.000448451
