t,walltime
10,3643
20,984.9
30,480.5
40,470.4
50,391.1
60,400
70,392.8
80,400.9
90,388.8
100,385.2
110,402.9
120,397.6
130,397
140,391.1
150,392.5
160,404.4
170,407.1
180,410.8
190,416.5
200,404.3
210,401.5
220,401.1
230,400.6
240,398.4
250,397.5
260,400.4
270,403.1
280,411.8
290,406.1
300,401.8
310,397.6
320,397.2
330,399.3
340,401.6
350,404.1
360,450.2
370,439
380,438
390,438.1
400,441.6
410,448
420,443.7
430,436.4
440,440.9
450,435.9
460,435.4
470,442.6
480,443.7
490,441.9
500,434.5
510,443.3
520,436.6
530,438.7
540,445.4
550,438.3
560,415.1
570,412.6
580,412.7
590,410.6
600,415.3
610,417.4
620,412.1
630,412.6
640,414.4
650,417.5
660,412.3
670,416.3
680,413.7
690,410
700,410.6
710,411.4
720,407.9
730,407.5
740,408.7
750,407.6
760,415.9
770,416.5
780,419.4
790,414
800,417.5
810,417.2
820,418.2
830,415.7
840,413.3
850,412.9
860,414.7
870,422
880,418.9
890,415.9
900,415.1
910,414.3
920,410.5
930,414.2
940,413.7
950,415.6
960,398.3
970,397.1
980,396.4
990,398.5
1000,394.2
1010,389.3
1020,395.9
1030,411.4
1040,403.7
1050,404.9
1060,403.9
1070,398.8
1080,399.8
1090,399.3
1100,395.9
1110,396.7
1120,392.1
1130,395.7
1140,398.8
1150,399.3
1160,407.8
1170,405.7
1180,408.6
1190,414.2
1200,406.9
1210,410
1220,409.3
1230,409.5
1240,411.5
1250,409.2
1260,407.9
1270,409.3
1280,410.8
1290,407.7
1300,412.3
1310,404.1
1320,408.2
1330,409
1340,407.2
1350,408.2
1360,406.9
1370,406.4
1380,412.8
1390,407.1
1400,407.6
1410,400.6
1420,400.4
1430,409.5
1440,407.9
1450,407.7
1460,410.5
1470,410.9
1480,432.3
1490,404
1500,405.1
1510,404.4
1520,402.8
1530,399.6
1540,401.9
1550,398.7
1560,418.4
1570,421.4
1580,422.4
1590,413.2
1600,415.2
1610,418.4
1620,415.7
1630,414.8
1640,392.4
1650,399.2
1660,398.6
1670,393.9
1680,393.3
1690,398.4
1700,392.7
1710,387.7
1720,387.7
1730,387.1
1740,393.8
1750,401.3
1760,416.3
1770,411.4
1780,413.7
1790,417.3
1800,417.6
1810,420.3
1820,423.4
1830,427.4
1840,429.3
1850,421.9
1860,417.2
1870,421.4
1880,417.5
1890,424.7
1900,425.3
1910,424.5
1920,427
1930,426
1940,424.2
1950,418.2
1960,428.9
1970,421.2
1980,420.1
1990,418.5
2000,418.3
2010,421.5
2020,426.5
2030,415.8
2040,442.5
2050,422.3
2060,418.3
2070,421.1
2080,422.8
2090,426.6
2100,427.9
2110,427.6
2120,422.4
2130,423.7
2140,423.7
2150,423.8
2160,509.3
2170,529.4
2180,536.6
2190,535.6
2200,532.8
2210,527.6
2220,524.4
2230,521.6
2240,515.5
2250,528.3
2260,533.4
2270,527.6
2280,511.3
2290,513.4
2300,508.8
2310,504.9
2320,508.8
2330,434.8
2340,437.2
2350,439.6
2360,427.8
2370,421.2
2380,420.3
2390,424.3
2400,427.3
2410,425.9
2420,426.1
2430,424
2440,427.3
2450,433.8
2460,431.1
2470,432.3
2480,424.8
2490,428.6
2500,433.2
2510,431.8
2520,427.7
2530,401.7
2540,399.8
2550,399.1
2560,402
2570,401.5
2580,399.4
2590,402.1
2600,401.6
2610,404.4
2620,403.2
2630,407.4
2640,406.9
2650,403.4
2660,404
2670,406.7
2680,406.9
2690,396.9
2700,396.2
2710,397
2720,400.5
2730,381
2740,377
2750,385.1
2760,385.2
2770,383.5
2780,395.6
2790,402
2800,390.4
2810,391.5
2820,384.6
2830,387.5
2840,385.3
2850,392.1
2860,389.7
2870,386.5
2880,395.7
2890,392.3
2900,394.4
2910,393.3
2920,404.6
2930,406
2940,406.1
