t,eps_f,eps_g
10,0.0025,6.25e-05
20,0.01,0.0005
30,0.02,0.001
40,0.0217391,0.00108696
50,0.025,0.00125
60,0.025,0.00125
70,0.025,0.00125
80,0.025,0.00125
90,0.025,0.00125
100,0.025,0.00125
110,0.025,0.00125
120,0.025,0.00125
130,0.025,0.00125
140,0.025,0.00125
150,0.025,0.00125
160,0.025,0.00125
170,0.025,0.00125
180,0.025,0.00125
190,0.025,0.00125
200,0.025,0.00125
210,0.025,0.00125
220,0.025,0.00125
230,0.025,0.00125
240,0.025,0.00125
250,0.025,0.00125
260,0.025,0.00125
270,0.025,0.00125
280,0.025,0.00125
290,0.025,0.00125
300,0.025,0.00125
310,0.025,0.00125
320,0.025,0.00125
330,0.025,0.00125
340,0.025,0.00125
350,0.025,0.00125
360,0.025,0.00125
370,0.025,0.00125
380,0.025,0.00125
390,0.025,0.00125
400,0.025,0.00125
410,0.025,0.00125
420,0.025,0.00125
430,0.025,0.00125
440,0.025,0.00125
450,0.025,0.00125
460,0.025,0.00125
470,0.025,0.00125
480,0.025,0.00125
490,0.025,0.00125
500,0.025,0.00125
510,0.025,0.00125
520,0.025,0.00125
530,0.025,0.00125
540,0.025,0.00125
550,0.025,0.00125
560,0.025,0.00125
570,0.025,0.00125
580,0.025,0.00125
590,0.025,0.00125
600,0.025,0.00125
610,0.025,0.00125
620,0.025,0.00125
630,0.025,0.00125
640,0.025,0.00125
650,0.025,0.00125
660,0.025,0.00125
670,0.025,0.00125
680,0.025,0.00125
690,0.025,0.00125
700,0.025,0.00125
710,0.025,0.00125
720,0.025,0.00125
730,0.025,0.00125
740,0.025,0.00125
750,0.025,0.00125
760,0.025,0.00125
770,0.025,0.00125
780,0.025,0.00125
790,0.025,0.00125
800,0.025,0.00125
810,0.025,0.00125
820,0.025,0.00125
830,0.025,0.00125
840,0.025,0.00125
850,0.025,0.00125
860,0.025,0.00125
870,0.025,0.00125
880,0.025,0.00125
890,0.025,0.00125
900,0.025,0.00125
910,0.025,0.00125
920,0.025,0.00125
930,0.025,0.00125
940,0.025,0.00125
950,0.025,0.00125
960,0.025,0.00125
970,0.025,0.00125
980,0.025,0.00125
990,0.025,0.00125
1000,0.025,0.00125
1010,0.025,0.00125
1020,0.025,0.00125
1030,0.025,0.00125
1040,0.025,0.00125
1050,0.025,0.00125
1060,0.025,0.00125
1070,0.025,0.00125
1080,0.025,0.00125
1090,0.025,0.00125
1100,0.025,0.00125
1110,0.025,0.00125
1120,0.025,0.00125
1130,0.025,0.00125
1140,0.025,0.00125
1150,0.025,0.00125
1160,0.025,0.00125
1170,0.025,0.00125
1180,0.025,0.00125
1190,0.025,0.00125
1200,0.025,0.00125
1210,0.025,0.00125
1220,0.025,0.00125
1230,0.025,0.00125
1240,0.025,0.00125
1250,0.025,0.00125
1260,0.025,0.00125
1270,0.025,0.00125
1280,0.025,0.00125
1290,0.025,0.00125
1300,0.025,0.00125
1310,0.025,0.00125
1320,0.025,0.00125
1330,0.025,0.00125
