t,e^(-dS)
1,0.429686
2,0.421473
3,0.429386
4,1.12829
5,1.07487
6,1.04492
7,1.02329
8,1.0199
9,1.02712
10,1.00524
11,1.33336
12,1.47211
13,0.823411
14,1.19865
15,0.968381
16,0.993848
17,0.866148
18,0.980905
19,0.854191
20,1.0285
21,1.23714
22,4.91848
23,2.3448
24,1.07896
25,1.20877
26,0.986887
27,2.89215
28,1.81267
29,0.938793
30,0.827538
31,1.49123
32,1.67548
33,3.08638
34,0.932105
35,1.33016
36,0.604109
37,1.09541
38,2.16431
39,1.25999
40,3.57512
41,5.48491
42,6.01346
43,1.37975
44,1.25835
45,7.61409
46,3.83435
47,4.10005
48,0.699493
49,1.21313
50,0.66034
51,1.86881
52,0.306972
53,0.341298
54,1.72737
55,1.31811
56,1.18519
57,2.90374
58,2.30251
59,1.07182
60,0.863208
61,5.06321
62,2.38381
63,2.43952
64,4.73982
65,3.84203
66,1.60448
67,0.57241
68,1.50005
69,2.95353
70,1.27928
71,3.12364
72,9.27201
73,1.678
74,1.13564
75,1.15917
76,2.02506
77,0.915083
78,0.567111
79,1.01611
80,1.58772
81,5.09877
82,2.17124
83,1.82103
84,1.32684
85,4.95303
86,3.62916
87,1.21726
88,3.13616
89,4.35359
90,0.640696
91,1.31377
92,0.639928
93,1.53005
94,1.39431
95,6.86887
96,0.562311
97,5.71446
98,1.06307
99,1.51029
100,1.35975
101,0.681813
102,2.76765
103,0.636672
104,1.86937
105,0.826794
106,1.48914
107,0.74297
108,1.99053
109,0.68352
110,0.34611
111,1.52806
112,0.791045
113,1.52227
114,0.966514
115,3.58587
116,1.04245
117,2.22109
118,0.303007
119,1.15893
120,1.11093
121,0.783566
122,5.25405
123,1.76191
124,0.687564
125,0.687633
126,0.415489
127,0.547606
128,0.56203
129,0.367512
130,3.14559
131,3.5787
132,0.762007
133,0.817013
134,4.01887
135,4.1537
136,10.2165
137,3.45561
138,0.471234
139,0.954049
140,0.337902
141,1.55193
142,1.77749
143,2.0995
144,1.47285
145,0.622943
146,0.691702
147,0.261584
148,0.452983
149,0.432315
150,1.6143
151,0.984787
152,0.420168
153,0.886477
154,4.50866
155,0.355938
156,0.938014
157,0.257689
158,1.29927
159,0.517783
160,0.813996
161,0.439508
162,0.661464
163,0.392507
164,0.479697
165,1.20973
166,0.788597
167,1.22373
168,2.12846
169,0.858902
170,0.420547
171,0.413127
172,0.474402
173,1.11093
174,0.747291
175,0.257947
176,0.0763826
177,0.182501
178,0.34889
179,1.24023
180,0.874765
181,1.0587
182,0.97453
183,0.664514
184,2.12357
185,0.684272
186,8.87289
187,1.36383
188,0.466452
189,0.777633
190,2.97725
191,0.44052
192,2.71828
193,1.7498
194,2.34175
195,1.00893
196,2.23535
197,1.23047
198,1.32803
199,0.335209
200,0.584733
201,0.854619
202,0.409303
203,0.364583
204,1.07669
205,0.726367
206,0.391136
207,0.149868
208,0.58884
209,0.625127
210,0.644616
211,0.430676
212,0.276374
213,0.15771
214,0.789386
215,1.60801
216,0.591674
217,0.578799
218,0.701875
219,0.479074
220,2.59607
221,1.40214
222,1.11628
223,1.49272
224,1.44152
225,0.620891
226,0.362765
227,0.895476
228,3.37029
229,2.35962
230,0.689768
231,1.63526
232,2.01577
233,0.429901
234,1.56018
235,3.43151
236,4.2461
237,0.935429
238,3.42465
239,1.58613
240,0.8244
241,0.620643
242,1.70267
243,0.783958
244,1.22348
245,0.439859
246,2.37976
247,1.11316
248,2.18082
249,0.412632
250,0.625565
251,2.44391
252,0.263949
253,4.34489
254,1.14477
255,0.359155
256,1.03948
257,1.43893
258,0.692256
259,3.56442
260,1.60641
261,0.528295
262,2.60856
263,1.89212
264,0.412714
265,0.232236
266,0.579726
267,0.877481
268,0.735062
269,0.391175
270,0.443614
271,1.62125
272,1.28531
273,1.59281
274,0.604653
275,0.832602
276,1.31324
277,1.04834
278,1.48038
279,1.68035
280,0.0690448
281,3.16452
282,1.2037
283,1.85262
284,1.21872
285,5.80663
286,0.67638
287,1.31956
288,1.48617
289,0.151374
290,0.324328
291,1.05614
292,2.50779
293,0.48355
294,0.711557
295,1.66896
296,0.899515
297,0.442728
298,1.3473
299,0.161702
300,0.746769
301,0.467106
302,0.220248
303,2.92999
304,0.426902
305,0.652594
306,0.862
307,0.302401
308,5.66893
309,0.288806
310,5.20178
311,0.970504
312,6.78694
313,0.712839
314,2.01799
315,1.13894
