t,|deltaS|
1,0.8447
2,0.864
3,0.8454
4,0.1207
5,0.0722
6,0.04394
7,0.02302
8,0.0197
9,0.02676
10,0.005227
11,0.2877
12,0.3867
13,0.1943
14,0.1812
15,0.03213
16,0.006171
17,0.1437
18,0.01928
19,0.1576
20,0.0281
21,0.2128
22,1.593
23,0.8522
24,0.076
25,0.1896
26,0.0132
27,1.062
28,0.5948
29,0.06316
30,0.1893
31,0.3996
32,0.5161
33,1.127
34,0.07031
35,0.2853
36,0.504
37,0.09113
38,0.7721
39,0.2311
40,1.274
41,1.702
42,1.794
43,0.3219
44,0.2298
45,2.03
46,1.344
47,1.411
48,0.3574
49,0.1932
50,0.415
51,0.6253
52,1.181
53,1.075
54,0.5466
55,0.2762
56,0.1699
57,1.066
58,0.834
59,0.06936
60,0.1471
61,1.622
62,0.8687
63,0.8918
64,1.556
65,1.346
66,0.4728
67,0.5579
68,0.4055
69,1.083
70,0.2463
71,1.139
72,2.227
73,0.5176
74,0.1272
75,0.1477
76,0.7056
77,0.08874
78,0.5672
79,0.01598
80,0.4623
81,1.629
82,0.7753
83,0.5994
84,0.2828
85,1.6
86,1.289
87,0.1966
88,1.143
89,1.471
90,0.4452
91,0.2729
92,0.4464
93,0.4253
94,0.3324
95,1.927
96,0.5757
97,1.743
98,0.06116
99,0.4123
100,0.3073
101,0.383
102,1.018
103,0.4515
104,0.6256
105,0.1902
106,0.3982
107,0.2971
108,0.6884
109,0.3805
110,1.061
111,0.424
112,0.2344
113,0.4202
114,0.03406
115,1.277
116,0.04157
117,0.798
118,1.194
119,0.1475
120,0.1052
121,0.2439
122,1.659
123,0.5664
124,0.3746
125,0.3745
126,0.8783
127,0.6022
128,0.5762
129,1.001
130,1.146
131,1.275
132,0.2718
133,0.2021
134,1.391
135,1.424
136,2.324
137,1.24
138,0.7524
139,0.04704
140,1.085
141,0.4395
142,0.5752
143,0.7417
144,0.3872
145,0.4733
146,0.3686
147,1.341
148,0.7919
149,0.8386
150,0.4789
151,0.01533
152,0.8671
153,0.1205
154,1.506
155,1.033
156,0.06399
157,1.356
158,0.2618
159,0.6582
160,0.2058
161,0.8221
162,0.4133
163,0.9352
164,0.7346
165,0.1904
166,0.2375
167,0.2019
168,0.7554
169,0.1521
170,0.8662
171,0.884
172,0.7457
173,0.1052
174,0.2913
175,1.355
176,2.572
177,1.701
178,1.053
179,0.2153
180,0.1338
181,0.05704
182,0.0258
183,0.4087
184,0.7531
185,0.3794
186,2.183
187,0.3103
188,0.7626
189,0.2515
190,1.091
191,0.8198
192,1
193,0.5595
194,0.8509
195,0.008895
196,0.8044
197,0.2074
198,0.2837
199,1.093
200,0.5366
201,0.1571
202,0.8933
203,1.009
204,0.07389
205,0.3197
206,0.9387
207,1.898
208,0.5296
209,0.4698
210,0.4391
211,0.8424
212,1.286
213,1.847
214,0.2365
215,0.475
216,0.5248
217,0.5468
218,0.354
219,0.7359
220,0.954
221,0.338
222,0.11
223,0.4006
224,0.3657
225,0.4766
226,1.014
227,0.1104
228,1.215
229,0.8585
230,0.3714
231,0.4918
232,0.701
233,0.8442
234,0.4448
235,1.233
236,1.446
237,0.06675
238,1.231
239,0.4613
240,0.1931
241,0.477
242,0.5322
243,0.2434
244,0.2017
245,0.8213
246,0.867
247,0.1072
248,0.7797
249,0.8852
250,0.4691
251,0.8936
252,1.332
253,1.469
254,0.1352
255,1.024
256,0.03872
257,0.3639
258,0.3678
259,1.271
