t,G,F1,F2,F3
1,0.002941,0.003383,null,null
2,0.002932,0.003279,null,null
3,0.002929,0.003281,null,null
4,0.002929,0.003284,null,null
5,0.002926,0.003289,null,null
6,0.002921,0.003289,null,null
7,0.002922,0.003287,null,null
8,0.002923,0.003289,null,null
9,0.002921,0.003293,null,null
10,0.002918,0.003298,null,null
11,0.002913,0.003297,null,null
12,0.002915,0.003296,null,null
13,0.002916,0.003302,null,null
14,0.00291,0.003303,null,null
15,0.002909,0.003308,null,null
16,0.002905,0.003309,null,null
17,0.002909,0.003314,null,null
18,0.002904,0.003316,null,null
19,0.002902,0.003314,null,null
20,0.002901,0.003318,null,null
21,0.005802,0.006636,null,null
22,0.005802,0.006643,null,null
23,0.005795,0.006639,null,null
24,0.005796,0.00664,null,null
25,0.005796,0.006654,null,null
26,0.005792,0.006653,null,null
27,0.005787,0.00665,null,null
28,0.005788,0.006655,null,null
29,0.005788,0.006648,null,null
30,0.005793,0.006642,null,null
31,0.005789,0.006643,null,null
32,0.00579,0.006655,null,null
33,0.005796,0.006656,null,null
34,0.005795,0.006656,null,null
35,0.005781,0.006651,null,null
36,0.005789,0.00665,null,null
37,0.005787,0.00666,null,null
38,0.005778,0.006657,null,null
39,0.005781,0.006655,null,null
40,0.005786,0.006655,null,null
41,0.01156,0.01331,null,null
42,0.01156,0.01333,null,null
43,0.01156,0.01334,null,null
44,0.01156,0.01334,null,null
45,0.01156,0.01334,null,null
46,0.01154,0.01335,null,null
47,0.01154,0.01336,null,null
48,0.01155,0.01335,null,null
49,0.01155,0.01337,null,null
50,0.01153,0.01337,null,null
51,0.01153,0.01338,null,null
52,0.01153,0.01337,null,null
53,0.01154,0.01337,null,null
54,0.01154,0.01337,null,null
55,0.01153,0.01338,null,null
56,0.01152,0.01339,null,null
57,0.01152,0.01339,null,null
58,0.01152,0.01338,null,null
59,0.01154,0.01339,null,null
60,0.01153,0.01339,null,null
61,0.01152,0.01338,null,null
62,0.01152,0.0134,null,null
63,0.01152,0.0134,null,null
64,0.0115,0.01339,null,null
65,0.0115,0.0134,null,null
66,0.01151,0.01341,null,null
67,0.0115,0.01341,null,null
68,0.01152,0.01341,null,null
69,0.0115,0.01341,null,null
