t,N_f,N_g
10,112,1120
20,112,1120
30,56,560
40,56,560
50,28,280
60,28,280
70,28,280
80,28,280
90,28,280
100,28,280
110,28,280
120,28,280
130,28,280
140,28,280
150,28,280
160,28,280
170,28,280
180,28,280
190,28,280
200,28,280
210,28,280
220,28,280
230,28,280
240,28,280
250,28,280
260,28,280
270,28,280
280,28,280
290,28,280
300,28,280
310,28,280
320,28,280
330,28,280
340,28,280
350,28,280
360,28,280
370,28,280
380,28,280
390,28,280
400,28,280
410,28,280
420,28,280
430,28,280
440,28,280
450,28,280
460,28,280
470,28,280
480,28,280
490,28,280
500,28,280
510,28,280
520,28,280
530,28,280
540,28,280
550,28,280
560,28,280
570,28,280
580,28,280
590,28,280
600,28,280
610,28,280
620,28,280
630,28,280
640,28,280
650,28,280
660,28,280
670,28,280
680,28,280
690,28,280
700,28,280
710,28,280
720,28,280
730,28,280
740,28,280
750,28,280
760,28,280
770,28,280
780,28,280
790,28,280
800,28,280
810,28,280
820,28,280
830,28,280
840,28,280
850,28,280
860,28,280
870,28,280
880,28,280
890,28,280
900,28,280
910,28,280
920,28,280
930,28,280
940,28,280
950,28,280
960,28,280
970,28,280
980,28,280
990,28,280
1000,28,280
1010,28,280
1020,28,280
1030,28,280
1040,28,280
1050,28,280
1060,28,280
1070,28,280
1080,28,280
1090,28,280
1100,28,280
1110,28,280
1120,28,280
1130,28,280
1140,28,280
1150,28,280
1160,28,280
1170,28,280
1180,28,280
1190,28,280
1200,28,280
1210,28,280
1220,28,280
1230,28,280
1240,28,280
1250,28,280
1260,28,280
1270,28,280
1280,28,280
1290,28,280
1300,28,280
1310,28,280
1320,28,280
1330,28,280
1340,28,280
1350,28,280
1360,28,280
1370,28,280
1380,28,280
1390,28,280
1400,28,280
1410,28,280
1420,28,280
1430,28,280
1440,28,280
1450,28,280
1460,28,280
1470,28,280
1480,28,280
1490,28,280
1500,28,280
1510,28,280
1520,28,280
1530,28,280
1540,28,280
1550,28,280
1560,28,280
1570,28,280
1580,28,280
1590,28,280
1600,28,280
1610,28,280
1620,28,280
1630,28,280
1640,28,280
1650,28,280
1660,28,280
1670,28,280
1680,28,280
1690,28,280
1700,28,280
1710,28,280
1720,28,280
1730,28,280
1740,28,280
1750,28,280
1760,28,280
1770,28,280
1780,28,280
1790,28,280
1800,28,280
1810,28,280
1820,28,280
1830,28,280
1840,28,280
1850,28,280
1860,28,280
1870,28,280
1880,28,280
1890,28,280
1900,28,280
1910,28,280
1920,28,280
1930,28,280
1940,28,280
1950,28,280
1960,28,280
1970,28,280
1980,28,280
1990,28,280
2000,28,280
2010,28,280
2020,28,280
2030,28,280
2040,28,280
2050,28,280
2060,28,280
2070,28,280
2080,28,280
2090,28,280
2100,28,280
2110,28,280
2120,28,280
2130,28,280
2140,28,280
2150,28,280
2160,28,280
2170,28,280
2180,28,280
2190,28,280
2200,28,280
2210,28,280
2220,28,280
2230,28,280
2240,28,280
2250,28,280
2260,28,280
2270,28,280
2280,28,280
2290,28,280
2300,28,280
2310,28,280
2320,28,280
2330,28,280
2340,28,280
2350,28,280
2360,28,280
2370,28,280
2380,28,280
2390,28,280
2400,28,280
2410,28,280
2420,28,280
2430,28,280
2440,28,280
2450,28,280
2460,28,280
2470,28,280
2480,28,280
2490,28,280
2500,28,280
2510,28,280
2520,28,280
2530,28,280
2540,28,280
2550,28,280
2560,28,280
2570,28,280
2580,28,280
2590,28,280
2600,28,280
2610,28,280
2620,28,280
2630,28,280
2640,28,280
2650,28,280
2660,28,280
2670,28,280
2680,28,280
2690,28,280
2700,28,280
2710,28,280
2720,28,280
2730,28,280
2740,28,280
2750,28,280
2760,28,280
2770,28,280
2780,28,280
2790,28,280
2800,28,280
2810,28,280
2820,28,280
2830,28,280
2840,28,280
2850,28,280
2860,28,280
2870,28,280
2880,28,280
2890,28,280
2900,28,280
2910,28,280
