MDTU,min_ave,max_ave
1,-0.247115,0.220975
2,-0.246213,0.221547
3,-0.24724,0.221304
4,-0.248254,0.220321
5,-0.25006,0.219507
6,-0.249969,0.220878
7,-0.250165,0.220712
8,-0.251197,0.219858
9,-0.253144,0.219421
10,-0.254734,0.218706
11,-0.255101,0.218288
12,-0.252527,0.219734
13,-0.255726,0.218169
14,-0.256292,0.218478
15,-0.258111,0.217671
16,-0.258018,0.218061
17,-0.259175,0.217518
18,-0.260702,0.217216
19,-0.261209,0.217119
20,-0.26313,0.215699
21,-0.262143,0.21631
22,-0.262318,0.215309
23,-0.260968,0.216153
24,-0.260988,0.21647
25,-0.262114,0.216737
26,-0.261672,0.216466
27,-0.261104,0.216706
28,-0.261457,0.217584
29,-0.261658,0.216829
30,-0.262313,0.216811
31,-0.261194,0.216788
32,-0.264715,0.215866
33,-0.261792,0.216584
34,-0.264888,0.214682
35,-0.265686,0.213557
36,-0.263853,0.214663
37,-0.265889,0.214777
38,-0.26518,0.214584
39,-0.264912,0.215014
40,-0.264841,0.215126
41,-0.264795,0.215245
42,-0.265207,0.215166
43,-0.267971,0.214176
44,-0.266325,0.214871
45,-0.266696,0.214424
46,-0.268806,0.214432
47,-0.269017,0.213325
48,-0.269421,0.213614
49,-0.272668,0.212484
50,-0.272668,0.212484
51,-0.274002,0.211873
52,-0.273711,0.211613
53,-0.273711,0.211613
54,-0.273711,0.211613
55,-0.273563,0.211521
56,-0.272668,0.211826
57,-0.273806,0.211488
58,-0.273806,0.211488
59,-0.2734,0.212866
60,-0.273864,0.211683
61,-0.273864,0.211683
62,-0.275847,0.210816
63,-0.275847,0.210816
64,-0.276627,0.211583
65,-0.275833,0.211319
66,-0.277641,0.210178
67,-0.276578,0.21102
68,-0.276578,0.21102
69,-0.277532,0.211105
70,-0.277383,0.211531
71,-0.278151,0.210264
72,-0.278151,0.210264
73,-0.278151,0.210264
74,-0.278151,0.210264
75,-0.27596,0.211069
76,-0.27596,0.211069
77,-0.274737,0.210981
78,-0.277109,0.210622
79,-0.275584,0.210861
80,-0.275078,0.211723
81,-0.273248,0.212678
82,-0.273248,0.212678
83,-0.273248,0.212678
84,-0.276278,0.211332
85,-0.277535,0.210519
86,-0.275528,0.211016
87,-0.274785,0.211463
88,-0.277503,0.210972
89,-0.27721,0.211429
90,-0.27562,0.212089
91,-0.27562,0.212089
92,-0.276346,0.212306
93,-0.276985,0.212491
94,-0.27779,0.211137
95,-0.27779,0.211137
96,-0.27779,0.211137
97,-0.27779,0.211137
98,-0.27779,0.211137
99,-0.276461,0.211975
100,-0.278264,0.211472
101,-0.27735,0.211908
102,-0.280051,0.210455
103,-0.2774,0.211321
104,-0.2774,0.211321
105,-0.2775,0.211971
106,-0.277333,0.212014
107,-0.276441,0.211311
108,-0.277363,0.210494
109,-0.277363,0.210494
110,-0.277121,0.210311
111,-0.277312,0.210577
112,-0.277312,0.210577
113,-0.277931,0.21015
114,-0.279176,0.209437
115,-0.279588,0.210327
116,-0.279588,0.210327
117,-0.280033,0.209709
118,-0.280033,0.209709
119,-0.281201,0.208967
120,-0.279701,0.210228
121,-0.279701,0.210228
122,-0.278695,0.20989
123,-0.278172,0.211075
124,-0.278172,0.211075
125,-0.279403,0.21042
126,-0.279403,0.21042
127,-0.279156,0.210831
128,-0.278595,0.210854
129,-0.278595,0.210854
130,-0.279251,0.211261
131,-0.279584,0.210494
132,-0.279584,0.210494
133,-0.280807,0.209915
134,-0.284794,0.209007
135,-0.282864,0.209174
136,-0.282864,0.209174
137,-0.28045,0.209776
138,-0.28045,0.209776
139,-0.281131,0.209919
140,-0.280666,0.210349
141,-0.280242,0.210373
142,-0.2795,0.211163
143,-0.280442,0.210531
144,-0.280442,0.210531
145,-0.279438,0.211161
146,-0.281426,0.2101
147,-0.282144,0.210564
148,-0.282144,0.210564
149,-0.284146,0.209543
150,-0.284146,0.209543
151,-0.284471,0.209641
152,-0.283585,0.209765
153,-0.283585,0.209765
154,-0.28382,0.209188
155,-0.28382,0.209188
156,-0.283081,0.210019
157,-0.283377,0.209156
158,-0.285663,0.207807
159,-0.285663,0.207807
160,-0.285041,0.208145
161,-0.286667,0.20733
162,-0.286512,0.207915
163,-0.286638,0.207241
164,-0.286213,0.207479
165,-0.286213,0.207479
166,-0.286213,0.207479
167,-0.288164,0.206409
168,-0.289879,0.205898
169,-0.289017,0.206427
170,-0.290154,0.206477
171,-0.290154,0.206477
172,-0.290789,0.206184
173,-0.29039,0.205998
174,-0.293842,0.204699
175,-0.291253,0.205833
176,-0.288855,0.20663
177,-0.28618,0.207637
178,-0.289767,0.206363
179,-0.288796,0.207086
180,-0.289063,0.207309
181,-0.287786,0.207666
182,-0.288786,0.206785
183,-0.287532,0.206514
184,-0.287532,0.206514
185,-0.287532,0.206514
186,-0.290401,0.205176
187,-0.289636,0.205626
188,-0.2893,0.206823
189,-0.288149,0.206665
190,-0.28865,0.207519
191,-0.28865,0.207519
192,-0.28784,0.20792
193,-0.288389,0.207053
194,-0.290467,0.206749
195,-0.290265,0.207174
196,-0.290265,0.207174
197,-0.290265,0.207174
198,-0.292976,0.206561
199,-0.292976,0.206561
200,-0.291209,0.207052
201,-0.290669,0.207139
202,-0.291657,0.206825
203,-0.291657,0.206825
204,-0.293371,0.20603
205,-0.293371,0.20603
206,-0.293371,0.20603
207,-0.290665,0.207337
208,-0.2923,0.206253
209,-0.2923,0.206253
210,-0.2923,0.206253
211,-0.293014,0.20635
212,-0.293014,0.20635
213,-0.293014,0.20635
214,-0.293014,0.20635
215,-0.293014,0.20635
216,-0.292996,0.206224
217,-0.292767,0.207265
218,-0.29269,0.206422
219,-0.29369,0.206015
220,-0.294302,0.205186
221,-0.294166,0.205416
222,-0.294632,0.204964
223,-0.294673,0.204517
224,-0.293565,0.206055
225,-0.294589,0.20531
226,-0.294589,0.20531
227,-0.291659,0.206499
228,-0.291659,0.206499
229,-0.293093,0.206179
230,-0.293093,0.206179
231,-0.293093,0.206179
232,-0.293991,0.205659
233,-0.293991,0.205659
234,-0.295251,0.205389
235,-0.297506,0.204716
236,-0.294482,0.205155
237,-0.294482,0.205155
238,-0.295448,0.204501
239,-0.296456,0.205221
240,-0.296865,0.204346
241,-0.297783,0.203933
242,-0.297783,0.203933
243,-0.297283,0.204267
244,-0.298929,0.203812
245,-0.300578,0.204001
246,-0.2984,0.204672
247,-0.299932,0.204008
248,-0.299932,0.204008
249,-0.299932,0.204008
250,-0.298677,0.20412
251,-0.299122,0.203953
252,-0.297915,0.203649
253,-0.298899,0.202534
254,-0.299931,0.202499
255,-0.297552,0.203457
256,-0.296691,0.204741
257,-0.296485,0.204328
258,-0.295233,0.205038
259,-0.296569,0.20454
260,-0.296569,0.20454
261,-0.295501,0.20455
262,-0.295501,0.20455
263,-0.29525,0.205127
264,-0.29525,0.205127
265,-0.296282,0.204743
266,-0.296282,0.204743
267,-0.295295,0.205285
268,-0.294554,0.204699
269,-0.294554,0.204699
270,-0.294554,0.204699
271,-0.294287,0.205279
272,-0.294672,0.205861
273,-0.292769,0.206429
274,-0.294054,0.205891
275,-0.293967,0.205279
276,-0.293108,0.205155
277,-0.293108,0.205155
278,-0.293108,0.205155
279,-0.290457,0.206304
280,-0.290457,0.206304
281,-0.290335,0.207331
282,-0.287275,0.208037
283,-0.287275,0.208037
284,-0.287275,0.208037
285,-0.290436,0.206082
286,-0.290436,0.206082
287,-0.29036,0.207047
