t,walltime
10,1185
20,1180
30,492.9
40,494.6
50,345.4
60,342.5
70,327.9
80,333.8
90,332.6
100,334.8
110,300.6
120,282.9
130,283.1
140,284.2
150,288.4
160,280.7
170,288
180,286.1
190,288.1
200,282.9
210,283.7
220,283.4
230,289.3
240,291.5
250,297.6
260,291.6
270,301.2
280,290.9
290,291.3
300,290
310,291.5
320,284.4
330,294.5
340,303.9
350,286.2
360,303.6
370,316.8
380,298.8
390,302.6
400,299.3
410,294.1
420,312.7
430,303
440,297.6
450,305.5
460,294.9
470,308.7
480,303.7
490,297.7
500,308.5
510,305.3
520,301.9
530,305.8
540,306.8
550,295.2
560,298.3
570,291.4
580,288.7
590,290.7
600,284.6
610,290.5
620,296.6
630,308.6
640,298.7
650,293.7
660,301.7
670,295
680,304.5
690,297.9
700,296.7
710,294.4
720,298.4
730,298.6
740,299
750,300
760,301.2
770,309
780,303.6
790,301.7
800,296.9
810,294.9
820,315.9
830,321.3
840,317.8
850,294.3
860,306.6
870,309.7
880,295.9
890,303
900,298.4
910,301.4
920,301
930,310
940,303.9
950,298.4
960,296.4
970,300.8
980,295
990,294.3
1000,300.9
1010,297.2
1020,316.6
1030,311.4
1040,300.7
1050,300
1060,292
1070,291.1
1080,289.3
1090,291.6
1100,290.2
1110,293.1
1120,290.6
1130,288.6
1140,291.3
1150,290.8
1160,292
1170,292.2
1180,288.6
1190,289.2
1200,291
1210,286.9
1220,289.8
1230,290.8
1240,288.8
1250,286.1
1260,286.7
1270,289.7
1280,287.9
1290,290.8
1300,294.9
1310,287.9
1320,263.8
1330,262
1340,259.8
1350,260.3
1360,269.8
1370,275.5
1380,277.5
1390,267.1
1400,262.7
1410,261.9
1420,259.9
1430,268.8
1440,266.8
1450,262.9
1460,265.5
1470,260.6
1480,261.5
1490,266.6
1500,269.1
1510,272.9
1520,260.9
1530,263.8
1540,269.4
1550,263.3
1560,264.7
1570,262.4
1580,263.1
1590,267.6
1600,262.5
1610,271.6
1620,267.6
1630,269.6
1640,271.4
1650,270.5
1660,269
1670,267.7
1680,260.5
1690,265.7
1700,268.8
1710,275
1720,268.4
1730,268.9
1740,269.3
1750,271.1
1760,273.2
1770,261.3
1780,266.2
1790,268.1
1800,261.5
1810,263.8
1820,285
1830,284.1
1840,285.2
1850,285.8
1860,282.5
1870,285.5
1880,283.6
1890,285.5
1900,285.7
1910,290.4
1920,284.3
1930,285.3
1940,281.4
1950,285
1960,282.6
1970,286
1980,285.3
1990,290.6
2000,285.8
2010,284.8
2020,283.5
2030,287.3
2040,283.4
2050,284.4
2060,289.5
2070,288.3
2080,284.1
2090,286.7
2100,289
2110,290.5
2120,290.2
2130,294.5
2140,288.9
2150,289.6
2160,288
2170,283.8
2180,283.6
2190,286.5
2200,288.9
2210,295.1
2220,298
2230,291
2240,288.6
2250,286.3
2260,290.4
2270,288.3
2280,291.9
2290,286.4
2300,288.6
2310,284.2
2320,286.5
2330,283.3
2340,284.6
2350,284.6
2360,290
2370,288.8
2380,289
2390,290.8
2400,288.8
2410,289.6
2420,288.1
2430,282.9
2440,282.8
2450,286.6
2460,286.7
2470,284.3
2480,285.4
2490,290.3
2500,287.8
2510,287.2
2520,290.5
2530,284.2
2540,293.9
2550,286.4
2560,288.4
2570,284.5
2580,282.7
2590,279.1
2600,283.7
2610,282.5
2620,291.4
2630,287.9
2640,286
2650,288.7
2660,287.4
2670,285.1
2680,290.1
2690,286.3
2700,290
2710,286.1
2720,288.8
2730,295.1
2740,295.2
2750,292.2
2760,286.6
2770,286.8
2780,292.6
2790,291.6
2800,286.3
2810,281.5
2820,272.8
2830,269.3
2840,276.4
2850,270.2
2860,263.1
2870,261.8
2880,262.8
2890,260.5
2900,268
2910,264.1
2920,263.5
2930,264.5
2940,263.2
2950,269.8
2960,268
2970,261
2980,266.9
2990,263.5
3000,271
3010,268.3
3020,267.2
3030,274.3
3040,273.1
3050,270.6
3060,265
3070,269.5
3080,267.3
3090,271.1
3100,268.2
3110,266.5
3120,266.4
3130,266.1
3140,269.7
3150,271.3
3160,266.9
3170,271.5
3180,269.7
3190,262.8
3200,272.9
3210,267.1
3220,268.3
3230,269.6
3240,268.3
3250,275.2
3260,268.8
3270,263
3280,267.9
3290,271.5
3300,271.4
3310,268.9
3320,256.1
3330,252.7
3340,252.1
3350,258.5
3360,256
3370,257.5
3380,261.4
3390,253.8
3400,249.8
3410,254
3420,252.5
3430,249.6
3440,255.1
3450,254.2
3460,254.2
3470,250.3
3480,250.1
3490,250.4
3500,249.2
3510,250
3520,250.6
3530,249.4
3540,253.2
3550,252.9
3560,251.5
3570,255.8
3580,254.2
3590,253.6
3600,254.7
3610,258.3
3620,253.6
3630,251.9
3640,250.4
3650,247.1
3660,251.5
3670,254.6
3680,255.2
3690,248.7
3700,252
3710,251.8
3720,247
3730,254.5
3740,256
3750,251.1
3760,249.9
3770,253.2
3780,258.4
3790,260.8
3800,253
3810,253.4
3820,255.7
3830,255.2
3840,253
3850,251.6
3860,252.8
3870,253.4
3880,255.7
3890,254
3900,255.2
3910,255.6
3920,252.8
3930,251.5
3940,252.3
3950,253.3
3960,251
3970,250.4
3980,254.7
3990,253.9
4000,254.9
4010,253
4020,254.6
4030,252.8
4040,254.4
4050,252.4
4060,248.2
4070,252.3
4080,254.5
4090,261.5
4100,259.3
4110,249.7
4120,248.5
4130,246.5
4140,245.8
4150,247.2
4160,254.8
4170,250.8
4180,252.8
4190,251.2
4200,249.3
4210,251.6
4220,248.7
4230,250.8
4240,250.4
4250,247.1
4260,246.8
4270,256.7
4280,252.4
4290,248.4
4300,248.8
4310,252.2
4320,248.3
4330,247.1
4340,248.4
4350,247
4360,248
4370,249
4380,253.7
4390,251.3
4400,248.8
4410,248.4
4420,248.3
4430,245.5
4440,248.1
4450,249.4
4460,251.6
4470,247.6
4480,244.4
4490,249.2
4500,253.1
4510,252.3
