t,cost
10,4266
20,4248
30,1774.44
40,1780.56
50,1243.44
60,1233
70,1180.44
80,1201.68
90,1197.36
100,1205.28
110,1082.16
120,1018.44
130,1019.16
140,1023.12
150,1038.24
160,1010.52
170,1036.8
180,1029.96
190,1037.16
200,1018.44
210,1021.32
220,1020.24
230,1041.48
240,1049.4
250,1071.36
260,1049.76
270,1084.32
280,1047.24
290,1048.68
300,1044
310,1049.4
320,1023.84
330,1060.2
340,1094.04
350,1030.32
360,1092.96
370,1140.48
380,1075.68
390,1089.36
400,1077.48
410,1058.76
420,1125.72
430,1090.8
440,1071.36
450,1099.8
460,1061.64
470,1111.32
480,1093.32
490,1071.72
500,1110.6
510,1099.08
520,1086.84
530,1100.88
540,1104.48
550,1062.72
560,1073.88
570,1049.04
580,1039.32
590,1046.52
600,1024.56
610,1045.8
620,1067.76
630,1110.96
640,1075.32
650,1057.32
660,1086.12
670,1062
680,1096.2
690,1072.44
700,1068.12
710,1059.84
720,1074.24
730,1074.96
740,1076.4
750,1080
760,1084.32
770,1112.4
780,1092.96
790,1086.12
800,1068.84
810,1061.64
820,1137.24
830,1156.68
840,1144.08
850,1059.48
860,1103.76
870,1114.92
880,1065.24
890,1090.8
900,1074.24
910,1085.04
920,1083.6
930,1116
940,1094.04
950,1074.24
960,1067.04
970,1082.88
980,1062
990,1059.48
1000,1083.24
1010,1069.92
1020,1139.76
1030,1121.04
1040,1082.52
1050,1080
1060,1051.2
1070,1047.96
1080,1041.48
1090,1049.76
1100,1044.72
1110,1055.16
1120,1046.16
1130,1038.96
1140,1048.68
1150,1046.88
1160,1051.2
1170,1051.92
1180,1038.96
1190,1041.12
1200,1047.6
1210,1032.84
1220,1043.28
1230,1046.88
1240,1039.68
1250,1029.96
1260,1032.12
1270,1042.92
1280,1036.44
1290,1046.88
1300,1061.64
1310,1036.44
1320,949.68
1330,943.2
1340,935.28
1350,937.08
1360,971.28
1370,991.8
1380,999
1390,961.56
1400,945.72
1410,942.84
1420,935.64
1430,967.68
1440,960.48
1450,946.44
1460,955.8
1470,938.16
1480,941.4
1490,959.76
1500,968.76
1510,982.44
1520,939.24
1530,949.68
1540,969.84
1550,947.88
1560,952.92
1570,944.64
1580,947.16
1590,963.36
1600,945
1610,977.76
1620,963.36
1630,970.56
1640,977.04
1650,973.8
1660,968.4
1670,963.72
1680,937.8
1690,956.52
1700,967.68
1710,990
1720,966.24
1730,968.04
1740,969.48
1750,975.96
1760,983.52
1770,940.68
1780,958.32
1790,965.16
1800,941.4
1810,949.68
1820,1026
1830,1022.76
1840,1026.72
1850,1028.88
1860,1017
1870,1027.8
1880,1020.96
1890,1027.8
1900,1028.52
1910,1045.44
1920,1023.48
1930,1027.08
1940,1013.04
1950,1026
1960,1017.36
1970,1029.6
1980,1027.08
1990,1046.16
2000,1028.88
2010,1025.28
2020,1020.6
2030,1034.28
2040,1020.24
2050,1023.84
2060,1042.2
2070,1037.88
2080,1022.76
2090,1032.12
2100,1040.4
2110,1045.8
2120,1044.72
2130,1060.2
2140,1040.04
2150,1042.56
2160,1036.8
2170,1021.68
2180,1020.96
2190,1031.4
2200,1040.04
2210,1062.36
2220,1072.8
2230,1047.6
2240,1038.96
2250,1030.68
2260,1045.44
2270,1037.88
2280,1050.84
2290,1031.04
2300,1038.96
2310,1023.12
2320,1031.4
2330,1019.88
2340,1024.56
2350,1024.56
2360,1044
2370,1039.68
2380,1040.4
2390,1046.88
2400,1039.68
2410,1042.56
2420,1037.16
2430,1018.44
2440,1018.08
2450,1031.76
2460,1032.12
2470,1023.48
2480,1027.44
2490,1045.08
