t,N_f,N_g
10,104,832
20,52,416
30,30,240
40,30,240
50,30,240
60,30,240
70,30,240
80,30,240
90,30,240
100,30,240
110,28,280
120,28,280
130,28,280
140,28,280
150,28,280
160,28,280
170,28,280
180,28,280
190,28,280
200,28,280
210,26,260
220,26,260
230,26,260
240,26,260
250,26,260
260,26,260
270,26,260
280,26,260
290,26,260
300,26,260
310,26,260
320,26,260
330,26,260
340,26,260
350,26,260
360,26,260
370,26,260
380,26,260
390,26,260
400,26,260
410,26,260
420,26,260
430,26,260
440,26,260
450,26,260
460,26,260
470,26,260
480,26,260
490,26,260
500,26,260
510,26,260
520,26,260
530,26,260
540,26,260
550,26,260
560,26,260
570,26,260
580,26,260
590,26,260
600,26,260
610,26,260
620,26,260
630,26,260
640,26,260
650,26,260
660,26,260
670,26,260
680,26,260
690,26,260
700,26,260
710,26,260
720,26,260
730,26,260
740,26,260
750,26,260
760,26,260
770,26,260
780,26,260
790,26,260
800,26,260
810,26,260
820,26,260
830,26,260
840,26,260
850,26,260
860,26,260
870,26,260
880,26,260
890,26,260
900,26,260
910,26,260
920,26,260
930,26,260
940,26,260
950,26,260
960,26,260
970,26,260
980,26,260
990,26,260
1000,26,260
1010,26,260
1020,26,260
1030,26,260
1040,26,260
1050,26,260
1060,26,260
1070,26,260
1080,26,260
1090,26,260
1100,26,260
1110,26,260
1120,26,260
1130,26,260
1140,26,260
1150,26,260
1160,26,260
1170,26,260
1180,26,260
1190,26,260
1200,26,260
1210,26,260
1220,26,260
1230,26,260
1240,26,260
1250,26,260
1260,26,260
1270,26,260
1280,26,260
1290,26,260
1300,26,260
1310,26,260
1320,26,260
1330,26,260
1340,26,260
1350,26,260
1360,26,260
1370,26,260
1380,26,260
1390,26,260
1400,26,260
1410,26,260
1420,26,260
1430,26,260
1440,26,260
1450,26,260
1460,26,260
1470,26,260
1480,26,260
1490,26,260
1500,26,260
1510,26,260
1520,26,260
1530,26,260
1540,26,260
1550,26,260
1560,26,260
1570,26,260
1580,26,260
1590,26,260
1600,26,260
1610,26,260
1620,26,260
1630,26,260
1640,26,260
1650,26,260
1660,26,260
1670,26,260
1680,26,260
1690,26,260
1700,26,260
1710,26,260
1720,26,260
1730,26,260
1740,26,260
1750,26,260
1760,26,260
1770,26,260
1780,26,260
1790,26,260
1800,26,260
1810,26,260
1820,26,260
1830,26,260
1840,26,260
1850,26,260
1860,26,260
1870,26,260
1880,26,260
1890,26,260
1900,26,260
1910,26,260
1920,26,260
1930,26,260
1940,26,260
1950,26,260
1960,26,260
1970,26,260
1980,26,260
1990,26,260
2000,26,260
2010,26,260
2020,26,260
2030,26,260
2040,26,260
2050,26,260
2060,26,260
2070,26,260
2080,26,260
2090,26,260
2100,26,260
2110,26,260
2120,26,260
2130,26,260
2140,26,260
2150,26,260
2160,26,260
2170,26,260
2180,26,260
2190,26,260
2200,26,260
2210,26,260
2220,26,260
2230,26,260
2240,26,260
2250,26,260
2260,26,260
2270,26,260
2280,26,260
2290,26,260
2300,26,260
2310,26,260
2320,26,260
2330,26,260
2340,26,260
2350,26,260
2360,26,260
2370,26,260
2380,26,260
2390,26,260
2400,26,260
2410,26,260
2420,26,260
2430,26,260
2440,26,260
2450,26,260
2460,26,260
2470,26,260
2480,26,260
2490,26,260
2500,26,260
2510,26,260
2520,26,260
2530,26,260
2540,26,260
2550,26,260
2560,26,260
2570,26,260
2580,26,260
2590,26,260
2600,26,260
2610,26,260
2620,26,260
2630,26,260
2640,26,260
2650,26,260
2660,26,260
2670,26,260
2680,26,260
2690,26,260
2700,26,260
2710,26,260
2720,26,260
2730,26,260
2740,26,260
2750,26,260
2760,26,260
2770,26,260
2780,26,260
2790,26,260
2800,26,260
2810,26,260
2820,26,260
2830,26,260
2840,26,260
2850,26,260
2860,26,260
2870,26,260
2880,26,260
2890,26,260
2900,26,260
2910,26,260
2920,26,260
2930,26,260
2940,26,260
2950,26,260
2960,26,260
2970,26,260
2980,26,260
2990,26,260
3000,26,260
3010,26,260
3020,26,260
3030,26,260
3040,26,260
3050,26,260
3060,26,260
3070,26,260
3080,26,260
3090,26,260
3100,26,260
3110,26,260
3120,26,260
3130,26,260
3140,26,260
3150,26,260
3160,26,260
3170,26,260
3180,26,260
3190,26,260
3200,26,260
3210,26,260
3220,26,260
3230,26,260
3240,26,260
3250,26,260
3260,26,260
3270,26,260
3280,26,260
3290,26,260
3300,26,260
3310,26,260
3320,26,260
3330,26,260
3340,26,260
3350,26,260
3360,26,260
3370,26,260
3380,26,260
3390,26,260
3400,26,260
3410,26,260
3420,26,260
3430,26,260
3440,26,260
3450,26,260
3460,26,260
3470,26,260
3480,26,260
3490,26,260
3500,26,260
3510,26,260
3520,26,260
3530,26,260
3540,26,260
3550,26,260
3560,26,260
3570,26,260
3580,26,260
3590,26,260
3600,26,260
3610,26,260
3620,26,260
3630,26,260
3640,26,260
3650,26,260
3660,26,260
3670,26,260
3680,26,260
3690,26,260
3700,26,260
3710,26,260
3720,26,260
3730,26,260
3740,26,260
3750,26,260
3760,26,260
3770,26,260
3780,26,260
3790,26,260
3800,26,260
3810,26,260
3820,26,260
3830,26,260
3840,26,260
3850,26,260
3860,26,260
3870,26,260
3880,26,260
3890,26,260
3900,26,260
3910,26,260
3920,26,260
3930,26,260
3940,26,260
3950,26,260
3960,26,260
3970,26,260
3980,26,260
3990,26,260
4000,26,260
4010,26,260
4020,26,260
4030,26,260
4040,26,260
4050,26,260
4060,26,260
4070,26,260
4080,26,260
4090,26,260
4100,26,260
4110,26,260
4120,26,260
4130,26,260
4140,26,260
4150,26,260
4160,26,260
4170,26,260
4180,26,260
4190,26,260
4200,26,260
4210,26,260
4220,26,260
4230,26,260
4240,26,260
4250,26,260
4260,26,260
4270,26,260
4280,26,260
4290,26,260
4300,26,260
4310,26,260
4320,26,260
4330,26,260
4340,26,260
4350,26,260
4360,26,260
4370,26,260
4380,26,260
4390,26,260
4400,26,260
4410,26,260
4420,26,260
4430,26,260
4440,26,260
4450,26,260
4460,26,260
4470,26,260
4480,26,260
4490,26,260
4500,26,260
4510,26,260
4520,26,260
4530,26,260
4540,26,260
4550,26,260
4560,26,260
4570,26,260
4580,26,260
4590,26,260
4600,26,260
4610,26,260
4620,26,260
4630,26,260
4640,26,260
4650,26,260
4660,26,260
4670,26,260
4680,26,260
4690,26,260
4700,26,260
4710,26,260
4720,26,260
4730,26,260
4740,26,260
4750,26,260
4760,26,260
4770,26,260
4780,26,260
4790,26,260
4800,26,260
4810,26,260
4820,26,260
4830,26,260
4840,26,260
4850,26,260
4860,26,260
4870,26,260
4880,26,260
4890,26,260
4900,26,260
4910,26,260
4920,26,260
4930,26,260
4940,26,260
4950,26,260
4960,26,260
4970,26,260
4980,26,260
4990,26,260
5000,26,260
5010,26,260
5020,26,260
5030,26,260
5040,26,260
5050,26,260
5060,26,260
5070,26,260
5080,26,260
5090,26,260
5100,26,260
5110,26,260
5120,26,260
5130,26,260
5140,26,260
5150,26,260
5160,26,260
5170,26,260
5180,26,260
5190,26,260
5200,26,260
5210,26,260
5220,26,260
5230,26,260
5240,26,260
5250,26,260
5260,26,260
5270,26,260
5280,26,260
5290,26,260
5300,26,260
5310,26,260
5320,26,260
5330,26,260
5340,26,260
5350,26,260
5360,26,260
5370,26,260
5380,26,260
5390,26,260
5400,26,260
5410,26,260
5420,26,260
5430,26,260
5440,26,260
5450,26,260
5460,26,260
5470,26,260
5480,26,260
5490,26,260
5500,26,260
5510,26,260
5520,26,260
5530,26,260
5540,26,260
5550,26,260
5560,26,260
5570,26,260
5580,26,260
5590,26,260
5600,26,260
5610,26,260
5620,26,260
5630,26,260
5640,26,260
5650,26,260
5660,26,260
5670,26,260
5680,26,260
5690,26,260
5700,26,260
5710,26,260
5720,26,260
5730,26,260
5740,26,260
5750,26,260
5760,26,260
5770,26,260
5780,26,260
5790,26,260
5800,26,260
5810,26,260
5820,26,260
5830,26,260
5840,26,260
5850,26,260
5860,26,260
5870,26,260
5880,26,260
5890,26,260
5900,26,260
5910,26,260
5920,26,260
5930,26,260
5940,26,260
5950,26,260
5960,26,260
5970,26,260
5980,26,260
5990,26,260
6000,26,260
6010,26,260
6020,26,260
6030,26,260
6040,26,260
6050,26,260
6060,26,260
6070,26,260
6080,26,260
6090,26,260
6100,26,260
6110,26,260
6120,26,260
6130,26,260
6140,26,260
6150,26,260
6160,26,260
6170,26,260
6180,26,260
6190,26,260
6200,26,260
6210,26,260
6220,26,260
6230,26,260
6240,26,260
6250,26,260
6260,26,260
6270,26,260
6280,26,260
6290,26,260
6300,26,260
6310,26,260
6320,26,260
6330,26,260
6340,26,260
6350,26,260
6360,26,260
6370,26,260
6380,26,260
6390,26,260
6400,26,260
6410,26,260
6420,26,260
6430,26,260
6440,26,260
6450,26,260
6460,26,260
6470,26,260
6480,26,260
6490,26,260
6500,26,260
6510,26,260
6520,26,260
6530,26,260
6540,26,260
6550,26,260
6560,26,260
6570,26,260
6580,26,260
6590,26,260
6600,26,260
6610,26,260
6620,26,260
6630,26,260
6640,26,260
6650,26,260
6660,26,260
6670,26,260
6680,26,260
6690,26,260
6700,26,260
6710,26,260
6720,26,260
6730,26,260
6740,26,260
6750,26,260
6760,26,260
6770,26,260
6780,26,260
6790,26,260
6800,26,260
6810,26,260
6820,26,260
6830,26,260
6840,26,260
6850,26,260
6860,26,260
6870,26,260
6880,26,260
6890,26,260
6900,26,260
6910,26,260
6920,26,260
6930,26,260
6940,26,260
6950,26,260
6960,26,260
6970,26,260
6980,26,260
6990,26,260
7000,26,260
7010,26,260
7020,26,260
7030,26,260
7040,26,260
7050,26,260
7060,26,260
7070,26,260
7080,26,260
7090,26,260
7100,26,260
7110,26,260
7120,26,260
7130,26,260
7140,26,260
7150,26,260
7160,26,260
7170,26,260
7180,26,260
7190,26,260
7200,26,260
7210,26,260
7220,26,260
7230,26,260
7240,26,260
7250,26,260
7260,26,260
7270,26,260
7280,26,260
7290,26,260
7300,26,260
7310,26,260
7320,26,260
7330,26,260
7340,26,260
7350,26,260
7360,26,260
7370,26,260
7380,26,260
7390,26,260
7400,26,260
7410,26,260
7420,26,260
7430,26,260
7440,26,260
7450,26,260
7460,26,260
7470,26,260
7480,26,260
7490,26,260
7500,26,260
7510,26,260
7520,26,260
7530,26,260
7540,26,260
7550,26,260
7560,26,260
7570,26,260
7580,26,260
7590,26,260
7600,26,260
7610,26,260
7620,26,260
7630,26,260
7640,26,260
7650,26,260
7660,26,260
7670,26,260
7680,26,260
7690,26,260
7700,26,260
7710,26,260
7720,26,260
7730,26,260
7740,26,260
7750,26,260
7760,26,260
7770,26,260
7780,26,260
7790,26,260
7800,26,260
7810,26,260
7820,26,260
7830,26,260
7840,26,260
7850,26,260
7860,26,260
7870,26,260
7880,26,260
7890,26,260
7900,26,260
7910,26,260
7920,26,260
7930,26,260
7940,26,260
7950,26,260
7960,26,260
7970,26,260
7980,26,260
7990,26,260
8000,26,260
8010,26,260
8020,26,260
8030,26,260
8040,26,260
8050,26,260
8060,26,260
8070,26,260
8080,26,260
8090,26,260
8100,26,260
8110,26,260
8120,26,260
8130,26,260
8140,26,260
8150,26,260
8160,26,260
8170,26,260
8180,26,260
8190,26,260
8200,26,260
8210,26,260
8220,26,260
8230,26,260
8240,26,260
8250,26,260
8260,26,260
8270,26,260
8280,26,260
8290,26,260
8300,26,260
8310,26,260
8320,26,260
8330,26,260
8340,26,260
8350,26,260
8360,26,260
8370,26,260
8380,26,260
8390,26,260
8400,26,260
8410,26,260
8420,26,260
8430,26,260
8440,26,260
8450,26,260
8460,26,260
8470,26,260
8480,26,260
8490,26,260
8500,26,260
8510,26,260
8520,26,260
8530,26,260
8540,26,260
8550,26,260
8560,26,260
8570,26,260
8580,26,260
8590,26,260
8600,26,260
8610,26,260
8620,26,260
8630,26,260
8640,26,260
8650,26,260
8660,26,260
8670,26,260
8680,26,260
8690,26,260
8700,26,260
8710,26,260
8720,26,260
8730,26,260
8740,26,260
8750,26,260
8760,26,260
