t,deltaS
1,-0.9574
2,0.07939
3,0.1239
4,0.09656
5,0.02473
6,0.06736
7,-0.0367
8,0.06839
9,0.07127
10,0.09334
11,0.606
12,0.4036
13,-0.4574
14,0.1665
15,0.1183
16,0.1803
17,0.1294
18,0.1844
19,-0.07538
20,0.2523
21,1.103
22,1.223
23,0.7488
24,0.771
25,0.8894
26,1.53
27,0.2397
28,-0.02514
29,1.233
30,0.6134
31,0.2531
32,1.875
33,0.3888
34,0.4378
35,0.6203
36,0.6756
37,1.141
38,0.1531
39,0.2992
40,0.5517
41,0.859
42,1.287
43,0.5199
44,0.1626
45,1.439
46,0.8783
47,0.1485
48,0.7547
49,1.113
50,0.1117
51,-0.08013
52,0.487
53,-0.0918
54,0.3412
55,1.458
56,-0.005522
57,1.085
58,0.4024
59,0.8278
60,0.7446
61,0.1227
62,1.727
63,0.7087
64,0.8211
65,0.1119
66,1.485
67,-0.2629
68,1.272
69,-0.007515
70,1.312
71,0.7818
72,0.5012
73,0.7079
74,0.3272
75,-0.6957
76,0.9438
77,0.09939
78,0.3981
79,0.1865
80,-0.01453
81,0.7165
82,1.055
83,0.3334
84,0.1136
85,1.158
86,0.8586
87,0.779
88,0.791
89,0.06115
90,1.329
91,0.6787
92,1.673
93,0.0101
94,1.319
95,0.2297
96,0.9857
97,0.9152
98,0.2284
99,0.6615
100,0.3877
101,2.521
102,0.8394
103,1.138
104,-0.04813
105,-0.2446
106,1.152
107,2.241
108,1.576
109,1.97
110,1.782
111,1.045
112,1.689
113,1.061
114,0.8516
115,0.2368
116,0.3943
117,2.102
118,1.703
119,0.9955
120,2.161
121,0.192
122,1.566
123,-0.5476
124,1.357
125,1.9
126,1.581
127,0.8545
128,0.3427
129,-0.06101
130,0.4117
131,1.097
132,-0.03228
133,1.256
134,-0.4779
135,0.7996
136,2.169
137,0.7729
138,0.8281
139,1.487
140,0.09678
141,0.9348
142,0.7118
143,0.04918
144,0.6327
145,0.5807
146,-0.0219
147,-0.4733
148,0.9916
149,-0.04823
150,0.4472
151,1.018
152,0.6216
153,1.157
154,1.104
155,0.0925
156,0.9541
157,2.153
158,1.733
159,0.6063
160,0.5044
161,-0.4103
162,0.3216
163,-0.7516
164,0.2632
165,0.9805
166,-0.3245
167,1.768
168,0.04619
169,0.7141
170,1.26
171,-0.1229
172,0.1039
173,0.6471
174,0.9191
175,0.9259
176,0.3425
177,0.6898
178,-0.1266
179,0.969
180,0.6458
181,-0.05346
182,0.2407
183,-0.8291
184,-0.166
185,0.6125
186,-0.4125
187,1.331
188,0.5849
189,-0.2261
190,1.566
191,0.1888
192,0.297
193,0.9894
194,0.4252
195,-0.5442
196,0.7807
197,0.759
198,1.183
199,1.281
200,0.8743
201,0.3818
202,-0.02954
203,0.764
204,1.12
205,-0.9178
206,0.5751
207,1.659
208,0.7048
209,0.6374
210,-0.07222
211,-0.2901
212,0.1559
213,0.3014
214,-0.4073
215,0.2318
216,-0.3643
217,0.8441
218,-0.5105
219,-0.5607
220,0.3857
221,-0.3946
222,0.4689
223,1.634
224,1.361
225,1.007
226,0.4699
227,-0.4428
228,0.2477
229,-0.1674
230,1.287
231,2.311
232,2.292
233,-0.9684
234,1.522
235,0.6985
236,-0.338
237,0.1558
238,1.15
239,0.04292
240,-1.422
241,-0.6766
242,0.3356
243,0.9598
244,0.7651
245,0.2363
246,-0.4306
247,-0.3131
248,1.285
249,-0.1987
250,0.837
251,1.696
252,-0.2422
253,-0.06204
254,0.8562
255,0.325
256,-0.1391
257,1.377
258,0.6977
259,-0.1264
260,-0.2845
261,1.403
262,-0.749
263,-0.1466
264,1.305
265,-0.8362
266,0.8157
267,0.5052
268,2.618
269,1.329
270,0.1489
271,-0.6504
272,1.087
273,0.5512
274,0.2831
275,1.289
276,0.582
277,0.4116
278,-1.179
279,-0.7265
280,0.6769
281,0.7147
282,0.2766
283,0.374
284,0.6449
285,1.809
286,0.9662
287,-0.2385
288,1.518
289,0.441
290,-0.2438
291,1.108
292,-0.4762
293,0.5391
294,0.2855
295,-0.8807
296,-0.3452
297,2.69
298,0.4643
299,0.9444
300,1.502
301,0.5213
302,-0.4095
303,0.1653
304,0.5914
305,0.1622
306,1.234
307,0.8817
308,-0.4048
309,0.3945
310,1.034
311,-0.2738
312,1.525
313,-0.05518
314,-0.04009
315,2.216
316,-0.1912
317,1.25
318,0.9638
319,-0.3158
320,1.19
321,0.1718
322,-0.3498
323,0.9142
324,1.428
325,-0.06453
326,1.442
327,0.8547
328,0.9643
329,-0.4741
330,-0.02897
331,0.9022
332,-0.05328
333,1.384
334,-0.3044
