MDTU,S_F
1,3.20441e-05
2,3.15405e-05
3,3.12901e-05
4,3.15882e-05
5,3.15822e-05
6,3.13586e-05
7,3.14452e-05
8,3.12029e-05
9,3.14319e-05
10,3.13393e-05
11,3.10431e-05
12,3.10431e-05
13,3.11603e-05
14,3.06091e-05
15,3.06831e-05
16,3.0564e-05
17,3.08808e-05
18,3.08808e-05
19,3.10751e-05
20,3.10751e-05
21,3.07299e-05
22,3.07299e-05
23,3.07299e-05
24,3.07299e-05
25,3.07299e-05
26,3.07299e-05
27,3.05796e-05
28,3.0492e-05
29,3.03899e-05
30,3.03899e-05
31,3.03899e-05
32,3.03899e-05
33,3.03899e-05
34,3.0099e-05
35,3.02625e-05
36,3.03153e-05
37,3.03153e-05
38,3.02024e-05
39,3.03346e-05
40,3.02223e-05
41,3.02223e-05
42,3.02223e-05
43,3.01195e-05
44,2.98744e-05
45,2.9705e-05
46,2.99924e-05
47,3.04002e-05
48,3.04002e-05
49,3.04002e-05
50,3.0242e-05
51,3.03233e-05
52,3.00548e-05
53,2.99287e-05
54,3.01276e-05
55,3.01276e-05
56,3.00624e-05
57,3.04685e-05
58,3.00065e-05
59,3.00065e-05
60,3.00065e-05
61,2.99211e-05
62,2.99211e-05
63,3.00886e-05
64,3.00886e-05
65,2.96638e-05
66,2.96638e-05
67,2.96384e-05
68,2.96384e-05
69,2.98516e-05
70,2.98516e-05
71,2.98516e-05
72,2.96549e-05
73,2.96549e-05
74,2.95617e-05
75,2.94637e-05
76,2.94637e-05
77,2.97446e-05
78,2.97446e-05
79,2.93876e-05
80,2.95449e-05
81,2.9271e-05
82,2.96159e-05
83,2.96159e-05
84,2.9651e-05
85,2.9651e-05
86,2.92659e-05
87,2.89762e-05
88,2.89762e-05
89,2.89891e-05
90,2.89891e-05
91,2.95445e-05
92,2.95445e-05
93,2.96044e-05
94,2.96044e-05
95,2.96044e-05
96,2.96044e-05
97,2.96044e-05
98,2.987e-05
99,2.987e-05
100,2.96279e-05
101,2.96279e-05
102,2.96279e-05
103,2.96279e-05
104,2.95721e-05
105,3.00251e-05
106,3.00251e-05
107,3.00251e-05
108,3.00251e-05
109,3.00251e-05
110,3.00251e-05
111,2.98328e-05
112,2.98328e-05
113,2.95494e-05
114,2.95494e-05
115,2.94569e-05
116,2.94829e-05
117,2.94829e-05
118,2.93155e-05
119,2.93155e-05
120,2.93155e-05
121,2.90252e-05
122,2.90252e-05
123,2.91201e-05
124,2.91201e-05
125,2.91201e-05
126,2.91201e-05
127,2.92309e-05
128,2.89679e-05
129,2.9149e-05
130,2.9149e-05
131,2.9149e-05
132,2.95412e-05
133,2.97323e-05
134,2.96104e-05
135,2.9403e-05
136,2.88237e-05
137,2.88237e-05
138,2.86813e-05
139,2.86813e-05
140,2.86813e-05
141,2.86813e-05
142,2.86813e-05
143,2.83925e-05
144,2.83925e-05
145,2.87503e-05
146,2.87556e-05
147,2.90054e-05
148,2.86334e-05
149,2.89443e-05
150,2.87485e-05
151,2.87485e-05
152,2.83569e-05
153,2.83569e-05
154,2.83569e-05
155,2.85242e-05
156,2.85242e-05
157,2.85242e-05
158,2.85242e-05
159,2.85425e-05
160,2.8523e-05
161,2.84853e-05
162,2.83968e-05
163,2.84004e-05
164,2.84004e-05
165,2.86068e-05
166,2.88561e-05
167,2.88561e-05
168,2.91105e-05
169,2.91105e-05
170,2.87136e-05
171,2.85644e-05
172,2.89673e-05
173,2.89673e-05
174,2.91396e-05
175,2.91396e-05
176,2.89186e-05
177,2.89186e-05
178,2.89013e-05
179,2.89013e-05
180,2.89013e-05
181,2.86089e-05
182,2.8655e-05
183,2.88669e-05
184,2.84463e-05
185,2.84463e-05
186,2.87754e-05
187,2.86922e-05
188,2.86922e-05
189,2.87733e-05
190,2.84385e-05
191,2.90328e-05
192,2.89731e-05
193,2.89731e-05
194,2.86005e-05
195,2.84496e-05
196,2.8404e-05
197,2.83971e-05
198,2.81329e-05
199,2.81329e-05
200,2.81312e-05
201,2.81312e-05
202,2.85823e-05
203,2.85823e-05
204,2.85823e-05
205,2.79746e-05
206,2.82329e-05
207,2.82329e-05
208,2.82329e-05
209,2.82329e-05
210,2.85006e-05
211,2.81832e-05
212,2.78611e-05
213,2.76152e-05
214,2.8061e-05
215,2.8061e-05
216,2.81811e-05
217,2.81811e-05
218,2.78535e-05
219,2.81484e-05
220,2.80662e-05
221,2.79917e-05
222,2.84875e-05
223,2.81607e-05
224,2.81607e-05
225,2.79056e-05
226,2.79056e-05
227,2.80479e-05
228,2.80796e-05
229,2.80707e-05
230,2.80707e-05
231,2.80707e-05
232,2.80707e-05
233,2.76754e-05
234,2.76754e-05
235,2.76551e-05
236,2.77155e-05
237,2.78752e-05
238,2.78752e-05
239,2.79964e-05
240,2.84495e-05
241,2.82666e-05
242,2.82904e-05
243,2.80431e-05
244,2.77597e-05
245,2.77597e-05
246,2.82742e-05
247,2.86887e-05
248,2.86887e-05
249,2.87549e-05
250,2.80383e-05
251,2.80383e-05
252,2.80247e-05
253,2.78657e-05
254,2.78657e-05
255,2.78657e-05
256,2.80297e-05
257,2.80297e-05
258,2.83397e-05
259,2.89005e-05
260,2.89193e-05
261,2.88573e-05
262,2.85002e-05
263,2.83197e-05
264,2.83197e-05
265,2.81732e-05
266,2.81732e-05
267,2.81842e-05
268,2.77732e-05
269,2.73543e-05
270,2.8056e-05
271,2.76164e-05
272,2.74421e-05
273,2.7665e-05
274,2.7665e-05
275,2.7665e-05
276,2.7665e-05
277,2.74543e-05
278,2.77794e-05
279,2.76801e-05
280,2.78965e-05
281,2.78965e-05
282,2.77294e-05
283,2.77294e-05
284,2.76097e-05
285,2.76097e-05
286,2.76097e-05
287,2.776e-05
288,2.776e-05
289,2.776e-05
290,2.77752e-05
291,2.77381e-05
292,2.74879e-05
293,2.74879e-05
294,2.7647e-05
295,2.75241e-05
296,2.76643e-05
297,2.76643e-05
298,2.76643e-05
299,2.8002e-05
300,2.8002e-05
301,2.8002e-05
302,2.7886e-05
303,2.7886e-05
304,2.75816e-05
305,2.79013e-05
306,2.79013e-05
307,2.79683e-05
308,2.77985e-05
309,2.77985e-05
310,2.78533e-05
311,2.78717e-05
312,2.78717e-05
313,2.75335e-05
314,2.81075e-05
315,2.75963e-05
316,2.80477e-05
317,2.80477e-05
318,2.80477e-05
319,2.84253e-05
320,2.84253e-05
321,2.77613e-05
322,2.75185e-05
323,2.75185e-05
324,2.75185e-05
325,2.72743e-05
326,2.72743e-05
327,2.72743e-05
328,2.72743e-05
329,2.73769e-05
330,2.73955e-05
331,2.73955e-05
332,2.75309e-05
333,2.75309e-05
334,2.75678e-05
335,2.73041e-05
336,2.73041e-05
337,2.76752e-05
338,2.76752e-05
339,2.75051e-05
340,2.75051e-05
