MDTU,susyTrans,Im(bilin)
10,0.000827939,-0.000739014
20,0.000743457,0.000104715
30,-0.00379744,0.000225349
40,-0.00353145,-0.000577047
50,0.000386658,0.000386699
60,-0.00039542,0.0013368
70,-0.00207797,-0.00023818
80,-0.00144727,0.000786703
90,0.000209514,7.09474e-05
100,0.00295749,-0.00101897
110,-0.00112735,-0.000327502
120,-0.00251015,-0.000119503
130,0.00152566,-0.000206355
140,-0.00270418,-0.00158364
150,0.00575098,0.00156004
160,0.00293324,-0.000109868
170,0.00396963,0.000165876
180,-0.00387641,-0.000309438
190,-0.00151645,0.00237976
200,0.001768,-0.000329431
210,0.000646063,-0.000940881
220,-0.00212371,0.00121395
230,0.000919774,-0.00130291
240,-0.00474011,0.000428539
250,0.000479323,-0.000828448
260,-0.00138766,-0.00152545
270,-0.00253262,-0.000319234
280,0.000824039,0.000105864
290,0.000158012,-0.0014
300,0.00408668,1.82684e-05
310,0.0010701,-0.000557135
320,0.000390744,0.000379881
330,-0.0046614,0.000121561
340,0.00254193,0.000675264
350,0.00457954,-0.00153291
360,-0.00210783,0.00105857
370,-0.000822755,0.00115294
380,-0.00104351,-0.000703201
390,-0.00217687,-0.000271639
400,4.64821e-06,-0.00102108
410,0.00292972,0.000688669
420,0.00121053,-0.00118658
430,0.000176701,0.000409293
440,0.00280171,-0.00129553
450,-0.00363696,-0.000819338
460,0.000841498,-0.000577874
470,0.000357799,0.00054854
480,-0.0031389,0.0011595
490,-0.000176822,0.000359672
500,-6.04661e-05,0.00180733
510,-0.00233566,-0.00115625
520,0.00269457,0.000324009
530,-0.00390342,0.000146442
540,0.00150692,-0.00116048
550,0.000711349,-8.40066e-05
560,-0.00176892,0.00108143
570,-0.000829024,0.000160795
580,-0.00157906,-0.00115456
590,0.00313881,0.000485345
600,0.000330118,-0.000348379
610,0.000158106,-4.02592e-05
620,-0.00346561,0.000769679
2010,-0.00486597,0.00102657
2020,-0.00314058,0.00044204
2030,-0.00178688,-0.00014532
2040,0.000232805,-0.000277381
2050,0.000269668,0.000693873
2060,-0.00122973,0.00102017
2070,0.00160204,0.000424892
2080,-0.00174127,-0.000260153
2090,-0.0027968,-0.000975336
