MDTU,S_F
1,1.21879e-05
2,1.21879e-05
3,1.21544e-05
4,1.22706e-05
5,1.21464e-05
6,1.21694e-05
7,1.20563e-05
8,1.22105e-05
9,1.21561e-05
10,1.2216e-05
11,1.21129e-05
12,1.19229e-05
13,1.19384e-05
14,1.17836e-05
15,1.19085e-05
16,1.18397e-05
17,1.19631e-05
18,1.19846e-05
19,1.1947e-05
20,1.18052e-05
21,1.16681e-05
22,1.17958e-05
23,1.18624e-05
24,1.20082e-05
25,1.20014e-05
26,1.19838e-05
27,1.19453e-05
28,1.19816e-05
29,1.20465e-05
30,1.19921e-05
31,1.21435e-05
32,1.21314e-05
33,1.1951e-05
34,1.18824e-05
35,1.20199e-05
36,1.19577e-05
37,1.20304e-05
38,1.21335e-05
39,1.19354e-05
40,1.20508e-05
41,1.20508e-05
42,1.20508e-05
43,1.20939e-05
44,1.21171e-05
45,1.22605e-05
46,1.23649e-05
47,1.21384e-05
48,1.21384e-05
49,1.20793e-05
50,1.21141e-05
51,1.20117e-05
52,1.20117e-05
53,1.20117e-05
54,1.21184e-05
55,1.21184e-05
56,1.21256e-05
57,1.22695e-05
58,1.21362e-05
59,1.22246e-05
60,1.21503e-05
61,1.23934e-05
62,1.23012e-05
63,1.21568e-05
64,1.22848e-05
65,1.22631e-05
66,1.22631e-05
67,1.22631e-05
68,1.22431e-05
69,1.22e-05
70,1.21795e-05
71,1.21391e-05
72,1.22049e-05
73,1.2303e-05
74,1.22409e-05
75,1.22409e-05
76,1.22912e-05
77,1.22749e-05
78,1.23241e-05
79,1.22337e-05
80,1.20981e-05
81,1.21399e-05
82,1.2073e-05
83,1.2073e-05
84,1.2032e-05
85,1.2071e-05
86,1.20784e-05
87,1.19051e-05
88,1.19051e-05
89,1.21105e-05
90,1.21105e-05
91,1.2036e-05
92,1.2056e-05
93,1.21445e-05
94,1.21686e-05
95,1.19962e-05
96,1.20812e-05
97,1.21058e-05
98,1.22579e-05
99,1.20605e-05
100,1.21344e-05
101,1.20827e-05
102,1.22522e-05
103,1.23611e-05
104,1.2305e-05
105,1.2305e-05
106,1.2305e-05
107,1.25524e-05
108,1.24471e-05
109,1.23515e-05
110,1.2146e-05
111,1.22587e-05
112,1.21781e-05
113,1.21781e-05
114,1.21675e-05
115,1.21675e-05
116,1.23005e-05
117,1.23005e-05
118,1.22967e-05
119,1.22967e-05
120,1.22967e-05
121,1.22205e-05
122,1.22527e-05
123,1.20992e-05
124,1.20992e-05
125,1.1999e-05
126,1.1999e-05
127,1.20908e-05
128,1.21819e-05
129,1.23159e-05
130,1.23159e-05
131,1.23159e-05
132,1.23056e-05
133,1.21255e-05
134,1.21714e-05
135,1.22275e-05
136,1.22215e-05
137,1.22215e-05
138,1.22215e-05
139,1.22215e-05
140,1.22245e-05
141,1.23157e-05
142,1.23225e-05
143,1.22809e-05
144,1.22809e-05
145,1.24125e-05
146,1.2604e-05
147,1.2604e-05
148,1.28067e-05
