t,walltime
10,1189
20,1186
30,612
40,606.9
50,289.7
60,291.9
70,298.8
80,300.3
90,300.8
100,301.4
110,297.8
120,299.6
130,302.8
140,299.8
150,296.9
160,295.3
170,302.8
180,303.8
190,295.6
200,295.9
210,298.3
220,296.9
230,296.3
240,295.3
250,296.8
260,299
270,296.6
280,303
290,295.1
300,310.6
310,310
320,304.6
330,300.8
340,303.5
350,306.3
360,304.7
370,315.3
380,311.7
390,309.9
400,308.8
410,309.1
420,310
430,306.7
440,307.8
450,305.2
460,289.8
470,292.5
480,292.3
490,286.1
500,287.4
510,289.8
520,289.9
530,290.6
540,291.5
550,293.8
560,298.1
570,296.4
580,299.9
590,303.4
600,307.7
610,306.4
620,307.6
630,307.4
640,312.4
650,312.3
660,316.6
670,312.1
680,315.8
690,311.6
700,304.8
710,305.3
720,312.9
730,309.7
740,300
750,300.5
760,300.5
770,294.7
780,300.1
790,303.2
800,310.6
810,302.7
820,319.2
830,310.5
840,307.6
850,309.5
860,306.9
870,312.2
880,307.9
890,314.7
900,314.5
910,309.1
920,306.4
930,310.7
940,307.1
950,313.1
960,309.5
970,308.5
980,307.2
990,309.3
1000,305.2
1010,306.2
1020,307.6
1030,312.5
1040,309
1050,305.1
1060,300.7
1070,300.4
1080,304.5
1090,304.3
1100,307.5
1110,291.5
1120,294.1
1130,295.4
1140,295.6
1150,296.4
1160,295.2
1170,305.6
1180,295.5
1190,294.3
1200,295.5
1210,299.4
1220,295.8
1230,290.4
1240,297.1
1250,303
1260,300.9
1270,293
1280,286.9
1290,289.2
1300,301.3
1310,297.5
1320,296.7
1330,294.8
1340,298.1
1350,301.8
1360,302.2
1370,303.8
1380,299.8
1390,299.7
1400,298.5
1410,298.6
1420,291.3
1430,297.4
1440,295.1
1450,296.2
1460,292.3
1470,297.5
1480,298.8
1490,296.3
1500,295.3
1510,294.9
1520,295
1530,297
1540,300.4
1550,298.4
1560,305.1
1570,300.5
1580,304.6
1590,299.7
1600,301.2
1610,304.5
1620,299.8
1630,300.8
1640,309.9
1650,310.1
1660,308.5
1670,312.9
1680,309.4
1690,306.9
1700,300.8
1710,302.1
1720,301.7
1730,303.1
1740,296
1750,287.8
1760,287.5
1770,288.8
1780,346.6
1790,323.6
1800,291.6
1810,292.3
1820,290.9
1830,293.9
1840,293.9
1850,293.6
1860,292.8
1870,297.4
1880,301
1890,294.3
1900,290.4
1910,294.5
1920,298.6
1930,311.7
1940,298.8
1950,302.5
1960,302.7
1970,299.3
1980,302.8
1990,307.6
2000,302.8
2010,301.6
2020,306.3
2030,310.5
2040,311.6
2050,312.9
2060,314.7
2070,316.3
2080,317.1
2090,317.3
2100,322.8
2110,317.1
2120,322.6
2130,318.6
2140,321.8
2150,320
2160,319.6
2170,315.7
2180,316.9
2190,319.7
2200,325.1
2210,320.1
2220,316.8
2230,317.3
2240,315.2
2250,314.2
