ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.965773,0.0192526,null,null,null
-0.18058,null,-0.0687958,null,null
0.0887725,null,null,-0.116911,null
-0.00270774,null,null,null,-0.00394203
0.965773,0.0192526,null,null,null
-0.18058,null,-0.0687958,null,null
0.0887725,null,null,-0.116911,null
-0.00270774,null,null,null,-0.00394203
0.969442,0.0208772,null,null,null
-0.387195,null,-0.11047,null,null
0.21083,null,null,-0.384823,null
-3.07821e-05,null,null,null,0.00572129
0.965278,0.0209102,null,null,null
-0.459383,null,0.0290483,null,null
0.0326296,null,null,-0.370416,null
-0.0104317,null,null,null,0.00280058
0.962823,0.0205831,null,null,null
-0.409425,null,-0.00519535,null,null
0.053615,null,null,-0.377914,null
-0.0164675,null,null,null,-0.00129744
0.969289,0.0246843,null,null,null
-0.479083,null,-0.090695,null,null
0.0701729,null,null,-0.380121,null
0.00243575,null,null,null,-0.00096838
0.967267,0.0232986,null,null,null
-0.451434,null,-0.0534745,null,null
0.218954,null,null,-0.477423,null
0.00619133,null,null,null,0.00207236
0.967779,0.0243923,null,null,null
-0.546549,null,-0.15482,null,null
0.0234139,null,null,-0.686926,null
0.00826435,null,null,null,-0.000166938
0.968559,0.0217863,null,null,null
-0.424141,null,-0.00572651,null,null
0.080653,null,null,-0.514299,null
0.0020173,null,null,null,0.000272096
0.968921,0.0241756,null,null,null
-0.395934,null,0.153361,null,null
0.0441689,null,null,-0.47505,null
0.0050255,null,null,null,0.00592952
0.972595,0.0202806,null,null,null
-0.61894,null,0.171148,null,null
0.266691,null,null,-0.606864,null
-0.0049331,null,null,null,0.003317
0.976366,0.00953232,null,null,null
-0.368287,null,0.133466,null,null
0.105528,null,null,-0.485737,null
-0.000714039,null,null,null,0.00100195
0.979125,0.0105306,null,null,null
-0.348464,null,0.110589,null,null
0.33115,null,null,-0.691,null
0.00420561,null,null,null,0.00149944
0.981641,0.0105494,null,null,null
-0.319227,null,0.168733,null,null
0.263031,null,null,-0.684251,null
0.00205246,null,null,null,0.00136736
0.98024,0.00927283,null,null,null
-0.430698,null,0.0504921,null,null
-0.221732,null,null,-0.580585,null
0.00867189,null,null,null,0.000527935
0.979688,0.00964239,null,null,null
-0.527561,null,-0.0494459,null,null
-0.269078,null,null,-0.73819,null
0.0136171,null,null,null,-0.000545517
0.982167,0.012772,null,null,null
-0.633639,null,0.0702204,null,null
-0.244875,null,null,-0.718368,null
-0.00378907,null,null,null,0.00619495
0.986589,0.0167853,null,null,null
-0.481999,null,-0.0359389,null,null
-0.0968156,null,null,-0.552645,null
0.00202958,null,null,null,0.00513494
0.984666,0.015142,null,null,null
-0.568681,null,0.0131834,null,null
-0.0822403,null,null,-0.464452,null
-0.00534634,null,null,null,0.00532424
0.984274,0.0115225,null,null,null
-0.629733,null,-0.0203478,null,null
-0.0366621,null,null,-0.402964,null
0.00160962,null,null,null,-0.00038474
0.983775,0.00665694,null,null,null
