t,e^(-dS)
1,0.484955
2,0.445704
3,0.416404
4,1.07766
5,0.876341
6,1.11851
7,0.922443
8,1.0793
9,1.03144
10,0.97096
11,1.04133
12,1.03816
13,0.948949
14,1.1971
15,1.1275
16,1.00746
17,1.04094
18,1.03319
19,0.96721
20,1.05919
21,1.12524
22,1.6708
23,0.841474
24,1.19877
25,1.5276
26,1.14798
27,0.857015
28,1.8908
29,1.38154
30,1.33389
31,1.06815
32,0.945889
33,1.17845
34,0.71049
35,1.57854
36,1.14866
37,1.12987
38,0.944009
39,1.46638
40,1.17363
41,0.510942
42,0.275546
43,1.15986
44,6.03153
45,0.832435
46,1.57035
47,1.53112
48,0.0672728
49,0.840381
50,5.41948
51,1.00863
52,0.181591
53,0.528084
54,1.06953
55,0.674961
56,0.813589
57,1.40453
58,2.95648
59,1.12154
60,1.12491
61,0.678005
62,0.800915
63,0.514582
64,0.343695
65,2.49503
66,0.598517
67,0.262632
68,4.1537
69,1.39459
70,1.35189
71,0.232004
72,3.41439
73,0.80276
74,1.21155
75,0.375762
76,0.93688
77,0.413003
78,0.526239
79,1.23726
80,3.14559
81,1.34447
82,0.278037
83,0.422951
84,2.72918
85,3.14244
86,0.540803
87,1.42832
88,0.0659407
89,1.8504
90,0.324004
91,0.823493
92,1.16953
93,1.15592
94,0.685025
95,0.69274
96,0.290544
97,4.54033
98,5.59571
99,0.77136
100,10.9682
101,1.16976
102,0.260279
103,0.690803
104,0.320459
105,0.57822
106,0.22605
107,0.67395
108,3.36693
109,0.370723
110,0.642364
111,0.167462
112,0.345073
113,0.480321
114,1.06633
115,0.423755
116,2.10181
117,0.353101
118,1.5273
119,0.393884
120,0.314428
121,1.88646
122,1.50591
123,0.496387
124,0.309437
125,0.387051
126,0.265007
127,1.74805
128,2.61981
129,0.687564
130,0.206594
131,0.262108
132,0.396968
133,0.53886
134,3.3168
135,1.29589
136,0.522986
137,0.263421
138,0.179604
139,0.628135
140,0.870315
141,0.709213
142,0.645003
143,0.304526
144,0.398001
145,4.79225
146,1.71258
147,0.411601
148,4.95303
149,0.229466
150,1.15696
151,0.441622
152,1.67951
153,2.04521
154,0.319819
155,0.493269
156,2.0346
157,0.450364
158,0.045411
159,0.159295
160,1.38182
161,0.240268
162,1.01704
163,0.665178
164,0.922129
165,1.39864
166,1.62759
167,0.380717
168,1.36479
169,0.229696
170,0.437841
171,1.50471
172,1.17433
173,0.464311
174,1.50486
175,0.727457
176,0.739116
177,2.0448
178,3.45561
179,0.233167
180,1.4041
181,0.255892
182,0.205358
183,0.356294
184,0.155206
185,0.324328
186,0.72753
187,1.14054
188,0.826876
189,0.499774
190,5.19658
191,0.33454
192,0.305746
193,0.574015
194,0.464265
195,0.697397
196,0.582748
197,0.525135
198,0.354162
199,1.49377
200,0.441049
201,0.333871
202,0.376665
203,0.917897
204,1.21969
205,0.56984
206,1.08371
207,0.655996
208,0.296413
209,3.53248
210,0.496883
211,1.5768
212,0.929499
213,4.09596
214,0.222684
215,0.728549
216,1.57035
217,0.490858
218,0.779424
219,3.23491
220,3.94717
221,1.18128
222,1.50411
223,0.493911
224,0.58409
225,13.2633
226,1.19435
227,0.760484
228,0.698444
229,3.22844
230,0.25487
231,1.54326
232,0.654162
233,0.579784
234,0.196126
235,4.69266
236,0.0790243
237,2.02648
238,0.858988
239,0.363128
240,4.7209
241,0.677192
242,1.18982
243,0.0862073
244,0.142987
245,0.345073
246,0.235982
247,2.83772
248,0.0975881
249,1.19387
250,0.383084
251,0.289674
252,0.33689
253,1.98119
254,0.183967
255,0.0695298
256,0.685985
257,1.12356
258,0.890564
259,0.29464
260,0.366777
261,1.46903
262,5.30686
263,0.300592
264,0.110582
265,0.46075
266,1.22642
267,0.400076
268,1.08634
269,1.17986
270,1.56346
271,1.30421
272,0.964756
273,0.824564
274,0.450814
275,0.475162
276,2.10392
277,0.996792
278,0.198692
279,1.69791
280,1.66979
281,0.283087
282,0.302704
283,0.857615
284,0.573785
285,0.734695
286,0.504494
287,3.30026
288,0.600976
289,1.08858
290,0.574532
291,2.3634
292,5.98347
293,0.32628
294,0.74245
295,1.6032
296,2.20428
297,1.30604
298,0.198891
299,1.00163
300,0.912625
301,1.34635
302,0.584967
303,0.282522
304,0.947934
305,1.10871
306,0.486704
307,2.56254
308,0.499524
309,0.253093
310,0.472697
311,0.91174
312,1.30369
313,0.510686
314,0.578394
315,0.977429
316,0.329559
317,0.140156
318,0.526818
319,0.15614
320,1.05617
321,0.613362
322,0.439728
323,0.849931
324,0.47081
325,0.521837
326,2.17755
327,0.39412
328,0.142987
329,0.269281
330,0.147932
331,0.537676
332,0.376815
333,0.141564
334,0.257947
335,0.449868
336,0.0525495
337,0.43841
338,0.283654
339,0.492924
340,0.663451
341,1.53695
342,0.31286
343,0.238115
344,1.98318
345,0.671796
346,0.897987
347,0.337227
348,0.500674
349,0.23457
350,0.0610538
351,0.545747
352,0.291126
353,0.490613
354,0.458544
355,0.681063
356,0.500524
357,1.47639
358,0.286791
359,0.554494
360,0.661596
361,1.29266
362,2.85479
363,0.593451
364,1.45776
365,0.843665
366,1.63738
367,0.266868
368,1.32207
369,0.832019
370,1.56768
371,1.41552
372,4.57223
373,1.97447
374,0.238115
375,0.367512
376,0.420967
377,0.501727
378,4.41938
379,0.0976857
380,1.09184
381,0.191092
382,6.72613
383,0.256404
384,1.46185
385,0.871186
386,0.2334
387,0.207215
388,0.406204
389,0.532326
390,0.323356
391,0.615143
392,0.441313
393,1.76579
394,0.699143
395,1.17246
396,0.593095
397,0.357007
398,0.570467
399,0.961606
400,0.615266
401,1.94488
402,0.604532
403,0.212248
404,0.887364
405,1.95346
406,2.39456
407,0.436442
408,0.281113
409,0.224473
410,0.581061
411,0.361317
412,0.532006
413,1.25157
414,0.35134
415,0.538429
416,4.66459
417,0.27009
418,0.298197
419,1.33429
420,1.08236
421,0.970659
422,1.74456
423,4.9382
424,0.916155
425,1.2477
426,0.329559
427,0.333871
428,2.07736
429,1.28763
430,0.229925
431,0.155673
432,0.19052
433,0.873192
434,0.438366
435,6.1904
436,1.14316
437,1.70318
438,0.120875
439,0.40168
440,1.39487
441,0.4293
442,0.981945
443,1.20575
444,0.186002
445,1.48453
446,0.634765
447,0.191666
448,0.380717
449,0.310988
450,5.48491
451,3.18674
452,0.369539
453,0.291709
454,0.175345
455,0.655603
456,0.79247
457,0.591555
458,0.843327
459,3.55729
460,0.123935
461,0.222017
462,0.348192
463,1.81466
464,0.395739
465,0.509462
466,6.11656
467,0.299093
468,0.167797
469,0.073461
470,0.391449
471,1.79015
472,1.22336
473,1.48142
474,0.52069
475,1.47654
476,0.127965
477,2.00611
478,0.538483
479,0.4187
480,1.02273
481,0.355226
482,0.181409
483,0.0880368
484,0.494455
485,1.43491
486,0.102489
487,0.0559107
488,0.218712
489,0.156609
490,0.465148
491,0.525503
492,0.479553
493,1.04502
494,2.18518
495,0.384928
496,0.892883
497,0.32628
498,0.103106
499,0.548208
500,0.569897
501,0.551287
502,0.20867
503,0.169145
504,0.755557
505,0.113836
506,0.386277
507,1.14706
508,0.512784
509,1.40439
510,0.653378
511,0.928402
512,1.6603
513,0.16696
514,1.8203
515,0.949158
516,0.227183
517,1.50065
518,0.327915
519,0.805091
520,3.97888
521,0.678277
522,1.67615
523,0.656653
524,2.68183
525,0.523876
526,2.24297
527,0.610975
528,0.918457
529,1.88476
530,0.119552
531,0.39669
532,0.357007
533,0.161057
534,0.244632
535,0.155517
536,0.358438
537,0.76155
538,0.731908
539,0.285647
540,0.160574
541,0.677599
542,0.81824
543,0.646359
544,0.916503
545,0.314114
546,0.171187
547,0.193592
548,0.806783
549,0.577008
550,0.110251
551,0.39562
552,0.212886
553,1.58265
554,1.90885
555,0.636609
556,0.272532
557,0.139178
558,0.975749
559,0.735577
560,0.731469
561,0.328572
562,0.87424
563,1.47329
564,0.354871
565,1.11986
566,0.293758
567,0.870141
568,0.307279
569,0.94784
570,0.148823
571,1.76703
572,0.808237
573,0.304526
574,0.567054
575,0.24244
576,0.496933
577,0.969059
578,0.656324
579,1.502
580,0.848487
581,0.466965
582,0.900144
583,0.548482
584,0.612075
585,0.113949
586,4.82109
587,0.341981
588,0.61073
589,1.85856
590,0.567565
591,0.19052
592,0.265537
593,1.8541
594,0.403249
595,0.647588
596,0.523876
597,1.278
598,0.541723
599,0.345764
600,1.97171
601,3.45561
602,0.270901
603,6.78016
604,1.18164
605,0.782392
606,1.16474
607,0.0979792
608,0.12209
609,0.321422
610,0.507631
611,1.26263
612,0.640248
613,0.119075
614,0.527029
615,0.122947
616,0.544602
617,0.10208
618,0.311299
619,0.546839
620,1.17515
621,0.807914
622,0.479553
623,0.928078
624,0.571723
625,3.88064
626,0.76056
627,0.620146
628,2.63425
629,0.610425
630,2.32938
631,1.05481
632,1.20925
633,0.272532
634,1.38113
635,0.272259
636,1.16742
637,3.37704
638,0.159295
639,3.62916
640,0.977644
641,0.704688
642,1.24197
643,0.493023
644,1.10882
645,0.355226
646,1.11327
647,0.809369
648,0.206181
649,0.356294
650,2.55666
651,1.65186
652,0.911749
653,0.518301
654,0.407424
655,1.37713
656,1.76844
657,2.55027
658,0.200288
659,0.603928
660,0.104664
661,0.299093
662,0.0600847
663,0.841727
664,0.702015
665,0.523981
666,0.733667
667,7.52326
668,0.686465
669,0.158659
670,1.1922
671,0.757221
672,0.122947
673,0.829444
674,4.70206
675,0.69378
676,1.33416
677,0.231541
678,1.15754
679,1.12727
680,1.9656
681,1.17751
682,0.618783
683,0.48326
684,0.708504
685,1.65732
686,0.0905367
687,0.827125
688,0.0449143
689,0.167127
690,3.42465
691,0.390589
692,0.261061
693,0.451852
694,0.43046
695,0.724191
696,0.348541
697,0.167294
698,1.27469
699,0.190329
700,0.447625
701,0.921088
702,2.1387
703,1.21349
704,0.225824
705,0.489779
706,1.15039
707,1.14648
708,0.656653
709,0.930401
710,2.87485
711,0.367144
712,0.591082
713,0.691702
714,1.163
715,0.741782
716,0.339596
717,1.58407
718,0.128735
719,0.376439
720,0.728185
721,0.265007
722,0.481668
723,0.544711
724,0.0785516
725,0.243899
726,1.14077
727,0.6967
728,3.10496
729,0.819796
730,2.23558
731,0.465986
732,0.325302
733,0.0496876
734,0.273351
735,1.2696
736,0.752767
737,0.9274
738,0.765979
739,0.473596
740,0.431624
741,1.15373
742,0.705746
743,0.222462
744,3.77726
745,0.472839
746,5.73736
747,0.596665
748,0.756464
749,0.592266
750,0.542428
751,3.39397
752,0.431538
753,0.556438
754,0.915239
755,0.273351
756,0.535422
757,0.357364
758,0.248329
759,1.01372
760,1.01245
761,1.38819
762,0.144424
763,0.0454565
764,2.6427
765,0.382663
766,0.262632
767,3.55729
768,0.932133
769,0.288517
770,3.90009
771,2.80667
772,0.469353
773,0.101266
774,0.076459
775,0.474829
776,0.900054
777,1.73152
778,0.27999
779,1.40973
780,0.496834
781,0.4275
782,1.40846
783,0.569043
784,0.117068
785,0.0966171
786,0.224249
787,1.50999
788,1.13928
789,0.336216
790,4.85496
791,0.159135
792,0.428399
793,0.228779
794,0.227183
795,0.541669
796,0.607563
797,0.14927
798,0.0780817
799,0.298496
800,1.82759
801,0.322066
802,2.02688
803,0.275822
804,1.27673
805,0.563831
806,0.0446456
807,0.256918
808,0.0914466
809,0.73919
810,0.112703
811,1.0418
812,1.0052
813,27.5775
814,0.226729
815,0.548428
816,0.377796
817,0.329889
818,0.143417
819,1.22385
820,0.130289
821,0.721084
822,0.790255
823,1.2338
824,0.285076
825,0.507225
826,0.171873
827,0.622881
828,0.654097
829,0.677328
830,0.620518
831,0.537353
832,1.65219
833,1.13564
834,1.36534
835,0.504696
836,0.812451
837,4.28448
838,0.49322
839,0.531794
840,3.07714
841,0.705041
842,0.232701
843,0.785056
844,2.01718
845,0.435004
846,0.573269
847,1.01583
848,1.00313
849,0.856586
850,0.774297
851,3.66197
852,0.646876
853,0.689147
854,0.743341
855,0.222684
856,0.454072
857,0.530678
858,1.25634
859,0.160414
860,0.774065
861,0.644681
862,2.35985
863,0.350288
864,0.901496
865,0.622694
866,1.51119
867,0.422063
868,1.40116
869,1.10672
870,22.2424
871,0.278873
872,0.177995
873,1.04913
874,1.27839
