t,cond_num
10,6.55315
20,6.52701
30,6.53377
40,6.58309
50,6.53814
60,6.56513
70,6.56828
80,6.55863
90,6.56747
100,6.57687
110,6.57243
120,6.54012
130,6.59273
140,6.5349
150,6.57082
160,6.51324
170,6.52756
180,6.58748
190,6.4838
200,6.55532
210,6.51974
220,6.54619
230,6.52022
240,6.48604
250,6.5037
260,6.54215
270,6.51681
280,6.52614
290,6.50104
300,6.48472
310,6.55769
320,6.52586
330,6.52615
340,6.56448
350,6.54322
360,6.58859
370,6.54475
380,6.53547
390,6.48864
400,6.47382
410,6.49947
420,6.49735
430,6.5512
440,6.53968
450,6.48637
460,6.61549
470,6.52784
480,6.50385
490,6.4848
500,6.48586
510,6.5984
520,6.54016
530,6.51202
540,6.52795
550,6.56077
560,6.56735
570,6.58828
580,6.56339
590,6.60378
600,6.62951
610,6.55873
620,6.56599
630,6.55725
640,6.54784
650,6.54939
660,6.55451
670,6.57926
680,6.55005
690,6.52129
700,6.56359
710,nan
720,nan
730,nan
740,nan
750,nan
760,nan
770,nan
780,nan
790,nan
800,nan
810,6.51207
820,6.57594
830,6.56475
840,6.56682
850,6.65965
860,6.609
870,6.51679
880,6.58475
890,6.59749
900,6.54739
910,6.54437
920,6.52535
930,6.57042
940,6.48867
950,6.56087
960,6.54045
970,6.50499
980,6.54096
990,6.55869
1000,6.49899
1010,6.5175
1020,6.51619
1030,6.54122
1040,6.54491
1050,6.59329
1060,6.53241
1070,6.5312
1080,6.4935
1090,6.56132
1100,6.60251
1110,6.51772
1120,6.54989
1130,6.52056
1140,6.59521
1150,6.49924
1160,6.55077
1170,6.536
1180,6.50915
1190,6.53394
1200,6.5469
1210,6.55977
1220,6.56844
1230,6.50538
1240,6.4459
1250,6.53056
1260,6.55671
1270,6.5715
1280,6.5345
1290,6.54154
1300,6.58499
1310,6.53641
1320,6.5775
1330,6.49431
1340,6.56429
1350,6.57309
1360,6.53365
1370,6.60818
1380,6.54725
1390,6.50827
1400,6.51841
1410,nan
1420,nan
1430,nan
1440,nan
1450,nan
1460,nan
1470,nan
1480,nan
1490,nan
1500,nan
1510,6.54622
1520,6.57686
1530,6.52081
1540,6.49568
1550,6.50331
1560,6.54855
1570,6.55634
1580,6.59501
1590,6.58407
1600,6.53174
1610,6.53879
1620,6.51654
