ReTr(L),ImTr(L)
588.562,-3.67706
134.883,-1.68417
89.2557,-1.56445
64.1553,-1.48461
43.9723,-3.7907
35.4176,-2.58293
28.5655,-0.36098
23.1194,-0.316636
19.7444,-1.52643
16.5423,-1.92551
13.9355,-0.764783
12.2119,-1.32317
11.283,-1.88701
9.99164,-1.98492
9.0368,-2.35572
8.54632,-1.97031
7.94267,-1.75414
7.43423,-1.73924
6.79961,-1.91728
6.19108,-1.9456
5.81226,-1.69003
4.93877,-1.65237
4.57072,-1.58058
4.49807,-1.57898
4.12845,-1.61028
4.12396,-1.48174
3.77463,-1.50282
3.64598,-1.41519
3.69776,-1.47248
3.41711,-1.49239
3.28662,-1.25181
3.05458,-1.15214
2.81423,-0.967859
2.57665,-1.07502
2.52683,-1.09576
2.38411,-1.13573
2.40589,-1.13551
2.48479,-1.19744
2.58154,-1.01568
2.42611,-1.08413
2.12516,-1.03585
2.07447,-0.995324
2.00978,-0.911805
1.99767,-0.760663
2.02581,-0.710929
2.06756,-0.763376
1.86945,-0.738287
1.84497,-0.707419
1.80268,-0.833298
1.79406,-0.730069
1.74604,-0.778323
1.70122,-0.805488
1.69626,-0.81598
1.65076,-0.831181
1.58088,-0.818544
1.60301,-0.736143
1.54178,-0.833705
1.49194,-0.773972
1.41531,-0.832765
1.44978,-0.680779
1.43046,-0.664179
1.40484,-0.604001
1.51277,-0.69104
1.45947,-0.627343
1.44373,-0.679101
1.4321,-0.649274
1.44878,-0.630879
1.47433,-0.592363
1.47532,-0.520486
1.5647,-0.545167
1.52213,-0.621401
1.41466,-0.647469
1.45861,-0.680261
1.4288,-0.633896
1.4288,-0.633896
1.42712,-0.527954
1.42139,-0.564928
1.40469,-0.515926
1.3626,-0.593335
1.4251,-0.523395
1.34239,-0.545078
1.26677,-0.539454
1.26677,-0.539454
1.31582,-0.514022
1.25809,-0.56417
1.3272,-0.503378
1.3272,-0.503378
1.3272,-0.503378
1.26395,-0.583264
1.26424,-0.619003
1.22541,-0.692266
1.26118,-0.632284
1.22787,-0.625147
1.22787,-0.625147
1.31782,-0.617619
1.22209,-0.65701
1.22209,-0.65701
1.22209,-0.65701
1.17149,-0.696858
1.24326,-0.781489
1.21551,-0.818097
1.1984,-0.899757
1.15709,-0.814719
1.07758,-0.723645
1.11516,-0.689622
1.17245,-0.734242
1.17245,-0.734242
1.13433,-0.733676
1.13348,-0.70893
1.15417,-0.621333
1.14556,-0.659508
1.14556,-0.659508
1.07658,-0.656497
1.09994,-0.612404
1.06063,-0.683153
1.07988,-0.632039
1.07988,-0.632039
1.09568,-0.593446
1.115,-0.569988
1.05878,-0.624052
1.08709,-0.645473
1.01973,-0.645016
1.01973,-0.645016
0.984391,-0.586501
0.984391,-0.586501
0.971893,-0.586985
0.950607,-0.501761
0.998509,-0.514182
1.09288,-0.508455
0.965348,-0.485214
0.965348,-0.485214
0.965348,-0.485214
0.965348,-0.485214
1.02609,-0.401795
1.02609,-0.401795
1.09423,-0.448309
1.10995,-0.449248
1.11215,-0.355415
1.15855,-0.360806
1.08588,-0.374691
1.08588,-0.374691
1.06631,-0.323033
1.05355,-0.349723
1.08084,-0.304998
1.0403,-0.319423
1.0358,-0.295798
1.04978,-0.269672
1.00369,-0.24279
1.00369,-0.24279
1.03667,-0.23287
1.07218,-0.183762
1.0266,-0.128643
1.09518,-0.0769251
1.09518,-0.0769251
1.04337,-0.147723
1.03493,-0.218866
1.03493,-0.218866
1.03493,-0.218866
1.06003,-0.194884
1.04781,-0.220461
1.04183,-0.0874721
1.05782,-0.0316182
1.05782,-0.0316182
1.14478,-0.043656
1.14478,-0.043656
1.12883,-0.048932
1.12883,-0.048932
1.03793,-0.0567489
1.03793,-0.0567489
1.07449,-0.105447
1.10406,0.012608
1.12143,0.0422377
1.12143,0.0422377
1.20837,0.0311536
1.21879,0.0384348
1.22232,0.0434936
1.22232,0.0434936
1.16064,0.0611892
1.2052,0.0308607
1.2052,0.0308607
1.15332,0.0723241
1.16518,0.0549003
1.16518,0.0549003
1.16518,0.0549003
1.16518,0.0549003
1.16518,0.0549003
1.16518,0.0549003
1.17321,0.0772321
1.17321,0.0772321
1.2047,0.135801
1.21718,0.0628411
1.29077,0.0484706
1.29077,0.0484706
1.29077,0.0484706
1.20835,0.103003
1.26376,0.185614
1.26376,0.185614
1.26376,0.185614
1.26412,0.155037
1.29907,0.177304
