t,deltaS
1,-0.9082
2,-1.046
3,-1.309
4,-1.131
5,-1.057
6,-0.827
7,-0.9725
8,-0.939
9,-0.9812
10,-0.7927
11,-0.7841
12,-0.6765
13,-0.6767
14,-0.6662
15,-0.5997
16,-0.5177
17,-0.6242
18,-0.4782
19,-0.4737
20,-0.4239
21,-0.6616
22,-0.6462
23,-0.7413
24,-0.528
25,-0.6717
26,-0.44
27,-0.4545
28,-0.4612
29,-0.4407
30,-0.4426
31,-0.4514
32,-0.3443
33,-0.4905
34,-0.4946
35,-0.4837
36,-0.2729
37,-0.3883
38,-0.2523
39,-0.279
40,-0.4371
41,-0.5
42,-0.2575
43,-0.211
44,-0.2709
45,-0.3362
46,-0.3962
47,-0.3269
48,-0.3258
49,-0.3612
50,0.02324
51,-0.171
52,-0.3157
53,-0.1146
54,-0.452
55,-0.2981
56,-0.2738
57,-0.7729
58,-0.3624
59,-0.3668
60,-0.3085
61,-0.1959
62,-0.5373
63,0.1185
64,-0.6862
65,-0.5968
66,-0.2595
67,0.05368
68,-0.4868
69,0.02585
70,-0.3017
71,-0.3759
72,-0.7772
73,-0.6344
74,-0.795
75,0.07782
76,-0.3603
77,-0.07795
78,-0.4953
79,-0.3663
80,0.0753
81,-0.6155
82,-0.9689
83,1.062
84,-0.7037
85,-1.027
86,-0.698
87,1.52
88,0.7049
89,-0.004716
90,-1.526
91,0.9565
92,-0.3058
93,0.0003733
94,0.5126
95,0.6857
96,-0.4157
97,0.6271
98,1.32
99,-0.1367
100,1.534
101,-1.112
102,-1.125
103,-0.7861
104,-0.785
105,-1.447
106,-0.956
107,0.5539
108,-0.2311
109,0.1092
110,0.294
111,-1.047
112,1.374
113,0.6154
114,-1.499
115,0.3895
116,-1.387
117,0.8382
118,0.1359
119,-0.472
120,-0.9292
121,-0.9649
122,-1.497
123,0.7468
124,-0.1715
125,2.022
126,-0.8207
127,-1.886
128,-2.025
129,-0.3997
130,-2.024
131,0.7574
132,0.7731
133,0.9584
134,0.208
135,0.9025
136,-0.197
137,-0.2811
138,0.814
139,-0.3207
140,-0.09131
141,0.7831
142,-0.7684
143,0.2911
144,0.4454
145,-0.897
146,-0.7068
147,-0.3203
148,-0.7034
149,1.253
150,1.052
151,0.6551
152,1.303
153,-3.008
154,1.177
155,-0.4569
156,0.6648
157,2.18
158,3.009
159,0.1988
160,1.094
161,-0.9617
162,0.313
163,1.846
164,-0.4196
165,0.3831
166,-0.3381
167,0.5442
168,-0.7946
169,1.71
170,1.075
171,0.7553
172,0.04226
173,1.886
174,0.2736
175,1.204
176,-1.159
177,0.5485
178,-1.559
179,-0.5207
180,0.6866
181,-0.02543
182,0.7979
183,0.9466
184,0.799
185,1.993
186,0.9292
187,2.07
188,0.01331
189,0.5174
190,-0.5917
191,0.1016
192,0.8075
193,2.783
194,1.286
195,-1.001
196,-0.5024
197,2.092
198,1.911
199,-1.26
200,0.03984
201,1.233
202,-1.143
203,-2.435
204,-0.7792
205,-0.1925
206,2.059
207,0.1052
208,0.5821
209,1.874
