t,N_f,N_g
10,80,1280
20,80,1280
30,70,840
40,66,660
50,60,480
60,50,400
70,40,320
80,30,240
90,20,160
100,20,160
110,20,160
120,20,160
130,20,160
140,20,160
150,20,160
160,20,160
170,20,160
180,20,160
190,20,160
200,20,160
210,20,160
220,20,160
230,20,160
240,20,160
250,20,160
260,22,176
270,22,176
280,22,176
290,22,176
300,22,176
310,22,176
320,22,176
330,22,176
340,22,176
350,22,176
360,24,192
370,24,192
380,24,192
390,24,192
400,24,192
410,24,192
420,24,192
430,24,192
440,24,192
450,24,192
460,24,192
470,24,192
480,24,192
490,24,192
500,24,192
510,24,192
520,24,192
530,24,192
540,24,192
550,24,192
560,24,192
570,24,192
580,24,192
590,24,192
600,24,192
610,24,192
620,24,192
630,24,192
640,24,192
650,24,192
660,24,192
670,24,192
680,24,192
690,24,192
700,24,192
710,24,192
720,24,192
730,24,192
740,24,192
750,24,192
760,24,192
770,24,192
780,24,192
790,24,192
800,24,192
810,24,192
820,24,192
830,24,192
840,24,192
850,24,192
860,24,192
870,24,192
880,24,192
890,24,192
900,24,192
910,24,192
920,24,192
930,24,192
940,24,192
950,24,192
960,24,192
970,24,192
980,24,192
990,24,192
1000,24,192
1010,24,192
1020,24,192
1030,24,192
1040,24,192
1050,24,192
1060,24,192
1070,24,192
1080,24,192
1090,24,192
1100,24,192
1110,24,192
1120,24,192
1130,24,192
1140,24,192
1150,24,192
1160,24,192
1170,24,192
1180,24,192
1190,24,192
1200,24,192
1210,24,192
1220,24,192
1230,24,192
1240,24,192
1250,24,192
1260,24,192
1270,24,192
1280,24,192
1290,24,192
1300,24,192
1310,24,192
1320,24,192
1330,24,192
1340,24,192
1350,24,192
1360,24,192
1370,24,192
1380,24,192
1390,24,192
1400,24,192
1410,24,192
1420,24,192
1430,24,192
1440,24,192
1450,24,192
1460,24,192
1470,24,192
1480,24,192
1490,24,192
1500,24,192
1510,24,192
1520,24,192
1530,24,192
1540,24,192
1550,24,192
1560,24,192
1570,24,192
1580,24,192
1590,24,192
1600,24,192
1610,24,192
1620,24,192
1630,24,192
1640,24,192
1650,24,192
1660,24,192
1670,24,192
1680,24,192
1690,24,192
1700,24,192
1710,24,192
1720,24,192
1730,24,192
1740,24,192
1750,24,192
1760,24,192
1770,24,192
1780,24,192
1790,24,192
1800,24,192
1810,24,192
1820,24,192
1830,24,192
1840,24,192
1850,24,192
1860,24,192
1870,24,192
1880,24,192
1890,24,192
1900,24,192
1910,24,192
1920,24,192
1930,24,192
1940,24,192
1950,24,192
1960,24,192
1970,24,192
1980,24,192
1990,24,192
2000,24,192
2010,24,192
2020,24,192
2030,24,192
2040,24,192
2050,24,192
2060,24,192
2070,24,192
2080,24,192
2090,24,192
2100,24,192
2110,24,192
2120,24,192
2130,24,192
2140,24,192
2150,24,192
2160,24,192
2170,24,192
2180,24,192
2190,24,192
2200,24,192
2210,24,192
2220,24,192
2230,24,192
2240,24,192
2250,24,192
2260,24,192
2270,24,192
2280,24,192
2290,24,192
2300,24,192
2310,24,192
2320,24,192
2330,24,192
2340,24,192
2350,24,192
2360,24,192
2370,24,192
2380,24,192
2390,24,192
2400,24,192
2410,24,192
2420,24,192
2430,24,192
2440,24,192
2450,24,192
2460,24,192
2470,24,192
2480,24,192
2490,24,192
2500,24,192
2510,24,192
2520,24,192
2530,24,192
2540,24,192
2550,24,192
2560,24,192
2570,24,192
2580,24,192
2590,24,192
2600,24,192
2610,24,192
2620,24,192
2630,24,192
2640,24,192
2650,24,192
2660,24,192
2670,24,192
2680,24,192
2690,24,192
2700,24,192
2710,24,192
2720,24,192
2730,24,192
2740,24,192
2750,24,192
2760,24,192
2770,24,192
2780,24,192
2790,24,192
2800,24,192
2810,24,192
2820,24,192
2830,24,192
2840,24,192
2850,24,192
2860,24,192
2870,24,192
2880,24,192
2890,24,192
2900,24,192
2910,24,192
2920,24,192
2930,24,192
2940,24,192
2950,24,192
2960,24,192
2970,24,192
2980,24,192
2990,24,192
3000,24,192
3010,24,192
3020,24,192
3030,24,192
3040,24,192
3050,24,192
3060,24,192
3070,24,192
3080,24,192
3090,24,192
3100,24,192
3110,24,192
3120,24,192
3130,24,192
3140,24,192
3150,24,192
3160,24,192
3170,24,192
3180,24,192
3190,24,192
3200,24,192
3210,24,192
3220,24,192
3230,24,192
3240,24,192
3250,24,192
3260,24,192
3270,24,192
3280,24,192
3290,24,192
3300,24,192
3310,24,192
3320,24,192
3330,24,192
3340,24,192
3350,24,192
3360,24,192
3370,24,192
3380,24,192
3390,24,192
3400,24,192
3410,24,192
3420,24,192
3430,24,192
3440,24,192
3450,24,192
3460,24,192
3470,24,192
3480,24,192
3490,24,192
3500,24,192
3510,24,192
3520,24,192
3530,24,192
3540,24,192
3550,24,192
3560,24,192
3570,24,192
3580,24,192
3590,24,192
3600,24,192
3610,24,192
3620,24,192
3630,24,192
3640,24,192
3650,24,192
