MDTU,S_B
1,0.979474
2,0.891212
3,0.912914
4,0.93454
5,0.932932
6,0.941827
7,0.946673
8,0.955652
9,0.958837
10,0.963624
11,0.964709
12,0.966345
13,0.969389
14,0.970463
15,0.972077
16,0.972681
17,0.974699
18,0.976895
19,0.977869
20,0.980212
21,0.979627
22,0.981768
23,0.981679
24,0.984022
25,0.984622
26,0.986696
27,0.986704
28,0.986531
29,0.987476
30,0.987855
31,0.988364
32,0.989032
33,0.98978
34,0.988958
35,0.99039
36,0.989835
37,0.991768
38,0.99116
39,0.992613
40,0.991425
41,0.992517
42,0.992277
43,0.991625
44,0.993585
45,0.991515
46,0.992357
47,0.99392
48,0.99398
49,0.992903
50,0.994047
51,0.99516
52,0.992713
53,0.994406
54,0.994102
55,0.995077
56,0.995426
57,0.99519
58,0.995224
59,0.994841
60,0.994799
61,0.996154
62,0.994546
63,0.996962
64,0.99592
65,0.995803
66,0.994947
67,0.996484
68,0.996267
69,0.995582
70,0.996648
71,0.996484
72,0.994227
73,0.996331
74,0.995024
75,0.995024
76,0.995768
77,0.99754
78,0.995752
79,0.996737
80,0.995357
81,0.997044
82,0.996397
83,0.996397
84,0.996366
85,0.99676
86,0.996702
87,0.996702
88,0.996702
89,0.997507
90,0.997512
91,0.997674
92,0.996601
93,0.995617
94,0.995617
95,0.996477
96,0.997769
97,0.997769
98,0.997769
99,0.997119
100,0.99864
101,0.995615
102,0.995438
103,0.996876
104,0.997048
105,0.9957
106,0.99859
107,0.99859
108,0.997799
109,0.997592
110,0.997462
111,0.9965
112,0.9965
113,0.997242
114,0.997555
115,0.996877
116,0.997092
117,0.997092
118,0.996953
119,0.997365
120,0.99714
121,0.997369
122,0.997657
123,0.997657
124,0.997935
125,0.997935
126,0.998095
127,0.998274
128,0.995688
129,0.997526
130,0.994801
131,0.994801
132,0.994801
133,0.994801
134,0.997132
135,0.997132
136,0.997085
137,0.997716
138,0.998431
139,0.998121
140,0.997234
141,0.997234
142,0.998421
143,0.99751
144,0.997708
145,0.997009
146,0.996143
147,0.99758
148,0.996987
149,0.996987
150,0.997828
151,0.996852
152,0.997653
153,0.997913
154,0.997913
155,0.996727
156,0.997033
157,0.997033
158,0.997033
159,0.997115
160,0.996446
161,0.995794
162,0.997642
163,0.997642
164,0.997953
165,0.997953
166,0.996281
167,0.996281
168,0.994408
169,0.994408
170,0.997621
171,0.997588
172,0.998375
173,0.998375
174,0.997539
175,0.998282
176,0.997783
177,0.997783
178,0.997571
179,0.996815
180,0.996815
181,0.997237
182,0.997153
183,0.997153
184,0.997153
185,0.997153
186,0.997153
187,0.997153
188,0.998546
189,0.998546
190,0.997445
191,0.997079
192,0.997703
193,0.997703
194,0.997703
195,0.996156
196,0.998672
197,0.998672
198,0.998672
199,0.9983
200,0.998459
201,0.998459
202,0.999489
203,0.998913
204,0.997961
205,0.996898
206,0.996898
207,0.996898
208,0.996898
209,0.996898
210,0.998825
211,0.998825
212,0.998825
213,0.998825
214,0.998101
215,0.996392
216,0.996392
217,0.998506
218,0.997804
219,0.996348
220,0.996348
221,0.996348
222,0.998358
223,0.998358
224,0.99892
225,0.998604
226,0.998604
227,0.996785
228,0.996899
229,0.996899
230,0.998663
231,0.998663
232,0.996473
233,0.99757
234,0.998197
235,0.998197
236,0.998552
237,0.998262
238,0.998262
239,0.998262
240,0.998076
241,0.998076
242,0.996467
243,0.996467
244,0.997548
245,0.998161
246,0.998161
247,0.998161
248,0.998161
249,0.997785
250,0.998982
251,0.998926
252,0.996647
253,0.999092
254,0.999092
255,0.997514
256,0.998489
257,0.997324
258,0.998645
259,0.997273
260,0.997273
261,0.997273
262,0.997273
263,0.997719
264,0.997719
265,0.997719
266,0.995217
267,0.997551
268,0.997551
269,0.997551
270,0.998771
271,0.998771
272,0.997149
273,0.997522
274,0.998012
275,0.999182
276,0.998467
277,0.998684
278,0.998184
279,0.997316
280,0.998607
281,0.998607
282,0.998143
283,0.99745
284,0.997622
285,0.997622
286,0.997622
287,0.996643
288,0.997717
289,0.997717
290,0.997717
291,0.999075
292,0.999317
293,0.997265
294,0.998358
295,0.998432
296,0.996363
297,0.998306
298,0.99718
299,0.997037
300,0.997887
301,0.997887
302,0.997741
303,0.997741
304,0.998246
305,0.99735
306,0.99735
307,0.998094
308,0.998031
309,0.998031
310,0.996698
311,0.996698
312,0.996495
313,0.996495
314,0.996495
315,0.998083
316,0.998221
317,0.998221
318,0.998221
319,0.998221
320,0.998221
321,0.998221
322,0.997305
323,0.998175
324,0.998129
325,0.998129
326,0.998129
327,0.998129
328,0.998129
329,0.99729
330,0.99729
331,0.999598
332,0.997222
333,0.997989
334,0.999349
335,0.999048
336,0.999157
337,0.997814
338,0.998628
339,0.998628
340,0.998628
341,0.998397
342,0.998397
343,0.999155
344,0.997479
345,0.997479
346,0.997479
347,0.997479
348,0.997479
349,0.997479
350,0.997558
351,0.997558
352,0.997558
353,0.997389
354,0.998581
355,0.998581
356,0.998581
357,0.995915
358,0.997133
359,0.997133
360,0.997133
361,0.999169
362,0.997617
363,0.997617
364,0.998606
365,0.998453
366,0.998896
367,0.998684
368,0.998684
369,0.99775
370,0.99775
371,0.99775
372,0.997633
373,0.998687
374,0.998687
375,0.997796
376,0.997796
377,0.997796
378,0.997796
379,0.997544
380,0.997544
381,0.998513
382,0.998513
383,0.997424
384,1.00018
385,0.998929
386,0.998929
387,0.998661
388,0.999442
389,0.999114
390,0.997183
391,0.997475
392,0.998788
393,0.998788
394,0.997963
395,0.998511
396,0.996528
397,0.996528
398,0.996032
399,0.996032
400,0.996032
401,0.996033
402,0.996033
403,0.996033
404,0.999388
405,0.998474
406,0.999636
407,0.997686
408,0.998754
409,0.998754
410,0.996301
411,0.997401
412,0.997401
413,0.997401
414,0.997401
415,0.996646
416,0.997858
417,0.998971
418,0.998971
419,0.997848
420,0.997848
421,0.996849
422,0.996761
423,0.996761
424,0.99851
425,1.00069
426,0.9981
427,0.997411
428,0.997901
429,0.997863
430,0.998221
431,0.999604
432,0.999604
433,0.997259
434,0.997641
435,0.99681
436,0.99681
437,0.998178
438,0.998172
439,0.997728
440,0.997728
441,0.998438
442,0.99877
443,0.998997
444,0.998967
445,0.997625
446,0.997625
447,0.998243
448,0.997384
449,0.99838
450,0.998426
451,0.998411
452,0.998411
453,0.997028
454,0.997392
455,0.99715
456,0.997591
457,0.999493
458,0.998168
459,0.998168
460,0.998431
461,1.00026
462,0.997539
463,0.997539
464,0.999482
465,0.997129
466,0.997129
467,0.997376
468,0.99838
469,0.997639
470,0.999022
471,0.999221
472,0.999218
473,0.99791
474,0.99791
475,0.999423
476,0.997687
477,0.998631
478,0.997526
479,0.997526
480,0.997526
481,0.996402
482,0.997461
483,0.99767
484,0.998609
485,0.99753
486,0.99753
487,0.998894
488,0.998122
489,0.998122
490,0.998023
491,0.998023
492,0.998203
493,0.998871
494,0.999087
495,0.999505
496,0.997475
497,0.997838
498,1.0002
499,0.997765
500,0.997765
501,0.997765
502,0.998819
503,0.997745
504,0.998967
505,0.998648
506,0.998648
507,0.997864
508,0.997864
509,0.997864
510,0.997864
511,0.997864
512,0.997864
513,0.997864
514,0.997864
515,0.997864
516,0.997867
517,0.998517
518,0.998517
519,0.998977
520,0.998219
521,0.999041
522,0.99893
523,0.999029
524,0.999029
525,0.99878
526,0.998847
527,0.998453
528,0.998103
529,0.997593
530,0.999687
531,0.998103
532,1.00053
533,0.998255
534,0.997242
535,0.997624
536,0.997233
537,0.999467
538,0.999467
539,0.999467
540,0.999467
541,0.997521
542,0.998405
543,0.998368
544,0.998948
545,0.997037
546,0.996283
547,0.996283
548,0.998021
549,0.997743
550,0.997743
551,0.997743
552,0.996304
553,0.996552
554,0.99872
555,0.99872
556,0.998337
557,0.998294
558,0.998432
559,0.999074
560,0.999074
561,0.999112
562,0.998301
563,0.998341
564,0.999006
565,0.999006
566,0.999716
567,0.996715
568,0.997807
569,0.997807
570,0.998725
571,0.998725
572,0.998725
573,0.998725
574,0.998045
575,0.998045
576,0.997936
577,0.997316
578,0.997316
579,0.997316
580,0.996454
581,0.998674
582,0.99677
583,0.996065
584,0.998536
