t,cost
10,1326
20,1302
30,597.84
40,587.76
50,588.24
60,596.04
70,606.12
80,598.08
90,583.8
100,606.12
110,612.24
120,589.44
130,576.96
140,585.84
150,594.96
160,585.24
170,577.56
180,587.16
190,569.76
200,579.84
210,583.08
220,567.96
230,580.68
240,586.2
250,595.2
260,582.48
270,600.24
280,594.48
290,583.8
300,590.04
310,586.68
320,589.08
330,587.76
340,585.24
350,581.52
360,596.88
370,585.72
380,599.76
390,587.88
400,594.84
410,581.76
420,590.64
430,590.16
440,582.96
450,593.76
460,594.84
470,587.88
480,593.76
490,589.68
500,597.96
510,593.88
520,588.72
530,594.6
540,586.2
550,588.6
560,595.68
570,587.64
580,590.16
590,587.04
600,591.6
610,590.52
620,597
630,599.16
640,599.64
650,589.2
660,591.72
670,598.56
680,588
690,597.84
700,588.48
710,592.8
720,590.28
730,589.08
740,584.88
750,593.28
760,587.04
770,584.52
780,589.44
790,587.04
800,594
810,589.2
820,583.44
830,588.48
840,595.2
850,588.36
860,584.28
870,589.56
880,585.6
890,585.84
900,584.4
910,585.96
920,587.76
930,699.48
940,702.72
950,727.08
960,633.12
970,625.92
980,626.16
990,630.72
1000,635.16
1010,648.12
1020,638.04
1030,588.96
1040,594.72
1050,591.6
1060,587.88
1070,588.24
1080,580.08
1090,588.96
1100,588
1110,583.2
1120,584.88
1130,584.88
1140,598.32
1150,589.92
1160,590.64
1170,590.64
1180,587.52
1190,592.08
1200,598.08
1210,588.36
1220,588.12
1230,594.12
1240,584.4
1250,595.56
1260,588.6
1270,588.72
1280,583.68
1290,592.2
1300,588.96
1310,579.24
1320,590.88
1330,595.44
1340,594.72
1350,584.76
1360,592.2
1370,597.96
1380,591.84
1390,593.4
1400,586.8
1410,586.56
1420,593.16
1430,590.52
1440,587.64
1450,589.44
1460,590.64
1470,594.72
1480,583.32
1490,602.52
1500,592.44
1510,594.24
1520,586.8
1530,592.92
1540,585.96
1550,590.76
1560,591.72
1570,600.48
1580,585.48
1590,594.84
1600,584.28
1610,585.24
1620,588.48
1630,585
1640,592.56
1650,585.48
1660,590.52
1670,590.28
1680,583.68
1690,591.48
1700,588.24
1710,589.56
1720,588.12
1730,591.96
1740,586.92
1750,587.4
1760,594.6
1770,590.4
1780,589.56
1790,604.08
1800,603.72
1810,594.72
1820,597.24
1830,597.84
1840,590.4
1850,591
1860,597.36
1870,593.28
1880,601.2
1890,598.2
1900,598.8
1910,590.76
1920,594.96
1930,595.2
1940,599.28
1950,596.52
1960,601.2
1970,596.76
1980,590.28
1990,595.08
2000,593.28
2010,590.04
2020,596.28
2030,696.96
2040,701.013
2050,710.187
2060,724.693
2070,708.053
2080,707.2
2090,697.6
2100,747.307
2110,702.08
2120,704.213
2130,693.76
2140,683.52
2150,691.627
2160,685.653
2170,685.867
2180,685.867
2190,690.133
2200,686.08
2210,691.413
2220,690.987
2230,692.267
2240,692.053
2250,688.64
2260,693.547
2270,696.96
2280,698.027
2290,706.347
2300,707.2
2310,708.053
2320,703.147
2330,705.28
2340,711.253
2350,705.067
2360,701.227
2370,707.2
2380,699.307
2390,720.427
2400,742.187
2410,743.467
2420,745.6
2430,728.32
2440,711.893
2450,710.187
2460,711.04
2470,707.84
2480,710.613
2490,705.92
2500,714.027
2510,700.8
2520,701.867
2530,704.64
2540,712.32
2550,706.347
2560,701.653
2570,705.067
2580,701.653
2590,694.4
2600,699.52
2610,695.893
2620,702.507
2630,691.84
2640,683.947
2650,684.587
2660,687.36
2670,684.587
2680,684.373
2690,676.48
2700,678.4
2710,674.347
2720,673.067
2730,666.88
2740,669.44
2750,663.68
2760,666.24
2770,666.027
2780,663.467
2790,661.12
2800,665.387
2810,676.907
2820,665.387
2830,747.947
2840,727.253
2850,702.72
2860,705.28
2870,709.76
2880,710.187
2890,708.693
2900,705.707
2910,709.76
2920,713.173
2930,711.893
2940,707.627
2950,706.56
2960,709.973
2970,708.48
2980,709.547
2990,705.493
3000,708.053
3010,709.973
3020,710.4
3030,682.667
3040,678.613
3050,679.04
3060,679.467
3070,678.4
3080,681.813
3090,680.533
3100,682.453
3110,687.787
3120,799.787
3130,806.613
3140,831.787
3150,834.773
3160,832.427
3170,829.44
3180,833.493
3190,834.347
3200,829.44
3210,826.24
3220,834.133
3230,826.667
3240,686.08
3250,706.133
3260,711.253
3270,706.987
3280,711.893
3290,806.827
3300,816
3310,814.933
3320,817.067
3330,816.64
3340,815.36
3350,819.413
3360,815.36
3370,793.387
3380,791.893
3390,798.507
3400,764.8
3410,759.68
3420,757.12
3430,761.813
3440,759.253
3450,759.893
3460,780.587
3470,773.76
3480,777.173
3490,770.773
3500,757.76
3510,760.107
3520,756.267
3530,757.333
3540,757.333
3550,753.28
3560,757.333
3570,756.053
3580,821.547
3590,824.533
3600,821.973
3610,820.48
3620,824.96
3630,724.693
3640,737.92
3650,738.133
3660,737.707
3670,733.867
3680,718.293
3690,703.573
3700,725.973
3710,731.947
3720,736.213
3730,736.213
3740,736.427
3750,747.733
3760,749.013
3770,752.213
3780,751.787
3790,749.227
3800,731.093
3810,704.64
3820,708.053
3830,697.387
3840,690.133
3850,691.413
3860,694.187
3870,692.48
3880,689.92
3890,689.067
3900,686.08
3910,688.427
3920,693.12
3930,693.333
3940,689.28
3950,682.027
3960,683.093
3970,686.08
3980,697.173
3990,696.747
4000,692.053
4010,694.613
4020,689.067
4030,547.627
4040,544.64
4050,545.92
4060,552.96
4070,555.733
4080,554.453
4090,555.947
4100,554.24
4110,551.04
4120,546.987
4130,545.493
4140,549.973
4150,548.48
4160,548.693
4170,550.187
4180,549.76
4190,551.893
4200,552.32
4210,553.173
4220,552.533
4230,548.907
4240,550.613
4250,551.68
4260,552.533
4270,551.893
4280,539.947
4290,538.24
4300,542.72
4310,557.227
4320,555.52
4330,554.88
4340,550.4
4350,552.107
4360,548.267
4370,551.68
4380,552.107
4390,550.613
4400,553.6
4410,552.107
4420,555.733
4430,551.04
4440,549.12
4450,550.827
4460,561.92
4470,566.613
4480,565.333
4490,562.987
4500,566.187
4510,564.053
4520,560.213
4530,559.147
4540,558.293
4550,555.947
4560,556.587
4570,557.227
4580,554.24
4590,542.08
4600,537.173
4610,539.307
4620,537.813
4630,537.813
4640,537.387
4650,535.467
4660,534.187
4670,536.96
4680,542.08
4690,545.707
4700,537.813
4710,541.227
4720,540.16
4730,541.867
4740,542.293
4750,545.493
4760,541.227
4770,546.133
