t,eps_f,eps_g
10,0.005,0.000178571
20,0.015625,0.00111607
30,0.03125,0.00195312
40,0.03125,0.00195312
50,0.03125,0.00195312
60,0.0333333,0.00208333
70,0.0333333,0.00208333
80,0.0333333,0.00208333
90,0.0333333,0.00208333
100,0.0333333,0.00208333
110,0.0333333,0.00208333
120,0.0333333,0.00208333
130,0.0333333,0.00208333
140,0.0333333,0.00208333
150,0.0333333,0.00208333
160,0.0333333,0.00208333
170,0.0333333,0.00208333
180,0.0333333,0.00208333
190,0.0333333,0.00208333
200,0.0333333,0.00208333
210,0.0333333,0.00238095
220,0.0333333,0.00238095
230,0.0333333,0.00238095
240,0.0333333,0.00238095
250,0.0333333,0.00238095
260,0.0333333,0.00238095
270,0.0333333,0.00238095
280,0.0333333,0.00238095
290,0.0333333,0.00238095
300,0.0333333,0.00238095
310,0.0333333,0.00238095
320,0.0333333,0.00238095
330,0.0333333,0.00238095
340,0.0333333,0.00238095
350,0.0333333,0.00238095
360,0.0333333,0.00238095
370,0.0333333,0.00238095
380,0.0333333,0.00238095
390,0.0333333,0.00238095
400,0.0333333,0.00238095
410,0.03125,0.00223214
420,0.03125,0.00223214
430,0.03125,0.00223214
440,0.03125,0.00223214
450,0.03125,0.00223214
460,0.03125,0.00223214
470,0.03125,0.00223214
480,0.03125,0.00223214
490,0.03125,0.00223214
500,0.03125,0.00223214
510,0.03125,0.00223214
520,0.03125,0.00223214
530,0.03125,0.00223214
540,0.03125,0.00223214
550,0.03125,0.00223214
560,0.03125,0.00223214
570,0.03125,0.00223214
580,0.03125,0.00223214
590,0.03125,0.00223214
600,0.03125,0.00223214
610,0.03125,0.00223214
620,0.03125,0.00223214
630,0.03125,0.00223214
640,0.03125,0.00223214
650,0.03125,0.00223214
660,0.03125,0.00223214
670,0.03125,0.00223214
680,0.03125,0.00223214
690,0.03125,0.00223214
700,0.03125,0.00223214
710,0.03125,0.00223214
720,0.03125,0.00223214
730,0.03125,0.00223214
740,0.03125,0.00223214
750,0.03125,0.00223214
760,0.03125,0.00223214
770,0.03125,0.00223214
780,0.03125,0.00223214
790,0.03125,0.00223214
800,0.03125,0.00223214
810,0.03125,0.00223214
820,0.03125,0.00223214
830,0.03125,0.00223214
840,0.03125,0.00223214
850,0.03125,0.00223214
860,0.03125,0.00223214
870,0.03125,0.00223214
880,0.03125,0.00223214
890,0.03125,0.00223214
900,0.03125,0.00223214
910,0.03125,0.00223214
920,0.03125,0.00223214
930,0.03125,0.00223214
940,0.03125,0.00223214
950,0.03125,0.00223214
960,0.03125,0.00223214
970,0.03125,0.00223214
980,0.03125,0.00223214
990,0.03125,0.00223214
1000,0.03125,0.00223214
1010,0.03125,0.00223214
1020,0.03125,0.00223214
1030,0.03125,0.00223214
1040,0.03125,0.00223214
1050,0.03125,0.00223214
1060,0.03125,0.00223214
1070,0.03125,0.00223214
1080,0.03125,0.00223214
1090,0.03125,0.00223214
1100,0.03125,0.00223214
1110,0.03125,0.00223214
1120,0.03125,0.00223214
1130,0.03125,0.00223214
1140,0.03125,0.00223214
1150,0.03125,0.00223214
1160,0.03125,0.00223214
1170,0.03125,0.00223214
1180,0.03125,0.00223214
1190,0.03125,0.00223214
1200,0.03125,0.00223214
1210,0.03125,0.00223214
1220,0.03125,0.00223214
1230,0.03125,0.00223214
1240,0.03125,0.00223214
1250,0.03125,0.00223214
1260,0.03125,0.00223214
1270,0.03125,0.00223214
1280,0.03125,0.00223214
1290,0.03125,0.00223214
1300,0.03125,0.00223214
1310,0.03125,0.00223214
1320,0.03125,0.00223214
1330,0.03125,0.00223214
1340,0.03125,0.00223214
1350,0.03125,0.00223214
1360,0.03125,0.00223214
1370,0.03125,0.00223214
1380,0.03125,0.00223214
1390,0.03125,0.00223214
1400,0.03125,0.00223214
1410,0.03125,0.00223214
1420,0.03125,0.00223214
1430,0.03125,0.00223214
1440,0.03125,0.00223214
1450,0.03125,0.00223214
1460,0.03125,0.00223214
1470,0.03125,0.00223214
1480,0.03125,0.00223214
1490,0.03125,0.00223214
1500,0.03125,0.00223214
1510,0.03125,0.00223214
1520,0.03125,0.00223214
1530,0.03125,0.00223214
1540,0.03125,0.00223214
1550,0.03125,0.00223214
1560,0.03125,0.00223214
1570,0.03125,0.00223214
1580,0.03125,0.00223214
1590,0.03125,0.00223214
1600,0.03125,0.00223214
1610,0.03125,0.00223214
1620,0.03125,0.00223214
1630,0.03125,0.00223214
1640,0.03125,0.00223214
1650,0.03125,0.00223214
1660,0.03125,0.00223214
1670,0.03125,0.00223214
1680,0.03125,0.00223214
1690,0.03125,0.00223214
1700,0.03125,0.00223214
1710,0.03125,0.00223214
1720,0.03125,0.00223214
1730,0.03125,0.00223214
1740,0.03125,0.00223214
1750,0.03125,0.00223214
1760,0.03125,0.00223214
1770,0.03125,0.00223214
1780,0.03125,0.00223214
1790,0.03125,0.00223214
1800,0.03125,0.00223214
1810,0.03125,0.00223214
1820,0.03125,0.00223214
1830,0.03125,0.00223214
1840,0.03125,0.00223214
1850,0.03125,0.00223214
1860,0.03125,0.00223214
1870,0.03125,0.00223214
1880,0.03125,0.00223214
1890,0.03125,0.00223214
1900,0.03125,0.00223214
1910,0.03125,0.00223214
1920,0.03125,0.00223214
1930,0.03125,0.00223214
1940,0.03125,0.00223214
1950,0.03125,0.00223214
1960,0.03125,0.00223214
1970,0.03125,0.00223214
1980,0.03125,0.00223214
1990,0.03125,0.00223214
2000,0.03125,0.00223214
2010,0.03125,0.00223214
2020,0.03125,0.00223214
2030,0.03125,0.00223214
2040,0.03125,0.00223214
2050,0.03125,0.00223214
2060,0.03125,0.00223214
2070,0.03125,0.00223214
2080,0.03125,0.00223214
2090,0.03125,0.00223214
2100,0.03125,0.00223214
2110,0.03125,0.00223214
2120,0.03125,0.00223214
2130,0.03125,0.00223214
2140,0.03125,0.00223214
2150,0.03125,0.00223214
2160,0.03125,0.00223214
2170,0.03125,0.00223214
2180,0.03125,0.00223214
2190,0.03125,0.00223214
2200,0.03125,0.00223214
2210,0.03125,0.00223214
2220,0.03125,0.00223214
2230,0.03125,0.00223214
2240,0.03125,0.00223214
2250,0.03125,0.00223214
2260,0.03125,0.00223214
2270,0.03125,0.00223214
2280,0.03125,0.00223214
2290,0.03125,0.00223214
2300,0.03125,0.00223214
2310,0.03125,0.00223214
2320,0.03125,0.00223214
2330,0.03125,0.00223214
2340,0.03125,0.00223214
2350,0.03125,0.00223214
2360,0.03125,0.00223214
2370,0.03125,0.00223214
2380,0.03125,0.00223214
2390,0.03125,0.00223214
2400,0.03125,0.00223214
2410,0.03125,0.00223214
2420,0.03125,0.00223214
2430,0.03125,0.00223214
2440,0.03125,0.00223214
2450,0.03125,0.00223214
2460,0.03125,0.00223214
2470,0.03125,0.00223214
2480,0.03125,0.00223214
2490,0.03125,0.00223214
2500,0.03125,0.00223214
2510,0.03125,0.00223214
2520,0.03125,0.00223214
2530,0.03125,0.00223214
2540,0.03125,0.00223214
2550,0.03125,0.00223214
2560,0.03125,0.00223214
2570,0.03125,0.00223214
2580,0.03125,0.00223214
2590,0.03125,0.00223214
2600,0.03125,0.00223214
2610,0.03125,0.00223214
2620,0.03125,0.00223214
2630,0.03125,0.00223214
2640,0.03125,0.00223214
2650,0.03125,0.00223214
2660,0.03125,0.00223214
2670,0.03125,0.00223214
2680,0.03125,0.00223214
2690,0.03125,0.00223214
2700,0.03125,0.00223214
2710,0.03125,0.00223214
2720,0.03125,0.00223214
2730,0.03125,0.00223214
2740,0.03125,0.00223214
2750,0.03125,0.00223214
2760,0.03125,0.00223214
2770,0.03125,0.00223214
2780,0.03125,0.00223214
2790,0.03125,0.00223214
2800,0.03125,0.00223214
2810,0.03125,0.00223214
2820,0.03125,0.00223214
2830,0.03125,0.00223214
2840,0.03125,0.00223214
2850,0.03125,0.00223214
2860,0.03125,0.00223214
2870,0.03125,0.00223214
2880,0.03125,0.00223214
2890,0.03125,0.00223214
2900,0.03125,0.00223214
2910,0.03125,0.00223214
2920,0.03125,0.00223214
2930,0.03125,0.00223214
2940,0.03125,0.00223214
2950,0.03125,0.00223214
2960,0.03125,0.00223214
2970,0.03125,0.00223214
2980,0.03125,0.00223214
2990,0.03125,0.00223214
3000,0.03125,0.00223214
3010,0.03125,0.00223214
3020,0.03125,0.00223214
3030,0.03125,0.00223214
3040,0.03125,0.00223214
3050,0.03125,0.00223214
3060,0.03125,0.00223214
3070,0.03125,0.00223214
3080,0.03125,0.00223214
3090,0.03125,0.00223214
3100,0.03125,0.00223214
3110,0.03125,0.00223214
3120,0.03125,0.00223214
3130,0.03125,0.00223214
3140,0.03125,0.00223214
3150,0.03125,0.00223214
3160,0.03125,0.00223214
3170,0.03125,0.00223214
3180,0.03125,0.00223214
3190,0.03125,0.00223214
3200,0.03125,0.00223214
3210,0.03125,0.00223214
3220,0.03125,0.00223214
3230,0.03125,0.00223214
3240,0.03125,0.00223214
3250,0.03125,0.00223214
3260,0.03125,0.00223214
3270,0.03125,0.00223214
3280,0.03125,0.00223214
3290,0.03125,0.00223214
3300,0.03125,0.00223214
3310,0.03125,0.00223214
3320,0.03125,0.00223214
3330,0.03125,0.00223214
3340,0.03125,0.00223214
3350,0.03125,0.00223214
3360,0.03125,0.00223214
3370,0.03125,0.00223214
3380,0.03125,0.00223214
3390,0.03125,0.00223214
3400,0.03125,0.00223214
3410,0.03125,0.00223214
3420,0.03125,0.00223214
3430,0.03125,0.00223214
3440,0.03125,0.00223214
3450,0.03125,0.00223214
3460,0.03125,0.00223214
3470,0.03125,0.00223214
3480,0.03125,0.00223214
3490,0.03125,0.00223214
3500,0.03125,0.00223214
3510,0.03125,0.00223214
3520,0.03125,0.00223214
3530,0.03125,0.00223214
3540,0.03125,0.00223214
3550,0.03125,0.00223214
3560,0.03125,0.00223214
3570,0.03125,0.00223214
3580,0.03125,0.00223214
3590,0.03125,0.00223214
3600,0.03125,0.00223214
3610,0.03125,0.00223214
3620,0.03125,0.00223214
3630,0.03125,0.00223214
3640,0.03125,0.00223214
3650,0.03125,0.00223214
3660,0.03125,0.00223214
3670,0.03125,0.00223214
3680,0.03125,0.00223214
3690,0.03125,0.00223214
3700,0.03125,0.00223214
3710,0.03125,0.00223214
3720,0.03125,0.00223214
3730,0.03125,0.00223214
3740,0.03125,0.00223214
3750,0.03125,0.00223214
3760,0.03125,0.00223214
3770,0.03125,0.00223214
3780,0.03125,0.00223214
3790,0.03125,0.00223214
3800,0.03125,0.00223214
3810,0.03125,0.00223214
3820,0.03125,0.00223214
3830,0.03125,0.00223214
3840,0.03125,0.00223214
3850,0.03125,0.00223214
3860,0.03125,0.00223214
3870,0.03125,0.00223214
3880,0.03125,0.00223214
3890,0.03125,0.00223214
3900,0.03125,0.00223214
3910,0.03125,0.00223214
3920,0.03125,0.00223214
3930,0.03125,0.00223214
3940,0.03125,0.00223214
3950,0.03125,0.00223214
3960,0.03125,0.00223214
3970,0.03125,0.00223214
3980,0.03125,0.00223214
3990,0.03125,0.00223214
4000,0.03125,0.00223214
4010,0.03125,0.00223214
4020,0.03125,0.00223214
4030,0.03125,0.00223214
4040,0.03125,0.00223214
4050,0.03125,0.00223214
4060,0.03125,0.00223214
4070,0.03125,0.00223214
4080,0.03125,0.00223214
4090,0.03125,0.00223214
4100,0.03125,0.00223214
4110,0.03125,0.00223214
4120,0.03125,0.00223214
4130,0.03125,0.00223214
4140,0.03125,0.00223214
4150,0.03125,0.00223214
4160,0.03125,0.00223214
4170,0.03125,0.00223214
4180,0.03125,0.00223214
4190,0.03125,0.00223214
4200,0.03125,0.00223214
4210,0.03125,0.00223214
4220,0.03125,0.00223214
4230,0.03125,0.00223214
4240,0.03125,0.00223214
4250,0.03125,0.00223214
4260,0.03125,0.00223214
4270,0.03125,0.00223214
4280,0.03125,0.00223214
4290,0.03125,0.00223214
4300,0.03125,0.00223214
4310,0.03125,0.00223214
4320,0.03125,0.00223214
4330,0.03125,0.00223214
4340,0.03125,0.00223214
4350,0.03125,0.00223214
4360,0.03125,0.00223214
4370,0.03125,0.00223214
4380,0.03125,0.00223214
4390,0.03125,0.00223214
4400,0.03125,0.00223214
4410,0.03125,0.00223214
4420,0.03125,0.00223214
4430,0.03125,0.00223214
4440,0.03125,0.00223214
4450,0.03125,0.00223214
4460,0.03125,0.00223214
4470,0.03125,0.00223214
4480,0.03125,0.00223214
4490,0.03125,0.00223214
4500,0.03125,0.00223214
4510,0.03125,0.00223214
4520,0.03125,0.00223214
4530,0.03125,0.00223214
4540,0.03125,0.00223214
4550,0.03125,0.00223214
4560,0.03125,0.00223214
4570,0.03125,0.00223214
4580,0.03125,0.00223214
4590,0.03125,0.00223214
4600,0.03125,0.00223214
4610,0.03125,0.00223214
4620,0.03125,0.00223214
4630,0.03125,0.00223214
4640,0.03125,0.00223214
4650,0.03125,0.00223214
4660,0.03125,0.00223214
4670,0.03125,0.00223214
4680,0.03125,0.00223214
4690,0.03125,0.00223214
4700,0.03125,0.00223214
4710,0.03125,0.00223214
4720,0.03125,0.00223214
4730,0.03125,0.00223214
4740,0.03125,0.00223214
4750,0.03125,0.00223214
4760,0.03125,0.00223214
4770,0.03125,0.00223214
4780,0.03125,0.00223214
4790,0.03125,0.00223214
4800,0.03125,0.00223214
4810,0.03125,0.00223214
4820,0.03125,0.00223214
4830,0.03125,0.00223214
4840,0.03125,0.00223214
4850,0.03125,0.00223214
4860,0.03125,0.00223214
4870,0.03125,0.00223214
4880,0.03125,0.00223214
4890,0.03125,0.00223214
4900,0.03125,0.00223214
4910,0.03125,0.00223214
4920,0.03125,0.00223214
4930,0.03125,0.00223214
4940,0.03125,0.00223214
4950,0.03125,0.00223214
4960,0.03125,0.00223214
4970,0.03125,0.00223214
4980,0.03125,0.00223214
4990,0.03125,0.00223214
5000,0.03125,0.00223214
5010,0.03125,0.00223214
5020,0.03125,0.00223214
5030,0.03125,0.00223214
5040,0.03125,0.00223214
5050,0.03125,0.00223214
5060,0.03125,0.00223214
5070,0.03125,0.00223214
5080,0.03125,0.00223214
5090,0.03125,0.00223214
5100,0.03125,0.00223214
5110,0.03125,0.00223214
5120,0.03125,0.00223214
5130,0.03125,0.00223214
5140,0.03125,0.00223214
5150,0.03125,0.00223214
5160,0.03125,0.00223214
5170,0.03125,0.00223214
5180,0.03125,0.00223214
5190,0.03125,0.00223214
5200,0.03125,0.00223214
5210,0.03125,0.00223214
5220,0.03125,0.00223214
5230,0.03125,0.00223214
5240,0.03125,0.00223214
5250,0.03125,0.00223214
5260,0.03125,0.00223214
5270,0.03125,0.00223214
5280,0.03125,0.00223214
5290,0.03125,0.00223214
5300,0.03125,0.00223214
5310,0.03125,0.00223214
5320,0.03125,0.00223214
5330,0.03125,0.00223214
5340,0.03125,0.00223214
5350,0.03125,0.00223214
5360,0.03125,0.00223214
5370,0.03125,0.00223214
5380,0.03125,0.00223214
5390,0.03125,0.00223214
5400,0.03125,0.00223214
5410,0.03125,0.00223214
5420,0.03125,0.00223214
5430,0.03125,0.00223214
5440,0.03125,0.00223214
5450,0.03125,0.00223214
5460,0.03125,0.00223214
5470,0.03125,0.00223214
5480,0.03125,0.00223214
5490,0.03125,0.00223214
5500,0.03125,0.00223214
5510,0.03125,0.00223214
5520,0.03125,0.00223214
5530,0.03125,0.00223214
5540,0.03125,0.00223214
5550,0.03125,0.00223214
5560,0.03125,0.00223214
5570,0.03125,0.00223214
5580,0.03125,0.00223214
5590,0.03125,0.00223214
5600,0.03125,0.00223214
5610,0.03125,0.00223214
5620,0.03125,0.00223214
5630,0.03125,0.00223214
5640,0.03125,0.00223214
5650,0.03125,0.00223214
5660,0.03125,0.00223214
5670,0.03125,0.00223214
5680,0.03125,0.00223214
5690,0.03125,0.00223214
5700,0.03125,0.00223214
5710,0.03125,0.00223214
5720,0.03125,0.00223214
5730,0.03125,0.00223214
5740,0.03125,0.00223214
5750,0.03125,0.00223214
5760,0.03125,0.00223214
5770,0.03125,0.00223214
5780,0.03125,0.00223214
5790,0.03125,0.00223214
5800,0.03125,0.00223214
5810,0.03125,0.00223214
5820,0.03125,0.00223214
5830,0.03125,0.00223214
5840,0.03125,0.00223214
5850,0.03125,0.00223214
5860,0.03125,0.00223214
5870,0.03125,0.00223214
5880,0.03125,0.00223214
5890,0.03125,0.00223214
5900,0.03125,0.00223214
5910,0.03125,0.00223214
5920,0.03125,0.00223214
5930,0.03125,0.00223214
5940,0.03125,0.00223214
5950,0.03125,0.00223214
5960,0.03125,0.00223214
5970,0.03125,0.00223214
5980,0.03125,0.00223214
5990,0.03125,0.00223214
6000,0.03125,0.00223214
6010,0.03125,0.00223214
6020,0.03125,0.00223214
6030,0.03125,0.00223214
6040,0.03125,0.00223214
6050,0.03125,0.00223214
6060,0.03125,0.00223214
6070,0.03125,0.00223214
6080,0.03125,0.00223214
6090,0.03125,0.00223214
6100,0.03125,0.00223214
6110,0.03125,0.00223214
6120,0.03125,0.00223214
6130,0.03125,0.00223214
6140,0.03125,0.00223214
6150,0.03125,0.00223214
6160,0.03125,0.00223214
6170,0.03125,0.00223214
6180,0.03125,0.00223214
6190,0.03125,0.00223214
6200,0.03125,0.00223214
6210,0.03125,0.00223214
6220,0.03125,0.00223214
6230,0.03125,0.00223214
6240,0.03125,0.00223214
6250,0.03125,0.00223214
6260,0.03125,0.00223214
6270,0.03125,0.00223214
6280,0.03125,0.00223214
6290,0.03125,0.00223214
6300,0.03125,0.00223214
6310,0.03125,0.00223214
6320,0.03125,0.00223214
6330,0.03125,0.00223214
6340,0.03125,0.00223214
6350,0.03125,0.00223214
6360,0.03125,0.00223214
6370,0.03125,0.00223214
6380,0.03125,0.00223214
6390,0.03125,0.00223214
6400,0.03125,0.00223214
6410,0.03125,0.00223214
6420,0.03125,0.00223214
6430,0.03125,0.00223214
6440,0.03125,0.00223214
6450,0.03125,0.00223214
6460,0.03125,0.00223214
6470,0.03125,0.00223214
6480,0.03125,0.00223214
6490,0.03125,0.00223214
6500,0.03125,0.00223214
6510,0.03125,0.00223214
