MDTU,plaq,Re(det),Im(det),link
1,0.65535,0.806247,0.209025,0.069351
2,1.29238,12.4757,2.62579,0.11744
3,1.26205,10.87,2.30772,0.115871
4,1.27067,10.8718,2.2908,0.116572
5,1.22945,10.1585,2.17469,0.11295
6,1.21895,10.0881,2.17098,0.112196
7,1.20858,9.75992,2.11246,0.111255
8,1.15686,9.57478,2.11156,0.106566
9,1.14138,9.17193,2.04671,0.105148
10,1.11517,8.73741,1.97353,0.103007
11,1.12304,8.37424,1.90164,0.103521
12,1.10837,7.69066,1.77357,0.102242
13,1.1201,8.00289,1.81804,0.10346
14,1.10911,7.41378,1.70701,0.102477
15,1.13802,7.583,1.72137,0.105114
16,1.11829,7.23624,1.66043,0.103664
17,1.11873,7.19192,1.64396,0.103885
18,1.1333,6.98802,1.58922,0.105378
19,1.14199,6.87987,1.56031,0.10612
20,1.13357,6.87414,1.56715,0.105232
21,1.14545,6.96137,1.57151,0.106542
22,1.10245,6.72802,1.52958,0.103
23,1.09324,6.60382,1.51277,0.102404
24,1.10562,6.43127,1.47168,0.103685
25,1.10914,6.34484,1.43746,0.104058
26,1.10914,6.34484,1.43746,0.104058
27,1.12435,6.24497,1.40695,0.105772
28,1.12435,6.24497,1.40695,0.105772
29,1.09773,5.98553,1.36594,0.10329
30,1.11431,6.03396,1.38436,0.104971
31,1.09172,5.90452,1.36294,0.102939
32,1.10263,5.96906,1.35519,0.103944
33,1.06716,5.72558,1.33379,0.100727
34,1.022,5.59301,1.31736,0.0965873
35,1.04052,5.60361,1.31764,0.0982889
36,1.01956,5.40535,1.28895,0.0965647
37,1.02618,5.46166,1.30112,0.0970273
38,1.02637,5.31487,1.27301,0.0969623
39,1.05718,5.50493,1.28374,0.100049
40,1.06594,5.45778,1.28083,0.100807
41,1.04513,5.36617,1.27121,0.0988967
42,0.993369,5.1246,1.23985,0.0942803
43,0.964725,4.93346,1.20252,0.0918737
44,0.954879,4.86312,1.18621,0.0911821
45,0.954879,4.86312,1.18621,0.0911821
46,0.978114,4.88894,1.18492,0.0932964
47,0.939085,4.60919,1.13104,0.0897786
48,0.958934,4.44381,1.09024,0.0917674
49,0.935943,4.41303,1.09116,0.0897092
50,0.935943,4.41303,1.09116,0.0897092
51,0.9251,4.30222,1.07594,0.0887485
52,0.920928,4.25306,1.06224,0.0885025
53,0.883002,4.10551,1.03779,0.0850063
54,0.869565,4.0895,1.0378,0.0839356
55,0.847266,3.95867,1.02449,0.0819596
56,0.887675,4.07915,1.02496,0.0858175
57,0.873335,3.87422,0.979039,0.0846282
58,0.849919,3.73552,0.969273,0.0823275
59,0.852899,3.80837,0.973027,0.0824744
60,0.852899,3.80837,0.973027,0.0824744
61,0.890354,3.86067,0.969219,0.0863112
62,0.890354,3.86067,0.969219,0.0863112
63,0.854207,3.72326,0.956118,0.0828113
64,0.854207,3.72326,0.956118,0.0828113
65,0.854207,3.72326,0.956118,0.0828113
66,0.85379,3.55517,0.929221,0.0827042
67,0.830972,3.36052,0.878432,0.0808009
68,0.845195,3.41908,0.896499,0.0821988
69,0.845195,3.41908,0.896499,0.0821988
70,0.845195,3.41908,0.896499,0.0821988
71,0.872871,3.62711,0.927177,0.0847799
72,0.826615,3.55274,0.922413,0.0804564
73,0.804576,3.386,0.897944,0.0784482
74,0.812579,3.34253,0.878862,0.0793525
75,0.843593,3.42413,0.877631,0.0822995
76,0.857687,3.57866,0.902883,0.0839082
77,0.861932,3.55191,0.892208,0.084265
78,0.861932,3.55191,0.892208,0.084265
79,0.84773,3.48914,0.883124,0.0828901
80,0.84229,3.46275,0.872769,0.0823108
81,0.813142,3.36063,0.860715,0.0795509
82,0.844482,3.49065,0.880227,0.0826313
83,0.845478,3.46045,0.869792,0.0828482
84,0.845478,3.46045,0.869792,0.0828482
85,0.878949,3.54761,0.876036,0.0861665
86,0.876297,3.40322,0.842545,0.0861528
87,0.891697,3.37266,0.832155,0.0878118
88,0.875456,3.3128,0.820268,0.0864575
89,0.879915,3.3487,0.827753,0.0868733
90,0.917068,3.49215,0.844555,0.0903322
91,0.88164,3.29786,0.817957,0.0870607
92,0.896564,3.26234,0.800836,0.0888366
93,0.896564,3.26234,0.800836,0.0888366
94,0.896564,3.26234,0.800836,0.0888366
95,0.916293,3.41148,0.820847,0.09088
96,0.945316,3.51951,0.843603,0.0937048
97,0.926642,3.41924,0.823391,0.0917733
98,0.926642,3.41924,0.823391,0.0917733
99,0.927511,3.395,0.817155,0.0918739
100,0.948821,3.451,0.822601,0.094175
101,0.920772,3.39344,0.82112,0.0912068
102,0.920772,3.39344,0.82112,0.0912068
103,0.909042,3.28033,0.807584,0.0900856
104,0.902192,3.21672,0.792173,0.0893131
105,0.910227,3.10642,0.764459,0.0903966
106,0.923133,3.04668,0.752262,0.0916674
107,0.898694,3.032,0.754514,0.0891612
108,0.88798,3.05003,0.767156,0.0879224
109,0.861155,2.83437,0.725498,0.0853073
110,0.86172,2.80467,0.722102,0.0850918
111,0.86172,2.80467,0.722102,0.0850918
112,0.829652,2.64929,0.692206,0.082206
113,0.787847,2.57028,0.697527,0.0780326
114,0.805921,2.62256,0.695433,0.0798941
