t,cost
10,9740
20,2853.5
30,1586.5
40,1585
50,1566
60,1485.5
70,1498
80,1466.5
90,1406
100,1414.5
110,1463
120,1466.5
130,1448
140,1462
150,1478
160,1528.5
170,1546.5
180,1543
190,1551
200,1557.5
210,1395.5
220,1406
230,1411
240,1404
250,1411
260,1387
270,1398.5
280,1409.5
290,1404
300,1388
310,1375.5
320,1404.5
330,1354.5
340,1396
350,1379.5
360,1346.5
370,1306
380,1447.5
390,1299.5
400,1317.5
410,1557
420,1540
430,1549
440,1547
450,1543.5
460,1506
470,1515
480,1503
490,1491.5
500,1498.5
510,1512.5
520,1509.5
530,1514
540,1511.5
550,1506.5
560,1481.5
570,1460
580,1464
590,1492.5
600,1500
610,1585.5
620,1578.5
630,1586
640,1567.5
650,1586
660,1523
670,1515.5
680,1510
690,1520
700,1514.5
710,1552
720,1531
730,1538
740,1544
750,1537.5
760,1566
770,1563.5
780,1551.5
790,1547.5
800,1539
810,1583
820,1595
830,1583.5
840,1592.5
850,1591
860,1500.5
870,1495
880,1500.5
890,1525.5
900,1525.5
910,1520.5
920,1557
930,1586.5
940,1588.5
950,1563.5
960,1476.5
970,1495.5
980,1474
990,1473.5
1000,1489.5
1010,1499
1020,1515.5
1030,1539
1040,1549.5
1050,1540.5
1060,1529
1070,1566.5
1080,1498.5
1090,1481.5
1100,1440.5
1110,1453.5
1120,1453
1130,1454.5
1140,1461.5
1150,1473.5
1160,1578.5
1170,1565
1180,1561.5
1190,1576
1200,1561
1210,1558.5
1220,1567.5
1230,1576
1240,1581
1250,1569.5
1260,1551.5
1270,1505
1280,1516
1290,1514.5
1300,1508
1310,1356.5
1320,1374
1330,1385
1340,1396.5
1350,1399.5
1360,1392
1370,1416.5
1380,1431
1390,1417
1400,1423.5
1410,1433
1420,1441
1430,1483
1440,1496
1450,1492.5
1460,1531.5
1470,1526.5
1480,1528.5
1490,1536
1500,1536
1510,1511.5
1520,1517
1530,1511
1540,1506.5
1550,1498.5
1560,1473
1570,1505
1580,1510.5
1590,1496.5
1600,1509
1610,1515.5
1620,1630.5
1630,1596
1640,1634
1650,1597.5
1660,1527.5
1670,1550.5
1680,1556
1690,1561
1700,1497
1710,1513.5
1720,1529.5
1730,1571
1740,1526
1750,1554
1760,1510.5
1770,1515
1780,1527
1790,1498.5
1800,1493.5
1810,1434
1820,1477.5
1830,1477.5
1840,1488.5
1850,1465
1860,1526.5
1870,1545.5
1880,1557
1890,1563.5
1900,1552.5
1910,1555
1920,1583.5
1930,1586
1940,1612.5
1950,1563.5
1960,1580
1970,1591.5
1980,1604.5
1990,1603
2000,1599.5
2010,1577.5
2020,1572.5
2030,1575.5
2040,1569.5
2050,1590.5
2060,1531
2070,1568.5
2080,1541.5
2090,1536
2100,1548.5
2110,1534
2120,1527.5
2130,1522.5
2140,1508.5
2150,1505
2160,1569
2170,1569.5
2180,1553
2190,1565
2200,1559
2210,1446.5
2220,1432
2230,1538.5
2240,1530.5
2250,1525
2260,1543
2270,1557
2280,1587.5
2290,1585.5
2300,1572.5
2310,1575
2320,1572
2330,1572.5
2340,1573
2350,1593
2360,1577
2370,1583
2380,1588
2390,1571.5
2400,1579.5
2410,1567.5
2420,1563.5
2430,1556
2440,1569
2450,1556
2460,1561
2470,1542
2480,1551
2490,1559.5
2500,1552.5
2510,1509
2520,1535.5
2530,1536.5
2540,1525.5
2550,1524
2560,1529.5
2570,1548.5
2580,1560
2590,1547
2600,1522.5
2610,1543
2620,1530
2630,1529.5
2640,1551
