t,deltaS
1,1.532
2,1.564
3,-0.05073
4,-0.02023
5,-0.02853
6,-0.02162
7,-0.0232
8,-0.0101
9,0.003686
10,-0.004668
11,0.1451
12,-0.4747
13,-0.1476
14,-0.1926
15,-0.1495
16,-0.365
17,0.1226
18,-0.06475
19,0.1112
20,0.03116
21,-0.3297
22,-0.1188
23,-0.2752
24,-1.039
25,-1.267
26,0.9675
27,-1.112
28,0.2825
29,-1.433
30,0.3141
31,0.5598
32,0.2752
33,0.966
34,-1.477
35,0.4314
36,-0.7415
37,-0.4618
38,-1.433
39,-0.2125
40,-0.4577
41,-1.636
42,-0.117
43,-1.586
44,-0.6095
45,1.145
46,1.001
47,-0.02045
48,0.01829
49,-1.452
50,0.7222
51,0.777
52,-1.142
53,1.149
54,-0.3331
55,-1.205
56,-0.8641
57,0.7147
58,-0.1451
59,0.07352
60,2.44
61,-0.6086
62,0.7385
63,0.01163
64,0.2344
65,0.8304
66,-0.9542
67,-1.589
68,0.2331
69,0.779
70,1.05
71,0.9307
72,-0.7797
73,-1.89
74,-1.05
75,-0.01663
76,-1.114
77,-0.1413
78,1.339
79,0.7541
80,0.2034
81,0.02276
82,-0.6726
83,-0.1253
84,2.132
85,0.1006
86,-1.967
87,0.04595
88,-0.1348
89,0.4038
90,1.089
91,-0.7621
92,-1.277
93,1.057
94,0.221
95,-1.801
96,0.2236
97,-1.448
98,1.347
99,0.4944
100,-0.5742
101,0.3089
102,1.307
103,-0.3288
104,0.6949
105,0.4375
106,-0.6532
107,0.908
108,0.3903
109,-1.595
110,-0.2745
111,0.8045
112,-1.341
113,-0.3603
114,-0.2654
115,-0.923
116,-0.4217
117,-0.5039
118,-0.4578
119,0.4913
120,1.148
121,-0.8617
122,-1.232
123,1.055
124,1.16
125,0.02648
126,0.613
127,-0.2956
128,0.161
129,1.064
130,-1.765
131,2.144
132,0.6727
133,2.023
134,0.7404
135,0.5905
136,-0.4168
137,-1.632
138,0.5555
139,-1.614
140,1.436
141,0.06842
142,-0.06119
143,0.2409
144,-0.9734
145,-0.886
146,0.3733
147,1.214
148,0.1332
149,-0.2862
150,1.001
151,-0.1874
152,1.029
153,0.5379
154,-0.428
155,0.06292
156,0.3928
157,0.8911
158,1.784
159,1.001
160,1.284
161,-1.064
162,1.981
163,0.7324
164,-0.1003
165,-0.9706
166,0.9915
167,-0.3375
168,0.7699
169,1.528
170,-0.5974
171,0.5588
172,0.6674
173,-1.069
174,1.769
175,1.247
176,-0.523
177,0.8287
178,-1.241
179,0.7247
180,-1.512
181,-0.6951
182,1.868
183,1.801
184,0.5159
185,0.2891
186,2.765
187,1.333
188,1.79
189,-0.074
190,-1.347
191,0.9953
192,-0.6854
193,-0.8117
194,-0.6758
195,-1.403
196,0.3094
197,-0.005007
198,0.3109
199,-0.5685
200,0.07275
201,3.032
202,-0.8035
203,-0.1089
204,1.357
205,-0.5183
206,1.202
207,-1.9
208,-0.3776
209,0.3413
210,1.878
211,-1.769
212,0.574
213,-1.324
214,-0.8124
215,-0.1865
216,0.5173
217,0.8279
218,-1.186
219,1.444
220,-0.5181
221,0.9891
222,0.6164
223,1.627
224,1.134
225,1.709
226,0.5108
227,0.7832
228,-1.116
229,1.674
230,-0.3136
231,-0.09334
232,0.4125
233,0.6091
234,-1.096
235,0.5595
236,0.1056
237,-0.142
238,0.01238
239,-0.9323
240,0.4749
241,-0.4671
242,-0.9236
243,0.7303
244,1.726
245,0.1423
246,0.1106
247,0.01331
248,2.088
249,0.02945
250,1.199
251,0.06876
252,-0.5285
253,0.5983
254,0.6557
255,0.9559
256,1.832
257,-0.6274
258,0.7593
259,-0.09197
260,0.8108
261,0.2275
262,0.4773
263,-0.3193
264,0.1716
265,-0.2341
266,-0.2798
267,-1.178
268,-0.1494
269,-0.7906
270,-0.8721
271,0.3737
272,0.573
273,0.5898
274,-2.325
275,1.094
276,1.135
277,1.097
278,-0.8209
279,-0.2524
280,-0.5665
281,1.068
282,-0.0237
283,0.4348
284,1.422
285,0.09381
286,0.4767
287,1.612
288,1.444
289,0.5096
290,-0.3862
291,0.1353
292,0.7308
293,-0.08057
294,0.5335
295,0.9138
296,0.3294
297,-0.63
298,0.5803
299,-1.033
300,2.233
301,0.9282
302,-1.179
303,0.8522
304,-0.127
305,1.178
306,1.754
307,1.792
308,0.2116
309,-0.04582
310,0.2172
311,0.4456
312,-0.2734
313,-0.1708
314,0.4576
315,-0.6115
316,0.6214
317,1.764
318,2.212
319,-1.131
320,-0.1572
321,-1.522
322,-0.8957
323,1.217
324,-0.5694
325,1.022
326,-0.09159
327,0.4613
328,-0.2938
329,0.6153
330,1.587
331,0.9565
332,1.069
333,1.791
334,0.2914
335,0.9345
336,-0.4477
337,-1.716
338,1.174
339,0.7456
340,1.951
341,0.8458
342,0.3617
343,-1.141
344,0.8297
345,-1.292
346,1.36
347,-0.5356
348,1.149
349,-0.4531
350,-0.3305
351,-0.611
352,-0.1564
353,0.7724
354,1.091
355,0.8569
356,1.436
357,0.5314
358,0.6579
359,2.441
360,-0.3218
361,0.0417
362,1.12
363,-0.1244
364,0.2287
365,0.9933
366,-1.36
367,0.2464
368,0.4046
369,1.352
370,-1.658
371,0.1147
372,-1.395
373,0.7224
374,-0.2988
375,0.5105
376,-1.254
377,-1.559
378,-0.9851
379,-0.4656
380,-1.442
381,0.04629
382,-0.8421
383,1.186
384,-1.038
385,0.2124
386,-0.5236
387,1.5
388,-1.586
389,2.34
390,0.558
391,0.03514
392,0.08296
393,-1.272
394,-1.905
395,0.545
396,2.303
397,-0.4306
398,0.9919
399,1.98
400,-0.03849
401,-0.2463
402,0.7031
403,0.06825
404,-0.4889
405,1.989
406,-0.7791
407,0.157
408,-0.5099
409,2.512
410,-1.129
411,-1.545
412,1.791
413,0.8717
414,1.504
415,-1.06
416,0.9962
417,-0.58
418,-0.1914
419,0.4593
420,-0.01473
421,-0.0008627
422,-0.9897
423,0.9967
424,-0.3767
425,-0.1619
426,1.747
427,2.023
428,-0.8761
429,0.2817
430,-0.2133
431,0.7744
432,-0.2259
433,0.2275
434,-0.06482
435,0.5214
436,-0.07385
437,0.4023
438,-0.368
439,0.0002156
440,-0.1752
441,0.5234
442,-1.504
443,0.7815
444,1.287
445,0.9838
446,1.269
447,0.3187
448,0.09264
449,-1.043
450,0.871
451,-0.4128
452,1.046
453,-1.233
454,0.4779
455,1.332
456,0.9353
457,0.2529
458,0.9584
459,-0.6083
460,0.9407
461,1.314
462,0.9783
463,1.398
464,-0.2445
465,0.4708
466,0.1121
467,2.336
468,0.6817
469,0.6545
470,0.8148
471,2.174
472,0.9879
473,1.82
474,-0.09873
475,-0.03393
476,-0.0504
477,-0.233
478,0.3498
479,0.3228
480,1.605
481,-0.02714
482,0.432
483,1.505
484,-0.6807
485,0.9143
486,1.585
487,1.193
488,-0.8015
489,-0.2504
490,1.585
491,2.017
492,0.3401
493,0.1646
494,-0.2436
495,0.5959
496,0.9968
497,1.318
498,-0.01318
499,2.635
500,-0.5376
501,-0.1863
502,0.7826
503,-0.2154
504,0.4342
505,-0.6392
506,1.917
507,0.6467
508,0.9473
509,0.851
510,-0.9335
511,0.2793
512,1.705
513,-0.003023
514,-0.1407
515,1.326
516,0.149
517,-0.276
518,0.739
519,0.4053
520,0.4791
521,0.4337
522,0.9564
523,0.38
524,1.593
525,-0.6359
526,2.303
527,0.06674
528,0.8692
529,0.7571
530,0.4623
531,0.7066
532,0.3875
533,-0.6001
534,1.479
535,0.9587
536,-0.6948
537,0.2362
538,-1.005
539,0.402
540,1.135
541,1.597
542,0.4064
543,-0.667
544,-0.4267
545,0.1856
546,-0.5786
547,1.535
548,-0.2501
549,-0.4859
550,0.02994
551,1.362
552,0.8798
553,1.236
554,1.605
555,1.234
556,0.1685
557,0.411
558,1.896
559,0.4242
560,-0.5639
561,-1.013
562,0.102
563,0.3677
564,-1.838
565,0.1873
566,0.7708
567,-0.2344
568,0.5444
569,0.1088
570,-0.1041
571,-0.3882
572,0.5169
573,1.094
574,2.287
575,-0.2185
576,0.371
577,0.6734
578,-0.4905
579,-0.3627
580,0.1208
581,-1.6
582,-1.261
583,1.329
584,-0.3302
585,-0.0125
586,0.2959
587,-0.9864
588,-0.5574
589,0.2762
