MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.743709,-0.22357,-9.71215e-05
2,328.586,-12.8859,-0.00275073
3,246.531,-11.0927,-0.00028082
4,246.578,-11.0966,-0.00141462
5,219.62,-10.5686,-0.000923186
6,216.63,-10.495,-0.00137589
7,205.266,-10.2736,-0.00135452
8,204.142,-10.3926,-4.66896e-05
9,190.248,-10.0963,0.000164705
10,175.77,-9.7741,-0.001066
11,161.421,-9.3636,-0.00120537
12,137.523,-8.67358,8.0908e-05
13,145.846,-8.85969,-0.000204805
14,126.651,-8.29295,0.000405149
15,129.138,-8.28693,5.79279e-05
16,117.412,-7.89254,-0.000776513
17,115.147,-7.79236,-0.00104549
18,106.895,-7.45235,-0.000801124
19,104.185,-7.37683,-0.00144118
20,104.919,-7.43027,0.00029705
21,105.265,-7.37122,-6.33206e-05
22,100.466,-7.27048,-0.000715824
23,96.4215,-7.10792,-0.000976676
24,89.8938,-6.80931,-0.000407188
25,86.7077,-6.66216,-0.000464843
26,86.7077,-6.66216,-0.000464843
27,82.1467,-6.4162,-0.00112884
28,82.1467,-6.4162,-0.00112884
29,76.7236,-6.2475,0.000576656
30,77.0392,-6.22207,0.000820906
31,74.8301,-6.17325,0.000504516
32,75.73,-6.18578,0.00100459
33,72.1338,-6.12965,0.000951729
34,70.8449,-6.15043,-0.000878225
35,70.1825,-6.08654,-0.000171518
36,65.9643,-5.92326,-8.11387e-05
37,67.0155,-5.95758,-0.000561373
38,63.1607,-5.76995,9.5778e-05
39,65.4453,-5.78731,0.00050473
40,64.7241,-5.77029,0.000462422
41,63.5794,-5.75913,0.00113897
42,60.1488,-5.68771,0.00082766
43,56.6482,-5.55545,0.000644321
44,55.107,-5.48179,-0.000643969
45,55.107,-5.48179,-0.000643969
46,54.4301,-5.39669,0.000378148
47,49.7238,-5.21536,-0.00105639
48,45.0494,-4.91053,-0.000661193
49,44.9741,-4.93039,6.39856e-05
50,44.9741,-4.93039,6.39856e-05
51,43.1899,-4.85007,-0.000174662
52,42.114,-4.7851,-0.000130427
53,40.6063,-4.76173,0.000192258
54,40.4401,-4.75805,-0.000463349
55,38.715,-4.68982,0.000133267
56,39.0465,-4.62131,0.000275237
57,35.2944,-4.39617,0.000339028
58,33.7359,-4.34077,0.000161019
59,35.0682,-4.42918,-0.000261036
60,35.0682,-4.42918,-0.000261036
61,34.1113,-4.274,-0.000478147
62,34.1113,-4.274,-0.000478147
63,33.0663,-4.27662,0.00054437
64,33.0663,-4.27662,0.00054437
65,33.0663,-4.27662,0.00054437
66,30.1805,-4.08385,-1.18452e-05
67,27.051,-3.87121,0.00083465
68,27.6641,-3.8949,0.000588135
69,27.6641,-3.8949,0.000588135
70,27.6641,-3.8949,0.000588135
71,30.2022,-4.02326,-0.000137366
72,30.5534,-4.13287,0.00016632
73,28.1769,-3.98819,-0.00017469
74,26.9362,-3.87186,-0.000919427
75,27.0355,-3.81322,-0.000296484
76,28.6486,-3.87641,9.57284e-05
77,28.0238,-3.82253,-0.000438916
78,28.0238,-3.82253,-0.000438916
79,27.4305,-3.8048,5.04569e-06
80,26.9175,-3.76366,-0.000326591
81,26.1369,-3.75529,0.000144444
82,26.9797,-3.74437,-0.000323363
83,26.6252,-3.72745,-0.000299038
84,26.6252,-3.72745,-0.000299038
85,26.862,-3.67546,0.000619095
86,24.4974,-3.49364,0.000264137
87,23.7306,-3.41515,-6.78055e-06
88,23.0651,-3.379,-0.00045474
89,23.6531,-3.42843,0.000307535
90,24.9776,-3.47407,0.000369965
91,22.877,-3.36632,0.0005809
92,21.7111,-3.22908,0.000961144
93,21.7111,-3.22908,0.000961144
94,21.7111,-3.22908,0.000961144
95,23.4059,-3.33076,0.000373693
96,24.3826,-3.35917,-0.000143733
97,23.1728,-3.28689,0.000194794
98,23.1728,-3.28689,0.000194794
99,22.9221,-3.27541,0.000510572
100,23.1691,-3.25315,0.00131123
101,22.8903,-3.27117,0.000877295
102,22.8903,-3.27117,0.000877295
103,21.7492,-3.21504,5.16582e-05
104,20.9918,-3.16497,0.000442848
105,19.2196,-2.99755,0.00118759
106,18.1083,-2.87404,0.000511837
107,18.4524,-2.94789,-0.000622846
108,19.1312,-3.03974,-0.00015894
109,16.7126,-2.85527,0.00027277
110,16.5454,-2.85619,0.000217777
111,16.5454,-2.85619,0.000217777
112,14.9799,-2.73533,-0.000512
113,14.9497,-2.803,-0.000734283
114,15.0546,-2.77366,-3.10951e-05
115,15.1701,-2.8063,0.000339475
116,15.2625,-2.8068,0.00039795
117,14.6859,-2.79519,0.000438898
118,14.3826,-2.77188,-0.00024539
119,13.7501,-2.68861,0.000109631
120,13.7501,-2.68861,0.000109631
121,12.2425,-2.5546,0.000362289
122,11.2115,-2.44817,-6.49875e-05
123,11.2115,-2.44817,-6.49875e-05
124,11.2115,-2.44817,-6.49875e-05
125,11.2041,-2.44975,0.000401242
126,11.6079,-2.46884,0.000472561
