MDTU,link
1,1.00819
2,1.00819
3,1.00819
4,1.18604
5,1.17079
6,1.16546
7,1.16307
8,1.16016
9,1.15683
10,1.15342
11,1.15189
12,1.14824
13,1.1488
14,1.1468
15,1.14438
16,1.14173
17,1.14157
18,1.13867
19,1.13697
20,1.13539
21,1.13539
22,1.13483
23,1.12984
24,1.1312
25,1.13006
26,1.12621
27,1.12621
28,1.12555
29,1.12293
30,1.12394
31,1.12126
32,1.11911
33,1.11741
34,1.11032
35,1.1093
36,1.11156
37,1.10797
38,1.10777
39,1.10763
40,1.10678
41,1.10361
42,1.10325
43,1.1031
44,1.1031
45,1.09935
46,1.10038
47,1.09788
48,1.09858
49,1.09697
50,1.09638
51,1.09471
52,1.09302
53,1.0931
54,1.09243
55,1.09465
56,1.0924
57,1.09059
58,1.08744
59,1.08511
60,1.08496
61,1.08537
62,1.08295
63,1.08133
64,1.08119
65,1.08236
66,1.08394
67,1.08248
68,1.08464
69,1.08283
70,1.07847
71,1.07814
72,1.07726
73,1.07608
74,1.07603
75,1.07519
76,1.07341
77,1.07096
78,1.07159
79,1.0684
80,1.0684
81,1.06831
82,1.06788
83,1.06788
84,1.06788
85,1.06724
86,1.06704
87,1.06634
88,1.06602
89,1.06535
90,1.06534
91,1.06153
92,1.06153
93,1.06086
94,1.05991
95,1.05991
96,1.05666
97,1.05753
98,1.05689
99,1.05493
100,1.05493
101,1.05493
102,1.05432
103,1.05348
104,1.05348
105,1.05393
106,1.05393
107,1.05303
108,1.05303
109,1.05329
110,1.05413
111,1.05377
112,1.0543
113,1.05403
114,1.05197
115,1.05197
116,1.05254
117,1.05093
118,1.05173
119,1.05121
120,1.05046
121,1.05039
122,1.05039
123,1.04886
124,1.04973
125,1.04635
126,1.04426
127,1.04284
128,1.04099
129,1.03798
130,1.03836
131,1.04031
132,1.03584
133,1.03584
134,1.03707
135,1.03707
136,1.03858
137,1.03694
138,1.03827
139,1.03871
140,1.03849
141,1.03829
142,1.03732
143,1.03542
144,1.03762
145,1.03533
146,1.03533
147,1.03956
148,1.03956
149,1.0386
150,1.03639
151,1.03484
152,1.03462
153,1.03204
154,1.03476
155,1.03476
156,1.03476
157,1.03221
158,1.03031
159,1.03031
160,1.03011
161,1.03011
162,1.02946
163,1.02946
164,1.03091
165,1.02939
166,1.02939
167,1.02925
168,1.02804
169,1.02852
170,1.02793
171,1.02763
172,1.02738
173,1.02546
174,1.0275
175,1.02874
176,1.02572
177,1.02472
178,1.02422
179,1.02422
180,1.02565
181,1.02565
182,1.02561
183,1.02561
184,1.02575
185,1.02459
186,1.02359
187,1.02442
188,1.02442
189,1.02642
190,1.02461
191,1.02422
192,1.02422
193,1.02467
194,1.02401
195,1.02527
196,1.02527
197,1.0247
198,1.02326
199,1.02326
200,1.02326
201,1.02217
202,1.02217
203,1.02483
204,1.02417
205,1.02617
206,1.02605
207,1.02769
208,1.02948
209,1.0293
210,1.0293
211,1.02935
212,1.02935
213,1.03229
214,1.02963
215,1.02887
216,1.02887
217,1.03031
218,1.02752
219,1.02887
220,1.02837
221,1.02679
222,1.02732
223,1.02508
224,1.02813
225,1.02813
226,1.02783
227,1.0265
228,1.02691
229,1.02925
230,1.02925
231,1.02962
232,1.02851
233,1.02757
234,1.02914
235,1.02914
236,1.02854
237,1.02854
238,1.02854
239,1.02746
240,1.0288
241,1.0288
242,1.02862
243,1.02577
244,1.02402
245,1.02437
246,1.02437
247,1.02365
248,1.02519
249,1.02483
250,1.02669
251,1.02745
252,1.02545
253,1.02742
254,1.02742
255,1.02742
256,1.02714
257,1.02537
258,1.02537
259,1.02658
260,1.02658
261,1.02708
262,1.02668
263,1.02668
264,1.02661
265,1.02599
266,1.0259
267,1.02547
268,1.02244
269,1.02244
270,1.02244
271,1.02237
272,1.02196
273,1.02366
274,1.02636
275,1.02758
276,1.0277
277,1.0277
278,1.0293
279,1.02706
280,1.02612
281,1.02438
282,1.02337
283,1.02337
284,1.02375
285,1.02518
286,1.02518
287,1.02477
288,1.02718
289,1.02718
290,1.0265
291,1.0265
292,1.02807
293,1.02516
294,1.02626
295,1.02652
296,1.02766
297,1.02849
298,1.02849
299,1.02765
300,1.02656
301,1.02656
302,1.02654
303,1.0264
304,1.02425
305,1.02547
306,1.02547
307,1.02547
308,1.02272
309,1.025
310,1.02659
311,1.02624
312,1.02411
313,1.02411
314,1.02417
315,1.02453
316,1.02089
317,1.02162
318,1.02117
319,1.02153
320,1.02153
321,1.02238
322,1.02238
323,1.02236
324,1.02193
325,1.0202
326,1.0201
327,1.0201
328,1.0211
329,1.02166
330,1.01982
331,1.01962
332,1.01917
333,1.01914
334,1.01914
335,1.01714
336,1.01853
337,1.01853
338,1.0185
339,1.0185
340,1.0181
341,1.0181
342,1.01376
343,1.01274
344,1.01267
345,1.01267
346,1.01267
347,1.01267
348,1.0139
349,1.0139
350,1.01414
351,1.0167
352,1.0167
353,1.0167
354,1.01597
355,1.01633
356,1.01633
357,1.01498
358,1.01518
359,1.01518
360,1.01518
361,1.01528
362,1.01528
363,1.01528
364,1.01598
365,1.01653
366,1.01554
367,1.01397
368,1.01397
369,1.01397
370,1.01397
371,1.01397
372,1.0143
373,1.0143
374,1.01359
375,1.01359
376,1.01311
377,1.01262
378,1.01194
379,1.01023
380,1.01131
381,1.01131
382,1.01114
383,1.01114
384,1.01298
385,1.01076
386,1.01145
387,1.01145
388,1.00956
389,1.00956
390,1.00956
391,1.00956
392,1.00956
393,1.01058
394,1.01135
395,1.0092
396,1.0096
397,1.01076
398,1.00944
399,1.00944
400,1.00944
401,1.00944
402,1.00944
403,1.00995
404,1.01116
405,1.01078
406,1.01078
407,1.00817
408,1.00817
409,1.00817
410,1.00742
411,1.00742
412,1.00874
413,1.00975
414,1.01264
415,1.01423
416,1.01384
417,1.01521
418,1.01521
419,1.01472
420,1.01524
421,1.01504
422,1.01539
423,1.01424
424,1.01424
425,1.01355
426,1.01355
427,1.01311
428,1.01421
429,1.01555
430,1.0172
431,1.01847
432,1.01852
433,1.01846
434,1.02033
435,1.02033
436,1.02045
437,1.02045
438,1.02045
439,1.02028
440,1.01968
441,1.0174
442,1.01795
443,1.0156
444,1.015
445,1.0168
446,1.01262
447,1.01262
448,1.01322
449,1.01322
450,1.01379
451,1.01237
452,1.01299
453,1.01299
454,1.01362
455,1.0127
456,1.01293
457,1.01457
458,1.01457
459,1.01457
460,1.01371
461,1.01371
462,1.01371
463,1.01371
464,1.01371
465,1.01459
466,1.01494
467,1.01323
468,1.01323
469,1.01323
470,1.01323
471,1.01323
472,1.01323
473,1.01323
474,1.01323
475,1.01236
476,1.01117
477,1.01117
478,1.01117
479,1.01275
480,1.01102
481,1.01239
482,1.01239
483,1.01305
484,1.01392
485,1.0144
486,1.01492
487,1.01468
488,1.01332
489,1.01436
490,1.0148
491,1.0148
492,1.0148
493,1.01415
494,1.01368
495,1.01368
496,1.01384
497,1.01289
498,1.01289
499,1.01289
500,1.01289
501,1.01353
502,1.01264
503,1.01094
504,1.01094
