t,|deltaS|
1,1.82
2,1.966
3,1.962
4,1.861
5,0.1869
6,0.06802
7,0.05549
8,0.08837
9,0.04006
10,0.05131
11,0.08333
12,0.452
13,0.2079
14,0.2395
15,0.1737
16,0.00336
17,0.2879
18,0.3143
19,0.1039
20,0.5939
21,0.6976
22,0.1761
23,0.5896
24,0.6427
25,0.9461
26,0.9955
27,0.3781
28,0.2916
29,1.158
30,0.3079
31,1.187
32,0.9443
33,0.8946
34,1.382
35,0.2196
36,0.8504
37,0.8463
38,0.628
39,0.4786
40,0.4579
41,0.6464
42,0.1956
43,0.4522
44,0.8535
45,0.5631
46,0.2963
47,0.7979
48,0.02519
49,1.25
50,1.258
51,1.345
52,1.221
53,2.129
54,0.05653
55,0.7431
56,1.391
57,0.2259
58,1.568
59,1.162
60,1.661
61,0.3307
62,2.179
63,1.856
64,0.1561
65,1.991
66,0.1505
67,0.3768
68,1.271
69,0.2934
70,1.697
71,0.4664
72,0.4892
73,1.099
74,0.1486
75,0.4235
76,0.4631
77,0.9254
78,0.268
79,1.782
80,0.484
81,1.361
82,0.2664
83,0.5465
84,1.243
85,2.847
86,0.4168
87,0.7657
88,0.06132
89,0.112
90,1.104
91,1.453
92,0.266
93,1.408
94,0.6136
95,0.2894
96,0.3911
97,0.4653
98,1.324
99,0.3951
100,1.544
101,0.5031
102,0.1392
103,0.2028
104,0.4577
105,1.179
106,1.075
107,0.1932
108,0.5902
109,0.4422
110,1.009
111,0.3787
112,0.02446
113,0.06826
114,0.592
115,1.039
116,1.081
117,1.265
118,0.8748
119,0.03608
120,0.4376
121,0.06014
122,0.7514
123,0.7593
124,0.6536
125,0.7434
126,0.8246
127,0.2328
128,0.5687
129,0.5403
130,0.6492
131,0.2503
132,1.933
133,1.605
134,1.11
135,0.5117
136,1.273
137,0.4257
138,0.9832
139,0.4597
140,0.2518
141,1.76
142,0.3329
143,0.3267
144,0.653
145,0.02268
146,1.398
147,1.857
148,1.462
149,0.2565
150,0.1689
151,1.485
152,0.1823
153,0.4928
154,0.05199
155,1.59
156,0.3393
157,1.717
158,0.2266
159,0.4243
160,0.6237
161,1.779
162,0.2096
163,0.7054
164,0.6126
165,0.1651
166,0.4284
167,0.004287
168,0.6862
169,0.8075
170,0.7928
171,0.3083
172,0.02113
173,0.2888
174,0.0131
175,0.4001
176,0.8842
177,0.4606
178,0.3883
179,1.23
180,0.02782
181,0.1479
182,0.3271
183,0.4259
184,0.3003
185,0.8187
186,1.127
187,0.8384
188,2.147
189,1.475
190,0.7785
191,0.5467
192,0.8328
193,0.6547
194,0.4216
195,1.398
196,1.406
197,0.4691
198,0.08044
199,2.032
200,2.079
201,0.3071
202,0.8304
203,2.141
204,0.06554
205,0.3237
206,0.03628
207,0.07322
208,0.4596
209,1.053
210,0.6755
211,0.8713
212,0.7527
213,0.3325
214,0.07207
215,1.268
216,0.1751
217,0.1126
218,0.8187
219,0.1768
220,0.1413
221,0.3745
222,0.8569
223,0.5233
224,0.3394
225,1.479
226,0.4362
227,0.8769
228,0.02509
229,1.625
230,0.2607
231,0.04131
232,0.2046
233,1.543
234,1.626
235,0.4309
236,0.2774
237,1.359
238,1.206
239,0.2827
240,0.1778
241,0.3355
242,0.2147
243,0.1491
244,0.8301
245,0.004953
246,1.166
247,1.081
248,0.3284
249,1.535
250,0.3484
251,0.2348
252,0.8383
253,0.008788
254,0.403
255,0.3505
256,0.00581
257,0.01551
258,0.6621
259,0.1457
260,2.075
