MDTU,min_min,min_max,max_min,max_max5
1,-0.299609,-0.0196304,0.0513713,0.254618
2,-0.299609,-0.0196304,0.0513713,0.254618
3,-0.299609,-0.0196304,0.0513713,0.254618
4,-0.286886,0.0947842,0.0605121,0.338462
5,-0.259953,0.0776126,0.0616096,0.328331
6,-0.269125,0.0884861,0.0620485,0.325332
7,-0.268996,0.0778089,0.0637666,0.314919
8,-0.285237,0.0704573,0.066001,0.32036
9,-0.289363,0.0709596,0.0614569,0.314345
10,-0.28346,0.0606174,0.0539765,0.304999
11,-0.29836,0.059707,0.0469846,0.305359
12,-0.276499,0.0655828,0.0401408,0.306669
13,-0.271567,0.0578941,0.051979,0.309396
14,-0.266211,0.0563217,0.0560495,0.312211
15,-0.280894,0.057758,0.0564222,0.308556
16,-0.291808,0.0509048,0.0603046,0.301295
17,-0.301567,0.0492398,0.0527185,0.315645
18,-0.275979,0.051003,0.0632356,0.301963
19,-0.290845,0.0515064,0.0642238,0.308916
20,-0.28293,0.0479207,0.0587004,0.301538
21,-0.28293,0.0479207,0.0587004,0.301538
22,-0.28666,0.0564561,0.0599379,0.313696
23,-0.287475,0.0467022,0.0595499,0.304253
24,-0.280474,0.0427176,0.0585476,0.316533
25,-0.3017,0.057964,0.0516788,0.308216
26,-0.282529,0.0447226,0.055345,0.294287
27,-0.282529,0.0447226,0.055345,0.294287
28,-0.290428,0.037399,0.0608601,0.305328
29,-0.290026,0.0315546,0.0579682,0.306953
30,-0.277798,0.031262,0.0645184,0.293827
31,-0.276357,0.0496156,0.0467964,0.287248
32,-0.281947,0.030712,0.0683364,0.290401
33,-0.286263,0.0364996,0.0680415,0.289141
34,-0.288751,0.0286099,0.0592393,0.293342
35,-0.299071,0.0322049,0.0608487,0.284114
36,-0.287591,0.0253914,0.0703849,0.282268
37,-0.281807,0.027924,0.0582365,0.286503
38,-0.312072,0.0278457,0.0640634,0.299977
39,-0.275678,0.0347268,0.0731308,0.289658
40,-0.288326,0.032723,0.0754651,0.284346
41,-0.314319,0.0604865,0.0671651,0.293094
42,-0.2785,0.0247842,0.0642049,0.292993
43,-0.282936,0.0265819,0.0683229,0.290301
44,-0.282936,0.0265819,0.0683229,0.290301
45,-0.290036,0.0300193,0.0590404,0.296352
46,-0.302799,0.0318981,0.060468,0.306814
47,-0.281035,0.0347372,0.0665025,0.288164
48,-0.295905,0.0284758,0.0624834,0.29776
49,-0.303884,0.0345098,0.0630491,0.282621
50,-0.317459,0.0398648,0.0653152,0.291598
51,-0.295178,0.0212598,0.0589867,0.29222
52,-0.273488,0.0299258,0.0663029,0.289939
53,-0.291789,0.0350403,0.0677624,0.291893
54,-0.308442,0.0292571,0.0559633,0.298593
55,-0.290707,0.033686,0.0569088,0.299044
56,-0.292267,0.0322026,0.0631748,0.292034
57,-0.290428,0.0261365,0.0674458,0.297324
58,-0.306791,0.0272979,0.0548937,0.28857
59,-0.290724,0.0201491,0.0554679,0.286367
60,-0.287632,0.0304713,0.053271,0.291701
61,-0.306611,0.0152006,0.0516012,0.289965
62,-0.296279,0.0168103,0.0530767,0.298978
63,-0.315203,0.0218582,0.0560128,0.294634
64,-0.32956,0.0250965,0.0669856,0.282517
65,-0.291129,0.0126813,0.0729208,0.287151
66,-0.285704,0.0254824,0.0776546,0.27526
67,-0.27081,0.0172483,0.0740197,0.287251
68,-0.267518,0.016434,0.0759894,0.30238
69,-0.284593,0.0115883,0.0697975,0.278968
70,-0.28369,0.0265228,0.0713309,0.275687
71,-0.284609,0.00634904,0.0630458,0.290772
72,-0.312736,0.00510627,0.0560521,0.285319
73,-0.313397,0.0155053,0.0715828,0.291795
74,-0.287741,0.0143709,0.0510262,0.277627
75,-0.292645,0.00792849,0.0647558,0.280093
76,-0.286426,0.00934513,0.0670724,0.28072
77,-0.282983,0.0109628,0.0584749,0.27787
78,-0.272675,0.0115,0.0724352,0.281401
79,-0.291975,0.00519152,0.0704358,0.274984
80,-0.291975,0.00519152,0.0704358,0.274984
81,-0.290612,0.0088454,0.0676857,0.28508
82,-0.306307,0.0164593,0.0592354,0.281359
83,-0.306307,0.0164593,0.0592354,0.281359
84,-0.306307,0.0164593,0.0592354,0.281359
85,-0.319918,-0.000185555,0.0717955,0.278603
86,-0.287743,0.0053885,0.072609,0.276176
87,-0.305476,0.00707559,0.0711615,0.271837
88,-0.298238,0.00184013,0.0683714,0.273423
89,-0.285904,0.00925411,0.063854,0.283648
90,-0.288594,-0.00498574,0.0738686,0.275391
91,-0.29428,-0.00486494,0.0560062,0.268034
92,-0.29428,-0.00486494,0.0560062,0.268034
93,-0.30506,-0.0020069,0.0653592,0.280891
94,-0.287207,0.00566705,0.0472347,0.275854
95,-0.287207,0.00566705,0.0472347,0.275854
96,-0.306933,0.000427031,0.0563027,0.270719
97,-0.285802,-0.000727082,0.0652368,0.278569
98,-0.30737,0.0138608,0.0602243,0.265294
99,-0.30578,-0.00513102,0.0594618,0.279586
100,-0.30578,-0.00513102,0.0594618,0.279586
101,-0.30578,-0.00513102,0.0594618,0.279586
102,-0.280137,-0.00499952,0.0675218,0.274922
103,-0.315046,-0.00356157,0.067001,0.277688
104,-0.315046,-0.00356157,0.067001,0.277688
105,-0.311728,0.00505683,0.0636174,0.276174
106,-0.311728,0.00505683,0.0636174,0.276174
107,-0.309746,-0.0027211,0.0619634,0.271031
108,-0.309746,-0.0027211,0.0619634,0.271031
109,-0.299352,-0.0105543,0.0596247,0.273651
110,-0.297003,0.0124143,0.0681371,0.27466
111,-0.316394,0.0063428,0.0644158,0.26294
112,-0.2926,0.000551058,0.0674217,0.272653
113,-0.339166,-0.00168631,0.0628483,0.267166
114,-0.291566,-0.0109367,0.067487,0.273949
115,-0.291566,-0.0109367,0.067487,0.273949
116,-0.294613,-0.00579181,0.0708818,0.273975
117,-0.314598,-0.00712557,0.0672388,0.266299
118,-0.342191,-0.012678,0.0703058,0.275306
119,-0.287599,-0.0106126,0.0616958,0.267644
120,-0.316995,-0.0106267,0.0627603,0.272507
121,-0.297038,-0.0124298,0.0712021,0.263998
122,-0.297038,-0.0124298,0.0712021,0.263998
123,-0.305476,-0.00114918,0.0683783,0.266681
124,-0.315158,0.00493102,0.068826,0.283345
125,-0.318757,-0.01026,0.0662652,0.265532
126,-0.323179,-0.00392288,0.0664888,0.276885
127,-0.316104,-0.00884732,0.0439874,0.272351
128,-0.303015,-0.0103453,0.0653267,0.280513
129,-0.326717,-0.00330521,0.0460258,0.264451
130,-0.305111,-0.00655713,0.053517,0.262422
131,-0.336783,-0.0157823,0.0545896,0.268083
132,-0.307564,-0.0032,0.0525459,0.26961
133,-0.307564,-0.0032,0.0525459,0.26961
134,-0.347589,-0.0143419,0.054715,0.266989
135,-0.347589,-0.0143419,0.054715,0.266989
136,-0.32226,-0.0183522,0.0548007,0.273994
137,-0.297467,-0.00884142,0.045187,0.267687
138,-0.313436,-0.0162136,0.0644856,0.261195
139,-0.325626,-0.022097,0.0597906,0.264746
140,-0.300322,-0.0118647,0.0643441,0.266522
141,-0.318699,-0.0192262,0.0593133,0.263042
142,-0.314935,-0.0189281,0.0591824,0.262204
143,-0.309591,-0.00819826,0.0469358,0.266735
144,-0.31949,-0.0255784,0.0602842,0.264221
145,-0.294957,-0.0224418,0.0599209,0.260709
146,-0.294957,-0.0224418,0.0599209,0.260709
147,-0.30581,-0.00762362,0.0556212,0.270485
148,-0.30581,-0.00762362,0.0556212,0.270485
149,-0.308347,-0.0172248,0.0597893,0.259935
150,-0.318351,-0.0202745,0.0552893,0.263744
151,-0.31775,-0.0168784,0.0564933,0.267358
152,-0.334253,-0.0124777,0.0688201,0.264441
153,-0.322947,-0.0147355,0.0622013,0.26295
154,-0.308524,-0.00628327,0.0642956,0.278523
155,-0.308524,-0.00628327,0.0642956,0.278523
156,-0.308524,-0.00628327,0.0642956,0.278523
157,-0.322465,-0.0150453,0.0643733,0.268366
158,-0.321148,-0.00883596,0.0572728,0.264464
159,-0.321148,-0.00883596,0.0572728,0.264464
160,-0.31893,-0.0167817,0.0565182,0.277552
161,-0.31893,-0.0167817,0.0565181,0.277552
162,-0.305994,-0.0149089,0.0582831,0.263152
163,-0.305994,-0.0149089,0.0582831,0.263152
164,-0.309843,-0.0186754,0.0522683,0.258006
165,-0.325409,-0.00939689,0.0634084,0.267118
166,-0.325409,-0.00939689,0.0634084,0.267118
167,-0.316935,-0.0279539,0.0671659,0.264251
168,-0.317526,-0.0173662,0.0614164,0.256959
169,-0.328974,-0.0264667,0.0575507,0.246547
170,-0.316513,-0.0183313,0.0661021,0.258899
171,-0.313018,-0.0274039,0.0679855,0.267285
