MDTU,min_width,max_width
1,0.0416818,0.0302567
2,0.0416818,0.0302567
3,0.0416818,0.0302567
4,0.063131,0.0480674
5,0.0577418,0.0442701
6,0.0594709,0.044898
7,0.0573825,0.0429983
8,0.0574935,0.0428138
9,0.0583597,0.0433553
10,0.0586308,0.0432829
11,0.0579641,0.0426174
12,0.056581,0.0418102
13,0.0553571,0.0417795
14,0.0560937,0.0417082
15,0.0561038,0.0413331
16,0.0563313,0.0417873
17,0.0534198,0.0400204
18,0.0520771,0.0391209
19,0.0522015,0.0396678
20,0.0519805,0.0387414
21,0.0519805,0.0387414
22,0.051969,0.0382724
23,0.0506796,0.0381495
24,0.0497919,0.0376744
25,0.0505371,0.0377301
26,0.0506381,0.0376014
27,0.0506381,0.0376014
28,0.0498621,0.0369173
29,0.0491077,0.0366914
30,0.0488287,0.0355501
31,0.0477618,0.0352202
32,0.047433,0.0351682
33,0.045636,0.0336253
34,0.0469888,0.0346957
35,0.0467257,0.0347947
36,0.0460933,0.0331506
37,0.0458648,0.0337177
38,0.0456958,0.033198
39,0.0469487,0.0335564
40,0.0450234,0.0328728
41,0.0465712,0.0343058
42,0.0467432,0.0343346
43,0.0466063,0.0344646
44,0.0466063,0.0344646
45,0.0479565,0.0353484
46,0.0470843,0.0341317
47,0.0482564,0.0344933
48,0.0489442,0.0351578
49,0.0476205,0.0349
50,0.0469753,0.0340601
51,0.0480253,0.0343334
52,0.0476744,0.0344228
53,0.0485237,0.0358672
54,0.0481551,0.0360444
55,0.0477874,0.0358046
56,0.0480538,0.0352997
57,0.0483001,0.0353585
58,0.0480882,0.0350099
59,0.0472742,0.0351155
60,0.047383,0.0350339
61,0.0461295,0.0335891
62,0.0469842,0.0346667
63,0.0469776,0.0342664
64,0.0455208,0.0323576
65,0.0440308,0.0316906
66,0.0429898,0.0312837
67,0.0435804,0.0320708
68,0.0425265,0.0303961
69,0.0415624,0.0300312
70,0.0427121,0.0311683
71,0.0436397,0.0320318
72,0.0410997,0.0301169
73,0.0412315,0.0299801
74,0.0410177,0.0298836
75,0.0409821,0.0298722
76,0.0401796,0.0297809
77,0.0418295,0.0306951
78,0.0413478,0.0298815
79,0.0432255,0.0310208
80,0.0432255,0.0310208
81,0.0450616,0.0325451
82,0.0445447,0.0322903
83,0.0445447,0.0322903
84,0.0445447,0.0322903
85,0.0425524,0.0304502
86,0.0415184,0.0297373
87,0.0408575,0.030133
88,0.041717,0.0298958
89,0.0428994,0.0309824
90,0.0414614,0.02958
91,0.0404844,0.0295878
92,0.0404844,0.0295878
93,0.0397011,0.0290403
94,0.0403805,0.0292189
95,0.0403805,0.0292189
96,0.0409651,0.0295478
97,0.0423493,0.0306146
98,0.0428237,0.0305422
99,0.0426805,0.0299976
100,0.0426805,0.0299976
101,0.0426805,0.0299976
102,0.0419369,0.0302848
103,0.0428992,0.0308066
104,0.0428992,0.0308066
105,0.0413403,0.0298756
106,0.0413403,0.0298756
107,0.0418367,0.0296237
108,0.0418367,0.0296237
109,0.0405747,0.0288417
110,0.0406749,0.0291576
111,0.0420805,0.0298632
112,0.0412498,0.0292769
113,0.0414639,0.0293439
114,0.0414496,0.0293729
115,0.0414496,0.0293729
116,0.0397902,0.0283035
117,0.0399004,0.0280381
118,0.0395723,0.0282404
119,0.0389254,0.0280006
120,0.0387194,0.0280318
121,0.0375085,0.0270712
122,0.0375085,0.0270712
123,0.0381971,0.026948
124,0.0396799,0.0289947
125,0.0393249,0.0283632
126,0.0408636,0.0302585
127,0.0414765,0.0296847
128,0.0418861,0.0306307
129,0.041988,0.0302784
130,0.0416966,0.0300653
131,0.0419363,0.0300061
132,0.0422089,0.0301901
133,0.0422089,0.0301901
134,0.0420254,0.0300076
135,0.0420254,0.0300076
136,0.041928,0.0301181
137,0.040012,0.0293763
138,0.0399539,0.0286428
139,0.0395804,0.0281767
140,0.0383541,0.0268774
141,0.0388353,0.0274362
142,0.0385446,0.0270847
143,0.0388772,0.0274387
144,0.038878,0.0275969
145,0.0387826,0.0276979
146,0.0387826,0.0276979
147,0.0388543,0.0276354
148,0.0388543,0.0276354
149,0.0396082,0.0282319
150,0.0403055,0.0291201
151,0.0413647,0.0296077
152,0.0406864,0.0287593
153,0.0406376,0.0288061
154,0.0404458,0.028718
155,0.0404458,0.028718
156,0.0404458,0.028718
157,0.0418316,0.0302295
158,0.041923,0.0303315
159,0.041923,0.0303315
160,0.0401164,0.0288224
161,0.0401164,0.0288224
162,0.0391272,0.0281789
163,0.0391272,0.0281789
164,0.0397014,0.0285091
165,0.0400014,0.0284793
166,0.0400014,0.0284793
167,0.0387163,0.0269128
168,0.0381655,0.0271293
169,0.0373282,0.0263138
170,0.038022,0.0268074
171,0.0387791,0.0273978
172,0.0382712,0.0273929
173,0.0382893,0.0267616
174,0.0388539,0.0276024
175,0.0382264,0.0268855
176,0.0393905,0.0275945
177,0.0406266,0.028624
178,0.0403357,0.0286633
179,0.0403357,0.0286633
180,0.042598,0.0304277
181,0.042598,0.0304277
182,0.0424973,0.0304068
183,0.0424973,0.0304068
184,0.0422839,0.0301705
185,0.0422935,0.0299729
186,0.0422492,0.0299975
187,0.0400526,0.0283288
188,0.0400526,0.0283288
189,0.0408569,0.0291455
190,0.0421711,0.0293871
191,0.0417905,0.029118
192,0.0417905,0.029118
193,0.0417947,0.0294529
194,0.0413962,0.0290547
195,0.0427146,0.0298343
196,0.0427146,0.0298343
197,0.0419204,0.0302826
198,0.0423439,0.0307672
199,0.0423439,0.0307672
200,0.0423439,0.0307672
201,0.0430435,0.0301302
202,0.0430435,0.0301302
203,0.0435515,0.0315577
204,0.0438174,0.0306437
205,0.0411048,0.0296838
206,0.0407068,0.029181
207,0.0413706,0.0290035
208,0.0408975,0.0293527
209,0.0417466,0.029792
210,0.0417466,0.029792
211,0.0429682,0.0313628
212,0.0429682,0.0313628
213,0.0434671,0.0311289
214,0.043082,0.0306676
215,0.0450283,0.0327928
216,0.0450283,0.0327928
217,0.0427284,0.0305524
218,0.0440728,0.0313552
219,0.0434977,0.0310315
220,0.0424022,0.0299857
221,0.0412904,0.0295397
222,0.0415299,0.0293151
223,0.0414865,0.0298086
224,0.0409763,0.0295947
225,0.0409763,0.0295947
226,0.0397681,0.0285264
227,0.0406585,0.0292467
228,0.0395964,0.0285834
229,0.040881,0.0291758
230,0.040881,0.0291758
231,0.0401078,0.0287014
232,0.0402381,0.0282011
