MDTU,|Tr(Lx)|,|Tr(Ly)|,|Tr(Lz)|,|Tr(L5)|
1,0.995401,0.409898,0.128319,0.00138878
2,0.995401,0.409898,0.128319,0.00138878
3,0.995401,0.409898,0.128319,0.00138878
4,0.995448,0.425901,0.122781,0.00404127
5,0.995556,0.449315,0.168741,0.00336188
6,0.995465,0.45172,0.143505,0.00217687
7,0.995449,0.424611,0.155026,0.00112661
8,0.995381,0.377704,0.150092,0.0055042
9,0.995373,0.377426,0.17357,0.00216871
10,0.995301,0.364205,0.149573,0.00480361
11,0.995259,0.358187,0.17937,0.00244215
12,0.995248,0.356398,0.209015,0.00297537
13,0.995326,0.361527,0.261825,0.00236309
14,0.995321,0.39675,0.260251,0.00167604
15,0.995366,0.374326,0.248548,0.00242513
16,0.995312,0.354014,0.264724,0.00360486
17,0.995282,0.281701,0.209979,0.00178352
18,0.995235,0.287065,0.214641,0.00367163
19,0.995308,0.218484,0.162829,0.00678592
20,0.995238,0.252633,0.177682,0.00342022
21,0.995238,0.252633,0.177682,0.00342022
22,0.995248,0.269064,0.182976,0.00409085
23,0.99527,0.277683,0.180187,0.0036928
24,0.995217,0.286932,0.2031,0.00183525
25,0.995209,0.285494,0.197182,0.00659054
26,0.995183,0.347456,0.227449,0.0056411
27,0.995183,0.347456,0.227449,0.0056411
28,0.995151,0.455927,0.204244,0.00291154
29,0.995233,0.413385,0.200315,0.00407103
30,0.995245,0.380079,0.238438,0.0029262
31,0.995195,0.420277,0.207869,0.00616296
32,0.99519,0.336697,0.245435,0.00207887
33,0.995216,0.363971,0.212388,0.00179301
34,0.99514,0.316877,0.201773,0.00169287
35,0.995033,0.266702,0.273825,0.00487063
36,0.995163,0.32526,0.219954,0.00764413
37,0.995031,0.313516,0.226433,0.00376631
38,0.995066,0.354017,0.221162,0.00449074
39,0.995083,0.340764,0.213733,0.00538864
40,0.995201,0.364403,0.164009,0.00470516
41,0.99502,0.417137,0.134349,0.00388142
42,0.995125,0.440127,0.121671,0.00281799
43,0.995113,0.397197,0.109907,0.00456679
44,0.995113,0.397197,0.109907,0.00456679
45,0.995006,0.388581,0.120749,0.0035216
46,0.995066,0.416785,0.166754,0.00774702
47,0.995097,0.331709,0.119502,0.00741399
48,0.995053,0.35845,0.112655,0.00229859
49,0.995078,0.356899,0.115463,0.00428764
50,0.995017,0.410396,0.129483,0.00278598
51,0.995011,0.373925,0.0760087,0.00222083
52,0.994989,0.395463,0.140935,0.0033299
53,0.995016,0.346001,0.162524,0.00253725
54,0.995053,0.374766,0.151693,0.00668032
55,0.995115,0.330871,0.20798,0.00274489
56,0.995075,0.352914,0.226583,0.00292258
57,0.994981,0.357318,0.21827,0.00719051
58,0.99492,0.306967,0.202457,0.0057417
59,0.994869,0.286514,0.158415,0.00499649
60,0.994894,0.286787,0.191424,0.00264866
61,0.994942,0.233519,0.181468,0.00100817
62,0.994899,0.235904,0.255715,0.00470366
63,0.994998,0.265509,0.258123,0.00403716
64,0.99503,0.319575,0.177903,0.00363654
65,0.995044,0.257561,0.212035,0.00648194
66,0.995001,0.28851,0.204361,0.00264382
67,0.995036,0.317908,0.193992,0.00211777
68,0.995093,0.272654,0.22982,0.00259067
69,0.995105,0.285355,0.203395,0.00113418
70,0.994966,0.244664,0.204222,0.00359323
71,0.994954,0.258169,0.221049,0.00429878
72,0.994973,0.216159,0.22488,0.00440164
73,0.99502,0.277293,0.191665,0.000696764
74,0.995005,0.271034,0.206416,0.00201481
75,0.99499,0.26737,0.177293,0.00343336
76,0.995004,0.300199,0.208056,0.00296761
77,0.994932,0.320811,0.186421,0.00564155
78,0.994918,0.318969,0.182286,0.00368164
79,0.994872,0.329768,0.237429,0.00119207
80,0.994872,0.329768,0.237429,0.00119207
81,0.994824,0.325807,0.232081,0.00403002
82,0.994845,0.327242,0.31321,0.00396133
83,0.994845,0.327242,0.31321,0.00396133
84,0.994845,0.327242,0.31321,0.00396133
85,0.994836,0.348264,0.273006,0.0049012
86,0.994838,0.306195,0.267024,0.00211743
87,0.994809,0.336715,0.33243,0.00435068
88,0.994862,0.368446,0.30915,0.00470303
89,0.994873,0.393465,0.35441,0.00345035
90,0.994898,0.325249,0.369989,0.0055781
91,0.994921,0.298164,0.386448,0.0048232
92,0.994921,0.298164,0.386448,0.0048232
93,0.994936,0.328083,0.434635,0.00519021
94,0.994841,0.337824,0.414547,0.00697708
95,0.994841,0.337824,0.414547,0.00697708
