ReTr(L),ImTr(L)
1.64874,0.132624
1.64874,0.132624
1.64874,0.132624
4.55286,0.337442
4.1904,0.401927
4.06276,0.315902
3.80281,0.388666
3.64882,0.426497
3.65197,0.306172
3.43638,0.283751
3.39454,0.326153
3.21388,0.294538
3.30602,0.264826
3.32759,0.238609
3.29958,0.311958
3.21143,0.172931
3.14439,0.229874
3.06231,0.249572
3.11742,0.189329
3.07192,0.144974
3.07192,0.144974
3.03524,0.241648
2.94018,0.240018
2.97534,0.109226
2.97166,0.011054
2.84314,0.0328382
2.84314,0.0328382
2.76754,0.114135
2.76198,0.102184
2.77266,0.10162
2.73497,0.168541
2.67293,0.204424
2.58589,0.127542
2.5087,0.0158109
2.48865,0.116118
2.44383,0.0236011
2.42814,0.0284067
2.44022,0.0852101
2.55141,0.0787907
2.49135,0.219676
2.56452,0.307542
2.49451,0.45247
2.51058,0.38337
2.51058,0.38337
2.52724,0.339945
2.48289,0.280084
2.53525,0.265899
2.55637,0.185362
2.50976,0.148045
2.43961,0.0827149
2.49207,0.0820377
2.52526,0.0222828
2.58205,0.0477728
2.63935,0.0807111
2.6565,0.174431
2.61948,0.141596
2.58536,0.0857423
2.51887,0.0544321
2.44375,0.0620183
2.50696,0.0425396
2.40982,0.0279943
2.42432,-0.0118278
2.41721,-0.0189861
2.30809,-0.0465795
2.31211,-0.116451
2.34124,-0.194713
2.37319,-0.0695176
2.32675,0.0135326
2.2644,-0.0361322
2.23954,0.0222036
2.2929,0.0795478
2.14785,-0.0387381
2.12872,-0.117016
2.13939,-0.0551007
2.1129,-0.0389052
2.08159,-0.0659152
2.11722,-0.0391469
2.11269,-0.0350061
2.1319,-0.140684
2.1319,-0.140684
2.19798,-0.158458
2.21316,-0.14594
2.21316,-0.14594
2.21316,-0.14594
2.09839,-0.169923
2.03617,-0.270975
2.02375,-0.265489
2.03498,-0.24033
2.07058,-0.273535
2.02053,-0.269634
1.95769,-0.292827
1.95769,-0.292827
1.95498,-0.234746
1.94285,-0.269243
1.94285,-0.269243
1.94051,-0.207313
2.01597,-0.16094
2.01429,-0.241028
1.93942,-0.236928
1.93942,-0.236928
1.93942,-0.236928
1.96409,-0.262323
1.97156,-0.305421
1.97156,-0.305421
1.91953,-0.306296
1.91953,-0.306296
1.88916,-0.343958
1.88916,-0.343958
1.84825,-0.3336
1.8875,-0.27529
1.91229,-0.315153
1.9026,-0.291339
1.90218,-0.255247
1.8416,-0.349397
1.8416,-0.349397
1.79597,-0.38873
1.79013,-0.306651
1.7885,-0.312695
1.75328,-0.382116
1.72848,-0.474189
1.71563,-0.413524
1.71563,-0.413524
1.72752,-0.374678
1.84976,-0.395505
1.76278,-0.446262
1.81987,-0.464132
1.77358,-0.460368
1.79532,-0.475069
1.72101,-0.485371
1.72022,-0.491583
1.72296,-0.488174
1.69493,-0.487763
1.69493,-0.487763
1.71625,-0.427639
1.71625,-0.427639
1.74832,-0.476051
1.67498,-0.423345
1.68078,-0.397115
1.67699,-0.319338
1.6146,-0.258802
1.66067,-0.23954
1.63492,-0.270479
1.60632,-0.255187
1.65033,-0.29482
1.62485,-0.296757
1.62485,-0.296757
1.67897,-0.322456
1.67897,-0.322456
1.70238,-0.228379
1.74614,-0.243296
1.75381,-0.285941
1.71098,-0.278239
1.6917,-0.264696
1.72593,-0.265484
1.72593,-0.265484
1.72593,-0.265484
1.77437,-0.243998
1.77323,-0.165574
1.77323,-0.165574
1.68494,-0.199474
1.68494,-0.199474
1.63843,-0.188095
1.63843,-0.188095
1.67056,-0.186385
1.65762,-0.200258
1.65762,-0.200258
1.60329,-0.145012
1.59265,-0.0650879
1.56317,-0.096969
1.57311,-0.179503
1.58558,-0.233864
1.57902,-0.258805
1.53275,-0.309262
1.58812,-0.306811
1.56409,-0.334289
1.57821,-0.299108
1.62608,-0.305513
1.61416,-0.327347
1.61416,-0.327347
1.70495,-0.374299
1.70495,-0.374299
1.70893,-0.383573
1.70893,-0.383573
1.71687,-0.338573
1.67362,-0.399098
1.65278,-0.448849
1.5709,-0.391693
1.5709,-0.391693
1.65243,-0.391511
1.64368,-0.395716
1.63045,-0.438989
1.63045,-0.438989
1.66544,-0.407599
1.64455,-0.377551
1.69005,-0.416018
1.69005,-0.416018
1.71218,-0.375579
1.72679,-0.26944
1.72679,-0.26944
1.72679,-0.26944
1.69896,-0.196704
1.69896,-0.196704
1.7836,-0.141162
1.74587,-0.14283
1.72813,-0.0909857
1.69179,-0.019038
1.70581,-0.0650937
1.73659,-0.0652883
1.75416,-0.0270897
1.75416,-0.0270897
1.82866,-0.0091581
1.82866,-0.0091581
1.87406,0.0670754
1.81389,0.0544917
1.90133,0.136847
1.90133,0.136847
1.80677,0.100121
1.81371,0.0555201
1.80374,0.0575403
1.75391,0.00375104
1.71165,0.0113714
1.70894,0.0313352
1.6958,-0.0127161
1.71901,0.0969266
1.71901,0.0969266
1.63704,0.147089
1.66649,0.104892
1.63114,0.150871
1.7146,0.174237
1.7146,0.174237
1.67607,0.192226
1.66208,0.164133
1.67368,0.184841
1.70247,0.184918
1.70247,0.184918
1.68318,0.142558
1.68318,0.142558
1.68318,0.142558
1.64777,0.145442
1.65235,0.0797183
1.65235,0.0797183
1.63383,0.035003
1.60179,0.0429409
1.6165,0.112181
1.56432,0.105714
1.56432,0.105714
1.61953,0.0543014
1.64618,0.0674196
1.62865,0.0159677
1.65326,0.0543839
1.61848,0.0120937
1.65664,0.0406202
1.6598,0.0733066
1.6598,0.0733066
1.6598,0.0733066
1.72222,0.118404
1.71893,0.129974
1.71893,0.129974
1.70732,0.200999
1.70732,0.200999
1.71404,0.176958
1.68933,0.146154
1.68933,0.146154
1.65281,0.180313
1.60638,0.238162
1.5906,0.279369
1.6358,0.223368
1.60214,0.208878
1.60214,0.208878
1.60214,0.208878
1.61476,0.154032
1.6422,0.213427
1.65815,0.23438
1.5876,0.247613
1.56437,0.195689
1.60013,0.233119
1.60013,0.233119
1.63134,0.235182
1.61503,0.181143
1.65101,0.192212
1.63901,0.22557
1.57826,0.218612
1.57826,0.218612
1.64493,0.182662
1.61444,0.194432
1.61444,0.194432
1.59477,0.253405
1.60727,0.322885
1.60727,0.322885
1.62433,0.255529
1.62433,0.255529
1.64381,0.341135
1.6592,0.302443
1.68076,0.273885
1.66678,0.225152
1.68004,0.249842
1.72554,0.320104
1.72554,0.320104
1.68183,0.335952
1.69115,0.311835
1.69115,0.311835
1.64266,0.423535
1.58044,0.414679
1.56222,0.46654
1.56144,0.388743
1.56144,0.388743
1.56144,0.388743
1.57467,0.388293
1.55229,0.460949
1.56387,0.444945
1.62017,0.445119
1.62082,0.426968
1.62082,0.426968
1.61811,0.349568
1.58994,0.28548
1.56392,0.360408
1.5967,0.352833
1.57997,0.34588
1.63571,0.259226
1.63571,0.259226
1.60883,0.25312
1.60883,0.25312
1.62564,0.218553
1.64841,0.257276
1.66619,0.245336
1.72511,0.238338
1.72511,0.238338
