MDTU,plaq_ss,plaq_st
1,0.941352,1.07699
2,0.941352,1.07699
3,0.941352,1.07699
4,1.27465,1.53556
5,1.24528,1.49222
6,1.23406,1.47749
7,1.23641,1.46041
8,1.23369,1.44781
9,1.22478,1.44168
10,1.2235,1.42414
11,1.22127,1.41867
12,1.21816,1.40305
13,1.21697,1.40795
14,1.20996,1.40695
15,1.20508,1.40064
16,1.20155,1.3909
17,1.20415,1.38621
18,1.19909,1.3777
19,1.19213,1.37827
20,1.19046,1.37188
21,1.19046,1.37188
22,1.18983,1.36974
23,1.18105,1.35508
24,1.18329,1.35952
25,1.18067,1.35661
26,1.17559,1.34294
27,1.17559,1.34294
28,1.17762,1.33608
29,1.17106,1.33183
30,1.17284,1.33465
31,1.16761,1.32795
32,1.16355,1.32167
33,1.16488,1.31073
34,1.14884,1.29517
35,1.1478,1.29108
36,1.15529,1.29251
37,1.14777,1.284
38,1.14624,1.28524
39,1.14096,1.29247
40,1.14046,1.28841
41,1.12828,1.28901
42,1.12901,1.28573
43,1.12829,1.28591
44,1.12829,1.28591
45,1.11761,1.28109
46,1.12294,1.27959
47,1.11422,1.27881
48,1.11473,1.2815
49,1.11357,1.27481
50,1.11459,1.2698
51,1.10763,1.2712
52,1.10287,1.26927
53,1.0998,1.27391
54,1.09626,1.27533
55,1.10055,1.2808
56,1.09608,1.27552
57,1.09243,1.27112
58,1.08807,1.26079
59,1.08611,1.25126
60,1.083,1.25481
61,1.08804,1.24967
62,1.08059,1.24744
63,1.0773,1.24404
64,1.08194,1.23649
65,1.0858,1.23745
66,1.08836,1.24225
67,1.08321,1.24187
68,1.09105,1.24229
69,1.08975,1.2345
70,1.07963,1.22558
71,1.07622,1.22872
72,1.08162,1.21618
73,1.07947,1.21331
74,1.07901,1.21409
75,1.07737,1.21154
76,1.07543,1.20527
77,1.06595,1.20606
78,1.06863,1.20565
79,1.05838,1.20339
80,1.05838,1.20339
81,1.05422,1.20904
82,1.05342,1.20769
83,1.05342,1.20769
84,1.05342,1.20769
85,1.05749,1.19901
86,1.05952,1.19468
87,1.05947,1.19089
88,1.05773,1.19192
89,1.05295,1.19552
90,1.05582,1.19146
91,1.04935,1.18068
92,1.04935,1.18068
93,1.04895,1.1779
94,1.04686,1.17636
95,1.04686,1.17636
96,1.0387,1.17103
97,1.0382,1.17645
98,1.03593,1.17671
