t,cond_num
10,6.24948
20,6.26049
30,6.27031
40,6.329
50,6.26486
60,6.30807
70,6.30437
80,6.27889
90,6.23692
100,6.31765
110,6.23543
120,6.27755
130,6.27787
140,6.36046
150,6.3105
160,6.25351
170,6.31439
180,6.28955
190,6.30012
200,6.30472
210,6.32268
220,6.31982
230,6.27592
240,6.27319
250,6.30351
260,6.31108
270,6.29735
280,6.32308
290,6.31466
300,6.29344
310,6.30519
320,6.32209
330,6.25738
340,6.31447
350,6.30196
360,6.32105
370,6.31787
380,6.34625
390,6.313
400,6.26389
410,6.33212
420,6.27644
430,6.26707
440,6.27299
450,6.28928
460,6.2714
470,6.32041
480,6.34521
490,6.3275
500,6.37967
510,6.28258
520,6.3008
530,6.28032
540,6.28021
550,6.24265
560,6.31304
570,6.27486
580,6.29392
590,6.27539
600,6.31992
610,6.31177
620,6.29548
630,6.26595
640,6.32328
650,6.33757
660,6.29897
670,6.29151
680,6.27984
690,6.26606
700,6.26334
710,6.34705
720,6.29982
730,6.30992
740,6.3452
750,6.289
760,6.28932
770,6.28663
780,6.28404
790,6.26661
800,6.29536
810,6.32665
820,6.35528
830,6.27565
840,6.26897
850,6.27466
860,6.27141
870,6.25922
880,6.27526
890,6.27475
900,6.31644
910,6.32963
920,6.29568
930,6.26784
940,6.29256
950,6.29552
960,6.28733
970,6.29637
980,6.27128
990,6.26074
1000,6.24122
1010,6.25585
1020,6.27563
1030,6.2925
1040,6.28265
1050,6.29563
1060,6.28426
1070,6.32065
1080,6.2819
1090,6.28624
1100,6.27859
1110,6.278
1120,6.27072
1130,6.2778
1140,6.29748
1150,6.35013
1160,6.26739
1170,6.25363
1180,6.2979
1190,6.26358
1200,6.26361
1210,6.27552
1220,6.23176
1230,6.28135
1240,6.30931
1250,6.27692
1260,6.24755
1270,6.28061
1280,6.25346
1290,6.33653
1300,6.28321
1310,6.25762
1320,6.30587
1330,6.29262
1340,6.29652
1350,6.29263
1360,6.28154
1370,6.33056
1380,6.29098
1390,6.30843
1400,6.30367
1410,6.25321
1420,6.27757
1430,6.31128
1440,6.28503
1450,6.27761
1460,6.31876
1470,6.2983
1480,6.30918
1490,6.28451
1500,6.2806
1510,6.26776
1520,6.33384
1530,6.31476
1540,6.30598
1550,6.34543
1560,6.2514
1570,6.33746
1580,6.35042
1590,6.25948
1600,6.28372
1610,6.27231
1620,6.28254
1630,6.33265
1640,6.31358
1650,6.29482
1660,6.29094
1670,6.28526
1680,6.26469
1690,6.26801
1700,6.2104
1710,6.25789
1720,6.26553
1730,6.26246
1740,6.31061
1750,6.24518
1760,6.32967
1770,6.36232
1780,6.28513
1790,6.29886
1800,6.25075
1810,6.26024
1820,6.26929
1830,6.31397
1840,6.24474
1850,6.32765
1860,6.27827
1870,6.3015
1880,6.29455
1890,6.25942
1900,6.2516
1910,6.3241
1920,6.26624
1930,6.27491
1940,6.29855
1950,6.30371
1960,6.28074
1970,6.29704
1980,6.30405
1990,6.26394
2000,6.27897
2010,6.30946
2020,6.30814
2030,6.27058
2040,6.2716
2050,6.24726
2060,6.2907
2070,6.28937
2080,6.2585
2090,6.33261
2100,6.28464
2110,6.26898
2120,6.30124
2130,6.29145
2140,6.30335
2150,6.29002
2160,6.28186
2170,6.29942
2180,6.33012
2190,6.2699
2200,6.24986
2210,6.26117
2220,6.2872
2230,6.24677
2240,6.26267
2250,6.28455
2260,6.24862
2270,6.31545
2280,6.27137
2290,6.26962
2300,6.23659
2310,6.28403
2320,6.28565
2330,6.25656
2340,6.2832
2350,6.29051
2360,6.30146
2370,6.31749
2380,6.31299
2390,6.29337
2400,6.30341
2410,6.27248
2420,6.32939
2430,6.25911
2440,6.31376
2450,6.34594
2460,6.29945
2470,6.30079
2480,6.29452
2490,6.25241
2500,6.24991
2510,6.27617
2520,6.24916
2530,6.26095
2540,6.32456
2550,6.29018
2560,6.26144
2570,6.29266
2580,6.35515
2590,6.27628
2600,6.27693
2610,6.29798
2620,6.27358
2630,6.26804
2640,6.2541
2650,6.28499
2660,6.26637
2670,6.31102
2680,6.25674
2690,6.24927
2700,6.3405
2710,6.32338
2720,6.2346
2730,6.2333
2740,6.25118
2750,6.26438
2760,6.2824
2770,6.30791
2780,6.30141
2790,6.28374
2800,6.2509
2810,6.26067
2820,6.35002
2830,6.29826
2840,6.24812
2850,6.30404
2860,6.29516
2870,6.30389
2880,6.27917
2890,6.28222
2900,6.34109
2910,6.33791
2920,6.2861
2930,6.26086
2940,6.27743
2950,6.30589
2960,6.31333
2970,6.28146
2980,6.25249
2990,6.25423
3000,6.30716
3010,6.29973
3020,6.24369
3030,6.26655
3040,6.29259
3050,6.27868
3060,6.25761
3070,6.35243
3080,6.28048
3090,6.32566
3100,6.31293
3110,6.31138
3120,6.27182
3130,6.25928
3140,6.26718
3150,6.2973
3160,6.33265
3170,6.2953
3180,6.27393
3190,6.28219
3200,6.29351
3210,6.33273
3220,6.29083
3230,6.28632
3240,6.29526
3250,6.31103
3260,6.28639
3270,6.2648
3280,6.2368
3290,6.24841
3300,6.26843
3310,6.30127
3320,6.25169
3330,6.26873
3340,6.2782
3350,6.30631
3360,6.30669
3370,6.30315
3380,6.27025
3390,6.31908
3400,6.29872
3410,6.26091
3420,6.28321
3430,6.29953
3440,6.3274
3450,6.26855
3460,6.25117
3470,6.28385
3480,6.29763
3490,6.29454
3500,6.2689
3510,6.26973
3520,6.28161
3530,6.29219
3540,6.29214
3550,6.2816
3560,6.28327
3570,6.26438
3580,6.26289
3590,6.2737
3600,6.28086
3610,6.33666
3620,6.29251
3630,6.29519
3640,6.32562
3650,6.28727
3660,6.26991
3670,6.3076
3680,6.27419
3690,6.35671
3700,6.29842
3710,6.25534
3720,6.26905
3730,6.30092
3740,6.33269
3750,6.30766
3760,6.29197
3770,6.27973
3780,6.27657
3790,6.29091
3800,6.28784
3810,6.27087
3820,6.29861
3830,6.26264
3840,6.3154
3850,6.28551
3860,6.35437
3870,6.30636
3880,6.2864
3890,6.30263
3900,6.25388
3910,6.3084
3920,6.3453
3930,6.26823
3940,6.25681
3950,6.30615
3960,6.29022
3970,6.30407
3980,6.25673
3990,6.27325
4000,6.381
4010,6.33953
4020,6.28854
4030,6.28083
4040,6.28314
4050,6.29485
4060,6.29088
4070,6.28687
4080,6.26436
4090,6.26797
4100,6.24462
4110,6.28005
4120,6.26161
4130,6.26521
4140,6.30382
4150,6.26762
4160,6.29662
4170,6.27247
4180,6.29434
4190,6.30237
4200,6.29817
4210,6.28589
4220,6.2806
4230,6.2596
4240,6.27606
4250,6.31216
4260,6.28574
4270,6.2641
4280,6.29741
4290,6.29686
4300,6.25186
4310,6.26776
4320,6.28201
4330,6.29954
4340,6.31404
4350,6.24946
4360,6.32293
4370,6.28426
4380,6.29544
4390,6.2829
4400,6.28556
4410,6.31777
4420,6.28765
4430,6.29916
4440,6.31071
4450,6.3476
4460,6.28733
4470,6.30458
4480,6.29206
4490,6.36477
4500,6.31224
4510,6.30033
4520,6.28433
4530,6.30163
4540,6.25309
4550,6.31639
4560,6.27828
4570,6.25112
4580,6.30125
4590,6.27497
4600,6.32521
4610,6.28982
4620,6.24475
4630,6.26138
4640,6.27301
4650,6.23704
4660,6.24522
4670,6.26227
4680,6.24917
4690,6.28617
4700,6.25787
4710,6.30938
4720,6.28694
4730,6.25337
4740,6.29633
4750,6.28953
4760,6.28315
4770,6.2786
4780,6.27325
4790,6.25783
4800,6.26957
4810,6.26555
4820,6.27942
4830,6.27702
4840,6.30566
4850,6.25738
4860,6.24503
4870,6.3472
4880,6.30027
4890,6.27625
4900,6.29925
4910,6.32417
4920,6.34043
4930,6.29646
4940,6.27001
4950,6.33831
4960,6.28932
4970,6.27483
4980,6.30694
4990,6.26043
5000,6.32217
5010,6.25458
5020,6.28859
5030,6.29471
5040,6.3182
5050,6.28054
5060,6.29527
5070,6.26712
5080,6.25381
5090,6.30501
5100,6.24542
5110,6.31622
5120,6.33402
5130,6.257
5140,6.27337
5150,6.28667
5160,6.3089
5170,6.3049
5180,6.28488
5190,6.31161
5200,6.32734
5210,6.28559
5220,6.28853
5230,6.31277
5240,6.29914
5250,6.297
5260,6.30056
5270,6.33007
5280,6.25106
5290,6.3147
5300,6.31274
5310,6.29283
5320,6.29076
5330,6.26555
5340,6.25618
5350,6.34717
5360,6.31316
5370,6.28921
5380,6.3042
5390,6.28751
5400,6.3368
5410,6.26583
5420,6.31529
5430,6.33421
5440,6.32122
5450,6.25762
5460,6.29945
5470,6.28769
5480,6.29052
5490,6.27621
5500,6.24863
5510,6.2591
5520,6.29355
5530,6.26298
5540,6.27784
5550,6.25804
5560,6.25885
5570,6.3327
5580,6.27599
5590,6.29895
5600,6.25902
5610,6.28316
5620,6.28947
5630,6.29701
5640,6.35551
5650,6.30079
5660,6.25774
5670,6.30716
5680,6.28442
5690,6.27842
5700,6.27146
5710,6.28774
5720,6.28134
5730,6.23729
5740,6.26515
5750,6.25287
5760,6.25204
5770,6.33701
5780,6.27601
5790,6.28173
5800,6.2908
5810,6.31719
5820,6.31646
5830,6.28508
5840,6.27298
5850,6.30513
5860,6.30566
5870,6.33072
5880,6.28414
5890,6.29663
5900,6.30389
5910,6.28367
5920,6.24011
5930,6.26216
5940,6.3278
5950,6.28768
5960,6.27433
5970,6.29166
5980,6.3135
5990,6.31699
6000,6.31853
6010,6.28624
6020,6.2238
6030,6.2922
6040,6.27884
6050,6.26031
6060,6.31483
6070,6.29427
6080,6.29953
6090,6.26363
6100,6.28546
6110,6.27057
6120,6.24171
6130,6.281
6140,6.29037
6150,6.27495
6160,6.30062
6170,6.30558
6180,6.29789
6190,6.29499
6200,6.27481
6210,6.24607
6220,6.31745
6230,6.33167
6240,6.27312
6250,6.29638
6260,6.29135
6270,6.25112
6280,6.30467
6290,6.29003
6300,6.32918
6310,6.30356
6320,6.28562
6330,6.25909
6340,6.27849
6350,6.25672
6360,6.23613
6370,6.31046
6380,6.27162
6390,6.31269
6400,6.28946
6410,6.25839
6420,6.29086
6430,6.3393
6440,6.31999
6450,6.27983
6460,6.29817
6470,6.28419
6480,6.2829
6490,6.30094
6500,6.32508
6510,6.30151
6520,6.27993
6530,6.30103
6540,6.30677
6550,6.25074
6560,6.29753
6570,6.25844
6580,6.33588
6590,6.24946
6600,6.28884
6610,6.30034
6620,6.29088
6630,6.27506
6640,6.30979
6650,6.30117
6660,6.27763
6670,6.30928
6680,6.29857
6690,6.35355
6700,6.32997
6710,6.33372
6720,6.31956
6730,6.28165
6740,6.27418
6750,6.27544
6760,6.3043
6770,6.28671
6780,6.30136
6790,6.30267
6800,6.30639
6810,6.24612
6820,6.3297
6830,6.32597
6840,6.26452
6850,6.27486
6860,6.28212
6870,6.29256
6880,6.32478
6890,6.30023
6900,6.28798
6910,6.29692
6920,6.26362
6930,6.26475
6940,6.29314
6950,6.28563
6960,6.24039
6970,6.26617
6980,6.34069
6990,6.2867
7000,6.2645
7010,6.29638
7020,6.27368
7030,6.27699
7040,6.29792
7050,6.31068
7060,6.24543
7070,6.2877
7080,6.26191
7090,6.27811
7100,6.27913
7110,6.29312
7120,6.29741
7130,6.28869
7140,6.32354
