t,walltime
10,3637
20,1786
30,1095
40,744.8
50,619.9
60,584.5
70,585.1
80,514.3
90,502.5
100,512.1
110,452.1
120,518.5
130,516.6
140,518.6
150,505.3
160,501.1
170,430
180,417.2
190,392.9
200,398.9
210,347.7
220,359.7
230,364.1
240,367.6
250,365.1
260,354.8
270,347
280,353
290,361.7
300,337.7
310,390.9
320,388.8
330,394.7
340,400.4
350,399.5
360,397.6
370,395.1
380,413.1
390,404.5
400,400.5
410,398.8
420,403.8
430,405.4
440,405.8
450,403.8
460,403
470,405
480,404.4
490,411.2
500,407.3
510,393.3
520,392.7
530,381.6
540,379.3
550,379.4
560,398.9
570,393.8
580,375.7
590,379.9
600,371.9
610,421.9
620,424.7
630,413.2
640,415.5
650,412.1
660,402.5
670,410.7
680,411.2
690,407
700,400.6
710,408.4
720,415.2
730,407
740,403.6
750,405.8
760,411.1
770,404.5
780,406.8
790,406.3
800,409.2
810,421.9
820,422.4
830,422.2
840,419.3
850,409.8
860,395.4
870,395.7
880,396.2
890,399.2
900,401.9
910,409
920,413.4
930,407
940,402.6
950,401.4
960,403.5
970,399.6
980,399.3
990,403.2
1000,405.4
1010,394.9
1020,385.9
1030,397.7
1040,385.5
1050,386.6
1060,404.1
1070,410
1080,408.3
1090,407.6
1100,404.7
1110,384
1120,378.6
1130,379.7
1140,374.4
1150,374.2
1160,386.6
1170,400.4
1180,400.7
1190,399.1
1200,394.9
1210,433.6
1220,431
1230,436.9
1240,436
1250,427.5
1260,422.2
1270,420.2
1280,422.9
1290,423.9
1300,423
1310,383.1
1320,381.4
1330,387.7
1340,381.1
1350,365.8
1360,404
1370,402.2
1380,399.5
1390,403.1
1400,394.1
1410,387.6
1420,385.6
1430,381.8
1440,381.5
1450,379.8
1460,441
1470,431.8
1480,426.4
1490,423.7
1500,423.3
1510,414.5
1520,427.5
1530,446.6
1540,423.8
1550,423.4
1560,425.5
1570,425.3
1580,422.3
1590,423.2
1600,412.9
1610,398.2
1620,400.9
1630,410.1
1640,412.5
1650,408.4
1660,425
1670,424.7
1680,426.3
1690,419
1700,404.4
1710,392.2
1720,394.3
1730,398.9
1740,399.2
1750,405.4
1760,416.9
1770,419.9
1780,418.9
1790,415.8
1800,424.3
1810,429.5
1820,429.8
1830,433.3
1840,429.2
1850,425.1
1860,424.5
1870,439.1
1880,436.3
1890,426.3
1900,416.9
1910,427.5
1920,428.7
1930,427.6
1940,427.2
1950,424.2
1960,435.6
1970,423.7
1980,423.1
1990,418.2
2000,409.7
2010,413.2
2020,413.4
2030,414.8
2040,413.2
2050,408.4
2060,398.5
2070,400.4
2080,400.6
2090,400
2100,400.5
2110,405
2120,401.1
2130,416.1
2140,407.4
2150,412.5
2160,399.3
2170,409
2180,410.1
2190,406.3
