t,N_f,N_g
10,300,18000
20,150,7800
30,90,3600
40,60,2160
50,50,1600
60,50,1500
70,46,1288
80,44,1056
90,44,1056
100,44,1056
110,42,1008
120,42,1008
130,42,1008
140,42,1008
150,42,1008
160,40,800
170,38,760
180,36,720
190,34,680
200,32,640
210,30,600
220,30,600
230,30,600
240,30,600
250,30,600
260,30,600
270,30,600
280,30,600
290,30,600
300,30,600
310,32,640
320,32,640
330,32,640
340,32,640
350,32,640
360,32,640
370,32,640
380,32,640
390,32,640
400,32,640
410,32,640
420,32,640
430,32,640
440,32,640
450,32,640
460,32,640
470,32,640
480,32,640
490,32,640
500,32,640
510,32,640
520,32,640
530,32,640
540,32,640
550,32,640
560,34,612
570,34,612
580,34,612
590,34,612
600,34,612
610,34,612
620,34,612
630,34,612
640,34,612
650,34,612
660,34,612
670,34,612
680,34,612
690,34,612
700,34,612
710,34,612
720,34,612
730,34,612
740,34,612
750,34,612
760,34,612
770,34,612
780,34,612
790,34,612
800,34,612
810,34,612
820,34,612
830,34,612
840,34,612
850,34,612
860,34,612
870,34,612
880,34,612
890,34,612
900,34,612
910,34,612
920,34,612
930,34,612
940,34,612
950,34,612
960,34,612
970,34,612
980,34,612
990,34,612
1000,34,612
1010,34,612
1020,34,612
1030,34,612
1040,34,612
1050,34,612
1060,34,612
1070,34,612
1080,34,612
1090,34,612
1100,34,612
1110,34,612
1120,34,612
1130,34,612
1140,34,612
1150,34,612
1160,34,612
1170,34,612
1180,34,612
1190,34,612
1200,34,612
1210,34,612
1220,34,612
1230,34,612
1240,34,612
1250,34,612
1260,34,612
1270,34,612
1280,34,612
1290,34,612
1300,34,612
1310,34,612
1320,34,612
1330,34,612
1340,34,612
1350,34,612
1360,34,612
1370,34,612
1380,34,612
1390,34,612
1400,34,612
1410,34,612
1420,34,612
1430,34,612
1440,34,612
1450,34,612
1460,34,612
1470,34,612
1480,34,612
1490,34,612
1500,34,612
1510,34,612
1520,34,612
1530,34,612
1540,34,612
1550,34,612
1560,34,612
1570,34,612
1580,34,612
1590,34,612
1600,34,612
1610,34,612
1620,34,612
1630,34,612
1640,34,612
1650,34,612
1660,34,612
1670,34,612
1680,34,612
1690,34,612
1700,34,612
1710,34,612
1720,34,612
1730,34,612
1740,34,612
1750,34,612
1760,34,612
1770,34,612
1780,34,612
1790,34,612
1800,34,612
1810,34,612
1820,34,612
1830,34,612
1840,34,612
1850,34,612
1860,34,612
1870,34,612
1880,34,612
1890,34,612
1900,34,612
1910,34,612
1920,34,612
1930,34,612
1940,34,612
1950,34,612
1960,34,612
1970,34,612
1980,34,612
1990,34,612
2000,34,612
2010,34,612
2020,34,612
2030,34,612
2040,34,612
2050,34,612
2060,34,612
2070,34,612
2080,34,612
2090,34,612
2100,34,612
2110,34,612
